Igehely	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás	Kritikai kiadás
Mt 8:27	G0846	αὐτῷ	autō	αὐτός	he/she/it/self	Him	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1
Mt 8:27	G5219	ὑπακούουσιν;¶	hupakouousin	ὑπακούω	to obey	obey	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G2532	Καὶ	Kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G2064	ἐλθόντος	elthontos	ἔρχομαι	to come/go	when was coming	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:28	G0846	αὐτοῦ	autou	αὐτός	he/she/it/self	He	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:28	G1519	εἰς	eis	εἰς	toward	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3588	τὸ	to	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G4008	πέραν	peran	πέραν	other side	other side	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1519	εἰς	eis	εἰς	toward	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G5561	χώραν	chōran	χώρα	country	region	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3588	τῶν	tōn	ὁ	the/this/who	of the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1046	Γαδαρηνῶν	Gadarēnōn	Γαδαρηνός	Gadarene	Gadarenes	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:28	G5221	ὑπήντησαν	hupēntēsan	ὑπαντάω	to go meet	met	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G0846	αὐτῷ	autō	αὐτός	he/she/it/self	Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1417	δύο	duo	δύο	two	two	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1139	δαιμονιζόμενοι	daimonizomenoi	δαιμονίζομαι	be demonised	being demonised	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1537	ἐκ	ek	ἐκ	out from	out of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3588	τῶν	tōn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3419	μνημείων	mnēmeiōn	μνημεῖον	grave	tombs	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1831	ἐξερχόμενοι,	exerchomenoi	ἐξέρχομαι	to go out	coming forth,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G5467	χαλεποὶ	chalepoi	χαλεπός	harsh	violent	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3029	λίαν,	lian	λίαν	greatly	extremely,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G5620	ὥστε	hōste	ὥστε	so	so that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3361	μὴ	mē	μή	not	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G2480	ἰσχύειν	ischuein	ἰσχύω	be strong	to be able	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G5100	τινὰ	tina	τις	one	anyone	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3928	παρελθεῖν	parelthein	παρέρχομαι	to pass by	to pass	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1223	διὰ	dia	διά	through/because of	through	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3588	τῆς	tēs	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G3598	ὁδοῦ	hodou	ὁδός	road	way	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:28	G1565	ἐκείνης.	ekeinēs	ἐκεῖνος	that	that.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2400	ἰδοὺ	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2896	ἔκραξαν	ekraxan	κράζω	to cry	they cried out	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G3004	λέγοντες·	legontes	λέγω	to speak	saying;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G5101	τί	ti	τίς	which?	What	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G3165	ἡμῖν	hēmin	ἐγώ	I/we	to us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G4771	σοί	soi	σύ	you	to you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2424	Ἰησοῦ,	Iēsou	Ἰησοῦς	Jesus/Joshua	Jesus	TR+Byz
Mt 8:29	G5207	υἱὲ	huie	υἱός	son	Son	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G3588	τοῦ	tou	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2316	θεοῦ;	theou	θεός	God	of God?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2064	ἦλθες	ēlthes	ἔρχομαι	to come/go	Are You come	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G5602	ὧδε	hōde	ὧδε	here	here	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G4253	πρὸ	pro	πρό	before	before [the]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G2540	καιροῦ	kairou	καιρός	time/right time	time	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G0928	βασανίσαι	basanisai	βασανίζω	to torture	to torment	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:29	G3165	ἡμᾶς;	hēmas	ἐγώ	I/we	us?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G1510	ἦν	ēn	εἰμί	to be	There was	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G3112	μακρὰν	makran	μακρός	long/distant	far off	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G0575	ἀπ᾽	ap᾽	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G0034	ἀγέλη	agelē	ἀγέλη	herd	a herd	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G5519	χοίρων	choirōn	χοῖρος	pig	of pigs	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G4183	πολλῶν	pollōn	πολύς	much	many	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:30	G1006	βοσκομένη.	boskomenē	βόσκω	to feed	feeding.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3588	οἱ	hoi	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G1161	δὲ	de	δέ	but/and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G1142	δαίμονες	daimones	δαίμων	demon	the demons	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3870	παρεκάλουν	parekaloun	παρακαλέω	to plead/comfort	were begging	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G0846	αὐτὸν	auton	αὐτός	he/she/it/self	Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3004	λέγοντες·	legontes	λέγω	to speak	saying;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G1487	εἰ	ei	εἰ	if	If	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G1544	ἐκβάλλεις	ekballeis	ἐκβάλλω	to expel	You cast out	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3165	ἡμᾶς,	hēmas	ἐγώ	I/we	us,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G2010	ἐπίτρεψον	epitrepson	ἐπιτρέπω	to permit	do allow	TR+Byz
Mt 8:31	G0649	ἀπόστειλον	aposteilon	ἀποστέλλω	to send	do send away	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:31	G3165	ἡμᾶς	hēmas	ἐγώ	I/we	us	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:31	G1519	εἰς	eis	εἰς	toward	into	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G0034	ἀγέλην	agelēn	ἀγέλη	herd	herd	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G3588	τῶν	tōn	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:31	G5519	χοίρων.	choirōn	χοῖρος	pig	of pigs.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2036	εἶπεν	eipen	ἔπω, ἐρῶ, εἶπον	to say	He said	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G0846	αὐτοῖς·	autois	αὐτός	he/she/it/self	to them;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G5217	ὑπάγετε.	hupagete	ὑπάγω	to go	do go.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	οἱ	hoi	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G1161	δὲ	de	δέ	but/and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G1831	ἐξελθόντες	exelthontes	ἐξέρχομαι	to go out	having gone out	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G0565	ἀπῆλθον	apēlthon	ἀπέρχομαι	to go away	they went away	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G1519	εἰς	eis	εἰς	toward	into	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	τὴν	tēn	ὁ	the/this/who	<the>	TR+Byz
Mt 8:32	G0034	ἀγέλην	agelēn	ἀγέλη	herd	herd	TR+Byz
Mt 8:32	G3588	τοὺς	tous	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:32	G5519	χοίρους,	choirous	χοῖρος	pig	pigs,	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:32	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2400	ἰδοὺ	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3729	ὥρμησεν	hōrmēsen	ὁρμάω	to stampede	rushed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3956	πᾶσα	pasa	πᾶς	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	ἡ	hē	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G0034	ἀγέλη	agelē	ἀγέλη	herd	herd	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	τῶν	tōn	ὁ	the/this/who	of the	TR+Byz
Mt 8:32	G5519	χοίρων	choirōn	χοῖρος	pig	of pigs	TR+Byz
Mt 8:32	G2596	κατὰ	kata	κατά	according to	down	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	τοῦ	tou	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2911	κρημνοῦ	krēmnou	κρημνός	cliff	steep bank	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G1519	εἰς	eis	εἰς	toward	into	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2281	θάλασσαν,	thalassan	θάλασσα	sea	sea,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G0599	ἀπέθανον	apethanon	ἀποθνήσκω	to die	perished	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G3588	τοῖς	tois	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:32	G5204	ὕδασιν.	hudasin	ὕδωρ, ὕδατος	water	waters.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G3588	οἱ	hoi	ὁ	the/this/who	Those	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G1006	βόσκοντες	boskontes	βόσκω	to feed	feeding [them]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G5343	ἔφυγον,	ephugon	φεύγω	to flee	fled,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G0565	ἀπελθόντες	apelthontes	ἀπέρχομαι	to go away	having gone away	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G1519	εἰς	eis	εἰς	toward	into	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G4172	πόλιν	polin	πόλις	city	city	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G0518	ἀπήγγειλαν	apēngeilan	ἀπαγγέλλω	to announce	they related	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G3956	πάντα	panta	πᾶς	all	everything	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G2532	καὶ	kai	καί	and	including	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G3588	τὰ	ta	ὁ	the/this/who	the [matter]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G3588	τῶν	tōn	ὁ	the/this/who	of those	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:33	G1139	δαιμονιζομένων.	daimonizomenōn	δαιμονίζομαι	be demonised	being demonised.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G2400	ἰδοὺ	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3956	πᾶσα	pasa	πᾶς	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3588	ἡ	hē	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G4172	πόλις	polis	πόλις	city	city	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G1831	ἐξῆλθεν	exēlthen	ἐξέρχομαι	to go out	went out	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G1519	εἰς	eis	εἰς	toward	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G5222	ὑπάντησιν	hupantēsin	ὑπάντησις	meeting	meet	NA28+NA27+Tyn+SBL+WH+Treg
Mt 8:34	G3588	τῷ	tō	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G2424	Ἰησοῦ,	Iēsou	Ἰησοῦς	Jesus/Joshua	Jesus,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G1492	ἰδόντες	idontes	εἴδω	to perceive	having seen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G0846	αὐτὸν	auton	αὐτός	he/she/it/self	Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3870	παρεκάλεσαν	parekalesan	παρακαλέω	to plead/comfort	they begged [Him]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3704	ὅπως	hopōs	ὅπως	that	that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3327	μεταβῇ	metabēa	μεταβαίνω	to depart	He may depart	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3588	τῶν	tōn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G3725	ὁρίων	horiōn	ὅριον	region	region	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 8:34	G0846	αὐτῶν.¶	autōn	αὐτός	he/she/it/self	of them.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G2532	Καὶ	Kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G1684	ἐμβὰς	embas	ἐμβαίνω	to get into	having climbed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G1519	εἰς	eis	εἰς	toward	into	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G3588	τὸ	to	ὁ	the/this/who	<the>	TR+Byz
Mt 9:1	G4143	πλοῖον	ploion	πλοῖον	boat	a boat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G1276	διεπέρασεν	dieperasen	διαπεράω	to cross	He passed over	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G2064	ἦλθεν	ēlthen	ἔρχομαι	to come/go	came	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G1519	εἰς	eis	εἰς	toward	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G3588	τὴν	tēn	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G2398	ἰδίαν	idian	ἴδιος	one's own/private	[his] own	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:1	G4172	πόλιν.	polin	πόλις	city	city.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2400	ἰδοὺ	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G4374	προσέφερον	prosepheron	προσφέρω	to bring to	they were bringing	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G0846	αὐτῷ	autō	αὐτός	he/she/it/self	to Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G3885	παραλυτικὸν	paralutikon	παραλυτικός	paralytic	a paralytic	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G1909	ἐπὶ	epi	ἐπί	upon/to/against	on	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2825	κλίνης	klinēs	κλίνη	bed	a bed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G0906	βεβλημένον.	beblēmenon	βάλλω	to throw	lain down.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G1492	ἰδὼν	idōn	εἴδω	to perceive	having seen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G3588	ὁ	ho	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2424	Ἰησοῦς	Iēsous	Ἰησοῦς	Jesus/Joshua	Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G4102	πίστιν	pistin	πίστις	faith	faith	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2036	εἶπεν	eipen	ἔπω, ἐρῶ, εἶπον	to say	He said	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G3588	τῷ	tō	ὁ	the/this/who	to the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G3885	παραλυτικῷ·	paralutikō	παραλυτικός	paralytic	paralytic;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G2293	θάρσει	tharsei	θαρσέω	take heart	Take courage	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G5043	τέκνον,	teknon	τέκνον	child	son,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G0863	ἀφίενταί	aphientai	ἀφίημι	to release	are forgiven	NA28+NA27+Tyn+SBL+WH+Treg
Mt 9:2	G4771	σοί	soi	σύ	you	to you	TR+Byz
Mt 9:2	G4771	σου	sou	σύ	you	of you	NA28+NA27+Tyn+SBL+WH+Treg+TR»2+Byz»2
Mt 9:2	G3588	αἱ	hai	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:2	G0266	ἁμαρτίαι.	hamartiai	ἁμαρτία	sin	sins.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G2400	ἰδού	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G5100	τινες	tines	τις	one	some	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G3588	τῶν	tōn	ὁ	the/this/who	of the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G1122	γραμματέων	grammateōn	γραμματεύς	scribe	scribes	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G2036	εἶπαν	eipan	ἔπω, ἐρῶ, εἶπον	to say	said	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G1722	ἐν	en	ἐν	in/on/among	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G1438	ἑαυτοῖς·	he'autois	ἑαυτοῦ	my/your/him-self	themselves;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G3778	οὗτος	houtos	οὗτος	this/he/she/it	This [man]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:3	G0987	βλασφημεῖ.	blasphēmei	βλασφημέω	to blaspheme	blasphemes!	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G2532	καὶ	kai	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G1492	ἰδὼν	idōn	εἴδω	to perceive	seeing	NA28+NA27+TR+Byz
Mt 9:4	G3588	ὁ	ho	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G2424	Ἰησοῦς	Iēsous	Ἰησοῦς	Jesus/Joshua	Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G3588	τὰς	tas	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G1761	ἐνθυμήσεις	enthumēseis	ἐνθύμησις	reflection	thoughts	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G2036	εἶπεν·	eipen	ἔπω, ἐρῶ, εἶπον	to say	He said;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G5101+G2443	ἱνατί	hinati	ἵνα+τίς	in order that/to+which?	so why	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G4771	ὑμεῖς	humeis	σύ	you	you yourselves	TR+Byz
Mt 9:4	G1760	ἐνθυμεῖσθε	enthumeisthe	ἐνθυμέομαι	to reflect on	think	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G4190	πονηρὰ	ponēra	πονηρός	evil/bad	evil	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G3588	ταῖς	tais	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G2588	καρδίαις	kardiais	καρδία	heart	hearts	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:4	G4771	ὑμῶν;	humōn	σύ	you	of you?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:5	G5101	τί	ti	τίς	which?	Which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 9:5	G1063	γάρ	gar	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
