Igehely	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás	Kritikai kiadás
1Kor 10:3	G3956	πάντες	pantes	πᾶς	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:3	G3588	τὸ	to	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:3	G0846	αὐτὸ	auto	αὐτός	he/she/it/self	same	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:3	G4152	πνευματικὸν	pneumatikon	πνευματικός	spiritual	spiritual	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1
1Kor 10:3	G1033	βρῶμα	brōma	βρῶμα	food	food	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:3	G5315	ἔφαγον	ephagon	φαγεῖν	to eat	ate	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G3956	πάντες	pantes	πᾶς	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G3588	τὸ	to	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G0846	αὐτὸ	auto	αὐτός	he/she/it/self	same	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G4152	πνευματικὸν	pneumatikon	πνευματικός	spiritual	spiritual	NA28+NA27+Tyn+SBL+WH+Treg+TR»2+Byz»2
1Kor 10:4	G4095	ἔπιον	epion	πίνω	to drink	they drank	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1
1Kor 10:4	G4188	πόμα,	poma	πόμα	drink	drink	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G4095	ἔπινον	epinon	πίνω	to drink	they were drinking	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G1063	γὰρ	gar	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G1537	ἐκ	ek	ἐκ	out from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G4152	πνευματικῆς	pneumatikēs	πνευματικός	spiritual	[the] spiritual	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G0190	ἀκολουθούσης	akolouthousēs	ἀκολουθέω	to follow	accompanying [them]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G4073	πέτρας,	petras	πέτρα	rock	rock,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G3588	ἡ	hē	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G4073	πέτρα	petra	πέτρα	rock	rock	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1
1Kor 10:4	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G1510	ἦν	ēn	εἰμί	to be	was	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G3588	ὁ	ho	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:4	G5547	Χριστός·	Christos	Χριστός	Christ	Christ;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G0235	ἀλλ᾽	all᾽	ἀλλά	but	Nevertheless	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G3756	οὐκ	ouk	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G1722	ἐν	en	ἐν	in/on/among	with	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G3588	τοῖς	tois	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G4119	πλείοσιν	pleiosin	πλείων, πλεῖον	greater	most	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G2106	εὐδόκησεν	eudokēsen	εὐδοκέω	to delight	was well pleased	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G3588	ὁ	ho	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G2316	θεός·	theos	θεός	God	God;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G2693	κατεστρώθησαν	katestrōthēsan	καταστρώννυμι	be thrown down	they were strewn	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G1063	γὰρ	gar	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G3588	τῇ	tēa	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:5	G2048	ἐρήμῳ.	erēmō	ἔρημος	deserted	wilderness.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G3778	ταῦτα	tauta	οὗτος	this/he/she/it	These things	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G5179	τύποι	tupoi	τύπος	mark/example	types	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G3165	ἡμῶν	hēmōn	ἐγώ	I/we	to us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1096	ἐγενήθησαν	egenēthēsan	γίνομαι	to be	have become	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1519	εἰς	eis	εἰς	toward	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G3588	τὸ	to	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G3361	μὴ	mē	μή	not	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1511	εἶναι	einai	εἰμί	to be	to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G3165	ἡμᾶς	hēmas	ἐγώ	I/we	us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1938	ἐπιθυμητὰς	epithumētas	ἐπιθυμητής	one who desires	desirers	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G2556	κακῶν	kakōn	κακός	evil/harm	of evil things	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G2531	καθὼς	kathōs	καθώς	as/just as	even as	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1565+G2532	κἀκεῖνοι	kakeinoi	κἀκεῖνος	and that one	they also	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:6	G1937	ἐπεθύμησαν.	epethumēsan	ἐπιθυμέω	to long for	desired.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G3366	μηδὲ	mēde	μηδέ	nor	Neither	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G1496	εἰδωλολάτραι	eidōlolatrai	εἰδωλολάτρης	idolater	idolaters	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G1096	γίνεσθε	ginesthe	γίνομαι	to be	do become	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G2531	καθώς	kathōs	καθώς	as/just as	even as	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G5100	τινες	tines	τις	one	some	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G5618	ὥσπερ	hōsper	ὥσπερ	just as	as	NA28+NA27+Tyn+SBL+WH+Treg+Byz
1Kor 10:7	G1125	γέγραπται·	gegraptai	γράφω	to write	it has been written:	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G2523	ἐκάθισεν	ekathisen	καθίζω	to seat	Sat down	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G3588	ὁ	ho	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G2992	λαὸς	laos	λαός	a people	people	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G5315	φαγεῖν	phagein	φαγεῖν	to eat	to eat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G4095	πεῖν	pein	πίνω	to drink	to drink	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G0450	ἀνέστησαν	anestēsan	ἀνίστημι	to arise	rose up	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:7	G3815	παίζειν.	paizein	παίζω	to play	to play.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G3366	μηδὲ	mēde	μηδέ	nor	Neither	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G4203	πορνεύωμεν	porneuōmen	πορνεύω	to sin sexually	shall we commit sexual immorality	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G2531	καθώς	kathōs	καθώς	as/just as	even as	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G5100	τινες	tines	τις	one	some	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G4203	ἐπόρνευσαν,	eporneusan	πορνεύω	to sin sexually	committed sexual immorality,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G4098	ἔπεσαν	epesan	πίπτω	to collapse	fell	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G1722	ἕν	hen	ἐν	in/on/among	in	TR
1Kor 10:8	G1520	μιᾷ	mia	εἷς	one	one	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G2250	ἡμέρᾳ	hēmera	ἡμέρα	day	day	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G1501	εἴκοσι	eikosi	εἴκοσι	twenty	twenty	NA28+NA27+Tyn»1+SBL+WH+Treg+TR+Byz
1Kor 10:8	G5140	τρεῖς	treis	τρεῖς, τρία	three	three	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:8	G5505	χιλιάδες.	chiliades	χιλιάς	thousand	thousand.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G3366	μηδὲ	mēde	μηδέ	nor	Neither	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G1598	ἐκπειράζωμεν	ekpeirazōmen	ἐκπειράζω	to test/tempt	shall we test	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G3588	τὸν	ton	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G5547	Χριστόν	Christon	Χριστός	Christ	Christ	NA28+NA27+SBL+TR+Byz
1Kor 10:9	G2531	καθώς	kathōs	καθώς	as/just as	even as	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G2532	καί	kai	καί	and	and	TR+Byz
1Kor 10:9	G5100	τινες	tines	τις	one	some	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G3985	ἐπείρασαν,	epeirasan	πειράζω	to test/tempt	tested,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G5259	ὑπὸ	hupo	ὑπό	by/under	by	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G3588	τῶν	tōn	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G3789	ὄφεων	opheōn	ὄφις	snake	serpents	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:9	G0622	ἀπώλλυντο.	apōllunto	ἀπολλύω	to destroy	were destroyed.	NA28+NA27+Tyn+SBL+WH+Treg
1Kor 10:10	G3366	μηδὲ	mēde	μηδέ	nor	Neither	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G1111	γογγύζετε	gonguzete	γογγύζω	to murmur	do grumble	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G2509	καθάπερ	kathaper	καθάπερ	just as	just as	NA28+NA27+SBL+WH+Treg
1Kor 10:10	G2532	καί	kai	καί	and	and	TR+Byz
1Kor 10:10	G5100	τινὲς	tines	τις	one	some	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G0846	αὐτῶν	autōn	αὐτός	he/she/it/self	of them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G1111	ἐγόγγυσαν,	egongusan	γογγύζω	to murmur	grumbled,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G0622	ἀπώλοντο	apōlonto	ἀπολλύω	to destroy	perished	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G5259	ὑπὸ	hupo	ὑπό	by/under	by	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G3588	τοῦ	tou	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:10	G3644	ὀλοθρευτοῦ.	olothreutou	ὀλοθρευτής	destroyer	Destroyer.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3778	ταῦτα	tauta	οὗτος	this/he/she/it	These things	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3956	πάντα	panta	πᾶς	all	all	TR+Byz
1Kor 10:11	G9992	τυπικῶς	tupikōs	τύπος	mark/example	typologically	NA28+NA27+Tyn+SBL+WH+Treg
1Kor 10:11	G4819	συνέβαινεν	sunebainen	συμβαίνω	to happen	it was happening	NA28+NA27+Tyn+SBL+WH+Treg
1Kor 10:11	G1565	ἐκείνοις,	ekeinois	ἐκεῖνος	that	to them,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G1125	ἐγράφη	egraphē	γράφω	to write	were written	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G4314	πρὸς	pros	πρός	to/with	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3559	νουθεσίαν	nouthesian	νουθεσία	admonition	admonition	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3165	ἡμῶν	hēmōn	ἐγώ	I/we	of us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G1519	εἰς	eis	εἰς	toward	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3739	οὓς	hous	ὅς, ἥ	which	whom	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3588	τὰ	ta	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G5056	τέλη	telē	τέλος	goal/tax	ends	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G3588	τῶν	tōn	ὁ	the/this/who	of the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G0165	αἰώνων	aiōnōn	αἰών	an age	ages	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:11	G2658	κατήντηκεν.¶	katēntēken	καταντάω	to come to	has come.	NA28+NA27+Tyn+SBL+WH+Treg
1Kor 10:12	G5620	Ὥστε	Hōste	ὥστε	so	Therefore	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G3588	ὁ	ho	ὁ	the/this/who	the [one]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G1380	δοκῶν	dokōn	δοκέω	to think	thinking	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G2476	ἑστάναι	hestanai	ἵστημι	to stand	to have stood	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G0991	βλεπέτω	blepetō	βλέπω	to see	he should take heed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G3361	μὴ	mē	μή	not	lest	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:12	G4098	πέσῃ.	pesē	πίπτω	to collapse	he may fall.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3986	πειρασμὸς	peirasmos	πειρασμός	temptation/testing	Temptation	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4771	ὑμᾶς	humas	σύ	you	you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3756	οὐκ	ouk	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G2983	εἴληφεν	eilēphen	λαμβάνω	to take	has seized	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1487	εἰ	ei	εἰ	if	only	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3361	μὴ	mē	μή	not	except	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G0442	ἀνθρώπινος·	anthrōpinos	ἀνθρώπινος	human	what is common to man;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4103	πιστὸς	pistos	πιστός	faithful	faithful	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3588	ὁ	ho	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G2316	θεός,	theos	θεός	God	[is] God,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3739	ὃς	hos	ὅς, ἥ	which	who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3756	οὐκ	ouk	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1439	ἐάσει	easei	ἐάω	to allow	will allow	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4771	ὑμᾶς	humas	σύ	you	you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3985	πειρασθῆναι	peirasthēnai	πειράζω	to test/tempt	to be tempted	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G5228	ὑπὲρ	huper	ὑπέρ	above/for	beyond	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3739	ὃ	ho	ὅς, ἥ	which	what	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1410	δύνασθε,	dunasthe	δύναμαι	be able	you are able,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G0235	ἀλλὰ	alla	ἀλλά	but	but	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4160	ποιήσει	poiēsei	ποιέω	to do/make	will provide	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4862	σὺν	sun	σύν	with	with	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3588	τῷ	tō	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3986	πειρασμῷ	peirasmō	πειρασμός	temptation/testing	temptation	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G2532	καὶ	kai	καί	and	also	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3588	τὴν	tēn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1545	ἔκβασιν	ekbasin	ἔκβασις	way out	escape	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G3588	τοῦ	tou	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G1410	δύνασθαι	dunasthai	δύναμαι	be able	to be able	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:13	G4771	ὑμᾶς	humas	σύ	you	you	TR+Byz
1Kor 10:13	G5297	ὑπενεγκεῖν.¶	hupenegkein	ὑποφέρω	to endure	to endure [it].	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G1355	Διόπερ,	Dioper	διόπερ	therefore	Therefore,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G0027	ἀγαπητοί	agapētoi	ἀγαπητός	beloved	beloved	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G3165	μου,	mou	ἐγώ	I/we	of mine,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G5343	φεύγετε	pheugete	φεύγω	to flee	do flee	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G3588	τῆς	tēs	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:14	G1495	εἰδωλολατρίας.	eidōlolatrias	εἰδωλολατρεία	idolatry	idolatry.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G5613	ὡς	hōs	ὡς	which/how	As	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G5429	φρονίμοις	phronimois	φρόνιμος	thoughtful	to sensible [ones]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G3004	λέγω,	legō	λέγω	to speak	I speak,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G2919	κρίνατε	krinate	κρίνω	to judge	do judge	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G4771	ὑμεῖς	humeis	σύ	you	for yourselves	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G3739	ὅ	ho	ὅς, ἥ	which	what	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:15	G5346	φημι.	phēmi	φημί	to say	I say.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τὸ	to	ὁ	the/this/who	The	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G4221	ποτήριον	potērion	ποτήριον	cup	cup	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τῆς	tēs	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G2129	εὐλογίας	eulogias	εὐλογία	praise	of blessing	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3739	ὃ	ho	ὅς, ἥ	which	that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G2127	εὐλογοῦμεν,	eulogoumen	εὐλογέω	to praise/bless	we bless,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3780	οὐχὶ	ouchi	οὐχί	not	surely	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G2842	κοινωνία	koinōnia	κοινωνία	participation	a participation	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G1510	ἐστὶν	estin	εἰμί	to be	it is	NA28+NA27+Tyn+SBL+WH+Treg+TR»4+Byz»4
1Kor 10:16	G3588	τοῦ	tou	ὁ	the/this/who	in the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G0129	αἵματος	aimatos	αἷμα	blood	blood	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τοῦ	tou	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G5547	Χριστοῦ;	Christou	Χριστός	Christ	of Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τὸν	ton	ὁ	the/this/who	The	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G0740	ἄρτον	arton	ἄρτος	bread	bread	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3739	ὃν	hon	ὅς, ἥ	which	that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G2806	κλῶμεν,	klōmen	κλάω	to break	we break,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3780	οὐχὶ	ouchi	οὐχί	not	surely	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G2842	κοινωνία	koinōnia	κοινωνία	participation	a participation	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τοῦ	tou	ὁ	the/this/who	in the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G4983	σώματος	sōmatos	σῶμα	body	body	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
1Kor 10:16	G3588	τοῦ	tou	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
