Igehely	Szósorszám	Strong-szám	Angol szó	Morfológiai kód
Gen.32.28	7	H430	with God	
Gen.32.28	8	H582	and with men	
Gen.32.28	9	H3201	, and hast prevailed	[H8799]
Gen.32.29	1	H3290	And Jacob	
Gen.32.29	2	H7592	asked	[H8799]
Gen.32.29	3	H559	him, and said	[H8799]
Gen.32.29	4	H5046	, Tell	[H8685]
Gen.32.29	5	H8034	me, I pray thee, thy name	
Gen.32.29	6	H559	. And he said	[H8799]
Gen.32.29	7	H2088	, Wherefore is it	
Gen.32.29	8	H7592	that thou dost ask	[H8799]
Gen.32.29	9	H8034	after my name	
Gen.32.29	10	H1288	? And he blessed	[H8762]
Gen.32.30	1	H3290	And Jacob	
Gen.32.30	2	H7121	called	[H8799]
Gen.32.30	3	H8034	the name	
Gen.32.30	4	H4725	of the place	
Gen.32.30	5	H6439	Peniel	
Gen.32.30	6	H7200	: for I have seen	[H8804]
Gen.32.30	7	H430	God	
Gen.32.30	8	H6440	face	
Gen.32.30	9	H6440	to face	
Gen.32.30	10	H5315	, and my life	
Gen.32.30	11	H5337	is preserved	[H8735]
Gen.32.31	1	H5674	And as he passed over	[H8804]
Gen.32.31	2	H6439	Penuel	
Gen.32.31	3	H8121	the sun	
Gen.32.31	4	H2224	rose	[H8799]
Gen.32.31	5	H6760	upon him, and he halted	[H8802]
Gen.32.31	6	H3409	upon his thigh.	
Gen.32.32	1	H1121	Therefore the children	
Gen.32.32	2	H3478	of Israel	
Gen.32.32	3	H398	eat	[H8799]
Gen.32.32	4	H1517	not of the sinew	
Gen.32.32	5	H5384	which shrank	
Gen.32.32	6	H3709	, which is upon the hollow	
Gen.32.32	7	H3409	of the thigh	
Gen.32.32	8	H3117	, unto this day	
Gen.32.32	9	H5060	: because he touched	[H8804]
Gen.32.32	10	H3709	the hollow	
Gen.32.32	11	H3290	of Jacob's	
Gen.32.32	12	H3409	thigh	
Gen.32.32	13	H1517	in the sinew	
Gen.32.32	14	H5384	that shrank.	
Gen.33.1	1	H3290	And Jacob	
Gen.33.1	2	H5375	lifted up	[H8799]
Gen.33.1	3	H5869	his eyes	
Gen.33.1	4	H7200	, and looked	[H8799]
Gen.33.1	5	H6215	, and, behold, Esau	
Gen.33.1	6	H935	came	[H8802]
Gen.33.1	7	H702	, and with him four	
Gen.33.1	8	H3967	hundred	
Gen.33.1	9	H376	men	
Gen.33.1	10	H2673	. And he divided	[H8799]
Gen.33.1	11	H3206	the children	
Gen.33.1	12	H3812	unto Leah	
Gen.33.1	13	H7354	, and unto Rachel	
Gen.33.1	14	H8147	, and unto the two	
Gen.33.1	15	H8198	handmaids.	
Gen.33.2	1	H7760	And he put	[H8799]
Gen.33.2	2	H8198	the handmaids	
Gen.33.2	3	H3206	and their children	
Gen.33.2	4	H7223	foremost	
Gen.33.2	5	H3812	, and Leah	
Gen.33.2	6	H3206	and her children	
Gen.33.2	7	H314	after	
Gen.33.2	8	H7354	, and Rachel	
Gen.33.2	9	H3130	and Joseph	
Gen.33.2	10	H314	hindermost.	
Gen.33.3	1	H5674	And he passed over	[H8804]
Gen.33.3	2	H6440	before them	
Gen.33.3	3	H7812	, and bowed himself	[H8691]
Gen.33.3	4	H776	to the ground	
Gen.33.3	5	H7651	seven	
Gen.33.3	6	H6471	times	
Gen.33.3	7	H5066	, until he came near	[H8800]
Gen.33.3	8	H251	to his brother.	
Gen.33.4	1	H6215	And Esau	
Gen.33.4	2	H7323	ran	[H8799]
Gen.33.4	3	H7125	to meet him	[H8800]
Gen.33.4	4	H2263	, and embraced	[H8762]
Gen.33.4	5	H5307	him, and fell	[H8799]
Gen.33.4	6	H6677	on his neck	
Gen.33.4	7	H5401	, and kissed him	[H8799]
Gen.33.4	8	H1058	: and they wept	[H8799]
Gen.33.5	1	H5375	And he lifted up	[H8799]
Gen.33.5	2	H5869	his eyes	
Gen.33.5	3	H7200	, and saw	[H8799]
Gen.33.5	4	H802	the women	
Gen.33.5	5	H3206	and the children	
Gen.33.5	6	H559	; and said	[H8799]
Gen.33.5	7	H428	, Who are those	
Gen.33.5	8	H559	with thee? And he said	[H8799]
Gen.33.5	9	H3206	, The children	
Gen.33.5	10	H430	which God	
Gen.33.5	11	H2603	hath graciously given	[H8804]
Gen.33.5	12	H5650	thy servant.	
Gen.33.6	1	H8198	Then the handmaidens	
Gen.33.6	2	H5066	came near	[H8799]
Gen.33.6	3	H3206	, they and their children	
Gen.33.6	4	H7812	, and they bowed themselves	[H8691]
Gen.33.7	1	H3812	And Leah	
Gen.33.7	2	H3206	also with her children	
Gen.33.7	3	H5066	came near	[H8799]
Gen.33.7	4	H7812	, and bowed themselves	[H8691]
Gen.33.7	5	H310	: and after	
Gen.33.7	6	H5066	came	
Gen.33.7	7	H3130	Joseph	
Gen.33.7	8	H5066	near	[H8738]
Gen.33.7	9	H7354	and Rachel	
Gen.33.7	10	H7812	, and they bowed	[H8691]
Gen.33.8	1	H559	And he said	[H8799]
Gen.33.8	2	H4264	, What meanest thou by all this drove	
Gen.33.8	3	H6298	which I met	[H8804]
Gen.33.8	4	H559	? And he said	[H8799]
Gen.33.8	5	H4672	, These are to find	[H8800]
Gen.33.8	6	H2580	grace	
Gen.33.8	7	H5869	in the sight	
Gen.33.8	8	H113	of my lord.	
Gen.33.9	1	H6215	And Esau	
Gen.33.9	2	H559	said	[H8799]
Gen.33.9	3	H3426	, I have	
Gen.33.9	4	H7227	enough	
Gen.33.9	5	H251	, my brother; keep that thou hast unto thyself.	
Gen.33.10	1	H3290	And Jacob	
Gen.33.10	2	H559	said	[H8799]
Gen.33.10	3	H4672	, Nay, I pray thee, if now I have found	[H8804]
Gen.33.10	4	H2580	grace	
Gen.33.10	5	H5869	in thy sight	
Gen.33.10	6	H3947	, then receive	[H8804]
Gen.33.10	7	H4503	my present	
Gen.33.10	8	H3027	at my hand	
Gen.33.10	9	H7200	: for therefore I have seen	[H8804]
Gen.33.10	10	H6440	thy face	
Gen.33.10	11	H7200	, as though I had seen	[H8800]
Gen.33.10	12	H6440	the face	
Gen.33.10	13	H430	of God	
Gen.33.10	14	H7521	, and thou wast pleased with me	[H8799]
Gen.33.11	1	H3947	Take	[H8798]
Gen.33.11	2	H1293	, I pray thee, my blessing	
Gen.33.11	3	H935	that is brought	[H8717]
Gen.33.11	4	H430	to thee; because God	
Gen.33.11	5	H2603	hath dealt graciously with me	[H8804]
Gen.33.11	6	H3605	, and because	
Gen.33.11	7	H3426	I have	
Gen.33.11	8	H3605	enough	
Gen.33.11	9	H6484	. And he urged	[H8799]
Gen.33.11	10	H3947	him, and he took	[H8799]
Gen.33.12	1	H559	And he said	[H8799]
Gen.33.12	2	H5265	, Let us take our journey	[H8799]
Gen.33.12	3	H3212	, and let us go	[H8799]
Gen.33.12	4	H3212	, and I will go	[H8799]
Gen.33.13	1	H559	And he said	[H8799]
Gen.33.13	2	H113	unto him, My lord	
Gen.33.13	3	H3045	knoweth	[H8802]
Gen.33.13	4	H3206	that the children	
Gen.33.13	5	H7390	are tender	
Gen.33.13	6	H6629	, and the flocks	
Gen.33.13	7	H1241	and herds	
Gen.33.13	8	H5763	with young	[H8802]
Gen.33.13	9	H1849	are with me: and if men should overdrive	[H8804]
Gen.33.13	10	H259	them one	
Gen.33.13	11	H3117	day	
Gen.33.13	12	H6629	, all the flock	
Gen.33.13	13	H4191	will die	[H8804]
Gen.33.14	1	H113	Let my lord	
Gen.33.14	2	H5674	, I pray thee, pass over	[H8799]
Gen.33.14	3	H6440	before	
Gen.33.14	4	H5650	his servant	
Gen.33.14	5	H5095	: and I will lead on	[H8691]
Gen.33.14	6	H328	softly	
Gen.33.14	7	H7272	, according as	
Gen.33.14	8	H4399	the cattle	
Gen.33.14	9	H6440	that goeth before me	
Gen.33.14	10	H3206	and the children	
Gen.33.14	11	H7272	be able to endure	
Gen.33.14	12	H935	, until I come	[H8799]
Gen.33.14	13	H113	unto my lord	
Gen.33.14	14	H8165	unto Seir.	
Gen.33.15	1	H6215	And Esau	
Gen.33.15	2	H559	said	[H8799]
Gen.33.15	3	H3322	, Let me now leave	[H8686]
Gen.33.15	4	H5971	with thee some of the folk	
Gen.33.15	5	H559	that are with me. And he said	[H8799]
Gen.33.15	6	H4100	, What	
Gen.33.15	7	H4672	needeth it? let me find	[H8799]
Gen.33.15	8	H2580	grace	
Gen.33.15	9	H5869	in the sight	
Gen.33.15	10	H113	of my lord.	
Gen.33.16	1	H6215	So Esau	
Gen.33.16	2	H7725	returned	[H8799]
Gen.33.16	3	H3117	that day	
Gen.33.16	4	H1870	on his way	
Gen.33.16	5	H8165	unto Seir.	
Gen.33.17	1	H3290	And Jacob	
Gen.33.17	2	H5265	journeyed	[H8804]
Gen.33.17	3	H5523	to Succoth	
Gen.33.17	4	H1129	, and built	[H8799]
Gen.33.17	5	H1004	him an house	
Gen.33.17	6	H6213	, and made	[H8804]
Gen.33.17	7	H5521	booths	
Gen.33.17	8	H4735	for his cattle	
Gen.33.17	9	H8034	: therefore the name	
Gen.33.17	10	H4725	of the place	
Gen.33.17	11	H7121	is called	[H8804]
Gen.33.17	12	H5523	Succoth.	
Gen.33.18	1	H3290	And Jacob	
Gen.33.18	2	H935	came	[H8799]
Gen.33.18	3	H8004	to Shalem	
Gen.33.18	4	H5892	, a city	
Gen.33.18	5	H7927	of Shechem	
Gen.33.18	6	H776	, which is in the land	
Gen.33.18	7	H3667	of Canaan	
Gen.33.18	8	H935	, when he came	[H8800]
Gen.33.18	9	H6307	from Padanaram	
Gen.33.18	10	H2583	; and pitched his tent	[H8799]
Gen.33.18	11	H6440	before	
Gen.33.18	12	H5892	the city.	
Gen.33.19	1	H7069	And he bought	[H8799]
Gen.33.19	2	H2513	a parcel	
Gen.33.19	3	H7704	of a field	
Gen.33.19	4	H5186	, where he had spread	[H8804]
Gen.33.19	5	H168	his tent	
Gen.33.19	6	H3027	, at the hand	
Gen.33.19	7	H1121	of the children	
Gen.33.19	8	H2544	of Hamor	
Gen.33.19	9	H7927	, Shechem's	
Gen.33.19	10	H1	father	
Gen.33.19	11	H3967	, for an hundred	
Gen.33.19	12	H7192	pieces of money.	
Gen.33.20	1	H5324	And he erected	[H8686]
Gen.33.20	2	H4196	there an altar	
Gen.33.20	3	H7121	, and called it	[H8799]
Gen.33.20	4	H415	Elelohe-Israel.	
Gen.34.1	1	H1783	And Dinah	
Gen.34.1	2	H1323	the daughter	
Gen.34.1	3	H3812	of Leah	
Gen.34.1	4	H3205	, which she bare	[H8804]
Gen.34.1	5	H3290	unto Jacob	
Gen.34.1	6	H3318	, went out	[H8799]
Gen.34.1	7	H7200	to see	[H8800]
Gen.34.1	8	H1323	the daughters	
Gen.34.1	9	H776	of the land.	
Gen.34.2	1	H7927	And when Shechem	
Gen.34.2	2	H1121	the son	
Gen.34.2	3	H2544	of Hamor	
Gen.34.2	4	H2340	the Hivite	
Gen.34.2	5	H5387	, prince	
Gen.34.2	6	H776	of the country	
Gen.34.2	7	H7200	, saw	[H8799]
Gen.34.2	8	H3947	her, he took	[H8799]
Gen.34.2	9	H7901	her, and lay	[H8799]
Gen.34.2	10	H6031	with her, and defiled her	[H8762]
Gen.34.3	1	H5315	And his soul	
Gen.34.3	2	H1692	clave	[H8799]
Gen.34.3	3	H1783	unto Dinah	
Gen.34.3	4	H1323	the daughter	
Gen.34.3	5	H3290	of Jacob	
Gen.34.3	6	H157	, and he loved	[H8799]
Gen.34.3	7	H5291	the damsel	
Gen.34.3	8	H1696	, and spake	[H8762]
Gen.34.3	9	H3820	kindly	
Gen.34.3	10	H5291	unto the damsel.	
Gen.34.4	1	H7927	And Shechem	
Gen.34.4	2	H559	spake	[H8799]
Gen.34.4	3	H1	unto his father	
Gen.34.4	4	H2544	Hamor	
Gen.34.4	5	H559	, saying	[H8800]
Gen.34.4	6	H3947	, Get	[H8798]
Gen.34.4	7	H3207	me this damsel	
Gen.34.4	8	H802	to wife.	
Gen.34.5	1	H3290	And Jacob	
Gen.34.5	2	H8085	heard	[H8804]
Gen.34.5	3	H2930	that he had defiled	[H8765]
Gen.34.5	4	H1783	Dinah	
Gen.34.5	5	H1323	his daughter	
Gen.34.5	6	H1121	: now his sons	
Gen.34.5	7	H4735	were with his cattle	
Gen.34.5	8	H7704	in the field	
Gen.34.5	9	H3290	: and Jacob	
Gen.34.5	10	H2790	held his peace	[H8689]
Gen.34.5	11	H935	until they were come	[H8800]
Gen.34.6	1	H2544	And Hamor	
Gen.34.6	2	H1	the father	
Gen.34.6	3	H7927	of Shechem	
Gen.34.6	4	H3318	went out	[H8799]
Gen.34.6	5	H3290	unto Jacob	
Gen.34.6	6	H1696	to commune	[H8763]
Gen.34.6	7	H854	with him.	
Gen.34.7	1	H1121	And the sons	
Gen.34.7	2	H3290	of Jacob	
Gen.34.7	3	H935	came	[H8804]
Gen.34.7	4	H7704	out of the field	
Gen.34.7	5	H8085	when they heard	[H8800]
Gen.34.7	6	H582	it : and the men	
Gen.34.7	7	H6087	were grieved	[H8691]
Gen.34.7	8	H3966	, and they were very	
Gen.34.7	9	H2734	wroth	[H8799]
Gen.34.7	10	H6213	, because he had wrought	[H8804]
Gen.34.7	11	H5039	folly	
Gen.34.7	12	H3478	in Israel	
Gen.34.7	13	H7901	in lying	[H8800]
Gen.34.7	14	H3290	with Jacob's	
Gen.34.7	15	H1323	daughter	
Gen.34.7	16	H6213	; which thing ought not to be done	[H8735]
Gen.34.8	1	H2544	And Hamor	
Gen.34.8	2	H1696	communed	[H8762]
Gen.34.8	3	H559	with them, saying	[H8800]
Gen.34.8	4	H5315	, The soul	
Gen.34.8	5	H1121	of my son	
Gen.34.8	6	H7927	Shechem	
Gen.34.8	7	H2836	longeth	[H8804]
Gen.34.8	8	H1323	for your daughter	
Gen.34.8	9	H5414	: I pray you give	[H8798]
Gen.34.8	10	H802	her him to wife.	
Gen.34.9	1	H2859	And make ye marriages	[H8690]
Gen.34.9	2	H5414	with us, and give	[H8799]
Gen.34.9	3	H1323	your daughters	
Gen.34.9	4	H3947	unto us, and take	[H8799]
Gen.34.9	5	H1323	our daughters unto you.	
Gen.34.10	1	H3427	And ye shall dwell	[H8799]
Gen.34.10	2	H776	with us: and the land	
Gen.34.10	3	H1961	shall be	[H8799]
Gen.34.10	4	H6440	before you	
Gen.34.10	5	H3427	; dwell	[H8798]
Gen.34.10	6	H5503	and trade	[H8804]
Gen.34.10	7	H270	ye therein, and get you possessions	[H8734]
Gen.34.11	1	H7927	And Shechem	
Gen.34.11	2	H559	said	[H8799]
Gen.34.11	3	H1	unto her father	
Gen.34.11	4	H251	and unto her brethren	
Gen.34.11	5	H4672	, Let me find	[H8799]
Gen.34.11	6	H2580	grace	
Gen.34.11	7	H5869	in your eyes	
Gen.34.11	8	H559	, and what ye shall say	[H8799]
Gen.34.11	9	H5414	unto me I will give	[H8799]
Gen.34.12	1	H7235	Ask	[H8685]
Gen.34.12	2	H3966	me never so much	
Gen.34.12	3	H4119	dowry	
Gen.34.12	4	H4976	and gift	
Gen.34.12	5	H5414	, and I will give	[H8799]
Gen.34.12	6	H559	according as ye shall say	[H8799]
Gen.34.12	7	H5414	unto me: but give	[H8798]
Gen.34.12	8	H5291	me the damsel	
Gen.34.12	9	H802	to wife.	
Gen.34.13	1	H1121	And the sons	
Gen.34.13	2	H3290	of Jacob	
Gen.34.13	3	H6030	answered	[H8799]
Gen.34.13	4	H7927	Shechem	
Gen.34.13	5	H2544	and Hamor	
Gen.34.13	6	H1	his father	
Gen.34.13	7	H4820	deceitfully	
Gen.34.13	8	H1696	, and said	[H8762]
Gen.34.13	9	H2930	, because he had defiled	[H8765]
Gen.34.13	10	H1783	Dinah	
Gen.34.13	11	H269	their sister:	
Gen.34.14	1	H559	And they said	[H8799]
Gen.34.14	2	H3808	unto them, We cannot	
Gen.34.14	3	H3201		[H8799]
Gen.34.14	4	H6213	do	[H8800]
Gen.34.14	5	H1697	this thing	
Gen.34.14	6	H5414	, to give	[H8800]
Gen.34.14	7	H269	our sister	
Gen.34.14	8	H376	to one	
Gen.34.14	9	H6190	that is uncircumcised	
Gen.34.14	10	H2781	; for that were a reproach unto us:	
Gen.34.15	1	H2063	But in this	
Gen.34.15	2	H225	will we consent	[H8735]
Gen.34.15	3	H2145	unto you: If ye will be as we be, that every male	
Gen.34.15	4	H4135	of you be circumcised	[H8736]
Gen.34.16	1	H5414	Then will we give	[H8804]
Gen.34.16	2	H1323	our daughters	
Gen.34.16	3	H3947	unto you, and we will take	[H8799]
Gen.34.16	4	H1323	your daughters	
Gen.34.16	5	H3427	to us, and we will dwell	[H8804]
Gen.34.16	6	H259	with you, and we will become one	
Gen.34.16	7	H5971	people.	
Gen.34.17	1	H8085	But if ye will not hearken	[H8799]
Gen.34.17	2	H4135	unto us, to be circumcised	[H8736]
Gen.34.17	3	H3947	; then will we take	[H8804]
Gen.34.17	4	H1323	our daughter	
Gen.34.17	5	H1980	, and we will be gone	[H8804]
Gen.34.18	1	H1697	And their words	
Gen.34.18	2	H3190	pleased	[H8799]
Gen.34.18	3	H5869		
Gen.34.18	4	H2544	Hamor	
Gen.34.18	5	H7927	, and Shechem	
Gen.34.18	6	H2544	Hamor's	
Gen.34.18	7	H1121	son.	
Gen.34.19	1	H5288	And the young man	
Gen.34.19	2	H309	deferred	[H8765]
Gen.34.19	3	H6213	not to do	[H8800]
Gen.34.19	4	H1697	the thing	
Gen.34.19	5	H2654	, because he had delight	[H8804]
Gen.34.19	6	H3290	in Jacob's	
Gen.34.19	7	H1323	daughter	
Gen.34.19	8	H3513	: and he was more honourable	[H8737]
Gen.34.19	9	H1004	than all the house	
Gen.34.19	10	H1	of his father.	
Gen.34.20	1	H2544	And Hamor	
Gen.34.20	2	H7927	and Shechem	
Gen.34.20	3	H1121	his son	
Gen.34.20	4	H935	came	[H8799]
Gen.34.20	5	H8179	unto the gate	
Gen.34.20	6	H5892	of their city	
Gen.34.20	7	H1696	, and communed	[H8762]
Gen.34.20	8	H582	with the men	
Gen.34.20	9	H5892	of their city	
Gen.34.20	10	H559	, saying	[H8800]
Gen.34.21	1	H582	These men	
Gen.34.21	2	H8003	are peaceable	
Gen.34.21	3	H854	with	
Gen.34.21	4	H3427	us; therefore let them dwell	[H8799]
Gen.34.21	5	H776	in the land	
Gen.34.21	6	H5503	, and trade	[H8799]
Gen.34.21	7	H776	therein; for the land	
Gen.34.21	8	H7342	, behold, it is large	
Gen.34.21	9	H3027	enough	
Gen.34.21	10	H6440	for them	
Gen.34.21	11	H3947	; let us take	[H8799]
Gen.34.21	12	H1323	their daughters	
Gen.34.21	13	H802	to us for wives	
Gen.34.21	14	H5414	, and let us give	[H8799]
Gen.34.21	15	H1323	them our daughters.	
Gen.34.22	1	H2063	Only herein	
Gen.34.22	2	H582	will the men	
Gen.34.22	3	H225	consent	[H8735]
Gen.34.22	4	H3427	unto us for to dwell	[H8800]
Gen.34.22	5	H259	with us, to be one	
Gen.34.22	6	H5971	people	
Gen.34.22	7	H2145	, if every male	
Gen.34.22	8	H4135	among us be circumcised	[H8736]
Gen.34.22	9	H4135	, as they are circumcised	[H8737]
Gen.34.23	1	H4735	Shall not their cattle	
Gen.34.23	2	H7075	and their substance	
Gen.34.23	3	H929	and every beast	
Gen.34.23	4	H225	of theirs be ours? only let us consent	[H8735]
Gen.34.23	5	H3427	unto them, and they will dwell	[H8799]
Gen.34.24	1	H2544	And unto Hamor	
Gen.34.24	2	H7927	and unto Shechem	
Gen.34.24	3	H1121	his son	
Gen.34.24	4	H8085	hearkened	[H8799]
Gen.34.24	5	H3318	all that went out	[H8802]
Gen.34.24	6	H8179	of the gate	
Gen.34.24	7	H5892	of his city	
Gen.34.24	8	H2145	; and every male	
Gen.34.24	9	H4135	was circumcised	[H8735]
Gen.34.24	10	H3318	, all that went out	[H8802]
Gen.34.24	11	H8179	of the gate	
Gen.34.24	12	H5892	of his city.	
Gen.34.25	1	H7992	And it came to pass on the third	
Gen.34.25	2	H3117	day	
Gen.34.25	3	H3510	, when they were sore	[H8802]
Gen.34.25	4	H8147	, that two	
Gen.34.25	5	H1121	of the sons	
Gen.34.25	6	H3290	of Jacob	
Gen.34.25	7	H8095	, Simeon	
Gen.34.25	8	H3878	and Levi	
Gen.34.25	9	H1783	, Dinah's	
Gen.34.25	10	H251	brethren	
Gen.34.25	11	H3947	, took	[H8799]
Gen.34.25	12	H376	each man	
Gen.34.25	13	H2719	his sword	
Gen.34.25	14	H935	, and came	[H8799]
Gen.34.25	15	H5892	upon the city	
Gen.34.25	16	H983	boldly	
Gen.34.25	17	H2026	, and slew	[H8799]
Gen.34.25	18	H2145	all the males.	
Gen.34.26	1	H2026	And they slew	[H8804]
Gen.34.26	2	H2544	Hamor	
Gen.34.26	3	H7927	and Shechem	
Gen.34.26	4	H1121	his son	
Gen.34.26	5	H6310	with the edge	
Gen.34.26	6	H2719	of the sword	
Gen.34.26	7	H3947	, and took	
Gen.34.26	8	H1783	Dinah	
Gen.34.26	9	H3947	out	[H8799]
Gen.34.26	10	H7927	of Shechem's	
Gen.34.26	11	H1004	house	
Gen.34.26	12	H3318	, and went out	[H8799]
Gen.34.27	1	H1121	The sons	
Gen.34.27	2	H3290	of Jacob	
Gen.34.27	3	H935	came	[H8804]
Gen.34.27	4	H2491	upon the slain	
Gen.34.27	5	H962	, and spoiled	[H8799]
Gen.34.27	6	H5892	the city	
Gen.34.27	7	H2930	, because they had defiled	[H8765]
Gen.34.27	8	H269	their sister.	
Gen.34.28	1	H3947	They took	[H8804]
Gen.34.28	2	H6629	their sheep	
Gen.34.28	3	H1241	, and their oxen	
Gen.34.28	4	H2543	, and their asses	
Gen.34.28	5	H5892	, and that which was in the city	
Gen.34.28	6	H7704	, and that which was in the field,	
Gen.34.29	1	H2428	And all their wealth	
Gen.34.29	2	H2945	, and all their little ones	
Gen.34.29	3	H802	, and their wives	
Gen.34.29	4	H7617	took they captive	[H8804]
Gen.34.29	5	H962	, and spoiled	[H8799]
Gen.34.29	6	H1004	even all that was in the house.	
Gen.34.30	1	H3290	And Jacob	
Gen.34.30	2	H559	said	[H8799]
Gen.34.30	3	H8095	to Simeon	
Gen.34.30	4	H3878	and Levi	
Gen.34.30	5	H5916	, Ye have troubled	[H8804]
Gen.34.30	6	H887	me to make me to stink	[H8687]
Gen.34.30	7	H3427	among the inhabitants	[H8802]
Gen.34.30	8	H776	of the land	
Gen.34.30	9	H3669	, among the Canaanites	
Gen.34.30	10	H6522	and the Perizzites	
Gen.34.30	11	H4962	: and I being few	
Gen.34.30	12	H4557	in number	
Gen.34.30	13	H622	, they shall gather themselves together	[H8738]
Gen.34.30	14	H5221	against me, and slay me	[H8689]
Gen.34.30	15	H8045	; and I shall be destroyed	[H8738]
Gen.34.30	16	H1004	, I and my house.	
Gen.34.31	1	H559	And they said	[H8799]
Gen.34.31	2	H6213	, Should he deal	[H8799]
Gen.34.31	3	H269	with our sister	
Gen.34.31	4	H2181	as with an harlot	[H8802]
Gen.35.1	1	H430	And God	
Gen.35.1	2	H559	said	[H8799]
Gen.35.1	3	H3290	unto Jacob	
Gen.35.1	4	H6965	, Arise	[H8798]
Gen.35.1	5	H5927	, go up	[H8798]
Gen.35.1	6	H1008	to Bethel	
Gen.35.1	7	H3427	, and dwell	[H8798]
Gen.35.1	8	H6213	there: and make	[H8798]
Gen.35.1	9	H4196	there an altar	
Gen.35.1	10	H410	unto God	
Gen.35.1	11	H7200	, that appeared	[H8737]
Gen.35.1	12	H1272	unto thee when thou fleddest	[H8800]
Gen.35.1	13	H6440	from the face	
Gen.35.1	14	H6215	of Esau	
Gen.35.1	15	H251	thy brother.	
Gen.35.2	1	H3290	Then Jacob	
Gen.35.2	2	H559	said	[H8799]
Gen.35.2	3	H1004	unto his household	
Gen.35.2	4	H5493	, and to all that were with him, Put away	[H8685]
Gen.35.2	5	H5236	the strange	
Gen.35.2	6	H430	gods	
Gen.35.2	7	H8432	that are among you	
Gen.35.2	8	H2891	, and be clean	[H8690]
Gen.35.2	9	H2498	, and change	[H8685]
Gen.35.2	10	H8071	your garments:	
Gen.35.3	1	H6965	And let us arise	[H8799]
Gen.35.3	2	H5927	, and go up	[H8799]
Gen.35.3	3	H1008	to Bethel	
Gen.35.3	4	H6213	; and I will make	[H8799]
Gen.35.3	5	H4196	there an altar	
Gen.35.3	6	H410	unto God	
Gen.35.3	7	H6030	, who answered	[H8802]
Gen.35.3	8	H3117	me in the day	
Gen.35.3	9	H6869	of my distress	
Gen.35.3	10	H1870	, and was with me in the way	
Gen.35.3	11	H1980	which I went	[H8804]
Gen.35.4	1	H5414	And they gave	[H8799]
Gen.35.4	2	H3290	unto Jacob	
Gen.35.4	3	H5236	all the strange	
Gen.35.4	4	H430	gods	
Gen.35.4	5	H3027	which were in their hand	
Gen.35.4	6	H5141	, and all their earrings	
Gen.35.4	7	H241	which were in their ears	
Gen.35.4	8	H3290	; and Jacob	
Gen.35.4	9	H2934	hid	[H8799]
Gen.35.4	10	H424	them under the oak	
Gen.35.4	11	H7927	which was by Shechem.	
Gen.35.5	1	H5265	And they journeyed	[H8799]
Gen.35.5	2	H2847	: and the terror	
Gen.35.5	3	H430	of God	
Gen.35.5	4	H5892	was upon the cities	
Gen.35.5	5	H5439	that were round about	
Gen.35.5	6	H7291	them, and they did not pursue	[H8804]
Gen.35.5	7	H310	after	
Gen.35.5	8	H1121	the sons	
Gen.35.5	9	H3290	of Jacob.	
Gen.35.6	1	H3290	So Jacob	
Gen.35.6	2	H935	came	[H8799]
Gen.35.6	3	H3870	to Luz	
Gen.35.6	4	H776	, which is in the land	
Gen.35.6	5	H3667	of Canaan	
Gen.35.6	6	H1008	, that is, Bethel	
Gen.35.6	7	H5971	, he and all the people that were with him.	
Gen.35.7	1	H1129	And he built	[H8799]
Gen.35.7	2	H4196	there an altar	
Gen.35.7	3	H7121	, and called	[H8799]
Gen.35.7	4	H4725	the place	
Gen.35.7	5	H416	Elbethel	
Gen.35.7	6	H430	: because there God	
Gen.35.7	7	H1540	appeared	[H8738]
Gen.35.7	8	H1272	unto him, when he fled	[H8800]
Gen.35.7	9	H6440	from the face	
Gen.35.7	10	H251	of his brother.	
Gen.35.8	1	H1683	But Deborah	
Gen.35.8	2	H7259	Rebekah's	
Gen.35.8	3	H3243	nurse	[H8688]
Gen.35.8	4	H4191	died	[H8799]
Gen.35.8	5	H6912	, and she was buried	[H8735]
Gen.35.8	6	H1008	beneath Bethel	
Gen.35.8	7	H437	under an oak	
Gen.35.8	8	H8034	: and the name	
Gen.35.8	9	H7121	of it was called	[H8799]
Gen.35.8	10	H439	Allonbachuth.	
Gen.35.9	1	H430	And God	
Gen.35.9	2	H7200	appeared	[H8735]
Gen.35.9	3	H3290	unto Jacob	
Gen.35.9	4	H935	again, when he came	[H8800]
Gen.35.9	5	H6307	out of Padanaram	
Gen.35.9	6	H1288	, and blessed	[H8762]
Gen.35.10	1	H430	And God	
Gen.35.10	2	H559	said	[H8799]
Gen.35.10	3	H8034	unto him, Thy name	
Gen.35.10	4	H3290	is Jacob	
Gen.35.10	5	H8034	: thy name	
Gen.35.10	6	H7121	shall not be called	[H8735]
Gen.35.10	7	H3290	any more Jacob	
Gen.35.10	8	H3478	, but Israel	
Gen.35.10	9	H8034	shall be thy name	
Gen.35.10	10	H7121	: and he called	[H8799]
Gen.35.10	11	H8034	his name	
Gen.35.10	12	H3478	Israel.	
Gen.35.11	1	H430	And God	
Gen.35.11	2	H559	said	[H8799]
Gen.35.11	3	H410	unto him, I am God	
Gen.35.11	4	H7706	Almighty	
Gen.35.11	5	H6509	: be fruitful	[H8798]
Gen.35.11	6	H7235	and multiply	[H8798]
Gen.35.11	7	H1471	; a nation	
Gen.35.11	8	H6951	and a company	
Gen.35.11	9	H1471	of nations	
