Strong-szám	Szótő	Kiejtés	Rövid jelentés
G2936	κτίζω	ktisas	to create
G2937	κτίσις	ktiseōs	creation
G2938	κτίσμα	ktisma	creature
G2939	κτίστης	ktistē	creator
G2940	κυβεία	kubeia	cunning
G2941	κυβέρνησις	kubernēseis	administration
G2942	κυβερνήτης	kubernētē	captain
G2943	κυκλόθεν	kuklothen	around
G2944	κυκλόω	kukloumenēn	to surround
G2945	κύκλῳ	kuklō	surrounding
G2946	κύλισμα	kulismon	wallowing
G2947	κυλίω	ekulieto	to wallow
G2948	κυλλός	kullous	crippled
G2949	κῦμα	kumatōn	a wave
G2950	κύμβαλον	kumbalon	cymbal
G2951	κύμινον	kuminon	cumin
G2952	κυνάριον	kunariois	little dog
G2953	Κύπριος	Kuprios	Cyprian
G2954	Κύπρος	Kuprou	Cyprus
G2955	κύπτω	kupsas	to stoop/bend down
G2955+G2736	κάτω+κύπτω	katakupsas	under+to stoop/bend down
G2956	Κυρηναῖος	Kurēnaion	from Cyrene
G2957	Κυρήνη	Kurēnēn	Cyrene
G2958	Κυρήνιος	Kurēniou	Quirinius
G2959	Κυρία	kuria	lady
G2960	κυριακός	kuriakon	the Lord’s
G2961	κυριεύω	kurieuousin	to lord over
G2962	κύριος	kuriou	lord
G2963	κυριότης	kuriotētos	lordship
G2964	κυρόω	kurōsai	to affirm
G2965	κύων	kusin	dog
G2966	κῶλον	kōla	corpse
G2967	κωλύω	kōluete	to prevent
G2968	κώμη	kōmas	village
G2969	κωμόπολις	kōmopoleis	village
G2970	κῶμος	kōmois	orgy
G2971	κώνωψ	kōnōpa	gnat
G2972	Κώς	Kō	Cos
G2973	Κωσάμ	Kōsam	Cosam
G2974	κωφός	kōphon	deaf/mute
G2975	λαγχάνω	elachen	to choose by lot
G2976	Λάζαρος	Lazaros	Lazarus
G2977	λάθρα	lathra	quietly
G2978	λαῖλαψ	lailaps	storm
G2979	λακτίζω	laktizein	to kick
G2980	λαλέω	lalountos	to speak
G2981	λαλιά	lalia	speech
G2982	λαμά	lema	why?
G2983	λαμβάνω	labein	to take
G2984	Λάμεχ	Lamech	Lamech
G2985	λαμπάς	lampadas	window
G2986	λαμπρός	lampran	shining
G2987	λαμπρότης	lamprotēta	brightness
G2988	λαμπρῶς	lamprōs	magnificently
G2989	λάμπω	lampei	to shine
G2990	λανθάνω	lathein	be hidden
G2991	λαξευτός	laxeutō	engraved
G2992	λαός	laon	a people
G2993	Λαοδίκεια	Laodikeia	Laodicea
G2994	Λαοδικεύς	Laodikeōn	Laodicean
G2995	λάρυγξ	larugx	throat
G2996	Λασαία	Lasaia	Lasea
G2997	λάσχω	elakēsen	to burst
G2998	λατομέω	elatomēsen	to hew
G2999	λατρεία	latreian	ministry
G3000	λατρεύω	latreuseis	to minister
G3001	λάχανον	lachanōn	plant
G3002	Λεββαῖος	Lebbaios	Lebbaeus
G3003	λεγεών	legiōnas	legion
G3004	λέγω	legomenos	to speak
G3005	λεῖμμα	leimma	remnant
G3006	λεῖος	leias	smooth
G3007	λείπω	leipei	to lack
G3008	λειτουργέω	leitourgountōn	to minister
G3009	λειτουργία	leitourgias	ministry
G3010	λειτουργικός	leitourgika	ministering
G3011	λειτουργός	leitourgoi	minister
G3012	λέντιον	lention	towel
G3013	λεπίς	lepides	scale
G3014	λέπρα	lepra	leprosy
G3015	λεπρός	lepros	leprous
G3016	λεπτός	lepta	coin
G3017	Λευΐ	Leuin	Levi
G3019	Λευΐτης	Leuitēs	Levite
G3020	Λευϊτικός	Leuitikēs	Levitical
G3021	λευκαίνω	leukanai	to bleach
G3022	λευκός	leukēn	white
G3023	λέων	leontos	lion
G3024	λήθη	lēthēn	forgetfulness
G3025	ληνός	lēnon	winepress
G3026	λῆρος	lēros	nonsense
G3027	λῃστής	lēstōn	robber/rebel
G3028	λῆψις	lēmpseōs	receiving
G3029	λίαν	lian	greatly
G3029+G5228	ὑπέρ+λίαν	huperlian	above/for+greatly
G3030	λίβανος	libanon	frankincense
G3031	λιβανωτός	libanōton	censer
G3032	Λιβερτῖνος	Libertinōn	Freedman
G3033	Λιβύη	Libuēs	Libya
G3034	λιθάζω	lithasōsin	to stone
G3035	λίθινος	lithinai	stone
G3036	λιθοβολέω	elithobolēsan	to stone
G3037	λίθος	lithōn	stone
G3038	λιθόστρωτος	Lithostrōton	pavement
G3039	λικμάω	likmēsei	to crush
G3040	λιμήν	limenas	harbor
G3041	λίμνη	limnēn	lake
G3042	λιμός	limoi	hunger
G3043	λίνον	linon	linen/wick
G3044	Λίνος	Linos	Linus
G3045	λιπαρός	lipara	rich
G3046	λίτρα	litran	pound
G3047	λίψ	liba	southwest
G3048	λογία	logeias	collection
G3049	λογίζομαι	elogisthē	to count
G3050	λογικός	logikēn	spiritual
G3051	λόγιον	logia	oracles
G3052	λόγιος	logios	learned
G3053	λογισμός	logismōn	thought
G3054	λογομαχέω	logomachein	to quarrel
G3055	λογομαχία	logomachias	quarrel
G3056	λόγος	logou	word
G3057	λόγχη	logchēn	spear
G3058	λοιδορέω	eloidorēsan	to revile
G3059	λοιδορία	loidorias	reviling
G3060	λοίδορος	loidoros	reviler
G3061	λοιμός	loimoi	pestilence
G3062	λοιπός	loipoi	remaining
G3063	λοιπόν	loipon	henceforth
G3064	λοιποῦ	loipou	henceforth
G3065	Λουκᾶς	Loukas	Luke
G3066	Λούκιος	Loukios	Lucius
G3067	λουτρόν	loutrō	washing
G3068	λούω	leloumenos	to wash
G3069	Λύδδα	Ludda	Lydda
G3070	Λυδία	Ludia	Lydia
G3071	Λυκαονία	Lukaonias	Lycaonia
G3072	Λυκαονιστί	Lukaonisti	in Lycaonian
G3073	Λυκία	Lukias	Lycia
G3074	λύκος	lukoi	wolf
G3075	λυμαίνομαι	elumaineto	to ravage
G3076	λυπέω	lupētheis	to grieve
G3077	λύπη	lupēs	grief
G3078	Λυσανίας	Lusaniou	Lysanias
G3079	Λυσίας	Lusias	Lysias
G3080	λύσις	lusin	divorce
G3081	λυσιτελεῖ	lusitelei	to profit
G3082	Λύστρα	Lustran	Lystra
G3083	λύτρον	lutron	ransom
G3084	λυτρόω	lutrousthai	to ransom
G3085	λύτρωσις	lutrōsin	redemption
G3086	λυτρωτής	lutrōtēn	redeemer
G3087	λυχνία	luchnian	lampstand
G3088	λύχνος	luchnon	lamp
G3089	λύω	lusē	to loose
G3090	Λωΐς	Lōidi	Lois
G3091	Λώτ	Lōt	Lot
G3092	Μαάθ	Maath	Maath
G3093	Μαγδαλά, Μαγαδάν	Magadan	Magadan
G3094	Μαγδαληνή	Magdalēnē	Magdalene
G3095	μαγεία	mageiais	magic
G3096	μαγεύω	mageuōn	to practice magic
G3097	μάγος	magoi	sage
G3098	Μαγώγ	Magōg	Magog
G3099	Μαδιάν	Madiam	Midian
G3100	μαθητεύω	mathēteutheis	to disciple
G3101	μαθητής	mathētai	disciple
G3102	μαθήτρια	mathētria	disciple
G3103	Μαθουσάλα	Mathousala	Methuselah
G3104	Μαϊνάν	Menna	Menna
G3105	μαίνομαι	mainetai	to rave
G3106	μακαρίζω	makariousin	to bless
G3107	μακάριος	Makarioi	blessed
G3108	μακαρισμός	makarismon	blessedness
G3109	Μακεδονία	Makedonian	Macedonia
G3110	Μακεδών	Makedōn	Macedonian
G3111	μάκελλον	makellō	meat market
G3112	μακρός	makran	long/distant
G3113	μακρόθεν	makrothen	from afar
G3114	μακροθυμέω	makrothumēson	to have patience
G3115	μακροθυμία	makrothumias	patience
G3116	μακροθυμώς	makrothumōs	patiently
G3117	μακρός	makra	long/distant
G3118	μακροχρόνιος	makrochronios	long-lived
G3119	μαλακία	malakian	sickness
G3120	μαλακός	malakois	soft/effeminate
G3121	Μαλελεήλ	Maleleēl	Mahalalel
G3122	μάλιστα	malista	especially
G3123	μᾶλλον	mallon	more
G3124	Μάλχος	Malchos	Malchus
G3125	μάμμη	mammē	grandmother
G3126	μαμμωνᾶς	mamōna	wealth
G3127	Μαναήν	Manaēn	Manaen
G3128	Μανασσῆς	Manassē	Manasseh
G3129	μανθάνω	mathete	to learn
G3130	μανία	manian	insanity
G3131	μάννα	manna	manna
G3132	μαντεύομαι	manteuomenē	to divine
G3133	μαραίνω	maranthēsetai	to fade
G3134	μαρὰνα θά	marana tha	Our  Lord, come!
G3135	μαργαρίτης	margaritas	pearl
G3136	Μάρθα	Martha	Martha
G3137	Μαρία	Marias	Mary
G3138	Μάρκος	Markou	Mark
G3139	μάρμαρος	marmarou	marble
G3140	μαρτυρέω	martureite	to testify
G3141	μαρτυρία	marturian	testimony
G3142	μαρτύριον	marturion	testimony
G3143	μαρτύρομαι	marturomai	to testify
G3144	μάρτυς	marturōn	witness
G3145	μασσάομαι	emasōnto	to gnaw
G3146	μαστιγόω	mastigōsousin	to whip
G3147	μαστίζω	mastizein	to whip
G3148	μάστιξ	mastigas	whip
G3149	μαστός, μαζός	mastoi	breast
G3150	ματαιολογία	mataiologian	babble
G3151	ματαιολόγος	mataiologoi	babbler
G3152	μάταιος	mataiōn	futile
G3153	ματαιότης	mataiotēti	futility
G3154	ματαιόω	emataiōthēsan	to make futile
G3155	μάτην	matēn	in vain
G3156	Ματθαῖος	Maththaion	Matthew
G3157	Ματθάν	Matthan	Matthan
G3158	Ματθάτ, Μαθθάτ	Maththat	Matthat
G3159	Ματθίας, Μαθθίας	Maththian	Matthias
G3160	Ματταθά	Mattatha	Mattatha
G3161	Ματταθίας	Mattathiou	Mattathias
G3162	μάχαιρα	machairan	sword
G3163	μάχη	machai	quarrel
G3164	μάχομαι	Emachonto	to quarrel
G3165	ἐγώ	hēmōn	I/we
G3167	μεγαλεῖος	megaleia	mighty
G3168	μεγαλειότης	megaleiotēti	majesty
G3169	μεγαλοπρεπής	megaloprepous	majestic
G3170	μεγαλύνω	megalunousin	to magnify
G3171	μεγάλως	megalōs	greatly
G3172	μεγαλωσύνη	megalōsunēs	majesty
G3173	μέγας	megalēn	great
G3174	μέγεθος	megethos	greatness
G3175	μεγιστάν	megistasin	great man
G3177	μεθερμηνεύω	methermēneuomenon	to mean
G3178	μέθη	methē	drunkenness
G3179	μεθίστημι	metastathō	to move
G3180	μεθοδεία	methodeian	scheme
G3182	μεθύσκω	methuskesthai	to get drunk
G3183	μέθυσος	methusos	drunkard
G3184	μεθύω	methuontōn	to get drunk
G3188	μέλαν	melani	ink
G3189	μέλας	melainan	black
G3190	Μελεᾶς	Melea	Melea
G3191	μελετάω	meletate	to meditate/plot
G3192	μέλι	meli	honey
G3193	μελίσσιος	melissiou	honeycomb
G3194	Μελίτη	Melitē	Malta
G3195	μέλλω	mellei	to ensue
G3196	μέλος	melōn	member
G3197	Μελχί	Melchi	Melki
G3198	Μελχισεδέκ	Melchisedek	Melchizedek
G3199	μέλω	melei	to concern
G3200	μεμβράνα	membranas	parchment
G3201	μέμφομαι	emempsanto	to blame
G3202	μεμψίμοιρος	mempsimoiroi	malcontent
G3303	μέν	men	on one hand
G3304	μενοῦνγε	menoun	but rather
G3305	μέντοι	mentoi	yet
G3306	μένω	meinate	to stay
G3307	μερίζω	meristheisa	to divide
G3308	μέριμνα	merimna	concern
G3309	μεριμνάω	merimnate	to worry
G3310	μερίς	merida	part
G3311	μερισμός	merismois	division
G3312	μεριστής	meristēn	arbiter
G3313	μέρος	merē	part
G3314	μεσημβρία	mesēmbrian	noon/south
G3315	μεσιτεύω	emesiteusen	to guarantee
G3316	μεσίτης	mesitou	mediator
G3317	μεσονύκτιος	mesonuktion	midnight
G3318	Μεσοποταμία	Mesopotamian	Mesopotamia
G3319	μέσος	mesō	midst
G3320	μεσότοιχος	mesotoichon	wall
G3321	μεσουράνημα	mesouranēmati	midair
G3322	μεσόω	mesousēs	be in the middle
G3323	Μεσσίας	Messian	Messiah
G3324	μεστός	mestoi	full
G3325	μεστόω	memestōmenoi	to fill
G3326	μετά	Meta	with/after
G3327	μεταβαίνω	metabēa	to depart
G3328	μεταβάλλω	metabalomenoi	to change mind
G3329	μετάγω	metagomen	to turn
G3330	μεταδίδωμι	metadotō	to share
G3331	μετάθεσις	metathesis	removal/change
G3332	μεταίρω	metēren	to leave
G3333	μετακαλέω	metekalesato	to summon
G3334	μετακινέω	metakinoumenoi	to shift
G3335	μεταλαμβάνω	metelambanon	to partake
G3336	μετάληψις	metalēmpsin	partaking of
G3337	μεταλλάσσω	metēllaxan	to exchange
G3338	μεταμέλλομαι	metamelētheis	to repent
G3339	μεταμορφόω	metemorphōthē	to transform
G3340	μετανοέω	metanoeite	to repent
G3341	μετάνοια	metanoias	repentance
G3342	μεταξύ	metaxu	between/meanwhile
G3343	μεταπέμπω	metapempsai	to summon
G3344	μεταστρέφω	metastraphēsetai	to change
G3345	μετασχηματίζω	meteschēmatisa	to transform
G3346	μετατίθημι	metetethēsan	to transport
G3347	μετέπειτα	metepeita	afterward
G3348	μετέχω	metechein	to share
G3349	μετεωρίζω	meteōrizesthe	to worry
G3350	μετοικεσία	metoikesias	deportation
G3351	μετοικίζω	metōkisen	to deport
G3352	μετοχή	metochē	participation
G3353	μέτοχος	metochois	partaker
G3354	μετρέω	metreite	to measure
G3355	μετρητής	metrētas	measure
G3356	μετριοπαθέω	metriopathein	be gentle
G3357	μετρίως	metriōs	moderately
G3358	μέτρον	metrō	measure
G3359	μέτωπον	metōpōn	forehead
G3360	μέχρι	mechri	until
G3361	μή	mē	not
G3365	μηδαμῶς	mēdamōs	surely not
G3366	μηδέ	mēde	nor
G3367	μηδείς	mēdeni	nothing
G3368	μηδέποτε	mēdepote	never
G3369	μηδέπω	mēdepō	not yet
G3370	Μῆδος	Mēdoi	Mede
G3371	μηκέτι	mēketi	never again
G3372	μῆκος	mēkos	length
G3373	μηκύνω	mēkunētai	to grow
G3374	μηλωτή	mēlōtais	sheepskin
G3375	μήν	mēn	certainly
G3376	μήν	mēnas	month
G3377	μηνύω	emēnusen	to disclose
G3382	μηρός	mēron	thigh
G3383	μήτε	mēte	neither
G3384	μήτηρ	mētros	mother
G3385	μή+τις	mēti	not+one
G3388	μήτρα	mētran	womb
G3389	μητραλῴας	mētrolōais	matricide
G3392	μιαίνω	mianthōsin	to stain
G3393	μίασμα	miasmata	defilement
G3394	μιασμός	miasmou	defilement
G3395	μίγμα	migma	mixture
G3396	μίγνυμι	memigmenon	to mix
G3398	μικρός	mikrōn	small
G3399	Μίλητος	Milēton	Miletus
G3400	μίλιον	milion	mile
G3401	μιμέομαι	mimeisthai	to imitate
G3402	μιμητής	mimētai	imitator
G3403	μιμνήσκω	mnēsthēas	to remember
G3404	μισέω	misēseis	to hate
G3405	μισθαποδοσία	misthapodosian	recompense
G3406	μισθαποδότης	misthapodotēs	rewarder
G3407	μίσθιος	misthioi	hired worker
G3408	μισθός	misthos	wage
G3409	μισθόω	misthōsasthai	to hire
G3410	μίσθωμα	misthōmati	rented home
G3411	μισθωτός	misthōtōn	hired worker
G3412	Μιτυλήνη	Mitulēnēn	Mitylene
G3413	Μιχαήλ	Michaēl	Michael
G3414	μνᾶ	mnas	mina
G3416	Μνάσων	Mnasōni	Mnason
G3417	μνεία	mneian	remembrance
G3418	μνῆμα	mnēmasin	tomb
G3419	μνημεῖον	mnēmeiōn	grave
G3420	μνήμη	mnēmēn	remembrance
G3421	μνημονεύω	mnēmoneuete	to remember
G3422	μνημόσυνον	mnēmosunon	memorial
G3423	μνηστεύω	mnēsteutheisēs	to betroth
G3424	μογιλάλος	mogilalon	hardly talking
G3425	μόγις	mogis	hardly
G3426	μόδιος	modion	bucket
G3428	μοιχαλίς	moichalis	adulterous
G3429	μοιχάω	moichatai	to commit adultery
G3430	μοιχεία	moicheiai	adultery
G3431	μοιχεύω	moicheuseis	to commit adultery
G3432	μοιχός	moichoi	adulterer
G3433	μόλις	molis	hardly
G3434	Μολόχ	Moloch	Molech
G3435	μολύνω	molunetai	to defile
G3436	μολυσμός	molusmou	defilement
G3437	μομφή, μέμψις	momphēn	complaint
G3438	μονή	monai	abode
G3439	μονογενής	monogenēs	unique
G3440	μόνον	monon	only
G3441	μόνος	monō	alone
G3442	μονόφθαλμος	monophthalmon	one-eyed
G3443	μονόω	memonōmenē	to leave alone
G3444	μορφή	morphēa	form
G3445	μορφόω	morphōthēa	to form
G3446	μόρφωσις	morphōsin	form
G3447	μοσχοποιέω	emoschopoiēsan	to make a calf
G3448	μόσχος	moschon	calf
G3449	μόχθος	mochthō	toil
G3451	μουσικός	mousikōn	musician
G3452	μυελός	muelōn	marrow
G3453	μυέω	memuēmai	to initiate
G3454	μῦθος	muthois	myth
G3455	μυκάομαι	mukatai	to roar
G3456	μυκτηρίζω	muktērizetai	to mock
G3457	μυλικός	mulikos	millstone
G3458	μύλος	mulos	millstone
G3460	Μύρα	Mura	Myra
G3461	μυριάς	muriadōn	myriad
G3461+G1364	δίς+μυριάς	dismuriades	twice+myriad
G3462	μυρίζω	murisai	to anoint
G3463	μύριοι	muriōn	myriad
G3464	μύρον	murou	ointment
G3465	Μυσία	Musian	Mysia
G3466	μυστήριον	mustēria	mystery
G3467	μυωπάζω	muōpazōn	be nearsighted
G3468	μώλωψ	mōlōpi	wound
G3469	μωμάομαι	mōmēthēa	to blame
G3470	μῶμος	mōmoi	blemish
G3471	μωραίνω	mōranthēa	to make insipid
G3472	μωρία	mōria	foolishness
G3473	μωρολογία	mōrologia	foolish talk
G3474	μωρός	mōre	foolish
G3475	Μωϋσῆς, Μωσῆς	Mōusēs	Moses
G3476	Ναασσών	Naassōn	Nahshon
G3477	Ναγγαί	Nangai	Naggai
G3478	Ναζαρέθ, Ναζαρά	Nazaret	Nazareth
G3479	Ναζαρηνός	Nazarēne	Nazarene
G3480	Ναζωραῖος	Nazōraios	Nazarene
G3481	Ναθάν	Natham	Nathan
G3482	Ναθαναήλ	Nathanaēl	Nathanael
G3483	ναί	nai	yes
G3484	Ναΐν	Nain	Nain
G3485	ναός	naō	temple
G3486	Ναούμ	Naoum	Nahum
G3487	νάρδος	nardou	nard
G3488	Νάρκισσος	Narkissou	Narcissus
G3489	ναυαγέω	enauagēsa	be shipwrecked
G3490	ναύκληρος	nauklērō	captain
G3491	ναῦς	naun	ship
G3492	ναύτης	nautai	sailor
G3493	Ναχώρ	Nachōr	Nahor
G3494	νεανίας	neaniou	young man
G3495	νεανίσκος	neaniskos	young man
G3497	Νεεμάν, Ναιμάν	Naiman	Naaman
G3498	νεκρός	nekrous	dead
G3499	νεκρόω	nenekrōmenon	to put to death
G3500	νέκρωσις	nekrōsin	death
G3501	νέος	neon	new
G3502	νεοσσός	nossous	nestling
