Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése
Act.11.6	1Co.16.12	1Kor 16,12
Act.11.7	Act.14.19	Csel 14,19
Act.11.8	Mat.9.14	Mát 9,14
Act.11.8	Mat.11.2	Mát 11,2
Act.11.8	Jhn.1.35-Jhn.1.41	Ján 1,35-41
Act.11.10	Gen.17.10-Gen.17.11	1Móz 17,10-11
Act.11.11	Act.10.19-Act.10.25	Csel 10,19-25
Act.11.12	Gen.22.17-Gen.22.18	1Móz 22,17-18
Act.11.13	Act.10.3-Act.10.6	Csel 10,3-6
Act.11.15	Act.10.44	Csel 10,44
Act.11.16	Act.1.5	Csel 1,5
Act.11.17	Gal.2.16	Gal 2,16
Act.11.18	Act.17.30	Csel 17,30
Act.11.18	Luk.2.31-Luk.2.32	Luk 2,31-32
Act.11.19	Act.8.1-Act.8.4	Csel 8,1-4
Act.11.20	Mat.12.27	Mát 12,27
Act.11.20	Mrk.9.38	Márk 9,38
Act.11.20	Luk.9.49	Luk 9,49
Act.11.22	Act.8.14	Csel 8,14
Act.11.23	Act.13.43	Csel 13,43
Act.11.24	Act.5.14	Csel 5,14
Act.11.25	Act.9.30	Csel 9,30
Act.11.26	Act.26.28	Csel 26,28
Act.11.26	1Pe.4.16	1Pét 4,16
Act.11.27	Jas.1.2-Jas.1.4	Jak 1,2-4
Act.11.28	Act.21.10	Csel 21,10
Act.11.29	1Co.4.17	1Kor 4,17
Act.11.29	1Co.16.10	1Kor 16,10
Act.11.29	Rom.16.23	Róm 16,23
Act.11.29	2Ti.4.20	2Tim 4,20
Act.11.30	Act.15.2-Act.15.4	Csel 15,2-4
Act.11.30	Act.15.6	Csel 15,6
Act.11.30	Act.21.18	Csel 21,18
Act.12.2	1Pe.3.18	1Pét 3,18
Act.12.3	Exo.12.18	2Móz 12,18
Act.12.4	2Co.5.18	2Kor 5,18
Act.12.7	Act.16.24-Act.16.26	Csel 16,24-26
Act.12.8	1Sa.28.7	1Sám 28,7
Act.12.9	Mrk.1.24	Márk 1,24
Act.12.9	Mrk.3.11	Márk 3,11
Act.12.9	Mrk.5.7	Márk 5,7
Act.12.10	Mrk.16.17	Márk 16,17
Act.12.11	Dan.6.22	Dán 6,22
Act.12.12	Act.12.25	Csel 12,25
Act.12.12	Act.13.5-Act.13.13	Csel 13,5-13
Act.12.12	Act.15.37-Act.15.39	Csel 15,37-39
Act.12.12	Col.4.10	Kol 4,10
Act.12.12	Phm.1.24	Filem 1,24
Act.12.12	2Ti.4.11	2Tim 4,11
Act.12.12	1Pe.5.13	1Pét 5,13
Act.12.14	Gal.3.19	Gal 3,19
Act.12.15	2Co.11.25	2Kor 11,25
Act.12.15	1Th.2.2	1Thess 2,2
Act.12.17	Act.15.13	Csel 15,13
Act.12.17	Act.21.18	Csel 21,18
Act.12.17	Gal.1.19	Gal 1,19
Act.12.17	Gal.2.9-Gal.2.12	Gal 2,9-12
Act.12.18	Act.5.18-Act.5.19	Csel 5,18-19
Act.12.19	Col.2.12	Kol 2,12
Act.12.20	1Ki.5.9-1Ki.5.11	1Kir 5,9-11
Act.12.20	2Ch.2.10-2Ch.2.15	2Krón 2,10-15
Act.12.20	Ezk.27.17	Ezék 27,17
Act.12.21	Act.21.29	Csel 21,29
Act.12.21	2Ti.4.20	2Tim 4,20
Act.12.22	Act.2.37-Act.2.38	Csel 2,37-38
Act.12.22	Luk.3.10-Luk.3.15	Luk 3,10-15
Act.12.23	2Sa.24.15-2Sa.24.17	2Sám 24,15-17
Act.12.23	2Ki.19.35	2Kir 19,35
Act.12.24	Act.6.7	Csel 6,7
Act.12.24	Act.19.20	Csel 19,20
Act.12.24	Isa.55.10-Isa.55.11	Ésa 55,10-11
Act.12.24	Col.1.6	Kol 1,6
Act.12.25	Act.11.29-Act.11.30	Csel 11,29-30
Act.13.1	1Pe.2.24	1Pét 2,24
Act.13.2	Act.9.15	Csel 9,15
Act.13.2	Rom.1.1	Róm 1,1
Act.13.2	Gal.1.15	Gal 1,15
Act.13.3	Act.6.6	Csel 6,6
Act.13.3	Num.8.10	4Móz 8,10
Act.13.3	Num.27.18	4Móz 27,18
Act.13.3	Deu.34.9	5Móz 34,9
Act.13.3	1Ti.4.14	1Tim 4,14
Act.13.3	2Ti.1.6	2Tim 1,6
Act.13.4	Act.22.25-Act.22.29	Csel 22,25-29
Act.13.5	Act.12.25	Csel 12,25
Act.13.6	Act.8.9	Csel 8,9
Act.13.8	1Th.2.2	1Thess 2,2
Act.13.9	Act.14.23	Csel 14,23
Act.13.10	Act.26.23	Csel 26,23
Act.13.10	Luk.24.26-Luk.24.46	Luk 24,26-46
Act.13.11	1Th.1.6-1Th.1.9	1Thess 1,6-9
Act.13.12	1Th.2.15-1Th.2.16	1Thess 2,15-16
Act.13.13	Act.14.15	Csel 14,15
Act.13.13	Act.26.20	Csel 26,20
Act.13.13	1Th.1.9-1Th.1.10	1Thess 1,9-10
Act.13.14	Luk.23.2	Luk 23,2
Act.13.14	Jhn.19.12	Ján 19,12
Act.13.15	Luk.4.16-Luk.4.17	Luk 4,16-17
Act.13.16	Php.2.17	Fil 2,17
Act.13.16	Act.21.13	Csel 21,13
Act.13.17	Act.7.17	Csel 7,17
Act.13.17	Exo.1.7-Exo.1.9	2Móz 1,7-9
Act.13.18	Exo.16.2-Exo.16.35	2Móz 16,2-35
Act.13.18	Psa.95.10	Zsolt 95,10
Act.13.19	Deu.7.1	5Móz 7,1
Act.13.19	Jos.3.10	Józs 3,10
Act.13.20	Jdg.2.16	Bir 2,16
Act.13.20	Jdg.3.9	Bir 3,9
Act.13.21	1Sa.8.5	1Sám 8,5
Act.13.22	1Sa.13.13-1Sa.13.14	1Sám 13,13-14
Act.13.22	Psa.89.21-Psa.89.22	Zsolt 89,21-22
Act.13.23	Isa.9.6-Isa.9.7	Ésa 9,6-7
Act.13.23	Isa.11.1-Isa.11.2	Ésa 11,1-2
Act.13.23	Jer.23.5-Jer.23.6	Jer 23,5-6
Act.13.23	Rom.1.3	Róm 1,3
Act.13.24	Act.10.37	Csel 10,37
Act.13.24	Luk.3.3	Luk 3,3
Act.13.24	Mrk.1.4	Márk 1,4
Act.13.25	Luk.3.15-Luk.3.16	Luk 3,15-16
Act.13.25	Jhn.1.20	Ján 1,20
Act.13.26	Act.2.39	Csel 2,39
Act.13.26	Act.3.26	Csel 3,26
Act.13.26	Act.5.20	Csel 5,20
Act.13.26	Act.10.36	Csel 10,36
Act.13.27	Isa.53.1	Ésa 53,1
Act.13.27	Psa.22.8-Psa.22.9	Zsolt 22,8-9
Act.13.27	Psa.22.13	Zsolt 22,13
Act.13.27	Psa.22.19	Zsolt 22,19
Act.13.27	Act.3.13-Act.3.18	Csel 3,13-18
Act.13.28	Luk.23.14-Luk.23.23	Luk 23,14-23
Act.13.28	Jhn.18.38	Ján 18,38
Act.13.31	Luk.24.36-Luk.24.42	Luk 24,36-42
Act.13.31	Jhn.20.1	Ján 20,1
Act.13.32	Act.3.22-Act.3.26	Csel 3,22-26
Act.13.32	Gen.22.18	1Móz 22,18
Act.13.33	Psa.2.7	Zsolt 2,7
Act.13.33	Rom.1.4	Róm 1,4
Act.13.33	Heb.1.5	Zsid 1,5
Act.13.34	Rom.6.9	Róm 6,9
Act.13.35	Psa.16.10	Zsolt 16,10
Act.13.35	Act.2.27-Act.2.31	Csel 2,27-31
Act.13.36	1Ki.2.10	1Kir 2,10
Act.13.36	Act.2.29	Csel 2,29
Act.13.37	Rom.3.26	Róm 3,26
Act.13.37	Act.14.16	Csel 14,16
Act.13.38	Act.2.38	Csel 2,38
Act.13.38	Act.5.31	Csel 5,31
Act.13.38	Act.10.43	Csel 10,43
Act.13.38	Luk.24.47	Luk 24,47
Act.13.38	Eph.1.7	Eféz 1,7
Act.13.39	Jol.2.28	Jóel 2,28
Act.13.40	Hab.1.5	Hab 1,5
Act.13.41	2Co.5.21	2Kor 5,21
Act.13.42	Act.13.4	Csel 13,4
Act.13.43	Mat.23.15	Mát 23,15
Act.13.43	Act.2.10	Csel 2,10
Act.13.43	Act.6.5	Csel 6,5
Act.13.43	Act.10.2	Csel 10,2
Act.13.43	Act.13.16-Act.13.26	Csel 13,16-26
Act.13.44	Act.20.34	Csel 20,34
Act.13.44	1Co.4.12	1Kor 4,12
Act.13.44	2Th.3.8	2Thess 3,8
Act.13.45	Jas.4.4	Jak 4,4
Act.13.46	Act.13.26	Csel 13,26
Act.13.47	Isa.49.6	Ésa 49,6
Act.13.47	Mrk.16.15	Márk 16,15
Act.13.47	Luk.2.32	Luk 2,32
Act.13.48	Rom.8.29-Rom.8.30	Róm 8,29-30
Act.13.48	Eph.1.4-Eph.1.6	Eféz 1,4-6
Act.13.48	Eph.1.11	Eféz 1,11
Act.13.48	1Pe.1.2	1Pét 1,2
Act.13.49	1Co.1.14	1Kor 1,14
Act.13.50	Act.16.9-Act.16.10	Csel 16,9-10
Act.13.51	Mat.10.14	Mát 10,14
Act.13.51	Mrk.6.11	Márk 6,11
Act.13.51	Luk.9.5	Luk 9,5
Act.13.51	Luk.10.11	Luk 10,11
Act.13.51	Act.18.6	Csel 18,6
Act.14.1	Num.6.2-Num.6.21	4Móz 6,2-21
Act.14.2	Act.18.18	Csel 18,18
Act.14.3	Act.4.29-Act.4.30	Csel 4,29-30
Act.14.3	Heb.2.4	Zsid 2,4
Act.14.4	2Co.4.17	2Kor 4,17
Act.14.5	1Jn.3.2	1Ján 3,2
Act.14.6	1Co.1.1	1Kor 1,1
Act.14.7	Act.21.23-Act.21.24	Csel 21,23-24
Act.14.7	Num.6.1	4Móz 6,1
Act.14.8	Act.3.2-Act.3.8	Csel 3,2-8
Act.14.9	2Co.5.2-2Co.5.4	2Kor 5,2-4
Act.14.10	Isa.35.6	Ésa 35,6
Act.14.12	Act.16.6	Csel 16,6
Act.14.13	1Co.1.12	1Kor 1,12
Act.14.13	Act.19.1	Csel 19,1
Act.14.14	Act.19.3	Csel 19,3
Act.14.15	Act.4.24	Csel 4,24
Act.14.15	Act.17.24	Csel 17,24
Act.14.16	Act.17.30	Csel 17,30
Act.14.16	Rom.1.24	Róm 1,24
Act.14.17	Act.17.27-Act.17.28	Csel 17,27-28
Act.14.17	Rom.1.19-Rom.1.20	Róm 1,19-20
Act.14.18	Mat.9.14	Mát 9,14
Act.14.18	Mat.11.2	Mát 11,2
Act.14.18	Jhn.1.35-Jhn.1.41	Ján 1,35-41
Act.14.19	2Co.11.25	2Kor 11,25
Act.14.19	2Ti.3.11	2Tim 3,11
Act.14.20	Heb.1.3	Zsid 1,3
Act.14.21	Mat.3.1-Mat.3.3	Mát 3,1-3
Act.14.21	Mat.3.11	Mát 3,11
Act.14.21	Mrk.1.4-Mrk.1.8	Márk 1,4-8
Act.14.21	Luk.3.3-Luk.3.16	Luk 3,3-16
Act.14.22	Act.11.23	Csel 11,23
Act.14.22	Act.13.43	Csel 13,43
Act.14.23	Tit.1.5	Tit 1,5
Act.14.24	Act.9.3-Act.9.8	Csel 9,3-8
Act.14.24	Act.26.13-Act.26.15	Csel 26,13-15
Act.14.26	Act.13.45-Act.13.46	Csel 13,45-46
Act.14.26	Act.18.6-Act.18.7	Csel 18,6-7
Act.14.27	1Co.16.9	1Kor 16,9
Act.14.28	Act.5.12	Csel 5,12
Act.14.28	Act.14.3	Csel 14,3
Act.14.28	Jhn.14.12	Ján 14,12
Act.15.1	Gal.2.4	Gal 2,4
Act.15.2	Gal.2.1-Gal.2.2	Gal 2,1-2
Act.15.3	Act.8.1-Act.8.14	Csel 8,1-14
Act.15.3	Act.11.19	Csel 11,19
Act.15.4	Act.14.27	Csel 14,27
Act.15.5	Act.26.16	Csel 26,16
Act.15.6	Gen.18.10	1Móz 18,10
Act.15.7	Act.10.1	Csel 10,1
Act.15.8	Act.10.44	Csel 10,44
Act.15.9	Gen.25.23	1Móz 25,23
Act.15.10	Gal.2.14-Gal.2.16	Gal 2,14-16
Act.15.10	Gal.5.1	Gal 5,1
Act.15.11	Eph.2.5-Eph.2.8	Eféz 2,5-8
Act.15.12	Rom.15.18-Rom.15.19	Róm 15,18-19
Act.15.12	2Co.12.12	2Kor 12,12
Act.15.13	Mat.13.55	Mát 13,55
Act.15.13	Gal.1.19	Gal 1,19
Act.15.13	Gal.2.12	Gal 2,12
Act.15.13	Act.21.18	Csel 21,18
Act.15.14	Exo.9.16	2Móz 9,16
Act.15.15	Amo.9.11-Amo.9.12	Ámós 9,11-12
Act.15.16	Pro.21.30	Péld 21,30
Act.15.17	Isa.45.9	Ésa 45,9
Act.15.17	Jer.18.6	Jer 18,6
Act.15.19	Act.16.38	Csel 16,38
Act.15.20	Lev.17.13	3Móz 17,13
Act.15.20	Deu.12.16	5Móz 12,16
Act.15.21	Act.24.16	Csel 24,16
Act.15.21	1Co.4.4	1Kor 4,4
Act.15.21	2Co.1.12	2Kor 1,12
Act.15.22	Jhn.18.22	Ján 18,22
Act.15.23	Gal.1.21	Gal 1,21
Act.15.24	Isa.10.22-Isa.10.23	Ésa 10,22-23
Act.15.25	Exo.22.28	2Móz 22,28
Act.15.26	Act.14.19	Csel 14,19
Act.15.27	Eph.2.1-Eph.2.3	Eféz 2,1-3
Act.15.28	Mat.22.23	Mát 22,23
Act.15.28	Mrk.12.18	Márk 12,18
Act.15.28	Luk.20.27	Luk 20,27
Act.15.29	Act.5.38-Act.5.39	Csel 5,38-39
Act.15.30	Act.19.21	Csel 19,21
Act.15.31	Act.16.9	Csel 16,9
Act.15.31	Act.18.9-Act.18.10	Csel 18,9-10
Act.15.31	Act.27.23	Csel 27,23
Act.15.32	Act.19.21	Csel 19,21
Act.15.33	Act.21.29	Csel 21,29
Act.15.33	2Ti.4.20	2Tim 4,20
Act.15.34	Jhn.16.2	Ján 16,2
Act.15.35	Exo.12.15-Exo.12.18	2Móz 12,15-18
Act.15.36	Act.2.42-Act.2.46	Csel 2,42-46
Act.15.38	Act.13.13	Csel 13,13
Act.15.39	1Ki.17.21-1Ki.17.22	1Kir 17,21-22
Act.15.39	2Ki.4.34	2Kir 4,34
Act.15.40	Psa.116.10	Zsolt 116,10
Act.15.41	Isa.28.16	Ésa 28,16
Act.15.41	Psa.25.3	Zsolt 25,3
Act.16.1	2Ti.1.5	2Tim 1,5
Act.16.2	Jol.2.32	Jóel 2,32
Act.16.2	Act.2.21	Csel 2,21
Act.16.4	Isa.52.7	Ésa 52,7
Act.16.5	Act.14.23	Csel 14,23
Act.16.6	Gal.4.13	Gal 4,13
Act.16.7	1Co.4.11-1Co.4.13	1Kor 4,11-13
Act.16.7	1Co.15.32	1Kor 15,32
Act.16.7	1Co.16.9	1Kor 16,9
Act.16.7	2Co.1.8-2Co.1.9	2Kor 1,8-9
Act.16.8	Deu.32.21	5Móz 32,21
Act.16.9	Act.14.15	Csel 14,15
Act.16.9	Act.26.20	Csel 26,20
Act.16.9	1Th.1.9-1Th.1.10	1Thess 1,9-10
Act.16.10	Isa.65.2	Ésa 65,2
Act.16.11	Act.21.4-Act.21.11	Csel 21,4-11
Act.16.12	Php.2.17	Fil 2,17
Act.16.12	Act.21.13	Csel 21,13
Act.16.13	1Ki.19.10-1Ki.19.18	1Kir 19,10-18
Act.16.14	Ezk.3.18-Ezk.3.19	Ezék 3,18-19
Act.16.15	2Ki.4.8-2Ki.4.11	2Kir 4,8-11
Act.16.16	1Sa.28.7	1Sám 28,7
Act.16.17	Mrk.1.24	Márk 1,24
Act.16.17	Mrk.3.11	Márk 3,11
Act.16.17	Mrk.5.7	Márk 5,7
Act.16.18	Mrk.16.17	Márk 16,17
Act.16.19	Act.19.8-Act.19.10	Csel 19,8-10
Act.16.19	Act.19.22	Csel 19,22
Act.16.20	Act.26.18	Csel 26,18
Act.16.20	Eph.1.18	Eféz 1,18
Act.16.20	Col.1.12	Kol 1,12
Act.16.21	1Sa.12.3	1Sám 12,3
Act.16.22	Act.18.3	Csel 18,3
Act.16.22	1Th.2.9	1Thess 2,9
Act.16.22	2Th.3.8	2Thess 3,8
Act.16.22	1Co.4.12	1Kor 4,12
Act.16.22	1Co.9.12-1Co.9.15	1Kor 9,12-15
Act.16.22	2Co.11.7-2Co.11.9	2Kor 11,7-9
Act.16.22	2Co.12.13-2Co.12.18	2Kor 12,13-18
Act.16.23	2Co.11.25	2Kor 11,25
Act.16.23	1Th.2.2	1Thess 2,2
Act.16.24	1Ti.4.16	1Tim 4,16
Act.16.26	Act.5.18-Act.5.19	Csel 5,18-19
Act.16.27	Jer.11.16-Jer.11.17	Jer 11,16-17
Act.16.29	Job.19.25-Job.19.27	Jób 19,25-27
Act.16.29	Dan.12.2	Dán 12,2
Act.16.29	Jhn.5.28-Jhn.5.29	Ján 5,28-29
Act.16.30	Act.2.37-Act.2.38	Csel 2,37-38
Act.16.30	Luk.3.10-Luk.3.15	Luk 3,10-15
Act.16.31	Rom.15.25-Rom.15.28	Róm 15,25-28
Act.16.31	1Co.16.1-1Co.16.4	1Kor 16,1-4
Act.16.31	2Co.8.1	2Kor 8,1
Act.16.31	2Co.9.1	2Kor 9,1
Act.16.32	Act.21.26-Act.21.27	Csel 21,26-27
Act.16.33	2Co.3.16	2Kor 3,16
Act.16.34	Act.6.5	Csel 6,5
Act.16.34	Act.8.5	Csel 8,5
Act.16.34	Act.8.6	Csel 8,6
Act.16.34	Act.8.12	Csel 8,12
Act.16.34	Act.8.26-Act.8.40	Csel 8,26-40
Act.16.35	Jol.2.28	Jóel 2,28
Act.16.36	Act.11.28	Csel 11,28
Act.16.37	Act.22.25-Act.22.29	Csel 22,25-29
Act.16.38	Act.16.4	Csel 16,4
Act.16.39	Act.20.24	Csel 20,24
Act.16.40	Act.16.17	Csel 16,17
Act.17.1	1Th.2.2	1Thess 2,2
Act.17.2	Gal.3.22	Gal 3,22
Act.17.3	Act.26.23	Csel 26,23
Act.17.3	Luk.24.26-Luk.24.46	Luk 24,26-46
Act.17.4	1Th.1.6-1Th.1.9	1Thess 1,6-9
Act.17.5	1Th.2.15-1Th.2.16	1Thess 2,15-16
Act.17.7	Luk.23.2	Luk 23,2
Act.17.7	Jhn.19.12	Ján 19,12
Act.17.8	Eph.4.23	Eféz 4,23
Act.17.8	1Th.4.3	1Thess 4,3
Act.17.9	Num.6.2-Num.6.21	4Móz 6,2-21
Act.17.10	Act.9.25	Csel 9,25
Act.17.11	Isa.8.20	Ésa 8,20
Act.17.11	Jhn.5.39	Ján 5,39
Act.17.12	Act.17.4	Csel 17,4
Act.17.13	Act.19.21	Csel 19,21
Act.17.13	Act.23.11	Csel 23,11
Act.17.14	Act.6.13	Csel 6,13
Act.17.15	Act.18.5	Csel 18,5
Act.17.15	1Th.3.1-1Th.3.2	1Thess 3,1-2
Act.17.15	1Th.3.6	1Thess 3,6
Act.17.16	Exo.20.4-Exo.20.5	2Móz 20,4-5
Act.17.16	Exo.32.19	2Móz 32,19
Act.17.18	Luk.18.1	Luk 18,1
Act.17.19	1Co.16.1	1Kor 16,1
Act.17.20	Mat.5.44	Mát 5,44
Act.17.20	Luk.23.34	Luk 23,34
Act.17.20	Act.7.60	Csel 7,60
Act.17.21	1Co.12.26-1Co.12.27	1Kor 12,26-27
Act.17.22	Php.2.2	Fil 2,2
Act.17.23	Mat.5.39	Mát 5,39
Act.17.24	Act.14.15	Csel 14,15
Act.17.25	Psa.50.10-Psa.50.12	Zsolt 50,10-12
Act.17.26	Gen.1.27-Gen.1.28	1Móz 1,27-28
Act.17.27	Rom.1.19-Rom.1.20	Róm 1,19-20
Act.17.28	Job.34.4	Jób 34,4
Act.17.29	Rom.1.23	Róm 1,23
Act.17.29	Isa.40.18-Isa.40.20	Ésa 40,18-20
Act.17.30	Rom.3.26	Róm 3,26
Act.17.30	Act.14.16	Csel 14,16
Act.17.31	Act.10.42	Csel 10,42
Act.17.31	2Co.5.10	2Kor 5,10
Act.17.32	Act.9.3-Act.9.8	Csel 9,3-8
Act.17.32	Act.26.13-Act.26.15	Csel 26,13-15
Act.17.34	Act.24.14	Csel 24,14
Act.17.34	Act.28.20	Csel 28,20
Act.18.1	Jhn.13.34-Jhn.13.35	Ján 13,34-35
Act.18.1	Gal.5.14	Gal 5,14
Act.18.2	Rom.16.3-Rom.16.4	Róm 16,3-4
Act.18.2	1Co.16.19	1Kor 16,19
Act.18.2	2Ti.4.19	2Tim 4,19
Act.18.3	Act.20.34	Csel 20,34
Act.18.3	1Co.4.12	1Kor 4,12
Act.18.3	2Th.3.8	2Thess 3,8
Act.18.4	Act.9.10-Act.9.18	Csel 9,10-18
Act.18.5	Act.17.14-Act.17.15	Csel 17,14-15
Act.18.5	1Th.3.2-1Th.3.6	1Thess 3,2-6
Act.18.6	Act.20.26	Csel 20,26
Act.18.6	Mat.27.24-Mat.27.25	Mát 27,24-25
Act.18.7	Act.26.16	Csel 26,16
Act.18.8	1Co.1.14	1Kor 1,14
Act.18.9	Act.16.9-Act.16.10	Csel 16,9-10
Act.18.10	Act.13.48	Csel 13,48
Act.18.11	Act.22.21	Csel 22,21
Act.18.12	Act.7.58	Csel 7,58
Act.18.12	Act.8.1	Csel 8,1
Act.18.13	Act.9.15	Csel 9,15
Act.18.13	Act.26.17-Act.26.18	Csel 26,17-18
Act.18.13	Rom.15.18-Rom.15.19	Róm 15,18-19
Act.18.13	Gal.1.16	Gal 1,16
Act.18.14	Act.21.36	Csel 21,36
Act.18.15	Act.21.30-Act.21.31	Csel 21,30-31
Act.18.16	Act.10.42	Csel 10,42
Act.18.17	1Co.1.1	1Kor 1,1
Act.18.18	Act.21.23-Act.21.24	Csel 21,23-24
Act.18.18	Num.6.1	4Móz 6,1
Act.18.20	Mat.18.6-Mat.18.7	Mát 18,6-7
Act.18.21	Act.16.38	Csel 16,38
Act.18.22	1Co.8.11	1Kor 8,11
Act.18.23	Act.16.6	Csel 16,6
Act.18.24	1Co.1.12	1Kor 1,12
Act.18.24	Act.19.1	Csel 19,1
Act.18.25	Act.19.3	Csel 19,3
Act.18.27	1Co.1.12	1Kor 1,12
Act.18.27	1Co.3.4-1Co.3.6	1Kor 3,4-6
Act.18.27	1Co.3.22	1Kor 3,22
Act.18.27	1Co.4.6	1Kor 4,6
Act.18.27	1Co.16.12	1Kor 16,12
Act.18.28	Php.3.5	Fil 3,5
Act.19.1	Mat.9.14	Mát 9,14
Act.19.1	Mat.11.2	Mát 11,2
Act.19.1	Jhn.1.35-Jhn.1.41	Ján 1,35-41
Act.19.2	Mat.22.23	Mát 22,23
Act.19.2	Mrk.12.18	Márk 12,18
Act.19.2	Luk.20.27	Luk 20,27
Act.19.3	Act.5.38-Act.5.39	Csel 5,38-39
Act.19.4	Mat.3.1-Mat.3.3	Mát 3,1-3
Act.19.4	Mat.3.11	Mát 3,11
Act.19.4	Mrk.1.4-Mrk.1.8	Márk 1,4-8
Act.19.4	Luk.3.3-Luk.3.16	Luk 3,3-16
Act.19.5	Act.16.9	Csel 16,9
Act.19.5	Act.18.9-Act.18.10	Csel 18,9-10
Act.19.5	Act.27.23	Csel 27,23
Act.19.6	Act.8.17	Csel 8,17
Act.19.6	Act.10.44	Csel 10,44
Act.19.7	Lev.16.29-Lev.16.31	3Móz 16,29-31
Act.19.7	Lev.23.26-Lev.23.32	3Móz 23,26-32
Act.19.8	Jhn.16.2	Ján 16,2
Act.19.9	Act.13.45-Act.13.46	Csel 13,45-46
Act.19.9	Act.18.6-Act.18.7	Csel 18,6-7
Act.19.10	1Co.16.9	1Kor 16,9
Act.19.11	Act.5.12	Csel 5,12
Act.19.11	Act.14.3	Csel 14,3
Act.19.11	Jhn.14.12	Ján 14,12
Act.19.12	Act.5.15-Act.5.16	Csel 5,15-16
Act.19.13	Mat.12.27	Mát 12,27
Act.19.13	Mrk.9.38	Márk 9,38
Act.19.13	Luk.9.49	Luk 9,49
Act.19.14	Isa.11.1-Isa.11.10	Ésa 11,1-10
Act.19.15	Mrk.5.7	Márk 5,7
Act.19.16	2Pe.1.12	2Pét 1,12
Act.19.17	Act.19.38	Csel 19,38
Act.19.17	Jon.1.5	Jón 1,5
Act.19.18	Act.11.13	Csel 11,13
Act.19.21	Rom.15.23-Rom.15.25	Róm 15,23-25
Act.19.21	Rom.15.28	Róm 15,28
Act.19.22	1Co.4.17	1Kor 4,17
Act.19.22	1Co.16.10	1Kor 16,10
Act.19.22	Rom.16.23	Róm 16,23
Act.19.22	2Ti.4.20	2Tim 4,20
Act.19.23	Isa.52.15	Ésa 52,15
Act.19.26	Psa.115.4	Zsolt 115,4
Act.19.26	Jer.10.3-Jer.10.5	Jer 10,3-5
Act.19.27	Mat.10.18	Mát 10,18
Act.19.28	1Co.16.3-1Co.16.4	1Kor 16,3-4
Act.19.29	Act.20.4	Csel 20,4
Act.19.29	Act.27.2	Csel 27,2
Act.19.29	Col.4.10	Kol 4,10
Act.19.29	Phm.1.24	Filem 1,24
Act.19.32	Act.19.22	Csel 19,22
Act.19.32	Mat.10.30	Mát 10,30
Act.19.32	Luk.21.18	Luk 21,18
Act.19.33	Mrk.6.41	Márk 6,41
Act.19.33	Luk.22.19	Luk 22,19
Act.19.33	Luk.24.30	Luk 24,30
Act.19.33	Jhn.6.11	Ján 6,11
Act.19.33	Rom.14.6	Róm 14,6
Act.19.33	1Co.11.24	1Kor 11,24
Act.19.33	1Ti.4.4-1Ti.4.5	1Tim 4,4-5
Act.19.33	Act.2.42-Act.2.46	Csel 2,42-46
Act.19.33	Act.20.7-Act.20.11	Csel 20,7-11
Act.19.34	Jas.4.15	Jak 4,15
Act.19.38	Act.18.2-Act.18.3	Csel 18,2-3
Act.19.38	Act.18.26	Csel 18,26
Act.20.1	Act.19.21	Csel 19,21
Act.20.3	Act.19.21	Csel 19,21
Act.20.4	Act.21.29	Csel 21,29
Act.20.4	2Ti.4.20	2Tim 4,20
Act.20.6	Exo.12.15-Exo.12.18	2Móz 12,15-18
Act.20.7	Act.2.42-Act.2.46	Csel 2,42-46
Act.20.8	Act.14.11-Act.14.13	Csel 14,11-13
Act.20.10	1Ki.17.21-1Ki.17.22	1Kir 17,21-22
Act.20.10	2Ki.4.34	2Kir 4,34
Act.20.11	Mrk.16.18	Márk 16,18
Act.20.14	1Co.14.20	1Kor 14,20
Act.20.15	Act.20.17	Csel 20,17
Act.20.16	Act.16.1-Act.16.3	Csel 16,1-3
Act.20.17	Act.14.23	Csel 14,23
Act.20.19	1Co.4.11-1Co.4.13	1Kor 4,11-13
Act.20.19	1Co.15.32	1Kor 15,32
Act.20.19	1Co.16.9	1Kor 16,9
Act.20.19	2Co.1.8-2Co.1.9	2Kor 1,8-9
Act.20.20	Eph.3.20	Eféz 3,20
Act.20.21	Act.14.15	Csel 14,15
Act.20.21	Act.26.20	Csel 26,20
Act.20.21	1Th.1.9-1Th.1.10	1Thess 1,9-10
Act.20.22	Act.26.6	Csel 26,6
Act.20.23	Act.21.4-Act.21.11	Csel 21,4-11
Act.20.24	Php.2.17	Fil 2,17
Act.20.24	Act.21.13	Csel 21,13
Act.20.25	Act.24.27	Csel 24,27
Act.20.26	Ezk.3.18-Ezk.3.19	Ezék 3,18-19
Act.20.27	Isa.6.9-Isa.6.10	Ésa 6,9-10
Act.20.28	Tit.2.14	Tit 2,14
Act.20.28	1Pe.1.19	1Pét 1,19
Act.20.29	Mat.7.15	Mát 7,15
Act.20.30	Act.24.27	Csel 24,27
Act.20.31	Act.19.8-Act.19.10	Csel 19,8-10
Act.20.31	Act.19.22	Csel 19,22
Act.20.32	Act.26.18	Csel 26,18
Act.20.32	Eph.1.18	Eféz 1,18
Act.20.32	Col.1.12	Kol 1,12
Act.20.33	1Sa.12.3	1Sám 12,3
Act.20.34	Act.18.3	Csel 18,3
Act.20.34	1Th.2.9	1Thess 2,9
Act.20.34	2Th.3.8	2Thess 3,8
