Név (normalizált)	Névváltozat	Strong-szám	Nyelv	Igehely
Israel	Israel	H3478	héber	Jos.8.24
Israel	Israel	H3478	héber	Jos.8.24
Israel	Israel	H3478	héber	Jos.8.27
Israel	Israel	H3478	héber	Jos.8.30
Israel	Israel	H3478	héber	Jos.8.31
Israel	Israel	H3478	héber	Jos.8.32
Israel	Israel	H3478	héber	Jos.8.33
Israel	Israel	H3478	héber	Jos.8.33
Israel	Israel	H3478	héber	Jos.8.35
Israel	Israel	H3478	héber	Jos.9.2
Israel	Israel	H3478	héber	Jos.9.6
Israel	Israel	H3478	héber	Jos.9.7
Israel	Israel	H3478	héber	Jos.9.17
Israel	Israel	H3478	héber	Jos.9.18
Israel	Israel	H3478	héber	Jos.9.18
Israel	Israel	H3478	héber	Jos.9.19
Israel	Israel	H3478	héber	Jos.9.26
Israel	Israel	H3478	héber	Jos.10.1
Israel	Israel	H3478	héber	Jos.10.4
Israel	Israel	H3478	héber	Jos.10.10
Israel	Israel	H3478	héber	Jos.10.11
Israel	Israel	H3478	héber	Jos.10.11
Israel	Israel	H3478	héber	Jos.10.12
Israel	Israel	H3478	héber	Jos.10.12
Israel	Israel	H3478	héber	Jos.10.14
Israel	Israel	H3478	héber	Jos.10.15
Israel	Israel	H3478	héber	Jos.10.20
Israel	Israel	H3478	héber	Jos.10.21
Israel	Israel	H3478	héber	Jos.10.24
Israel	Israel	H3478	héber	Jos.10.29
Israel	Israel	H3478	héber	Jos.10.30
Israel	Israel	H3478	héber	Jos.10.31
Israel	Israel	H3478	héber	Jos.10.32
Israel	Israel	H3478	héber	Jos.10.34
Israel	Israel	H3478	héber	Jos.10.36
Israel	Israel	H3478	héber	Jos.10.38
Israel	Israel	H3478	héber	Jos.10.40
Israel	Israel	H3478	héber	Jos.10.42
Israel	Israel	H3478	héber	Jos.10.42
Israel	Israel	H3478	héber	Jos.10.43
Israel	Israel	H3478	héber	Jos.11.5
Israel	Israel	H3478	héber	Jos.11.6
Israel	Israel	H3478	héber	Jos.11.8
Israel	Israel	H3478	héber	Jos.11.13
Israel	Israel	H3478	héber	Jos.11.14
Israel	Israel	H3478	héber	Jos.11.16
Israel	Israel	H3478	héber	Jos.11.19
Israel	Israel	H3478	héber	Jos.11.20
Israel	Israel	H3478	héber	Jos.11.21
Israel	Israel	H3478	héber	Jos.11.22
Israel	Israel	H3478	héber	Jos.11.23
Israel	Israel	H3478	héber	Jos.12.1
Israel	Israel	H3478	héber	Jos.12.6
Israel	Israel	H3478	héber	Jos.12.7
Israel	Israel	H3478	héber	Jos.12.7
Israel	Israel	H3478	héber	Jos.13.6
Israel	Israel	H3478	héber	Jos.13.6
Israel	Israel	H3478	héber	Jos.13.13
Israel	Israel	H3478	héber	Jos.13.13
Israel	Israel	H3478	héber	Jos.13.14
Israel	Israel	H3478	héber	Jos.13.22
Israel	Israel	H3478	héber	Jos.13.33
Israel	Israel	H3478	héber	Jos.14.1
Israel	Israel	H3478	héber	Jos.14.1
Israel	Israel	H3478	héber	Jos.14.5
Israel	Israel	H3478	héber	Jos.14.10
Israel	Israel	H3478	héber	Jos.14.14
Israel	Israel	H3478	héber	Jos.17.13
Israel	Israel	H3478	héber	Jos.18.1
Israel	Israel	H3478	héber	Jos.18.2
Israel	Israel	H3478	héber	Jos.18.3
Israel	Israel	H3478	héber	Jos.18.10
Israel	Israel	H3478	héber	Jos.19.49
Israel	Israel	H3478	héber	Jos.19.51
Israel	Israel	H3478	héber	Jos.20.2
Israel	Israel	H3478	héber	Jos.20.9
Israel	Israel	H3478	héber	Jos.21.1
Israel	Israel	H3478	héber	Jos.21.3
Israel	Israel	H3478	héber	Jos.21.8
Israel	Israel	H3478	héber	Jos.21.41
Israel	Israel	H3478	héber	Jos.21.43
Israel	Israel	H3478	héber	Jos.21.45
Israel	Israel	H3478	héber	Jos.22.9
Israel	Israel	H3478	héber	Jos.22.11
Israel	Israel	H3478	héber	Jos.22.11
Israel	Israel	H3478	héber	Jos.22.12
Israel	Israel	H3478	héber	Jos.22.12
Israel	Israel	H3478	héber	Jos.22.13
Israel	Israel	H3478	héber	Jos.22.14
Israel	Israel	H3478	héber	Jos.22.14
Israel	Israel	H3478	héber	Jos.22.16
Israel	Israel	H3478	héber	Jos.22.18
Israel	Israel	H3478	héber	Jos.22.20
Israel	Israel	H3478	héber	Jos.22.21
Israel	Israel	H3478	héber	Jos.22.22
Israel	Israel	H3478	héber	Jos.22.24
Israel	Israel	H3478	héber	Jos.22.30
Israel	Israel	H3478	héber	Jos.22.31
Israel	Israel	H3478	héber	Jos.22.32
Israel	Israel	H3478	héber	Jos.22.33
Israel	Israel	H3478	héber	Jos.22.33
Israel	Israel	H3478	héber	Jos.23.1
Israel	Israel	H3478	héber	Jos.23.2
Israel	Israel	H3478	héber	Jos.24.1
Israel	Israel	H3478	héber	Jos.24.1
Israel	Israel	H3478	héber	Jos.24.2
Israel	Israel	H3478	héber	Jos.24.9
Israel	Israel	H3478	héber	Jos.24.23
Israel	Israel	H3478	héber	Jos.24.31
Israel	Israel	H3478	héber	Jos.24.31
Israel	Israel	H3478	héber	Jos.24.32
Israel	Israel	H3478	héber	Jdg.1.1
Israel	Israel	H3478	héber	Jdg.1.28
Israel	Israel	H3478	héber	Jdg.2.4
Israel	Israel	H3478	héber	Jdg.2.6
Israel	Israel	H3478	héber	Jdg.2.7
Israel	Israel	H3478	héber	Jdg.2.10
Israel	Israel	H3478	héber	Jdg.2.11
Israel	Israel	H3478	héber	Jdg.2.14
Israel	Israel	H3478	héber	Jdg.2.20
Israel	Israel	H3478	héber	Jdg.2.22
Israel	Israel	H3478	héber	Jdg.3.1
Israel	Israel	H3478	héber	Jdg.3.2
Israel	Israel	H3478	héber	Jdg.3.4
Israel	Israel	H3478	héber	Jdg.3.5
Israel	Israel	H3478	héber	Jdg.3.7
Israel	Israel	H3478	héber	Jdg.3.8
Israel	Israel	H3478	héber	Jdg.3.8
Israel	Israel	H3478	héber	Jdg.3.9
Israel	Israel	H3478	héber	Jdg.3.9
Israel	Israel	H3478	héber	Jdg.3.10
Israel	Israel	H3478	héber	Jdg.3.12
Israel	Israel	H3478	héber	Jdg.3.12
Israel	Israel	H3478	héber	Jdg.3.13
Israel	Israel	H3478	héber	Jdg.3.14
Israel	Israel	H3478	héber	Jdg.3.15
Israel	Israel	H3478	héber	Jdg.3.15
Israel	Israel	H3478	héber	Jdg.3.27
Israel	Israel	H3478	héber	Jdg.3.30
Israel	Israel	H3478	héber	Jdg.3.31
Israel	Israel	H3478	héber	Jdg.4.1
Israel	Israel	H3478	héber	Jdg.4.3
Israel	Israel	H3478	héber	Jdg.4.3
Israel	Israel	H3478	héber	Jdg.4.4
Israel	Israel	H3478	héber	Jdg.4.5
Israel	Israel	H3478	héber	Jdg.4.6
Israel	Israel	H3478	héber	Jdg.4.23
Israel	Israel	H3478	héber	Jdg.4.24
Israel	Israel	H3478	héber	Jdg.5.2
Israel	Israel	H3478	héber	Jdg.5.3
Israel	Israel	H3478	héber	Jdg.5.5
Israel	Israel	H3478	héber	Jdg.5.7
Israel	Israel	H3478	héber	Jdg.5.7
Israel	Israel	H3478	héber	Jdg.5.8
Israel	Israel	H3478	héber	Jdg.5.9
Israel	Israel	H3478	héber	Jdg.5.11
Israel	Israel	H3478	héber	Jdg.6.1
Israel	Israel	H3478	héber	Jdg.6.2
Israel	Israel	H3478	héber	Jdg.6.2
Israel	Israel	H3478	héber	Jdg.6.4
Israel	Israel	H3478	héber	Jdg.6.6
Israel	Israel	H3478	héber	Jdg.6.6
Israel	Israel	H3478	héber	Jdg.6.7
Israel	Israel	H3478	héber	Jdg.6.8
Israel	Israel	H3478	héber	Jdg.6.8
Israel	Israel	H3478	héber	Jdg.6.14
Israel	Israel	H3478	héber	Jdg.6.15
Israel	Israel	H3478	héber	Jdg.6.36
Israel	Israel	H3478	héber	Jdg.6.37
Israel	Israel	H3478	héber	Jdg.7.2
Israel	Israel	H3478	héber	Jdg.7.8
Israel	Israel	H3478	héber	Jdg.7.14
Israel	Israel	H3478	héber	Jdg.7.15
Israel	Israel	H3478	héber	Jdg.7.23
Israel	Israel	H3478	héber	Jdg.8.22
Israel	Israel	H3478	héber	Jdg.8.27
Israel	Israel	H3478	héber	Jdg.8.28
Israel	Israel	H3478	héber	Jdg.8.33
Israel	Israel	H3478	héber	Jdg.8.34
Israel	Israel	H3478	héber	Jdg.8.35
Israel	Israel	H3478	héber	Jdg.9.22
Israel	Israel	H3478	héber	Jdg.9.55
Israel	Israel	H3478	héber	Jdg.10.1
Israel	Israel	H3478	héber	Jdg.10.2
Israel	Israel	H3478	héber	Jdg.10.3
Israel	Israel	H3478	héber	Jdg.10.6
Israel	Israel	H3478	héber	Jdg.10.7
Israel	Israel	H3478	héber	Jdg.10.8
Israel	Israel	H3478	héber	Jdg.10.8
Israel	Israel	H3478	héber	Jdg.10.9
Israel	Israel	H3478	héber	Jdg.10.10
Israel	Israel	H3478	héber	Jdg.10.11
Israel	Israel	H3478	héber	Jdg.10.15
Israel	Israel	H3478	héber	Jdg.10.16
Israel	Israel	H3478	héber	Jdg.10.17
Israel	Israel	H3478	héber	Jdg.11.4
Israel	Israel	H3478	héber	Jdg.11.5
Israel	Israel	H3478	héber	Jdg.11.13
Israel	Israel	H3478	héber	Jdg.11.15
Israel	Israel	H3478	héber	Jdg.11.16
Israel	Israel	H3478	héber	Jdg.11.17
Israel	Israel	H3478	héber	Jdg.11.17
Israel	Israel	H3478	héber	Jdg.11.19
Israel	Israel	H3478	héber	Jdg.11.19
Israel	Israel	H3478	héber	Jdg.11.20
Israel	Israel	H3478	héber	Jdg.11.20
Israel	Israel	H3478	héber	Jdg.11.21
Israel	Israel	H3478	héber	Jdg.11.21
Israel	Israel	H3478	héber	Jdg.11.21
Israel	Israel	H3478	héber	Jdg.11.23
Israel	Israel	H3478	héber	Jdg.11.23
Israel	Israel	H3478	héber	Jdg.11.25
Israel	Israel	H3478	héber	Jdg.11.26
Israel	Israel	H3478	héber	Jdg.11.27
Israel	Israel	H3478	héber	Jdg.11.33
Israel	Israel	H3478	héber	Jdg.11.39
Israel	Israel	H3478	héber	Jdg.11.40
Israel	Israel	H3478	héber	Jdg.12.7
Israel	Israel	H3478	héber	Jdg.12.8
Israel	Israel	H3478	héber	Jdg.12.9
Israel	Israel	H3478	héber	Jdg.12.11
Israel	Israel	H3478	héber	Jdg.12.11
Israel	Israel	H3478	héber	Jdg.12.13
Israel	Israel	H3478	héber	Jdg.12.14
Israel	Israel	H3478	héber	Jdg.13.1
Israel	Israel	H3478	héber	Jdg.13.5
Israel	Israel	H3478	héber	Jdg.14.4
Israel	Israel	H3478	héber	Jdg.15.20
Israel	Israel	H3478	héber	Jdg.16.31
Israel	Israel	H3478	héber	Jdg.17.6
Israel	Israel	H3478	héber	Jdg.18.1
Israel	Israel	H3478	héber	Jdg.18.1
Israel	Israel	H3478	héber	Jdg.18.19
Israel	Israel	H3478	héber	Jdg.18.29
Israel	Israel	H3478	héber	Jdg.19.1
Israel	Israel	H3478	héber	Jdg.19.12
Israel	Israel	H3478	héber	Jdg.19.29
Israel	Israel	H3478	héber	Jdg.19.30
Israel	Israel	H3478	héber	Jdg.20.1
Israel	Israel	H3478	héber	Jdg.20.2
Israel	Israel	H3478	héber	Jdg.20.3
Israel	Israel	H3478	héber	Jdg.20.3
Israel	Israel	H3478	héber	Jdg.20.6
Israel	Israel	H3478	héber	Jdg.20.6
Israel	Israel	H3478	héber	Jdg.20.7
Israel	Israel	H3478	héber	Jdg.20.10
Israel	Israel	H3478	héber	Jdg.20.10
Israel	Israel	H3478	héber	Jdg.20.11
Israel	Israel	H3478	héber	Jdg.20.12
Israel	Israel	H3478	héber	Jdg.20.13
Israel	Israel	H3478	héber	Jdg.20.13
Israel	Israel	H3478	héber	Jdg.20.14
Israel	Israel	H3478	héber	Jdg.20.17
Israel	Israel	H3478	héber	Jdg.20.18
Israel	Israel	H3478	héber	Jdg.20.19
Israel	Israel	H3478	héber	Jdg.20.20
Israel	Israel	H3478	héber	Jdg.20.20
Israel	Israel	H3478	héber	Jdg.20.22
Israel	Israel	H3478	héber	Jdg.20.23
Israel	Israel	H3478	héber	Jdg.20.24
Israel	Israel	H3478	héber	Jdg.20.25
Israel	Israel	H3478	héber	Jdg.20.26
Israel	Israel	H3478	héber	Jdg.20.27
Israel	Israel	H3478	héber	Jdg.20.29
Israel	Israel	H3478	héber	Jdg.20.30
Israel	Israel	H3478	héber	Jdg.20.31
Israel	Israel	H3478	héber	Jdg.20.32
Israel	Israel	H3478	héber	Jdg.20.33
Israel	Israel	H3478	héber	Jdg.20.33
Israel	Israel	H3478	héber	Jdg.20.34
Israel	Israel	H3478	héber	Jdg.20.35
Israel	Israel	H3478	héber	Jdg.20.35
Israel	Israel	H3478	héber	Jdg.20.36
Israel	Israel	H3478	héber	Jdg.20.38
Israel	Israel	H3478	héber	Jdg.20.39
Israel	Israel	H3478	héber	Jdg.20.39
Israel	Israel	H3478	héber	Jdg.20.41
Israel	Israel	H3478	héber	Jdg.20.42
Israel	Israel	H3478	héber	Jdg.20.48
Israel	Israel	H3478	héber	Jdg.21.1
Israel	Israel	H3478	héber	Jdg.21.3
Israel	Israel	H3478	héber	Jdg.21.3
Israel	Israel	H3478	héber	Jdg.21.3
Israel	Israel	H3478	héber	Jdg.21.5
Israel	Israel	H3478	héber	Jdg.21.5
Israel	Israel	H3478	héber	Jdg.21.6
Israel	Israel	H3478	héber	Jdg.21.6
Israel	Israel	H3478	héber	Jdg.21.8
Israel	Israel	H3478	héber	Jdg.21.15
Israel	Israel	H3478	héber	Jdg.21.17
Israel	Israel	H3478	héber	Jdg.21.18
Israel	Israel	H3478	héber	Jdg.21.24
Israel	Israel	H3478	héber	Jdg.21.25
Israel	Israel	H3478	héber	Rut.2.12
Israel	Israel	H3478	héber	Rut.4.7
Israel	Israel	H3478	héber	Rut.4.7
Israel	Israel	H3478	héber	Rut.4.11
Israel	Israel	H3478	héber	Rut.4.14
Israel	Israel	H3478	héber	1Sa.1.17
Israel	Israel	H3478	héber	1Sa.2.22
Israel	Israel	H3478	héber	1Sa.2.28
Israel	Israel	H3478	héber	1Sa.2.28
Israel	Israel	H3478	héber	1Sa.2.29
Israel	Israel	H3478	héber	1Sa.2.30
Israel	Israel	H3478	héber	1Sa.2.32
Israel	Israel	H3478	héber	1Sa.3.11
Israel	Israel	H3478	héber	1Sa.3.20
Israel	Israel	H3478	héber	1Sa.4.1
Israel	Israel	H3478	héber	1Sa.4.1
Israel	Israel	H3478	héber	1Sa.4.2
Israel	Israel	H3478	héber	1Sa.4.2
Israel	Israel	H3478	héber	1Sa.4.3
Israel	Israel	H3478	héber	1Sa.4.5
Israel	Israel	H3478	héber	1Sa.4.10
Israel	Israel	H3478	héber	1Sa.4.10
Israel	Israel	H3478	héber	1Sa.4.17
Israel	Israel	H3478	héber	1Sa.4.18
Israel	Israel	H3478	héber	1Sa.4.21
Israel	Israel	H3478	héber	1Sa.4.22
Israel	Israel	H3478	héber	1Sa.5.7
Israel	Israel	H3478	héber	1Sa.5.8
Israel	Israel	H3478	héber	1Sa.5.8
Israel	Israel	H3478	héber	1Sa.5.8
Israel	Israel	H3478	héber	1Sa.5.10
Israel	Israel	H3478	héber	1Sa.5.11
Israel	Israel	H3478	héber	1Sa.6.3
Israel	Israel	H3478	héber	1Sa.6.5
Israel	Israel	H3478	héber	1Sa.7.2
Israel	Israel	H3478	héber	1Sa.7.3
Israel	Israel	H3478	héber	1Sa.7.4
Israel	Israel	H3478	héber	1Sa.7.5
Israel	Israel	H3478	héber	1Sa.7.6
Israel	Israel	H3478	héber	1Sa.7.7
Israel	Israel	H3478	héber	1Sa.7.7
Israel	Israel	H3478	héber	1Sa.7.7
Israel	Israel	H3478	héber	1Sa.7.8
Israel	Israel	H3478	héber	1Sa.7.9
Israel	Israel	H3478	héber	1Sa.7.10
Israel	Israel	H3478	héber	1Sa.7.10
Israel	Israel	H3478	héber	1Sa.7.11
Israel	Israel	H3478	héber	1Sa.7.13
Israel	Israel	H3478	héber	1Sa.7.14
Israel	Israel	H3478	héber	1Sa.7.14
Israel	Israel	H3478	héber	1Sa.7.14
Israel	Israel	H3478	héber	1Sa.7.14
Israel	Israel	H3478	héber	1Sa.7.15
Israel	Israel	H3478	héber	1Sa.7.16
Israel	Israel	H3478	héber	1Sa.7.17
Israel	Israel	H3478	héber	1Sa.8.1
Israel	Israel	H3478	héber	1Sa.8.4
Israel	Israel	H3478	héber	1Sa.8.22
Israel	Israel	H3478	héber	1Sa.9.2
Israel	Israel	H3478	héber	1Sa.9.9
Israel	Israel	H3478	héber	1Sa.9.16
Israel	Israel	H3478	héber	1Sa.9.20
Israel	Israel	H3478	héber	1Sa.9.21
Israel	Israel	H3478	héber	1Sa.10.18
Israel	Israel	H3478	héber	1Sa.10.18
Israel	Israel	H3478	héber	1Sa.10.18
Israel	Israel	H3478	héber	1Sa.10.20
Israel	Israel	H3478	héber	1Sa.11.2
Israel	Israel	H3478	héber	1Sa.11.3
Israel	Israel	H3478	héber	1Sa.11.7
Israel	Israel	H3478	héber	1Sa.11.8
Israel	Israel	H3478	héber	1Sa.11.13
Israel	Israel	H3478	héber	1Sa.11.15
Israel	Israel	H3478	héber	1Sa.12.1
Israel	Israel	H3478	héber	1Sa.13.1
Israel	Israel	H3478	héber	1Sa.13.2
Israel	Israel	H3478	héber	1Sa.13.4
Israel	Israel	H3478	héber	1Sa.13.4
Israel	Israel	H3478	héber	1Sa.13.5
Israel	Israel	H3478	héber	1Sa.13.6
Israel	Israel	H3478	héber	1Sa.13.13
Israel	Israel	H3478	héber	1Sa.13.19
Israel	Israel	H3478	héber	1Sa.14.12
Israel	Israel	H3478	héber	1Sa.14.18
Israel	Israel	H3478	héber	1Sa.14.22
Israel	Israel	H3478	héber	1Sa.14.23
Israel	Israel	H3478	héber	1Sa.14.24
Israel	Israel	H3478	héber	1Sa.14.37
Israel	Israel	H3478	héber	1Sa.14.39
Israel	Israel	H3478	héber	1Sa.14.40
Israel	Israel	H3478	héber	1Sa.14.41
Israel	Israel	H3478	héber	1Sa.14.45
Israel	Israel	H3478	héber	1Sa.14.47
Israel	Israel	H3478	héber	1Sa.14.48
Israel	Israel	H3478	héber	1Sa.15.1
Israel	Israel	H3478	héber	1Sa.15.2
Israel	Israel	H3478	héber	1Sa.15.6
Israel	Israel	H3478	héber	1Sa.15.17
Israel	Israel	H3478	héber	1Sa.15.17
Israel	Israel	H3478	héber	1Sa.15.26
Israel	Israel	H3478	héber	1Sa.15.28
Israel	Israel	H3478	héber	1Sa.15.29
Israel	Israel	H3478	héber	1Sa.15.30
Israel	Israel	H3478	héber	1Sa.15.35
Israel	Israel	H3478	héber	1Sa.16.1
Israel	Israel	H3478	héber	1Sa.17.2
Israel	Israel	H3478	héber	1Sa.17.3
Israel	Israel	H3478	héber	1Sa.17.8
Israel	Israel	H3478	héber	1Sa.17.10
Israel	Israel	H3478	héber	1Sa.17.11
Israel	Israel	H3478	héber	1Sa.17.19
Israel	Israel	H3478	héber	1Sa.17.21
Israel	Israel	H3478	héber	1Sa.17.24
Israel	Israel	H3478	héber	1Sa.17.25
Israel	Israel	H3478	héber	1Sa.17.25
Israel	Israel	H3478	héber	1Sa.17.25
Israel	Israel	H3478	héber	1Sa.17.26
Israel	Israel	H3478	héber	1Sa.17.45
Israel	Israel	H3478	héber	1Sa.17.46
Israel	Israel	H3478	héber	1Sa.17.52
Israel	Israel	H3478	héber	1Sa.17.53
Israel	Israel	H3478	héber	1Sa.18.6
Israel	Israel	H3478	héber	1Sa.18.16
Israel	Israel	H3478	héber	1Sa.18.18
Israel	Israel	H3478	héber	1Sa.19.5
Israel	Israel	H3478	héber	1Sa.20.12
Israel	Israel	H3478	héber	1Sa.23.10
Israel	Israel	H3478	héber	1Sa.23.11
Israel	Israel	H3478	héber	1Sa.23.17
Israel	Israel	H3478	héber	1Sa.24.2
Israel	Israel	H3478	héber	1Sa.24.14
Israel	Israel	H3478	héber	1Sa.24.20
Israel	Israel	H3478	héber	1Sa.25.1
Israel	Israel	H3478	héber	1Sa.25.30
Israel	Israel	H3478	héber	1Sa.25.32
Israel	Israel	H3478	héber	1Sa.25.34
Israel	Israel	H3478	héber	1Sa.26.2
Israel	Israel	H3478	héber	1Sa.26.15
Israel	Israel	H3478	héber	1Sa.26.20
Israel	Israel	H3478	héber	1Sa.27.1
Israel	Israel	H3478	héber	1Sa.27.12
Israel	Israel	H3478	héber	1Sa.28.1
Israel	Israel	H3478	héber	1Sa.28.3
Israel	Israel	H3478	héber	1Sa.28.4
Israel	Israel	H3478	héber	1Sa.28.19
Israel	Israel	H3478	héber	1Sa.28.19
Israel	Israel	H3478	héber	1Sa.29.3
Israel	Israel	H3478	héber	1Sa.30.25
Israel	Israel	H3478	héber	1Sa.31.1
Israel	Israel	H3478	héber	1Sa.31.1
Israel	Israel	H3478	héber	1Sa.31.7
Israel	Israel	H3478	héber	1Sa.31.7
Israel	Israel	H3478	héber	2Sa.1.3
Israel	Israel	H3478	héber	2Sa.1.12
Israel	Israel	H3478	héber	2Sa.1.19
Israel	Israel	H3478	héber	2Sa.1.24
Israel	Israel	H3478	héber	2Sa.2.9
Israel	Israel	H3478	héber	2Sa.2.10
Israel	Israel	H3478	héber	2Sa.2.17
Israel	Israel	H3478	héber	2Sa.2.28
Israel	Israel	H3478	héber	2Sa.3.10
Israel	Israel	H3478	héber	2Sa.3.12
Israel	Israel	H3478	héber	2Sa.3.17
Israel	Israel	H3478	héber	2Sa.3.18
Israel	Israel	H3478	héber	2Sa.3.19
Israel	Israel	H3478	héber	2Sa.3.21
Israel	Israel	H3478	héber	2Sa.3.37
Israel	Israel	H3478	héber	2Sa.3.38
Israel	Israel	H3478	héber	2Sa.4.1
Israel	Israel	H3478	héber	2Sa.5.1
Israel	Israel	H3478	héber	2Sa.5.2
Israel	Israel	H3478	héber	2Sa.5.2
Israel	Israel	H3478	héber	2Sa.5.2
Israel	Israel	H3478	héber	2Sa.5.3
Israel	Israel	H3478	héber	2Sa.5.3
Israel	Israel	H3478	héber	2Sa.5.5
Israel	Israel	H3478	héber	2Sa.5.12
Israel	Israel	H3478	héber	2Sa.5.12
Israel	Israel	H3478	héber	2Sa.5.17
Israel	Israel	H3478	héber	2Sa.6.1
Israel	Israel	H3478	héber	2Sa.6.5
Israel	Israel	H3478	héber	2Sa.6.15
Israel	Israel	H3478	héber	2Sa.6.19
Israel	Israel	H3478	héber	2Sa.6.20
Israel	Israel	H3478	héber	2Sa.6.21
Israel	Israel	H3478	héber	2Sa.7.6
Israel	Israel	H3478	héber	2Sa.7.7
Israel	Israel	H3478	héber	2Sa.7.7
Israel	Israel	H3478	héber	2Sa.7.7
Israel	Israel	H3478	héber	2Sa.7.8
Israel	Israel	H3478	héber	2Sa.7.10
Israel	Israel	H3478	héber	2Sa.7.11
Israel	Israel	H3478	héber	2Sa.7.23
Israel	Israel	H3478	héber	2Sa.7.24
Israel	Israel	H3478	héber	2Sa.7.26
Israel	Israel	H3478	héber	2Sa.7.27
Israel	Israel	H3478	héber	2Sa.8.15
Israel	Israel	H3478	héber	2Sa.10.9
Israel	Israel	H3478	héber	2Sa.10.15
Israel	Israel	H3478	héber	2Sa.10.17
Israel	Israel	H3478	héber	2Sa.10.18
Israel	Israel	H3478	héber	2Sa.10.19
Israel	Israel	H3478	héber	2Sa.10.19
Israel	Israel	H3478	héber	2Sa.11.1
Israel	Israel	H3478	héber	2Sa.11.11
Israel	Israel	H3478	héber	2Sa.12.7
Israel	Israel	H3478	héber	2Sa.12.7
Israel	Israel	H3478	héber	2Sa.12.8
Israel	Israel	H3478	héber	2Sa.12.12
Israel	Israel	H3478	héber	2Sa.13.12
Israel	Israel	H3478	héber	2Sa.13.13
Israel	Israel	H3478	héber	2Sa.14.25
Israel	Israel	H3478	héber	2Sa.15.2
Israel	Israel	H3478	héber	2Sa.15.6
Israel	Israel	H3478	héber	2Sa.15.6
Israel	Israel	H3478	héber	2Sa.15.10
Israel	Israel	H3478	héber	2Sa.15.13
Israel	Israel	H3478	héber	2Sa.16.3
Israel	Israel	H3478	héber	2Sa.16.15
Israel	Israel	H3478	héber	2Sa.16.18
Israel	Israel	H3478	héber	2Sa.16.21
Israel	Israel	H3478	héber	2Sa.16.22
Israel	Israel	H3478	héber	2Sa.17.4
Israel	Israel	H3478	héber	2Sa.17.10
Israel	Israel	H3478	héber	2Sa.17.11
Israel	Israel	H3478	héber	2Sa.17.13
Israel	Israel	H3478	héber	2Sa.17.14
Israel	Israel	H3478	héber	2Sa.17.15
Israel	Israel	H3478	héber	2Sa.17.24
Israel	Israel	H3478	héber	2Sa.17.26
Israel	Israel	H3478	héber	2Sa.18.6
Israel	Israel	H3478	héber	2Sa.18.7
Israel	Israel	H3478	héber	2Sa.18.16
Israel	Israel	H3478	héber	2Sa.18.17
Israel	Israel	H3478	héber	2Sa.19.8
Israel	Israel	H3478	héber	2Sa.19.9
Israel	Israel	H3478	héber	2Sa.19.11
Israel	Israel	H3478	héber	2Sa.19.22
Israel	Israel	H3478	héber	2Sa.19.22
Israel	Israel	H3478	héber	2Sa.19.40
Israel	Israel	H3478	héber	2Sa.19.41
Israel	Israel	H3478	héber	2Sa.19.42
Israel	Israel	H3478	héber	2Sa.19.43
Israel	Israel	H3478	héber	2Sa.19.43
Israel	Israel	H3478	héber	2Sa.20.1
Israel	Israel	H3478	héber	2Sa.20.2
Israel	Israel	H3478	héber	2Sa.20.14
Israel	Israel	H3478	héber	2Sa.20.19
Israel	Israel	H3478	héber	2Sa.20.19
Israel	Israel	H3478	héber	2Sa.20.23
Israel	Israel	H3478	héber	2Sa.21.2
Israel	Israel	H3478	héber	2Sa.21.2
Israel	Israel	H3478	héber	2Sa.21.2
Israel	Israel	H3478	héber	2Sa.21.4
Israel	Israel	H3478	héber	2Sa.21.5
Israel	Israel	H3478	héber	2Sa.21.15
Israel	Israel	H3478	héber	2Sa.21.17
Israel	Israel	H3478	héber	2Sa.21.21
Israel	Israel	H3478	héber	2Sa.23.1
Israel	Israel	H3478	héber	2Sa.23.3
Israel	Israel	H3478	héber	2Sa.23.3
Israel	Israel	H3478	héber	2Sa.23.9
Israel	Israel	H3478	héber	2Sa.24.1
Israel	Israel	H3478	héber	2Sa.24.1
Israel	Israel	H3478	héber	2Sa.24.2
Israel	Israel	H3478	héber	2Sa.24.4
Israel	Israel	H3478	héber	2Sa.24.9
Israel	Israel	H3478	héber	2Sa.24.15
Israel	Israel	H3478	héber	2Sa.24.25
Israel	Israel	H3478	héber	1Ki.1.3
Israel	Israel	H3478	héber	1Ki.1.20
Israel	Israel	H3478	héber	1Ki.1.30
Israel	Israel	H3478	héber	1Ki.1.34
Israel	Israel	H3478	héber	1Ki.1.35
Israel	Israel	H3478	héber	1Ki.1.48
Israel	Israel	H3478	héber	1Ki.2.4
Israel	Israel	H3478	héber	1Ki.2.5
Israel	Israel	H3478	héber	1Ki.2.11
Israel	Israel	H3478	héber	1Ki.2.15
Israel	Israel	H3478	héber	1Ki.2.32
Israel	Israel	H3478	héber	1Ki.3.28
Israel	Israel	H3478	héber	1Ki.4.1
Israel	Israel	H3478	héber	1Ki.4.7
Israel	Israel	H3478	héber	1Ki.4.20
Israel	Israel	H3478	héber	1Ki.4.25
Israel	Israel	H3478	héber	1Ki.5.13
Israel	Israel	H3478	héber	1Ki.6.1
Israel	Israel	H3478	héber	1Ki.6.1
Israel	Israel	H3478	héber	1Ki.6.13
Israel	Israel	H3478	héber	1Ki.6.13
Israel	Israel	H3478	héber	1Ki.8.1
Israel	Israel	H3478	héber	1Ki.8.1
Israel	Israel	H3478	héber	1Ki.8.2
