Igehely	Strong-szám	Görög szóalak	Morfológiai kód	Forrás
1Krón 1:1	G0076	αδαμ	N-PRI	LXX_WH
1Krón 1:1	G4589	σηθ	N-PRI	LXX_WH
1Krón 1:1		ενως	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:2	G2536	καιναν	N-PRI	LXX_WH
1Krón 1:2	G3121	μαλελεηλ	N-PRI	LXX_WH
1Krón 1:2	G2391	ιαρεδ	N-PRI	LXX_WH
1Krón 1:3	G1802	ενωχ	N-PRI	LXX_WH
1Krón 1:3	G3103	μαθουσαλα	N-PRI	LXX_WH
1Krón 1:3	G2984	λαμεχ	N-PRI	LXX_WH
1Krón 1:4	G3575	νωε	N-PRI	LXX_WH
1Krón 1:4	G5207	υιοι	N-NPM	LXX_WH
1Krón 1:4	G3575	νωε	N-PRI	LXX_WH
1Krón 1:4	G4590	σημ	N-PRI	LXX_WH
1Krón 1:4		χαμ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:4		ιαφεθ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5	G5207	υιοι	N-NPM	LXX_WH
1Krón 1:5		ιαφεθ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5		γαμερ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5	G3098	μαγωγ	N-PRI	LXX_WH
1Krón 1:5		μαδαι	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5		ιωυαν	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5		ελισα	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5		θοβελ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5		μοσοχ	N-PRI	ELTERO_SZOVEGALAP
1Krón 1:5	G2532	και	CONJ	LXX_WH
1Krón 1:5	G2532	θιρας	N-PRI	ABP-potolt
1Krón 1:6	G2532	και	CONJ	LXX_WH
1Krón 1:6	G5207	υιοι	N-NPM	LXX_WH
1Krón 1:6	G2532	γαμερ	N-PRI	ABP-potolt
1Krón 1:6	G2532	ασχαναζ	N-PRI	ABP-potolt
1Krón 1:6	G2532	και	CONJ	LXX_WH
1Krón 1:6		ριφαθ	N-PRI	
1Krón 1:6	G2532	και	CONJ	LXX_WH
1Krón 1:6	G2532	θοργαμα	N-PRI	ABP-potolt
1Krón 1:7	G2532	και	CONJ	LXX_WH
1Krón 1:7	G5207	υιοι	N-NPM	LXX_WH
1Krón 1:7	G2532	ιωυαν	N-PRI	ABP-potolt
