Strong_padded	Strong_eredeti	Teljes_szocikk
H7725	H7725	שׁוּב (shûwb｜shoob｜verb｜turn back) [Heb] שׁוּב ETCBC: שׁוב (verb｜return), שׁוב (verb｜gather) OSHL: v.bn.aa TWOT: 2340 GK: H8740 Greek: ἀθετέω, ἀναβαίνω, ἀναγγέλλω, ἀνάγω, ἀνακάμπτω, ἀναστρέφω, ἀναφέρω, ἀνέχομαι, ἀνταποδίδωμι, ἀνταπόδομα, ἀντέπω, ἀντιπίπτω, ἀπαγγέλλω, ἀπάγω, ἀπέρχομαι, ἀποδίδωμι, ἀποκαθίστημι, ἀποκρίνομαι, ἀπόκρισις, ἀπολύω, ἀποπλανάω, ἀποστέλλω, ἀποστρέφω, ἀποτίθημι, ἀφίστημι, δέχομαι, διαλείπω, διαλλάσσω, δίδωμι, ἐγκαταλείπω, εἰσάγω, εἰσφέρω, ἐλεέω, ἐξαποστέλλω, ἐπάγω, ἐπανέρχομαι, ἐπέρχομαι, ἐπιβάλλω, ἐπιβλέπω, ἐπιστρέφω, ἐπιστροφή, ἐπιφέρω, ἐρείδω, ἔρχομαι, ἐφίστημι, ἥκω, καθίημι, καθίστημι, καταβαίνω, καταπαύω, κατατίθημι, κατοικέω, κυλιόω, κωλύω, λογίζομαι, μεταβάλλω, μετανοέω, μετατίθημι, οἰκτείρω, ὁρμάω, πάλιν, πάλιν, παραγίνομαι, παύω, περιτίθημι, πορεύομαι, προσάγω, προσέρχομαι, προστίθημι, προσφέρω, στρέφω, συνάγω, σώζω, τάσσω, ὑποστρέφω, φέρω Derivation: a primitive root; Strong's: to turn back (hence, away) transitively or intransitively, literally or figuratively (not necessarily with the idea of return to the starting point); generally to retreat; often adverbial, again KJV: ((break, build, circumcise, dig, do anything, do evil, feed, lay down, lie down, lodge, make, rejoice, send, take, weep)) [idiom] again, (cause to) answer ([phrase] again), [idiom] in any case (wise), [idiom] at all, averse, bring (again, back, home again), call (to mind), carry again (back), cease, [idiom] certainly, come again (back), [idiom] consider, [phrase] continually, convert, deliver (again), [phrase] deny, draw back, fetch home again, [idiom] fro, get (oneself) (back) again, [idiom] give (again), go again (back, home), (go) out, hinder, let, (see) more, [idiom] needs, be past, [idiom] pay, pervert, pull in again, put (again, up again), recall, recompense, recover, refresh, relieve, render (again), requite, rescue, restore, retrieve, (cause to, make to) return, reverse, reward, [phrase] say nay, send back, set again, slide back, still, [idiom] surely, take back (off), (cause to, make to) turn (again, self again, away, back, back again, backward, from, off), withdraw.
H7726	H7726	שֹׁובָב (shôwbâb｜sho-bawb'｜adjective｜backturning) [Heb] שֹׁובָב ETCBC: שֹׁובָב (adjv｜apostate) OSHL: v.bn.ad TWOT: 2340c GK: H8743 Derivation: from שׁוּב; Strong's: apostate, i.e. idolatrous KJV: backsliding, frowardly, turn away (from margin).
H7727	H7727	שֹׁובָב (Shôwbâb｜sho-bawb'｜proper noun｜person｜Shobab) [pn] שֹׁובָב ETCBC: שֹׁובָב (nmpr｜Shobab) OSHL: v.bn.ae GK: H8744 Derivation: the same as שֹׁובָב; rebellious; Strong's: Shobab, the name of two Israelites KJV: Shobab.
H7728	H7728	שֹׁובֵב (shôwbêb｜sho-babe'｜adjective｜backturning) [Heb] שֹׁובֵב ETCBC: שֹׁובֵב (adjv｜apostate) OSHL: v.bn.af TWOT: 2340d GK: H8745 Greek: ἀποστρέφω, ἀτιμόω Derivation: from שׁוּב; Strong's: apostate, i.e. heathenish or (actually) heathen KJV: backsliding.
H7729	H7729	שׁוּבָה (shûwbâh｜shoo-baw'｜noun｜feminine｜retirement) [Heb] שׁוּבָה ETCBC: שׁוּבָה (subs｜coming back) OSHL: v.bn.ab TWOT: 2340a GK: H8746 Derivation: from שׁוּב; Strong's: a return KJV: returning.
H7730	H7730	שֹׂובֶךְ (sôwbek｜so'-bek｜noun｜masculine｜network) [Heb] שֹׂובֶךְ ETCBC: שֹׂובֶךְ (subs｜network of boughs) OSHL: u.ac.ab TWOT: 2230a GK: H8449 Derivation: for סֹבֶךְ; Strong's: a thicket, i.e. interlaced branches KJV: thick boughs.
H7731	H7731	שֹׁובָךְ (Shôwbâk｜sho-bawk'｜proper noun｜person｜Shobach) [pn] שֹׁובָךְ, שֹׁובַךְ ETCBC: שֹׁובַךְ (nmpr｜Shobach) OSHL: v.bn.ap GK: H8747 Derivation: perhaps for שֹׂובֶךְ; Strong's: Shobak, a Syrian KJV: Shobach.
H7732	H7732	שֹׁובָל (Shôwbâl｜sho-bawl'｜proper noun｜person｜Shobal) [pn] שֹׁובָל ETCBC: שֹׁובָל (nmpr｜Shobal) OSHL: v.as.af GK: H8748 Derivation: from the same as שֹׁבֶל; overflowing; Strong's: Shobal, the name of an Edomite and two Israelites KJV: Shobal.
H7733	H7733	שֹׁובֵק (Shôwbêq｜sho-bake'｜proper noun｜person｜Shobek) [pn] שֹׁובֵק ETCBC: שֹׁובֵק (nmpr｜Shobek) OSHL: v.ax.ab GK: H8749 Derivation: active participle from a primitive root meaning to leave (compare שְׁבַק); forsaking; Strong's: Shobek, an Israelite KJV: Shobek.
H7734	H7734	שׂוּג (sûwg｜soog｜verb｜move away) [Heb] שׂוּג, סוּג ETCBC: סוג (verb｜turn) OSHL: o.am.aa TWOT: 1469 GK: H6047 Derivation: a primitive root; Strong's: to retreat KJV: turn back.
H7735	H7735	שׂוּג (sûwg｜soog｜verb｜fence about) [Heb] שׂוּג ETCBC: שׂוג (verb｜[uncertain]) OSHL: o.an.aa TWOT: 1470 GK: H8451 Derivation: a primitive root; Strong's: to hedge in KJV: make to grow.
H7736	H7736	שׁוּד (shûwd｜shood｜verb｜deal violently with) [Heb] שׁוּד, שָׁדַד ETCBC: שׁדד (verb｜despoil) OSHL: v.bg.aa TWOT: 2331 GK: H8720 Derivation: a primitive root; Strong's: properly, to swell up, i.e. figuratively (by implication of insolence) to devastate KJV: waste.
H7737	H7737	שָׁוָה (shâvâh｜shaw-vaw'｜verb｜be even｜set) [Heb] שָׁוָה ETCBC: שׁוה (verb｜be like), שׁוה (verb｜place) OSHL: v.bp.aa, v.bq.aa TWOT: 2342 2343 GK: H8750, H8751 Greek: ἄξιος, ἀπάγω, ἀποστρέφω, ἀρέσκω, ἐπιτίθημι, καταρτίζω, λαμβάνω, προοράω, συμφέρω, τίθημι Derivation: a primitive root; Strong's: properly, to level, i.e. equalize; figuratively, to resemble; by implication, to adjust (i.e. counterbalance, be suitable, compose, place, yield, etc.) KJV: avail, behave, bring forth, compare, countervail, (be, make) equal, lay, be (make, a-) like, make plain, profit, reckon.
H7738	H7738	שָׁוָה (shâvâh｜shaw-vaw'｜noun｜feminine｜noise) [Heb] שָׁוָה, תְּשֻׁוָּה ETCBC: תּוּשִׁיָּה (subs｜effect) OSHL: v.bm.ae TWOT: 2343 GK: H9589 Derivation: a primitive root; Strong's: to destroy KJV: [idiom] substance (from the margin).
H7739	H7739	שְׁוָה (shᵉvâh｜shev-aw'｜verb｜be set｜become like) [Arc] שְׁוָה ETCBC: שׁוה (verb｜be equal) OSHL: xv.aj.aa, xv.ai.aa TWOT: 3023 3024 GK: H10702 Derivation: (Aramaic); corresponding to שָׁוָה; Strong's: to resemble KJV: make like.
H7740	H7740	שָׁוֵה (Shâvêh｜shaw-vay'｜proper noun｜location｜Shaveh) [pn] שָׁוֵה ETCBC: שָׁוֵה (nmpr｜Shaveh) OSHL: v.bp.ac TWOT: 2342a GK: H8753 Derivation: from שָׁוָה; plain; Strong's: Shaveh, a place in Palestine KJV: Shaveh.
H7741	H7741	שָׁוֵה קִרְיָתַיִם (Shâvêh Qiryâthayim｜shaw-vay' kir-yawthah'-yim｜proper noun｜person｜level plain) [pn] שָׁוֵה קִרְיָתַיִם ETCBC: שָׁוֵה (subs｜plain) OSHL: v.bp.ab GK: H8754 Derivation: from the same as שָׁוֵה and the dual of קִרְיָה; plain of a double city; Strong's: Shaveh-Kirjathajim, a place East of the Jordan KJV: Shaveh Kiriathaim.
H7742	H7742	שׂוּחַ (sûwach｜soo'-akh｜verb｜go about) [Heb] שׂוּחַ ETCBC: שׂוח (verb｜[uncertain]) OSHL: v.bs.aa TWOT: 2255 GK: H8452 Derivation: a primitive root; Strong's: to muse pensively KJV: meditate.
H7743	H7743	שׁוּחַ (shûwach｜shoo'-akh｜verb｜sink down) [Heb] שׁוּחַ ETCBC: שׁוח (verb｜run down) OSHL: v.br.aa TWOT: 2343.1 GK: H8755 Greek: ταπεινόω Derivation: a primitive root; Strong's: to sink, literally or figuratively KJV: bow down, incline, humble.
H7744	H7744	שׁוּחַ (Shûwach｜shoo'-akh｜proper noun｜person｜Shuah) [pn] שׁוּחַ ETCBC: שׁוּחַ (nmpr｜Shuah) OSHL: v.br.ae GK: H8756 Derivation: from שׁוּחַ; dell; Strong's: Shuach, a son of Abraham KJV: Shuah.
H7745	H7745	שׁוּחָה (shûwchâh｜shoo-khaw'｜noun｜feminine｜pit) [Heb] שׁוּחָה ETCBC: שׁוּחָה (subs｜pit) OSHL: v.br.ab TWOT: 2343.1a GK: H8757 Derivation: from שׁוּחַ; Strong's: a chasm KJV: ditch, pit.
H7746	H7746	שׁוּחָה (Shûwchâh｜shoo-khaw'｜proper noun｜person｜Shuah) [pn] שׁוּחָה ETCBC: שׁוּחָה (nmpr｜Shuhah) OSHL: v.br.af GK: H8758 Derivation: the same as שׁוּחָה; Strong's: Shuchah, an Israelite KJV: Shuah.
H7747	H7747	שׁוּחִי (Shûwchîy｜shoo-khee'｜adjective｜Shuchite) [pn] שׁוּחִי ETCBC: שׁוּחִי (adjv｜Shuhite) OSHL: v.br.ag GK: H8760 Typo: xlit Shûchîy corrected to Shûwchîy Derivation: patronymic from שׁוּחַ; Strong's: a Shuchite or descendant of Shuach KJV: Shuhite.
H7748	H7748	שׁוּחָם (Shûwchâm｜shoo-khawm'｜proper noun｜person｜Shuham) [pn] שׁוּחָם ETCBC: שׁוּחָם (nmpr｜Shuham) OSHL: v.br.ah GK: H8761 Derivation: from שׁוּחַ; humbly; Strong's: Shucham, an Israelite KJV: Shuham.
H7749	H7749	שׁוּחָמִי (Shûwchâmîy｜shoo-khaw-mee'｜adjective｜Shuchamite) [pn] שׁוּחָמִי ETCBC: שׁוּחָמִי (adjv｜Shuhamite) OSHL: v.br.ai GK: H8762 Derivation: patronymic from שׁוּחָם; Strong's: a Shuchamite (collectively) KJV: Shuhamites.
H7750	H7750	שׂוּט (sûwṭ｜soot｜verb｜swerve) [Heb] שׂוּט, סֵט ETCBC: שׂוט (verb｜fall away), סֵטִים (subs｜[uncertain]) OSHL: u.am.aa TWOT: 2240 GK: H6091, H8454 Derivation: or (by permutation) סוּט; a primitive root; Strong's: to detrude, i.e. (intransitively and figuratively) become derelict (wrongly practise; namely, idolatry) KJV: turn aside to.
H7751	H7751	שׁוּט (shûwṭ｜shoot｜verb｜go about｜row) [Heb] שׁוּט ETCBC: שׁוט (verb｜rove about) OSHL: v.bs.ae, v.bs.aa TWOT: 2344 2344d GK: H8763 Greek: ἀτιμάζω, διαπορεύομαι, διδάσκω, διέρχομαι, ἐπιβλέπω, ἐπιτίθημι, περιέρχομαι, περιέχω, περιτρέχω Derivation: a primitive root; Strong's: properly, to push forth; (but used only figuratively) to lash, i.e. (the sea with oars) to row; by implication, to travel KJV: go (about, through, to and fro), mariner, rower, run to and fro.
H7752	H7752	שֹׁוט (shôwṭ｜shote｜noun｜masculine｜scourge) [Heb] שֹׁוט, שִׁיט ETCBC: שֹׁוט (subs｜whip), שֹׁוט (subs｜spate) OSHL: v.bs.ab TWOT: 2344a GK: H8765, H8766, H8867 Greek: μάστιξ Derivation: from שׁוּט; Strong's: a lash (literally or figuratively) KJV: scourge, whip.
H7753	H7753	שׂוּךְ (sûwk｜sook｜verb｜hedge up) [Heb] שׂוּךְ ETCBC: שׂוך (verb｜fence) OSHL: u.an.aa TWOT: 2241 GK: H8455 Derivation: a primitive root; Strong's: to entwine, i.e. shut in (for formation, protection or restraint) KJV: fence, (make an) hedge (up).
H7754	H7754	שֹׂוךְ (sôwk｜soke｜noun｜either masculine or feminine｜branch) [Heb] שֹׂוךְ, שֹׂוכָה ETCBC: שֹׂוכָה (subs｜brushwood), שֹׂוךְ (subs｜[uncertain]) OSHL: u.ao.ab, u.ao.ac TWOT: 2242a 2242b GK: H8456, H8457 Derivation: or (feminine) שֹׂוכָה; from שׂוּךְ; Strong's: a branch (as interleaved) KJV: bough.
H7755	H7755	שֹׂוכֹה (Sôwkôh｜so-ko'｜proper noun｜location｜Shocho) [pn] שֹׂוכֹה, שֹׂוכֹו ETCBC: שֹׂוכֹה (nmpr｜Socoh) OSHL: u.ao.ad GK: H8458, H8459 Derivation: or שֹׂכֹה; or שֹׂוכֹו; from שׂוּךְ; Strong's: Sokoh or Soko, the name of two places in Palestine KJV: Shocho, Shochoh, Sochoh, Soco, Socoh.
H7756	H7756	שׂוּכָתִי (Sûwkâthîy｜soo-kaw-thee'｜adjective｜Sukathite) [pn] שׂוּכָתִי ETCBC: שׂוּכָתִי (adjv｜Sucathite) OSHL: u.ao.ae GK: H8460 Derivation: probably patronymic from a name corresponding to שֹׂוךְ (feminine); Strong's: a Sukathite or descendant of an unknown Israelite named Sukah KJV: Suchathite.
H7757	H7757	שׁוּל (shûwl｜shool｜noun｜masculine｜skirt) [Heb] שׁוּל ETCBC: שׁוּל (subs｜skirt) OSHL: v.bu.ab TWOT: 2346a GK: H8767 Greek: δόξα Derivation: from an unused root meaning to hang down; Strong's: a skirt; by implication, a bottom edge KJV: hem, skirt, train.
H7758	H7758	שֹׁולָל (shôwlâl｜sho-lawl'｜adjective｜barefoot) [Heb] שֹׁולָל, שֵׁילָל ETCBC: שֹׁולָל (adjv｜barefoot) OSHL: v.dq.ab TWOT: 2399a GK: H8768, H8871 Greek: αἰχμάλωτος Derivation: or שֵׁילָל; (Micah 1:8), from שָׁלַל; Strong's: nude (especially bare-foot); by implication, captive KJV: spoiled, stripped.
H7759	H7759	שׁוּלַמִּית (Shûwlammîyth｜shoo-lam-meeth'｜adjective｜Shulammite) [Heb] שׁוּלַמִּית ETCBC: שׁוּלַמִּי (adjv｜Shulammite) OSHL: v.bu.ad GK: H8769 Derivation: from שָׁלַם; Strong's: peaceful (with the article always prefixed, making it a pet name); the Shulammith, an epithet of Solomon's queen KJV: Shulamite.
H7760	H7760	שׂוּם (sûwm｜soom｜verb｜put｜token of unluckiness) [Heb] שׂוּם, שׂוּמָה, שִׂים ETCBC: שׂים (verb｜put), ישׂם (verb｜[uncertain]), סמם (verb｜apply paste) OSHL: u.ap.aa, u.aq.ab TWOT: 2243 GK: H8461, H8492 Greek: ἀγωνίζομαι, ἀναλαμβάνω, ἀνατίθεμαι, ἀπαντάω, ἀποτίθημι, ἀποτίνω, ἀφίστημι, βάλλω, βοηθέω, βούλημα, γέννημα, γίνομαι, γράφω, δέω, διαστέλλομαι, διατάσσω, δίδωμι, ἐκδέχομαι, ἐκτίθημι, ἐμβάλλω, ἐνθυμέομαι, ἐπάγω, ἐπιβάλλω, ἐπικαλέομαι, ἐπιμελέομαι, ἐπιστρέφω, ἐπιτίθημι, ἐπιτίθημι, ἐπιχέω, ἐπονομάζω, ἐφίστημι, ἔχω, ζώννυμι, ἡγέομαι, ἵστημι, καθίστημι, κατάγω, καταλείπω, κατανοέω, κεῖμαι, κυλιόω, λαμβάνω, νοιέω, ὁρμάω, παρατίθημι, περιτίθημι, ποιέω, προσέχω, προστάσσω, προστίθημι, προτίθεμαι, σπείρω, στηρίζω, τάσσω, τίθημι, ὑπακούω, ὑπολείπω, ὑποτάσσω, ὑποτίθημι, φοβέω Derivation: or שִׂים; a primitive root; Strong's: to put (used in a great variety of applications, literal, figurative, inferentially, and elliptically) KJV: [idiom] any wise, appoint, bring, call (a name), care, cast in, change, charge, commit, consider, convey, determine, [phrase] disguise, dispose, do, get, give, heap up, hold, impute, lay (down, up), leave, look, make (out), mark, [phrase] name, [idiom] on, ordain, order, [phrase] paint, place, preserve, purpose, put (on), [phrase] regard, rehearse, reward, (cause to) set (on, up), shew, [phrase] stedfastly, take, [idiom] tell, [phrase] tread down, (over-)turn, [idiom] wholly, work.
H7761	H7761	שׂוּם (sûwm｜soom｜verb｜set) [Arc] שׂוּם, שִׂים ETCBC: שׂים (verb｜place) OSHL: xu.ac.aa GK: H10682 Greek: διαρπάζω Derivation: (Aramaic) corresponding to שׂוּם Strong's: {to put (used in a great variety of applications, literal, figurative, inferentially, and elliptically)} KJV: [phrase] command, give, lay, make, [phrase] name, [phrase] regard, set.
H7762	H7762	שׁוּם (shûwm｜shoom｜noun｜masculine｜garlic) [Heb] שׁוּם, שׁוּמִים ETCBC: שׁוּמִים (subs｜garlic) OSHL: v.bu.ae TWOT: 2347 GK: H8770 Derivation: from an unused root meaning to exhale; Strong's: garlic (from its rank odor) KJV: garlic.
H7763	H7763	שֹׁומֵר (Shôwmêr｜sho-mare'｜proper noun｜person｜Shomer) [pn] שֹׁומֵר, שֹׁמֵר ETCBC: שֹׁמֵר (nmpr｜Shomer), שֹׁומֵר (nmpr｜Shomer) OSHL: v.ef.ad GK: H9071 Derivation: or שֹׁמֵר; active participle of שָׁמַר; keeper; Strong's: Shomer, the name of two Israelites KJV: Shomer.
H7764	H7764	שׁוּנִי (Shûwnîy｜shoo-nee'｜proper noun｜person｜Shuni) [pn] שׁוּנִי ETCBC: שׁוּנִי (nmpr｜Shuni) OSHL: v.bu.ag GK: H8771 Derivation: from an unused root meaning to rest; quiet; Strong's: Shuni, an Israelite KJV: Shuni.
H7765	H7765	שׁוּנִי (Shûwnîy｜shoo-nee'｜adjective｜a Shunite) [pn] שׁוּנִי ETCBC: שׁוּנִי (adjv｜Shunite) OSHL: v.bu.ag GK: H8772 Derivation: patronymic from שׁוּנִי; Strong's: a Shunite (collectively) or descendants of Shuni KJV: Shunites.
H7766	H7766	שׁוּנֵם (Shûwnêm｜shoo-name'｜proper noun｜location｜Shunem) [pn] שׁוּנֵם ETCBC: שׁוּנֵם (nmpr｜Shunem) OSHL: v.bu.ah GK: H8773 Derivation: probably from the same as שׁוּנִי; quietly; Strong's: Shunem, a place in Pal KJV: Shunem.
H7767	H7767	שׁוּנַמִּית (Shûwnammîyth｜shoo-nam-meeth'｜adjective｜Shunammitess) [pn] שׁוּנַמִּית, שׁוּנַמִּי ETCBC: שׁוּנַמִּי (adjv｜Shunammite) OSHL: v.bu.ai GK: H8774 Derivation: patrial from שׁוּנֵם; Strong's: a Shunammitess, or female inhabitant of Shunem KJV: Shunamite.
H7768	H7768	שָׁוַע (shâvaʻ｜shaw-vah'｜verb｜cry out) [Heb] שָׁוַע ETCBC: שׁוע (verb｜cry) OSHL: v.bv.aa TWOT: 2348 GK: H8775 Derivation: a primitive root; Strong's: properly, to be free; but used only causatively and reflexively, to halloo (for help, i.e. freedom from some trouble) KJV: cry (aloud, out), shout.
H7769	H7769	שׁוּעַ (shûwaʻ｜shoo'-ah｜noun｜masculine｜opulence) [Heb] שׁוּעַ ETCBC: שׁוּעַ (subs｜[uncertain]) OSHL: j.dy.af TWOT: 2348a GK: H8780, H8782 Greek: δέησις Derivation: from שָׁוַע; Strong's: a halloo KJV: cry, riches.
H7770	H7770	שׁוּעַ (Shûwaʻ｜shoo'-ah｜proper noun｜person｜Shua) [pn] שׁוּעַ ETCBC: שׁוּעַ (nmpr｜Shua) OSHL: j.dy.ae GK: H8781 Derivation: the same as שׁוּעַ; Strong's: Shua, a Canaanite KJV: Shua, Shuah.
H7771	H7771	שֹׁועַ (shôwaʻ｜sho'-ah｜adjective｜cry｜free) [Heb] שֹׁועַ ETCBC: שֹׁועַ (subs｜noble) OSHL: v.bv.ac, j.dy.ad TWOT: 929c 2348b GK: H8777, H8779 Derivation: from שָׁוַע in the original sense of freedom; Strong's: a noble, i.e. liberal, opulent; also (as noun in the derived sense) a halloo KJV: bountiful, crying, rich.
H7772	H7772	שֹׁועַ (Shôwaʻ｜sho'-ah｜proper noun｜person｜Shoa) [pn] שֹׁועַ ETCBC: שֹׁועַ (nmpr｜Shoa) OSHL: v.bv.af GK: H8778, H8779 Derivation: the same as שֹׁועַ; rich; Strong's: Shoa, an Oriental people KJV: Shoa.
H7773	H7773	שֶׁוַע (shevaʻ｜sheh'-vah｜verb｜cry out) [Heb] שֶׁוַע ETCBC: שֶׁוַע (subs｜cry) OSHL: v.bv.aa TWOT: 2348a GK: H8776 Greek: ὅρκος Derivation: from שָׁוַע; Strong's: a halloo KJV: cry.
H7774	H7774	שׁוּעָא (Shûwʻâʼ｜shoo-aw'｜proper noun｜person｜Shua) [pn] שׁוּעָא ETCBC: שׁוּעָא (nmpr｜Shua) OSHL: j.dy.ag GK: H8783 Derivation: from שָׁוַע; wealth; Strong's: Shua, an Israelitess KJV: Shua.
H7775	H7775	שַׁוְעָה (shavʻâh｜shav-aw'｜noun｜feminine｜cry for help) [Heb] שַׁוְעָה ETCBC: שַׁוְעָה (subs｜cry) OSHL: v.bv.ad TWOT: 2348c GK: H8784 Greek: βοή, βοήθεια, κραυγή, ὅμοιος Derivation: feminine of שֶׁוַע; Strong's: a hallooing KJV: crying.
H7776	H7776	שׁוּעָל (shûwʻâl｜shoo-awl'｜noun｜masculine｜fox) [Heb] שׁוּעָל ETCBC: שׁוּעָל (subs｜fox) OSHL: v.ew.ab TWOT: 2433a GK: H8785 Greek: ἀλώπηξ Derivation: or שֻׁעָל; from the same as שֹׁעַל; Strong's: a jackal (as a burrower) KJV: fox.
H7777	H7777	שׁוּעָל (Shûwʻâl｜shoo-awl'｜proper noun｜location｜Shual) [pn] שׁוּעָל ETCBC: שׁוּעָל (nmpr｜Shual), שׁוּעָל (nmpr｜Shual) OSHL: v.ew.ad, v.ew.ac GK: H8786, H8787 Derivation: the same as שׁוּעָל; Strong's: Shual, the name of an Israelite and of a place in Palestine KJV: Shual.
H7778	H7778	שֹׁועֵר (shôwʻêr｜sho-are'｜noun｜masculine｜porter) [Heb] שֹׁועֵר ETCBC: שֹׁועֵר (subs｜porter) OSHL: v.fa.ac TWOT: 2437b GK: H8788 Greek: θυρωρός Derivation: or שֹׁעֵר active participle of שָׁעַר (as denominative from שַׁעַר); Strong's: a janitor KJV: doorkeeper, porter.
H7779	H7779	שׁוּף (shûwph｜shoof｜verb｜bruise) [Heb] שׁוּף ETCBC: שׁוף (verb｜bruise), שׁוף (verb｜snatch) OSHL: v.bw.aa TWOT: 2349 GK: H8789, H8790 Greek: καταπατέω, κρίνον Derivation: a primitive root; Strong's: properly, to gape, i.e. snap at; figuratively, to overwhelm KJV: break, bruise, cover.
H7780	H7780	שֹׁופָךְ (Shôwphâk｜sho-fawk'｜proper noun｜person｜Shophach) [pn] שֹׁופָךְ, שֹׁופַךְ ETCBC: שֹׁופַךְ (nmpr｜Shophach) OSHL: v.bn.ap GK: H8791 Derivation: from שָׁפַךְ; poured; Strong's: Shophak, a Syrian KJV: Shophach.
H7781	H7781	שׁוּפָמִי (Shûwphâmîy｜shoo-faw-mee'｜adjective｜Shuphamite) [pn] שׁוּפָמִי ETCBC: שׁוּפָמִי (adjv｜Shuphamite) OSHL: v.fl.ad GK: H8793 Derivation: patronymic from שְׁפוּפָם; Strong's: a Shuphamite (collectively) or descendants of Shephupham KJV: Shuphamite.
H7782	H7782	שֹׁופָר (shôwphâr｜sho-far'｜noun｜masculine｜horn) [Heb] שֹׁופָר ETCBC: שֹׁופָר (subs｜horn) OSHL: v.fm.ah TWOT: 2449c GK: H8795 Greek: εὐτόνως, σάλπιγξ Derivation: or שֹׁפָר; from שָׁפַר in the original sense of incising; Strong's: a cornet (as giving a clear sound) or curved horn KJV: cornet, trumpet.
H7783	H7783	שׁוּק (shûwq｜shook｜verb｜be abundant) [Heb] שׁוּק ETCBC: שׁוק (verb｜be narrow) OSHL: v.by.aa TWOT: 2351 GK: H8796 Greek: μεθύσκω Derivation: a primitive root; Strong's: to run after or over, i.e. overflow KJV: overflow, water.
H7784	H7784	שׁוּק (shûwq｜shook｜noun｜masculine｜street) [Heb] שׁוּק ETCBC: שׁוּק (subs｜street) OSHL: v.bx.ac TWOT: 2350b GK: H8798 Greek: ἀγορά Derivation: from שׁוּק; Strong's: a street (as run over) KJV: street.
H7785	H7785	שֹׁוק (shôwq｜shoke｜noun｜feminine｜leg) [Heb] שֹׁוק ETCBC: שֹׁוק (subs｜splintbone) OSHL: v.bx.ab TWOT: 2350a GK: H8797 Greek: βραχίων, σκέλος Derivation: from שׁוּק; Strong's: the (lower) leg (as a runner) KJV: hip, leg, shoulder, thigh.
H7786	H7786	שׂוּר (sûwr｜soor｜verb｜be prince) [Heb] שׂוּר, שָׂרַר ETCBC: שׂרר (verb｜rule) OSHL: u.cm.ac TWOT: 2287 GK: H8606 Derivation: a primitive root; Strong's: properly, to vanquish; by implication, to rule (causatively, crown) KJV: make princes, have power, reign. See סוּר.
H7787	H7787	שׂוּר (sûwr｜soor｜verb｜saw) [Heb] שׂוּר, שִׂים ETCBC: שׂור (verb｜[uncertain]) OSHL: u.ar.aa TWOT: 2245 GK: H8492 Derivation: a primitive root (identical with שׂוּר through the idea of reducing to pieces; compare מַשֹּׂור); Strong's: to saw KJV: cut.
H7788	H7788	שׁוּר (shûwr｜shoor｜verb｜travel) [Heb] שׁוּר ETCBC: שׁור (verb｜descend) OSHL: v.ca.aa TWOT: 2353 GK: H8801 Derivation: a primitive root; Strong's: properly, to turn, i.e. travel about (as a harlot or a merchant) KJV: go, singular See also שִׁיר.
H7789	H7789	שׁוּר (shûwr｜shoor｜verb｜behold) [Heb] שׁוּר ETCBC: שׁור (verb｜regard) OSHL: v.cb.aa TWOT: 2354 GK: H8800 Greek: ἀναστρέφω, διέρχομαι, ἐχθρός, καταμανθάνω, κατισχύω, ὁράω, περιβλέπω, προνοέω Derivation: a primitive root (identical with through the idea of going round for inspection); Strong's: to spy out, i.e. (generally) survey, (for evil) lurk for, (for good) care for KJV: behold, lay wait, look, observe, perceive, regard, see.
H7790	H7790	שׁוּר (shûwr｜shoor｜noun｜masculine｜foe) [Heb] שׁוּר ETCBC: שׁוּר (subs｜wall) OSHL: v.cb.ab TWOT: 2354a GK: H8803 Derivation: from שִׁימֹון; Strong's: a foe (as lying in wait) KJV: enemy.
H7791	H7791	שׁוּר (shûwr｜shoor｜noun｜masculine｜row｜wall) [Heb] שׁוּר, שׁוּרָה ETCBC: שׁוּרָה (subs｜wall) OSHL: v.cc.ac, v.cc.ae TWOT: 2355b GK: H8803, H8805 Greek: τεῖχος Derivation: from שׁוּר; Strong's: a wall (as going about) KJV: wall.
H7792	H7792	שׁוּר (shûwr｜shoor｜noun｜masculine｜wall) [Arc] שׁוּר ETCBC: שׁוּר (subs｜wall), שׁוּר (subs｜wall) OSHL: xv.ak.ac TWOT: 3025 GK: H10703 Derivation: (Aramaic) corresponding to שׁוּר Strong's: {a wall (as going about)} KJV: wall.
H7793	H7793	שׁוּר (Shûwr｜shoor｜proper noun｜location｜Shur) [pn] שׁוּר ETCBC: שׁוּר (nmpr｜Shur) OSHL: v.cc.ad GK: H8804 Derivation: the same as שׁוּר; Strong's: Shur, a region of the Desert KJV: Shur.
H7794	H7794	שֹׁור (shôwr｜shore｜noun｜masculine｜a head of cattle) [Heb] שֹׁור ETCBC: שֹׁור (subs｜bullock) OSHL: v.cc.ab TWOT: 2355a GK: H8802 Greek: βοῦς, μόσχος, σιτευτός, ταῦρος Derivation: from שׁוּר; Strong's: a bullock (as a traveller) KJV: bull(-ock), cow, ox, wall (by mistake for שׁוּר).
