Strong_padded	Strong_eredeti	Teljes_szocikk
H0676	H676	אֶצְבַּע (ʼetsbaʻ｜ets-bah'｜noun｜feminine｜finger) [Heb] אֶצְבַּע ETCBC: אֶצְבַּע (subs｜finger) OSHL: r.ak.ab TWOT: 1873a GK: H720 Greek: δάκτυλος Derivation: from the same as צֶבַע (in the sense of grasping); Strong's: something to sieze with, i.e. a finger; by analogy, a toe KJV: finger, toe.
H0677	H677	אֶצְבַּע (ʼetsbaʻ｜ets-bah'｜noun｜feminine｜finger) [Arc] אֶצְבַּע ETCBC: אֶצְבַּע (subs｜finger) OSHL: xr.ac.ab TWOT: 2602 GK: H10064 Derivation: (Aramaic) corresponding to אֶצְבַּע Strong's: {something to sieze with, i.e. a finger; by analogy, a toe} KJV: finger, toe.
H0678	H678	אָצִיל (ʼâtsîyl｜aw-tseel'｜noun｜masculine｜side) [Heb] אָצִיל ETCBC: אָצִיל (adjv｜noble), אָצִיל (subs｜remote part) OSHL: a.fj.ag TWOT: 153b GK: H721, H722 Derivation: from אָצַל (in its secondary sense of separation); Strong's: an extremity (Isaiah 41:9), also a noble KJV: chief man, noble.
H0679	H679	אַצִּיל (ʼatstsîyl｜ats-tseel'｜noun｜feminine｜joining) [Heb] אַצִּיל ETCBC: אַצִּיל (subs｜armpit) OSHL: a.fj.ah TWOT: 153c GK: H723 Greek: διάστημα Derivation: from אָצַל (in its primary sense of uniting); Strong's: a joint of the hand (i.e. knuckle); also (according to some) a party-wall (Ezekiel 41:8) KJV: (arm) hole, great.
H0680	H680	אָצַל (ʼâtsal｜aw-tsal'｜verb｜lay aside) [Heb] אָצַל ETCBC: אצל (verb｜set aside) OSHL: a.fj.ac TWOT: 153 GK: H724 Greek: ἀφαιρέω, ὀκνέω, ὑπολείπω Derivation: a primitive root; properly, to join; used only as a denominative from אֵצֶל; Strong's: to separate; hence, to select, refuse, contract KJV: keep, reserve, straiten, take.
H0681	H681	אֵצֶל (ʼêtsel｜ay'-tsel｜noun｜masculine｜conjunction) [Heb] אֵצֶל ETCBC: אֵצֶל (subs｜side) OSHL: a.fj.ab TWOT: 153a GK: H725 Derivation: from אָצַל (in the sense of joining); Strong's: a side; (as a preposition) near KJV: at, (hard) by, (from) (beside), near (unto), toward, with. See also בֵּית הָאֵצֶל.
H0682	H682	אָצֵל (ʼÂtsêl｜aw-tsale'｜proper noun｜location｜Azal) [pn] אָצֵל ETCBC: אָצַל (nmpr｜Azel), אָצֵל (nmpr｜Azel) OSHL: a.fj.ae, a.fj.af GK: H727, H728 Derivation: from אָצַל; noble; Strong's: Atsel, the name of an Israelite, and of a place in Palestine KJV: Azal, Azel.
H0683	H683	אֲצַלְיָהוּ (ʼĂtsalyâhûw｜ats-al-yaw'-hoo｜proper noun｜person｜Azaliah) [pn] אֲצַלְיָהוּ ETCBC: אֲצַלְיָהוּ (nmpr｜Azaliah) OSHL: a.fj.ai GK: H729 Derivation: from אָצַל and יָהּ prolonged; Jah has reserved; Strong's: Atsaljah, an Israelite KJV: Azaliah.
H0684	H684	אֹצֶם (ʼÔtsem｜o'-tsem｜proper noun｜person｜Ozem) [pn] אֹצֶם ETCBC: אֹצֶם (nmpr｜Ozem) OSHL: a.fk.ab GK: H730 Derivation: from an unused root probably meaning to be strong; strength (i.e. strong); Strong's: Otsem, the name of two Israelites KJV: Ozem.
H0685	H685	אֶצְעָדָה (ʼetsʻâdâh｜ets-aw-daw'｜noun｜feminine｜step-chain) [Heb] אֶצְעָדָה ETCBC: אֶצְעָדָה (subs｜bracelet) OSHL: r.cy.ac TWOT: 1943e GK: H731 Derivation: a variation from צְעָדָה; Strong's: properly, a step-chain; by analogy, a bracelet KJV: bracelet, chain.
H0686	H686	אָצַר (ʼâtsar｜aw-tsar'｜verb｜lay up) [Heb] אָצַר ETCBC: אצר (verb｜store) OSHL: a.fl.aa TWOT: 154 GK: H732 Derivation: a primitive root; Strong's: to store up KJV: (lay up in) store, [phrase] (make) treasure(-r).
H0687	H687	אֶצֶר (ʼEtser｜ay'-tser｜proper noun｜person｜Ezer) [pn] אֶצֶר, אֵצֶר ETCBC: אֵצֶר (nmpr｜Ezer) OSHL: a.fl.ab GK: H733 Derivation: from אָצַר; treasure; Strong's: Etser, an Idumaean KJV: Ezer.
H0688	H688	אֶקְדָּח (ʼeqdâch｜ek-dawkh'｜noun｜masculine｜fiery glow) [Heb] אֶקְדָּח ETCBC: אֶקְדָּח (subs｜beryl) OSHL: s.ak.ac TWOT: 1987b GK: H734 Derivation: from קִדָּה; Strong's: burning, i.e. a carbuncle or other fiery gem KJV: carbuncle.
H0689	H689	אַקֹּו (ʼaqqôw｜ak-ko'｜noun｜masculine｜wild goat) [Heb] אַקֹּו, אַקֹּו ETCBC: אַקֹּו (subs｜wildgoat) OSHL: a.fl.ae TWOT: 155 GK: H735 Derivation: probably from אָנַק; Strong's: slender, i.e. the ibex KJV: wild goat.
H0690	H690	אֲרָא (ʼărâʼ｜ar-aw'｜proper noun｜person｜Ara) [pn] אֲרָא ETCBC: אֲרָא (nmpr｜Ara) OSHL: a.fl.ag GK: H736 Derivation: probably for אֲרִי; lion; Strong's: Ara, an Israelite KJV: Ara.
H0691	H691	אֶרְאֵל (ʼerʼêl｜er-ale'｜noun｜masculine｜heroes) [Heb] אֶרְאֵל ETCBC: אַרְאֵל (subs｜[uncertain]) OSHL: a.fo.ah TWOT: 159a GK: H737 Derivation: probably for אֲרִיאֵל; Strong's: a hero (collectively) KJV: valiant one.
H0692	H692	אַרְאֵלִי (ʼArʼêlîy｜ar-ay-lee'｜proper noun｜person｜Areli) [pn] אַרְאֵלִי ETCBC: אַרְאֵלִי (nmpr｜Areli), אַרְאֵלִי (adjv｜Arelite) OSHL: a.fo.ag GK: H739, H740 Derivation: from אֶרְאֵל; heroic; Strong's: Areli (or an Arelite, collectively), an Israelite and his descendants KJV: Areli, Arelites.
H0693	H693	אָרַב (ʼârab｜aw-rab'｜verb｜lie in wait) [Heb] אָרַב ETCBC: ארב (verb｜lie in ambush) OSHL: a.fm.aa TWOT: 156 GK: H741 Greek: ἐνεδρεύω Derivation: a primitive root; Strong's: to lurk KJV: (lie in) ambush(-ment), lay (lie in) wait.
H0694	H694	אֲרָב (ʼĂrâb｜ar-awb'｜proper noun｜location｜Arab) [pn] אֲרָב ETCBC: אֲרַב (nmpr｜Arab) OSHL: a.fm.ac GK: H742 Derivation: from אָרַב; ambush; Strong's: Arab, a place in Palestine KJV: Arab.
H0695	H695	אֶרֶב (ʼereb｜eh'-reb｜noun｜masculine｜ambuscade) [Heb] אֶרֶב ETCBC: אֶרֶב (subs｜ambush) OSHL: a.fm.ab TWOT: 156a GK: H743 Derivation: from אָרַב; Strong's: ambuscade KJV: den, lie in wait.
H0696	H696	אֹרֶב (ʼôreb｜o'-reb｜noun｜masculine｜ambuscade) [Heb] אֹרֶב ETCBC: אֹרֶב (subs｜ambush) OSHL: a.fm.ae TWOT: 156b GK: H744 Derivation: the same as אֶרֶב Strong's: {ambuscade} KJV: wait.
H0697	H697	אַרְבֶּה (ʼarbeh｜ar-beh'｜noun｜masculine｜locust) [Heb] אַרְבֶּה ETCBC: אַרְבֶּה (subs｜locust) OSHL: t.ai.ab TWOT: 2103a GK: H746 Greek: ἀκρίς Derivation: from רָבָה; Strong's: a locust (from its rapid increase) KJV: grasshopper, locust.
H0698	H698	אׇרֳבָה (ʼorŏbâh｜or-ob-aw'｜noun｜feminine｜artifice) [Heb] אׇרֳבָה, אָרְבָּה ETCBC: אָרְבָּה (subs｜[uncertain]) OSHL: a.fm.af TWOT: 156c GK: H747 Greek: ἐπιβάλλω Derivation: feminine of אֹרֶב (only in the plural); Strong's: ambuscades KJV: spoils.
H0699	H699	אֲרֻבָּה (ʼărubbâh｜ar-oob-baw'｜noun｜feminine｜lattice) [Heb] אֲרֻבָּה ETCBC: אֲרֻבָּה (subs｜hole) OSHL: a.fm.ag TWOT: 156d GK: H748 Greek: θυρίς, ὀπή Derivation: feminine participle passive of אָרַב (as if for lurking); Strong's: a lattice; (by implication) a window, dovecot (because of the pigeon-holes), chimney (with its apertures for smoke), sluice (with openings for water) KJV: chimney, window.
H0700	H700	אֲרֻבֹּות (ʼĂrubbôwth｜ar-oob-both｜proper noun｜location｜Aruboth) [pn] אֲרֻבֹּות, אֲרֻבֹּות ETCBC: אֲרֻבֹּות (nmpr｜Arubboth) OSHL: a.fm.ah GK: H749 Derivation: plural of אֲרֻבָּה; Strong's: Arubboth, a place in Palestine KJV: Aruboth.
H0701	H701	אַרְבִּי (ʼArbîy｜ar-bee'｜adjective｜Arbite) [pn] אַרְבִּי ETCBC: אַרְבִּי (adjv｜Arbite) OSHL: a.fm.ad GK: H750 Derivation: patrial from אֲרָב; Strong's: an Arbite or native of Arab KJV: Arbite.
H0702	H702	אַרְבַּע (ʼarbaʻ｜ar-bah'｜adjective｜four) [Heb] אַרְבַּע ETCBC: אַרְבַּע (subs｜four) OSHL: t.al.ab TWOT: 2106a GK: H752 Greek: τέταρτος Derivation: masculine אַרְבָּעָה; from רָבַע; Strong's: four KJV: four.
H0703	H703	אַרְבַּע (ʼarbaʻ｜ar-bah'｜adjective｜four) [Arc] אַרְבַּע ETCBC: אַרְבַּע (subs｜four) OSHL: xt.ad.ab TWOT: 2986a GK: H10065 Derivation: (Aramaic) corresponding to אַרְבַּע Strong's: {four} KJV: four.
H0704	H704	אַרְבַּע (ʼArbaʻ｜ar-bah'｜proper noun｜person｜Arba) [pn] אַרְבַּע ETCBC: קִרְיַת אַרְבַּע (nmpr｜Kiriath Arba) OSHL: s.dc.ak GK: H753, H2033 Derivation: the same as אַרְבַּע; Strong's: Arba, one of the Anakim KJV: Arba.
H0705	H705	אַרְבָּעִים (ʼarbâʻîym｜ar-baw-eem'｜adjective｜forty) [Heb] אַרְבָּעִים ETCBC: אַרְבַּע (subs｜four) OSHL: t.al.ad TWOT: 2106b GK: H754 Derivation: multiple of אַרְבַּע; Strong's: forty KJV: -forty.
H0706	H706	אַרְבַּעְתַּיִם (ʼarbaʻtayim｜ar-bah-tah'-yim｜adverb｜four) [Heb] אַרְבַּעְתַּיִם, אַרְבַּע ETCBC: אַרְבַּע (subs｜four) OSHL: t.al.ab TWOT: 2106a GK: H752 Derivation: dual of אַרְבַּע; Strong's: fourfold KJV: fourfold.
H0707	H707	אָרַג (ʼârag｜aw-rag'｜verb｜weave) [Heb] אָרַג ETCBC: ארג (verb｜weave) OSHL: a.fn.aa TWOT: 157 GK: H755 Greek: ἀναβλέπω, ἐπιποθέω, ἐργάζομαι, ὕστερος, ὑφαντός, ὑφαντός Derivation: a primitive root; Strong's: to plait or weave KJV: weaver(-r).
H0708	H708	אֶרֶג (ʼereg｜eh'-reg｜noun｜masculine｜loom) [Heb] אֶרֶג ETCBC: אֶרֶג (subs｜weaver's bobbin) OSHL: a.fn.ab TWOT: 157a GK: H756 Derivation: from אָרַג; Strong's: a weaving; a braid; also a shuttle KJV: beam, weaver's shuttle.
H0709	H709	אַרְגֹּב (ʼArgôb｜ar-gobe'｜proper noun｜location｜Argob) [pn] אַרְגֹּב ETCBC: אַרְגֹּב (nmpr｜Argob) OSHL: t.ap.ad GK: H758, H759 Derivation: from the same as רֶגֶב; stony; Strong's: Argob, a district of Palestine KJV: Argob.
H0710	H710	אַרְגְּוָן (ʼargᵉvân｜arg-ev-awn'｜noun｜masculine｜purple) [Heb] אַרְגְּוָן ETCBC: אַרְגְּוָן (subs｜[uncertain]) OSHL: a.fn.ae TWOT: 157b GK: H760 Greek: πορφύρα Derivation: a variation for אַרְגָּמָן; Strong's: purple KJV: purple.
H0711	H711	אַרְגְּוָן (ʼargᵉvân｜arg-ev-awn'｜noun｜masculine｜purple) [Arc] אַרְגְּוָן ETCBC: אַרְגְּוָן (subs｜purple) OSHL: xa.be.ah TWOT: 2603 GK: H10066 Derivation: (Aramaic) corresponding to אַרְגְּוָן Strong's: {purple} KJV: purple.
H0712	H712	אַרְגָּז (ʼargâz｜ar-gawz'｜noun｜masculine｜box) [Heb] אַרְגָּז, אַרְגַּז ETCBC: אַרְגַּז (subs｜saddle-bag) OSHL: t.aq.ae TWOT: 2112d GK: H761 Derivation: perhaps from רָגַז (in the sense of being suspended), Strong's: a box (as a pannier) KJV: coffer.
H0713	H713	אַרְגָּמָן (ʼargâmân｜ar-gaw-mawn'｜noun｜masculine｜purple) [Heb] אַרְגָּמָן ETCBC: אַרְגָּמָן (subs｜purple-wool) OSHL: a.fn.af TWOT: 157b GK: H763 Greek: πορφύρα, πορφυροῦς Derivation: of foreign origin; Strong's: purple (the color or the dyed stuff) KJV: purple.
H0714	H714	אַרְדְּ (ʼArd｜ard｜proper noun｜person｜Ard) [pn] אַרְדְּ ETCBC: אַרְדְּ (nmpr｜Ard) OSHL: a.fn.ag GK: H764 Derivation: from an unused root probably meaning to wander; fugitive; Strong's: Ard, the name of two Israelites KJV: Ard.
H0715	H715	אַרְדֹּון (ʼArdôwn｜ar-dohn'｜proper noun｜person｜Ardon) [pn] אַרְדֹּון, אַרְדֹּון ETCBC: אַרְדֹּון (nmpr｜Ardon) OSHL: a.fn.ak GK: H765 Derivation: from the same as אַרְדְּ; roaming; Strong's: Ardon, an Israelite KJV: Ardon.
H0716	H716	אַרְדִּי (ʼArdîy｜ar-dee｜adjective｜Ardite) [pn] אַרְדִּי ETCBC: אַרְדִּי (adjv｜Ardite) OSHL: a.fn.ah GK: H766 Derivation: patronymic from אַרְדְּ; Strong's: an Ardite (collectively) or descendant of Ard KJV: Ardites.
H0717	H717	אָרָה (ʼârâh｜aw-raw'｜verb｜pluck) [Heb] אָרָה ETCBC: ארה (verb｜pluck) OSHL: a.fo.aa TWOT: 158 GK: H768 Derivation: a primitive root; Strong's: to pluck KJV: gather, pluck.
H0718	H718	אֲרוּ (ʼărûw｜ar-oo'｜interjection｜lo) [Arc] אֲרוּ ETCBC: אֲרוּ (intj｜behold) OSHL: xa.bg.aa TWOT: 2604 GK: H10067 Greek: ἰδού Derivation: (Aramaic) probably akin to אֲלוּ; Strong's: lo! KJV: behold, lo.
H0719	H719	אַרְוַד (ʼArvad｜ar-vad'｜proper noun｜location｜Arvad) [pn] אַרְוַד, אַרְוָד ETCBC: אַרְוַד (nmpr｜Arvad) OSHL: a.fn.al GK: H770 Derivation: probably from רוּד; a refuge for the roving; Strong's: Arvad, an island-city of Palestine KJV: Arvad.
H0720	H720	אֲרֹוד (ʼĂrôwd｜ar-ode'｜proper noun｜person｜Arod) [pn] אֲרֹוד ETCBC: אֲרֹוד (nmpr｜Arodi) OSHL: a.fn.ai GK: H769 Derivation: an orthographical variation of אַרְוַד; fugitive; Strong's: Arod, an Israelite KJV: Arod.
H0721	H721	אַרְוָדִי (ʼArvâdîy｜ar-vaw-dee'｜adjective｜Arvadite) [pn] אַרְוָדִי ETCBC: אַרְוָדִי (adjv｜Arvadite) OSHL: a.fn.am GK: H773 Derivation: patrial from אַרְוַד; Strong's: an Arvadite or citizen of Arvad KJV: Arvadite.
H0722	H722	אֲרֹודִי (ʼĂrôwdîy｜ar-o-dee'｜adjective｜Arodite) [pn] אֲרֹודִי ETCBC: אֲרֹודִי (nmpr｜Arodi), אֲרֹודִי (adjv｜Arodite) OSHL: a.fn.aj GK: H771, H772 Derivation: patronymic from אַרְוָדִי; Strong's: an Arodite or descendant of Arod KJV: Arodi, Arodites.
H0723	H723	אֻרְוָה (ʼurvâh｜oor-vaw'｜noun｜feminine｜manger) [Heb] אֻרְוָה, אֻרְיָה ETCBC: אֻרְוָה (subs｜stall), אֲוֵרֹות (subs｜[uncertain]) OSHL: a.fo.ac TWOT: 158b GK: H774, H795 Greek: φάτνη Derivation: or אֲרָיָה; from אָרָה (in the sense of feeding); Strong's: a herding-place for an animal KJV: stall.
H0724	H724	אֲרוּכָה (ʼărûwkâh｜ar-oo-kaw'｜noun｜feminine｜healing) [Heb] אֲרוּכָה ETCBC: אֲרוּכָה (subs｜healing) OSHL: a.fs.ae TWOT: 162d GK: H776 Greek: ἴαμα, ἴασις Derivation: or אֲרֻכָה; feminine passive participle of אָרַךְ (in the sense of restoring to soundness); Strong's: wholeness (literally or figuratively) KJV: health, made up, perfected.
H0725	H725	אֲרוּמָה (ʼĂrûwmâh｜ar-oo-maw'｜proper noun｜location｜Arumah) [pn] אֲרוּמָה ETCBC: אֲרוּמָה (nmpr｜Arumah) OSHL: a.fp.ac GK: H777 Derivation: a variation of רוּמָה; height; Strong's: Arumah, a place in Palestine KJV: Arumah.
H0726	H726	אֲרֹומִי (ʼĂrôwmîy｜ar-o-mee'｜adjective｜Edomite) [pn] אֲרֹומִי, אַדְמֹונִי ETCBC: אֲדֹמִי (adjv｜Edomite) OSHL: a.bd.ag GK: H145 Derivation: a clerical error for אֱדֹמִי; Strong's: an Edomite (as in the margin) KJV: Syrian.
H0727	H727	אָרֹון (ʼârôwn｜aw-rone'｜noun｜masculine｜chest) [Heb] אָרֹון, אֲרֹון ETCBC: אֲרֹון (subs｜ark) OSHL: a.fw.ab TWOT: 166a GK: H778 Greek: ἅγιον, γλωσσόκομον, κιβωτός, σορός Derivation: or אָרֹן; from אָרָה (in the sense of gathering); Strong's: a box KJV: ark, chest, coffin.
H0728	H728	אֲרַוְנָה (ʼĂravnâh｜ar-av-naw'｜proper noun｜person｜Araunah) [pn] אֲרַוְנָה, אֲרַנְיָה ETCBC: אֲרַוְנָה (nmpr｜Araunah) OSHL: a.fp.ad GK: H779, H819 Derivation: or (by transposition) אֹורְנָה; or אַרְנִיָּה Typo: lemma אַנִיָּה missing resh, corrected to אַרְנִיָּה ; all by orthographical variation for אׇרְנָן; Strong's: Aravnah (or Arnijah or Ornah), a Jebusite KJV: Araunah.
H0729	H729	אָרַז (ʼâraz｜aw-raz'｜adjective｜firm) [Heb] אָרַז, אָרוּז ETCBC: אָרוּז (adjv｜solid) OSHL: a.fq.ad TWOT: 160c GK: H775 Derivation: a primitive root; to be firm; used only in the passive participle as a denominative from אֶרֶז; Strong's: of cedar KJV: made of cedar.
H0730	H730	אֶרֶז (ʼerez｜eh-rez'｜noun｜masculine｜cedar) [Heb] אֶרֶז ETCBC: אֶרֶז (subs｜cedar) OSHL: a.fq.ab TWOT: 160a GK: H780 Greek: Κεδρών Derivation: from אָרַז; Strong's: a cedar tree (from the tenacity of its roots) KJV: cedar (tree).
H0731	H731	אַרְזָה (ʼarzâh｜ar-zaw'｜noun｜feminine｜cedar-panels) [Heb] אַרְזָה ETCBC: אַרְזָה (subs｜wainscot) OSHL: a.fq.ac TWOT: 160b GK: H781 Derivation: feminine of אֶרֶז; Strong's: cedar wainscoating KJV: cedar work.
H0732	H732	אָרַח (ʼârach｜aw-rakh'｜verb｜wander) [Heb] אָרַח ETCBC: ארח (verb｜wander) OSHL: a.fr.aa TWOT: 161 GK: H782 Greek: ἔσχατος, ξένος Derivation: a primitive root; Strong's: to travel KJV: go, wayfaring (man).
H0733	H733	אָרַח (ʼÂrach｜aw-rakh'｜proper noun｜person｜Arah) [pn] אָרַח ETCBC: אָרַח (nmpr｜Arah) OSHL: a.fr.ac GK: H783 Derivation: from אָרַח; way faring; Strong's: Arach, the name of three Israelites KJV: Arah.
H0734	H734	אֹרַח (ʼôrach｜o'-rakh｜noun｜masculine｜way) [Heb] אֹרַח ETCBC: אֹרַח (subs｜path) OSHL: a.fr.ab TWOT: 161a GK: H784 Greek: γυναικεῖος, ἐνιαυτός, ἔργον, ἔρχομαι, κύκλῳ, ὁδός, τρίβος Derivation: from אָרַח; Strong's: a well-trodden road (literally or figuratively); also a caravan KJV: manner, path, race, rank, traveller, troop, (by-, high-) way.
H0735	H735	אֹרַח (ʼôrach｜o'-rakh｜noun｜masculine｜way) [Arc] אֹרַח, אֲרַח ETCBC: אֲרַח (subs｜way) OSHL: xa.bg.ab TWOT: 2605 GK: H10068 Derivation: (Aramaic) corresponding to אֹרַח; Strong's: a road KJV: way.
H0736	H736	אֹרְחָה (ʼôrᵉchâh｜o-rekh-aw'｜noun｜feminine｜travelling company) [Heb] אֹרְחָה ETCBC: אֹרְחָה (subs｜caravan) OSHL: a.fr.ae TWOT: 161c GK: H785 Derivation: feminine active participle of אָרַח; Strong's: a caravan KJV: (travelling) company.
H0737	H737	אֲרֻחָה (ʼăruchâh｜ar-oo-khaw'｜noun｜feminine｜meal) [Heb] אֲרֻחָה ETCBC: אֲרֻחָה (subs｜sustenance) OSHL: a.fr.ad TWOT: 161b GK: H786 Derivation: feminine passive participle of אָרַח (in the sense of appointing); Strong's: a ration of food KJV: allowance, diet, dinner, victuals.
H0738	H738	אֲרִי (ʼărîy｜ar-ee'｜noun｜masculine｜lion) [Heb] אֲרִי, אַרְיֵה ETCBC: אַרְיֵה (subs｜lion), אֲרִי (subs｜lion) OSHL: a.fo.ab, a.fo.ad TWOT: 158a GK: H787, H10069 Greek: ἔδαφος, λέων Derivation: or (prolonged) [ar-yay' (ʼaryêh)]; from אָרָה (in the sense of violence); Strong's: a lion KJV: (young) lion, [phrase] pierce (from the margin).
H0739	H739	אֲרִיאֵל (ʼărîyʼêl｜ar-ee-ale'｜noun｜masculine｜lion of God) [Heb] אֲרִיאֵל, אֲרִאֵל ETCBC: אֲרִיאֵל (nmpr｜Ariel) OSHL: a.fo.af TWOT: 159a GK: H738 Derivation: or אֲרִאֵל; from אֲרִי and אֵל; Strong's: lion of God; i.e. heroic KJV: lionlike men.
H0740	H740	אֲרִיאֵל (ʼĂrîyʼêl｜ar-ee-ale'｜proper noun｜location｜Ariel) [pn] אֲרִיאֵל ETCBC: אֲרִיאֵל (nmpr｜Ariel), אֲרִיאֵל (nmpr｜[part of Jerusalem]) OSHL: a.fo.af GK: H790, H791 Typo: xlit ʼĂrîʼêl corrected to ʼĂrîyʼêl Derivation: the same as אֲרִיאֵל; Strong's: Ariel, a symbolical name for Jerusalem, also the name of an Israelite KJV: Ariel.
H0741	H741	אֲרִאֵיל (ʼăriʼêyl｜ar-ee-ale'｜noun｜masculine｜hearth) [Heb] אֲרִאֵיל, אֲרִיאֵל ETCBC: אֲרִיאֵל (subs｜fire-place) OSHL: a.fp.ab TWOT: 159a GK: H789 Derivation: either by transposition for אֲרִיאֵל or, more probably, an orthographical variation for הַרְאֵל; Strong's: the altar of the temple KJV: altar.
H0742	H742	אֲרִידַי (ʼĂrîyday｜ar-ee-dah'-ee｜proper noun｜person｜Aridai) [pn] אֲרִידַי, אֲרִדַי ETCBC: אֲרִדַי (nmpr｜Aridai) OSHL: a.fn.an GK: H767 Derivation: of Persian origin; Strong's: Aridai, a son of Haman KJV: Aridai.
H0743	H743	אֲרִידָתָא (ʼĂrîydâthâʼ｜ar-ee-daw-thaw'｜proper noun｜person｜Aridatha) [pn] אֲרִידָתָא ETCBC: אֲרִידָתָא (nmpr｜Aridatha) OSHL: a.fn.ao GK: H792 Derivation: of Persian origin; Strong's: Aridatha, a son of Haman KJV: Aridatha.
H0744	H744	אַרְיֵה (ʼaryêh｜ar-yay'｜noun｜masculine｜lion) [Arc] אַרְיֵה ETCBC: אַרְיֵה (subs｜lion) OSHL: xa.bf.ab TWOT: 2606 GK: H793 Greek: λέων Derivation: (Aramaic) corresponding to אֲרִי Strong's: {a lion} KJV: lion.
H0745	H745	אַרְיֵה (ʼAryêh｜ar-yay'｜proper noun｜person｜Arieh) [pn] אַרְיֵה ETCBC: אַרְיֵה (nmpr｜Arieh) OSHL: a.fo.ae GK: H794 Greek: θῆλυς Derivation: the same as אֲרִי; lion; Strong's: Arjeh, an Israelite KJV: Arieh.
H0746	H746	אֲרְיֹוךְ (ʼĂryôwk｜ar-yoke'｜proper noun｜person｜Arioch) [pn] אֲרְיֹוךְ, אַרְיׄוךְ ETCBC: אַרְיֹוךְ (nmpr｜Arioch), אַרְיֹוךְ (nmpr｜Arioch) OSHL: a.fr.ag, xa.bg.ad GK: H796, H10070 Derivation: of foreign origin; Strong's: Arjok, the name of two Babylonians KJV: Arioch.
H0747	H747	אֲרִיסַי (ʼĂrîyçay｜ar-ee-sah'-ee｜proper noun｜person｜Arisai) [pn] אֲרִיסַי ETCBC: אֲרִיסַי (nmpr｜Arisai) OSHL: a.fr.ah GK: H798 Derivation: of Persian origin; Strong's: Arisai, a son of Haman KJV: Arisai.
H0748	H748	אָרַךְ (ʼârak｜aw-rak'｜verb｜be long) [Heb] אָרַךְ, אֵשׁ ETCBC: ארך (verb｜be long) OSHL: a.fs.aa TWOT: 162 GK: H799, H837 Derivation: a primitive root; Strong's: to be (causative, make) long (literally or figuratively) KJV: defer, draw out, lengthen, (be, become, make, pro-) long, [phrase] (out-, over-) live, tarry (long).
H0749	H749	אֲרַךְ (ʼărak｜ar-ak'｜verb｜fitting) [Arc] אֲרַךְ, אֲרִיךְ ETCBC: אֲרִיךְ (adjv｜fitting) OSHL: xa.bi.ab TWOT: 2607 GK: H10071 Derivation: (Aramaic) properly, corresponding to אָרַךְ, but used only in the sense of reaching to a given point; Strong's: to suit KJV: be meet.
H0750	H750	אָרֵךְ (ʼârêk｜aw-rake'｜adjective｜long) [Heb] אָרֵךְ, אֶרֶךְ ETCBC: אָרֵךְ (adjv｜long) OSHL: a.fs.ac TWOT: 162b GK: H800, H803 Derivation: from אָרַךְ; Strong's: long KJV: long(-suffering, -winged), patient, slow (to anger).
H0751	H751	אֶרֶךְ (ʼErek｜eh'-rek｜proper noun｜location｜Erech) [pn] אֶרֶךְ ETCBC: אֶרֶךְ (nmpr｜Erech) OSHL: a.fs.af GK: H804 Derivation: from אָרַךְ; length; Strong's: Erek, a place in Babylon KJV: Erech.
H0752	H752	אָרֹךְ (ʼârôk｜aw-roke'｜adjective｜long) [Heb] אָרֹךְ ETCBC: אָרֹךְ (adjv｜long) OSHL: a.fs.ad TWOT: 162c GK: H801 Greek: μακράν, μακρός Derivation: from אָרַךְ; Strong's: long KJV: long.
H0753	H753	אֹרֶךְ (ʼôrek｜o'rek'｜noun｜masculine｜length) [Heb] אֹרֶךְ ETCBC: אֹרֶךְ (subs｜length) OSHL: a.fs.ab TWOT: 162a GK: H802 Greek: βάσις, μακροθυμία, μακρός, μῆκος Derivation: from אָרַךְ; Strong's: length KJV: [phrase] forever, length, long.
H0754	H754	אַרְכָּא (ʼarkâʼ｜ar-kaw'｜noun｜feminine｜a lengthening) [Arc] אַרְכָּא, אַרְכָה ETCBC: אַרְכָה (subs｜length) OSHL: xa.bh.ab TWOT: 2609 GK: H10073 Derivation: (Aramaic) or אַרְכָּה; (Aramaic), from אֲרַךְ; Strong's: length KJV: lengthening, prolonged.
H0755	H755	אַרְכֻבָה (ʼarkubâh｜ar-koo-baw'｜noun｜feminine｜knee) [Arc] אַרְכֻבָה, אַרְכֻבָּה ETCBC: אַרְכֻבָּה (subs｜knee) OSHL: xb.am.ac TWOT: 2608 GK: H10072 Derivation: (Aramaic) from an unused root corresponding to רָכַב (in the sense of bending the knee); Strong's: the knee KJV: knee.
H0756	H756	אַרְכְּוַי (ʼArkᵉvay｜ar-kev-ah'ee｜proper noun｜grouping｜Archevite) [pn] אַרְכְּוַי, אַרְכְּוָי ETCBC: אַרְכְּוָי (adjv｜Erechite) OSHL: xa.bi.ad GK: H10074 Derivation: (Aramaic) patrial from אֶרֶךְ; Strong's: an Arkevite (collectively) or native of Erek KJV: Archevite.
H0757	H757	אַרְכִּי (ʼArkîy｜ar-kee'｜adjective｜Arkite) [pn] אַרְכִּי ETCBC: אַרְכִּי (adjv｜Arkite) OSHL: a.fs.ag GK: H805 Derivation: patrial from another place (in Palestine) of similar name with אֶרֶךְ; Strong's: an Arkite or native of Erek KJV: Archi, Archite.
