Igehely	Strong-szám	Görög szóalak	Morfológiai kód	Forrás
1Sám 1:1	G0444	ανθρωπος	N-NSM	LXX_WH
1Sám 1:1	G1510	ην	V-IAI-3S	LXX_WH
1Sám 1:1	G1537	εξ	PREP	LXX_WH
1Sám 1:1		αρμαθαιμ	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:1		σιφα	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:1	G1537	εξ	PREP	LXX_WH
1Sám 1:1	G3735	ορους	N-GSN	LXX_WH
1Sám 1:1	G2187	εφραιμ	N-PRI	LXX_WH
1Sám 1:1	G2532	και	CONJ	LXX_WH
1Sám 1:1	G3686	ονομα	N-NSN	LXX_WH
1Sám 1:1	G0846	αυτω	D-DSM	LXX_WH
1Sám 1:1		ελκανα	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:1	G5207	υιος	N-NSM	LXX_WH
1Sám 1:1	G5207	ιερεμεηλ	N-PRI	ABP-potolt
1Sám 1:1	G5207	υιου	N-GSM	LXX_WH
1Sám 1:1	G5207	ηλιου	N-GSM	ABP-potolt
1Sám 1:1	G5207	υιου	N-GSM	LXX_WH
1Sám 1:1		θοκε	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:1	G1722	εν	PREP	LXX_WH
1Sám 1:1		νασιβ	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:1	G2187	εφραιμ	N-PRI	LXX_WH
1Sám 1:2	G2532	και	CONJ	LXX_WH
1Sám 1:2	G3778	τουτω	D-DSM	LXX_WH
1Sám 1:2	G1417	δυο	N-NUI	LXX_WH
1Sám 1:2	G1135	γυναικες	N-NPF	LXX_WH
1Sám 1:2	G3686	ονομα	N-NSN	LXX_WH
1Sám 1:2	G3588	τη	T-DSF	LXX_WH
1Sám 1:2	G1519	μια	A-DSF	LXX_WH
1Sám 1:2	G0451	αννα	N-NSF	LXX_WH
1Sám 1:2	G2532	και	CONJ	LXX_WH
1Sám 1:2	G3686	ονομα	N-NSN	LXX_WH
1Sám 1:2	G3588	τη	T-DSF	LXX_WH
1Sám 1:2	G1208	δευτερα	A-DSF	LXX_WH
1Sám 1:2		φεννανα	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:2	G2532	και	CONJ	LXX_WH
1Sám 1:2	G1510	ην	V-IAI-3S	LXX_WH
1Sám 1:2	G3588	τη	T-DSF	LXX_WH
1Sám 1:2		φεννανα	N-PRI	ELTERO_SZOVEGALAP
1Sám 1:2	G3809	παιδια	N-NSF	LXX_WH
1Sám 1:2	G2532	και	CONJ	LXX_WH
1Sám 1:2	G3588	τη	T-DSF	LXX_WH
1Sám 1:2	G0451	αννα	N-DSF	LXX_WH
1Sám 1:2	G3364	ουκ	ADV	LXX_WH
1Sám 1:2	G1510	ην	V-IAI-3S	LXX_WH
1Sám 1:2	G3813	παιδιον	N-NSN	LXX_WH
1Sám 1:3	G2532	και	CONJ	LXX_WH
1Sám 1:3	G0305	ανεβαινεν	V-IAI-3S	LXX_WH
1Sám 1:3	G3588	ο	T-NSM	LXX_WH
1Sám 1:3	G0444	ανθρωπος	N-NSM	LXX_WH
1Sám 1:3	G1537	εξ	PREP	LXX_WH
1Sám 1:3	G2250	ημερων	N-GPF	LXX_WH
1Sám 1:3	G1519	εις	PREP	LXX_WH
1Sám 1:3	G2250	ημερας	N-GSF	LXX_WH
1Sám 1:3	G1537	εκ	PREP	LXX_WH
1Sám 1:3	G4172	πολεως	N-GSF	LXX_WH
