Igehely	Szósorszám	Strong-szám	Angol szó
Gen.20.9	13	H6213	unto me that ought not to be done.
Gen.20.10	1	H40	And Abimelech
Gen.20.10	2	H559	said
Gen.20.10	3	H85	unto Abraham,
Gen.20.10	4	H4100	What
Gen.20.10	5	H7200	sawest thou,
Gen.20.10	6	H6213	that thou hast done
Gen.20.10	7	H1697	this thing?
Gen.20.11	1	H85	And Abraham
Gen.20.11	2	H559	said,
Gen.20.11	3	H559	Because I thought,
Gen.20.11	4	H7535	Surely
Gen.20.11	5	H3374	the fear
Gen.20.11	6	H430	of God
Gen.20.11	7	H4725	is not in this place;
Gen.20.11	8	H2026	and they will slay me
Gen.20.11	9	H802	for my wife's
Gen.20.11	10	H1697	sake.
Gen.20.12	1	H546	And moreover she is indeed
Gen.20.12	2	H269	my sister,
Gen.20.12	3	H1323	the daughter
Gen.20.12	4	H1	of my father,
Gen.20.12	5	H1323	but not the daughter
Gen.20.12	6	H517	of my mother;
Gen.20.12	7	H802	and she became my wife:
Gen.20.13	1	H430	and it came to pass, when God
Gen.20.13	2	H8582	caused me to wander
Gen.20.13	3	H1	from my father's
Gen.20.13	4	H1004	house,
Gen.20.13	5	H559	that I said
Gen.20.13	6	H2617	unto her, This is thy kindness
Gen.20.13	7	H6213	which thou shalt show
Gen.20.13	8	H4725	unto me: at every place
Gen.20.13	9	H935	whither we shall come,
Gen.20.13	10	H559	say
Gen.20.13	11	H251	of me, He is my brother.
Gen.20.14	1	H40	And Abimelech
Gen.20.14	2	H3947	took
Gen.20.14	3	H6629	sheep
Gen.20.14	4	H1241	and oxen,
Gen.20.14	5	H5650	and men-servants
Gen.20.14	6	H8198	and women-servants,
Gen.20.14	7	H5414	and gave
Gen.20.14	8	H85	them unto Abraham,
Gen.20.14	9	H7725	and restored
Gen.20.14	10	H8283	him Sarah
Gen.20.14	11	H802	his wife.
Gen.20.15	1	H40	And Abimelech
Gen.20.15	2	H559	said,
Gen.20.15	3	H776	Behold, my land
Gen.20.15	4	H3427	is before thee: dwell
Gen.20.15	5	H2896	where it pleaseth thee.
Gen.20.16	1	H8283	And unto Sarah
Gen.20.16	2	H559	he said,
Gen.20.16	3	H5414	Behold, I have given
Gen.20.16	4	H251	thy brother
Gen.20.16	5	H505	a thousand
Gen.20.16	6	H3701	pieces of silver:
Gen.20.16	7	H3682	behold, it is for thee a covering
Gen.20.16	8	H5869	of the eyes
Gen.20.16	9	H3198	to all that are with thee; and in respect of all thou art righted.
Gen.20.17	1	H85	And Abraham
Gen.20.17	2	H6419	prayed
Gen.20.17	3	H430	unto God:
Gen.20.17	4	H430	and God
Gen.20.17	5	H7495	healed
Gen.20.17	6	H40	Abimelech,
Gen.20.17	7	H802	and his wife,
Gen.20.17	8	H519	and his maid-servants;
Gen.20.17	9	H3205	and they bare children.
Gen.20.18	1	H3068	For Jehovah
Gen.20.18	2	H6113	had fast
Gen.20.18	3	H6113	closed up
Gen.20.18	4	H7358	all the wombs
Gen.20.18	5	H1004	of the house
Gen.20.18	6	H40	of Abimelech,
Gen.20.18	7	H1697	because
Gen.20.18	8	H8283	of Sarah,
Gen.20.18	9	H85	Abraham's
Gen.20.18	10	H802	wife.
Gen.21.1	1	H3068	And Jehovah
Gen.21.1	2	H6485	visited
Gen.21.1	3	H8283	Sarah
Gen.21.1	4	H559	as he had said,
Gen.21.1	5	H3068	and Jehovah
Gen.21.1	6	H6213	did
Gen.21.1	7	H8283	unto Sarah
Gen.21.1	8	H1696	as he had spoken.
Gen.21.2	1	H8283	And Sarah
Gen.21.2	2	H2029	conceived,
Gen.21.2	3	H3205	and bare
Gen.21.2	4	H85	Abraham
Gen.21.2	5	H1121	a son
Gen.21.2	6	H2208	in his old age,
Gen.21.2	7	H4150	at the set time
Gen.21.2	8	H430	of which God
Gen.21.2	9	H1696	had spoken to him.
Gen.21.3	1	H85	And Abraham
Gen.21.3	2	H7121	called
Gen.21.3	3	H8034	the name
Gen.21.3	4	H1121	of his son
Gen.21.3	5	H3205	that was born
Gen.21.3	6	H8283	unto him, whom Sarah
Gen.21.3	7	H3205	bare
Gen.21.3	8	H3327	to him, Isaac.
Gen.21.4	1	H85	And Abraham
Gen.21.4	2	H4135	circumcised
Gen.21.4	3	H1121	his son
Gen.21.4	4	H3327	Isaac
Gen.21.4	5	H8083	when he was eight
Gen.21.4	6	H3117	days
Gen.21.4	7	H1121	old,
Gen.21.4	8	H430	as God
Gen.21.4	9	H6680	had commanded him.
Gen.21.5	1	H85	And Abraham
Gen.21.5	2	H3967	was a hundred
Gen.21.5	3	H8141	years
Gen.21.5	4	H1121	old,
Gen.21.5	5	H1121	when his son
Gen.21.5	6	H3327	Isaac
Gen.21.5	7	H3205	was born unto him.
Gen.21.6	1	H8283	And Sarah
Gen.21.6	2	H559	said,
Gen.21.6	3	H430	God
Gen.21.6	4	H6213	hath made
Gen.21.6	5	H6712	me to laugh;
Gen.21.6	6	H8085	every one that heareth
Gen.21.6	7	H6711	will laugh with me.
Gen.21.7	1	H559	And she said,
Gen.21.7	2	H4448	Who would have said
Gen.21.7	3	H85	unto Abraham,
Gen.21.7	4	H8283	that Sarah
Gen.21.7	5	H1121	should give children
Gen.21.7	6	H3243	suck?
Gen.21.7	7	H3205	for I have borne
Gen.21.7	8	H1121	him a son
Gen.21.7	9	H2208	in his old age.
Gen.21.8	1	H3206	And the child
Gen.21.8	2	H1431	grew,
Gen.21.8	3	H1580	and was weaned:
Gen.21.8	4	H85	and Abraham
Gen.21.8	5	H6213	made
Gen.21.8	6	H1419	a great
Gen.21.8	7	H4960	feast
Gen.21.8	8	H3117	on the day
Gen.21.8	9	H3327	that Isaac
Gen.21.8	10	H1580	was weaned.
Gen.21.9	1	H8283	And Sarah
Gen.21.9	2	H7200	saw
Gen.21.9	3	H1121	the son
Gen.21.9	4	H1904	of Hagar
Gen.21.9	5	H4713	the Egyptian,
Gen.21.9	6	H3205	whom she had borne
Gen.21.9	7	H85	unto Abraham,
Gen.21.9	8	H6711	mocking.
Gen.21.10	1	H559	Wherefore she said
Gen.21.10	2	H85	unto Abraham,
Gen.21.10	3	H1644	Cast out
Gen.21.10	4	H519	this handmaid
Gen.21.10	5	H1121	and her son:
Gen.21.10	6	H1121	for the son
Gen.21.10	7	H519	of this handmaid
Gen.21.10	8	H3423	shall not be heir
Gen.21.10	9	H1121	with my son,
Gen.21.10	10	H3327	even with Isaac.
Gen.21.11	1	H1697	And the thing
Gen.21.11	2	H3966	was very
Gen.21.11	3	H3415	grievous
Gen.21.11	4	H85	in Abraham's
Gen.21.11	5	H5869	sight
Gen.21.11	6	H182	on account
Gen.21.11	7	H1121	of his son.
Gen.21.12	1	H430	And God
Gen.21.12	2	H559	said
Gen.21.12	3	H85	unto Abraham,
Gen.21.12	4	H3415	Let it not be grievous
Gen.21.12	5	H5869	in thy sight
Gen.21.12	6	H5288	because of the lad,
Gen.21.12	7	H519	and because of thy handmaid;
Gen.21.12	8	H8283	in all that Sarah
Gen.21.12	9	H559	saith
Gen.21.12	10	H8085	unto thee, hearken
Gen.21.12	11	H6963	unto her voice;
Gen.21.12	12	H3327	for in Isaac
Gen.21.12	13	H2233	shall thy seed
Gen.21.12	14	H7121	be called.
Gen.21.13	1	H1121	And also of the son
Gen.21.13	2	H519	of the handmaid
Gen.21.13	3	H7760	will I make
Gen.21.13	4	H1471	a nation,
Gen.21.13	5	H2233	because he is thy seed.
Gen.21.14	1	H85	And Abraham
Gen.21.14	2	H7925	rose up early
Gen.21.14	3	H1242	in the morning,
Gen.21.14	4	H3947	and took
Gen.21.14	5	H3899	bread
Gen.21.14	6	H2573	and a bottle
Gen.21.14	7	H4325	of water,
Gen.21.14	8	H5414	and gave
Gen.21.14	9	H1904	it unto Hagar,
Gen.21.14	10	H7760	putting
Gen.21.14	11	H7926	it on her shoulder,
Gen.21.14	12	H3206	and gave her the child,
Gen.21.14	13	H7971	and sent her away:
Gen.21.14	14	H3212	and she departed,
Gen.21.14	15	H8582	and wandered
Gen.21.14	16	H4057	in the wilderness
Gen.21.14	17	H884	of Beer-sheba.
Gen.21.15	1	H4325	And the water
Gen.21.15	2	H4480	in
Gen.21.15	3	H2573	the bottle
Gen.21.15	4	H3615	was spent,
Gen.21.15	5	H7993	and she cast
Gen.21.15	6	H3206	the child
Gen.21.15	7	H259	under one
Gen.21.15	8	H7880	of the shrubs.
Gen.21.16	1	H3212	And she went,
Gen.21.16	2	H3427	and sat her down
Gen.21.16	3	H5048	over against
Gen.21.16	4	H7368	him a good way off,
Gen.21.16	5	H2909	as it were a bowshot:
Gen.21.16	6	H559	for she said,
Gen.21.16	7	H7200	Let me not look
Gen.21.16	8	H4194	upon the death
Gen.21.16	9	H3206	of the child.
Gen.21.16	10	H3427	And she sat
Gen.21.16	11	H5375	over against him, and lifted up
Gen.21.16	12	H6963	her voice,
Gen.21.16	13	H1058	and wept.
Gen.21.17	1	H430	And God
Gen.21.17	2	H8085	heard
Gen.21.17	3	H6963	the voice
Gen.21.17	4	H5288	of the lad;
Gen.21.17	5	H4397	and the angel
Gen.21.17	6	H430	of God
Gen.21.17	7	H7121	called
Gen.21.17	8	H1904	to Hagar
Gen.21.17	9	H8064	out of heaven,
Gen.21.17	10	H559	and said
Gen.21.17	11	H1904	unto her, What aileth thee, Hagar?
Gen.21.17	12	H3372	fear
Gen.21.17	13	H430	not; for God
Gen.21.17	14	H8085	hath heard
Gen.21.17	15	H6963	the voice
Gen.21.17	16	H5288	of the lad where he is.
Gen.21.18	1	H6965	Arise,
Gen.21.18	2	H5375	lift up
Gen.21.18	3	H5288	the lad,
Gen.21.18	4	H2388	and hold
Gen.21.18	5	H3027	him in thy hand;
Gen.21.18	6	H7760	for I will make
Gen.21.18	7	H1419	him a great
Gen.21.18	8	H1471	nation.
Gen.21.19	1	H430	And God
Gen.21.19	2	H6491	opened
Gen.21.19	3	H5869	her eyes,
Gen.21.19	4	H7200	and she saw
Gen.21.19	5	H875	a well
Gen.21.19	6	H4325	of water;
Gen.21.19	7	H3212	and she went,
Gen.21.19	8	H4390	and filled
Gen.21.19	9	H2573	the bottle
Gen.21.19	10	H4325	with water,
Gen.21.19	11	H8248	and gave
Gen.21.19	12	H5288	the lad
Gen.21.19	13	H8248	drink.
Gen.21.20	1	H430	And God
Gen.21.20	2	H5288	was with the lad,
Gen.21.20	3	H1431	and he grew;
Gen.21.20	4	H3427	and he dwelt
Gen.21.20	5	H4057	in the wilderness,
Gen.21.20	6	H7235	and became, as he grew up, an archer.
Gen.21.21	1	H3427	And he dwelt
Gen.21.21	2	H4057	in the wilderness
Gen.21.21	3	H6290	of Paran:
Gen.21.21	4	H517	and his mother
Gen.21.21	5	H3947	took
Gen.21.21	6	H802	him a wife
Gen.21.21	7	H776	out of the land
Gen.21.21	8	H4714	of Egypt.
Gen.21.22	1	H6256	And it came to pass at that time,
Gen.21.22	2	H40	that Abimelech
Gen.21.22	3	H6369	and Phicol
Gen.21.22	4	H8269	the captain
Gen.21.22	5	H6635	of his host
Gen.21.22	6	H559	spake
Gen.21.22	7	H85	unto Abraham,
Gen.21.22	8	H559	saying,
Gen.21.22	9	H430	God
Gen.21.22	10	H6213	is with thee in all that thou doest:
Gen.21.23	1	H7650	now therefore swear
Gen.21.23	2	H2008	unto me here
Gen.21.23	3	H430	by God
Gen.21.23	4	H8266	that thou wilt not deal falsely
Gen.21.23	5	H5209	with me, nor with my son,
Gen.21.23	6	H5220	nor with my son's son:
Gen.21.23	7	H2617	but according to the kindness
Gen.21.23	8	H6213	that I have done
Gen.21.23	9	H6213	unto thee, thou shalt do
Gen.21.23	10	H776	unto me, and to the land
Gen.21.23	11	H1481	wherein thou hast sojourned.
Gen.21.24	1	H85	And Abraham
Gen.21.24	2	H559	said,
Gen.21.24	3	H7650	I will swear.
Gen.21.25	1	H85	And Abraham
Gen.21.25	2	H3198	reproved
Gen.21.25	3	H40	Abimelech
Gen.21.25	4	H182	because
Gen.21.25	5	H875	of the well
Gen.21.25	6	H4325	of water,
Gen.21.25	7	H40	which Abimelech's
Gen.21.25	8	H5650	servants
Gen.21.25	9	H1497	had violently taken away.
Gen.21.26	1	H40	And Abimelech
Gen.21.26	2	H559	said,
Gen.21.26	3	H3045	I know
Gen.21.26	4	H6213	not who hath done
Gen.21.26	5	H1697	this thing:
Gen.21.26	6	H3808	neither
Gen.21.26	7	H5046	didst thou tell
Gen.21.26	8	H3808	me, neither
Gen.21.26	9	H8085	yet heard
Gen.21.26	10	H1115	I of it, but
Gen.21.26	11	H3117	to-day.
Gen.21.27	1	H85	And Abraham
Gen.21.27	2	H3947	took
Gen.21.27	3	H6629	sheep
Gen.21.27	4	H1241	and oxen,
Gen.21.27	5	H5414	and gave
Gen.21.27	6	H8147	them
Gen.21.27	7	H40	unto Abimelech;
Gen.21.27	8	H3772	and they two made
Gen.21.27	9	H1285	a covenant.
Gen.21.28	1	H85	And Abraham
Gen.21.28	2	H5324	set
Gen.21.28	3	H7651	seven
Gen.21.28	4	H3535	ewe lambs
Gen.21.28	5	H6629	of the flock by themselves.
Gen.21.29	1	H40	And Abimelech
Gen.21.29	2	H559	said
Gen.21.29	3	H85	unto Abraham,
Gen.21.29	4	H2008	What
Gen.21.29	5	H7651	mean these seven
Gen.21.29	6	H3535	ewe lambs
Gen.21.29	7	H5324	which thou hast set by themselves?
Gen.21.30	1	H559	And he said,
Gen.21.30	2	H7651	These seven
Gen.21.30	3	H3535	ewe lambs
Gen.21.30	4	H3947	shalt thou take
Gen.21.30	5	H3027	of my hand,
Gen.21.30	6	H5668	that
Gen.21.30	7	H5713	it may be a witness
Gen.21.30	8	H2658	unto me, that I have digged
Gen.21.30	9	H875	this well.
Gen.21.31	1	H7121	Wherefore he called
Gen.21.31	2	H4725	that place
Gen.21.31	3	H884	Beer-sheba;
Gen.21.31	4	H7650	because there they sware
Gen.21.31	5	H8147	both of them.
Gen.21.32	1	H3772	So they made
Gen.21.32	2	H1285	a covenant
Gen.21.32	3	H884	at Beer-sheba:
Gen.21.32	4	H40	and Abimelech
Gen.21.32	5	H6965	rose up,
Gen.21.32	6	H6369	and Phicol
Gen.21.32	7	H8269	the captain
Gen.21.32	8	H6635	of his host,
Gen.21.32	9	H7725	and they returned
Gen.21.32	10	H776	into the land
Gen.21.32	11	H6430	of the Philistines.
Gen.21.33	1	H5193	And Abraham planted
Gen.21.33	2	H815	a tamarisk
Gen.21.33	3	H884	tree in Beer-sheba,
Gen.21.33	4	H7121	and called
Gen.21.33	5	H8034	there on the name
Gen.21.33	6	H3068	of Jehovah,
Gen.21.33	7	H5769	the Everlasting
Gen.21.33	8	H410	God.
Gen.21.34	1	H85	And Abraham
Gen.21.34	2	H1481	sojourned
Gen.21.34	3	H776	in the land
Gen.21.34	4	H6430	of the Philistines
Gen.21.34	5	H7227	many
Gen.21.34	6	H3117	days.
Gen.22.1	1	H310	And it came to pass after
Gen.22.1	2	H1697	these things,
Gen.22.1	3	H430	that God
Gen.22.1	4	H5254	did prove
Gen.22.1	5	H85	Abraham,
Gen.22.1	6	H559	and said
Gen.22.1	7	H85	unto him, Abraham;
Gen.22.1	8	H559	and he said, Here am I.
Gen.22.2	1	H559	And he said,
Gen.22.2	2	H3947	Take now
Gen.22.2	3	H1121	thy son,
Gen.22.2	4	H3173	thine only
Gen.22.2	5	H157	son, whom thou lovest,
Gen.22.2	6	H3327	even Isaac,
Gen.22.2	7	H3212	and get thee
Gen.22.2	8	H776	into the land
Gen.22.2	9	H4179	of Moriah;
Gen.22.2	10	H5927	and offer him
Gen.22.2	11	H5930	there for a burnt-offering
Gen.22.2	12	H259	upon one
Gen.22.2	13	H2022	of the mountains
Gen.22.2	14	H559	which I will tell thee of.
Gen.22.3	1	H85	And Abraham
Gen.22.3	2	H7925	rose early
Gen.22.3	3	H1242	in the morning,
Gen.22.3	4	H2280	and saddled
Gen.22.3	5	H2543	his ass,
Gen.22.3	6	H3947	and took
Gen.22.3	7	H8147	two
Gen.22.3	8	H5288	of his young men
Gen.22.3	9	H3327	with him, and Isaac
Gen.22.3	10	H1121	his son;
Gen.22.3	11	H1234	and he clave
Gen.22.3	12	H6086	the wood
Gen.22.3	13	H5930	for the burnt-offering,
Gen.22.3	14	H6965	and rose up,
Gen.22.3	15	H3212	and went
Gen.22.3	16	H4725	unto the place
Gen.22.3	17	H430	of which God
Gen.22.3	18	H559	had told him.
Gen.22.4	1	H7992	On the third
Gen.22.4	2	H3117	day
Gen.22.4	3	H85	Abraham
Gen.22.4	4	H5375	lifted up
Gen.22.4	5	H5869	his eyes,
Gen.22.4	6	H7200	and saw
Gen.22.4	7	H4725	the place
Gen.22.4	8	H7350	afar off.
Gen.22.5	1	H85	And Abraham
Gen.22.5	2	H559	said
Gen.22.5	3	H5288	unto his young men,
Gen.22.5	4	H3427	Abide
Gen.22.5	5	H2543	ye here with the ass,
Gen.22.5	6	H5288	and I and the lad
Gen.22.5	7	H3212	will go
Gen.22.5	8	H3541	yonder;
Gen.22.5	9	H7812	and we will worship,
Gen.22.5	10	H7725	and come again to you.
Gen.22.6	1	H85	And Abraham
Gen.22.6	2	H3947	took
Gen.22.6	3	H6086	the wood
Gen.22.6	4	H5930	of the burnt-offering,
Gen.22.6	5	H7760	and laid
Gen.22.6	6	H3327	it upon Isaac
Gen.22.6	7	H1121	his son;
Gen.22.6	8	H3947	and he took
Gen.22.6	9	H3027	in his hand
Gen.22.6	10	H784	the fire
Gen.22.6	11	H3979	and the knife;
Gen.22.6	12	H3212	and they went
Gen.22.6	13	H8147	both
Gen.22.6	14	H3162	of them together.
Gen.22.7	1	H3327	And Isaac
Gen.22.7	2	H559	spake
Gen.22.7	3	H85	unto Abraham
Gen.22.7	4	H1	his father,
Gen.22.7	5	H559	and said,
Gen.22.7	6	H1	My father:
Gen.22.7	7	H559	and he said,
Gen.22.7	8	H1121	Here am I, my son.
Gen.22.7	9	H559	And he said,
Gen.22.7	10	H784	Behold, the fire
Gen.22.7	11	H6086	and the wood:
Gen.22.7	12	H7716	but where is the lamb
Gen.22.7	13	H5930	for a burnt-offering?
Gen.22.8	1	H85	And Abraham
Gen.22.8	2	H559	said,
Gen.22.8	3	H430	God
Gen.22.8	4	H1121	will
Gen.22.8	5	H7200	provide
Gen.22.8	6	H7716	himself the lamb
Gen.22.8	7	H5930	for a burnt-offering,
Gen.22.8	8	H3212	my son: so they went
Gen.22.8	9	H8147	both of them
Gen.22.8	10	H3162	together.
Gen.22.9	1	H935	And they came
Gen.22.9	2	H4725	to the place
Gen.22.9	3	H430	which God
Gen.22.9	4	H559	had told
Gen.22.9	5	H85	him of; and Abraham
Gen.22.9	6	H1129	built
Gen.22.9	7	H4196	the altar
Gen.22.9	8	H6186	there, and laid
Gen.22.9	9	H6086	the wood
Gen.22.9	10	H6186	in order,
Gen.22.9	11	H6123	and bound
Gen.22.9	12	H3327	Isaac
Gen.22.9	13	H1121	his son,
Gen.22.9	14	H7760	and laid
Gen.22.9	15	H4196	him on the altar,
Gen.22.9	16	H4605	upon
Gen.22.9	17	H6086	the wood.
Gen.22.10	1	H85	And Abraham
Gen.22.10	2	H7971	stretched forth
Gen.22.10	3	H3027	his hand,
Gen.22.10	4	H3947	and took
Gen.22.10	5	H3979	the knife
Gen.22.10	6	H7819	to slay
Gen.22.10	7	H1121	his son.
Gen.22.11	1	H4397	And the angel
Gen.22.11	2	H3068	of Jehovah
Gen.22.11	3	H7121	called
Gen.22.11	4	H8064	unto him out of heaven,
Gen.22.11	5	H559	and said,
Gen.22.11	6	H85	Abraham,
Gen.22.11	7	H85	Abraham:
Gen.22.11	8	H559	and he said, Here I am.
Gen.22.12	1	H559	And he said,
Gen.22.12	2	H7971	Lay
Gen.22.12	3	H3027	not thy hand
Gen.22.12	4	H413	upon
Gen.22.12	5	H5288	the lad,
Gen.22.12	6	H6213	neither do thou
Gen.22.12	7	H3972	anything
Gen.22.12	8	H6258	unto him; for now
Gen.22.12	9	H3045	I know
Gen.22.12	10	H430	that thou fearest God,
Gen.22.12	11	H3808	seeing thou hast not
Gen.22.12	12	H2820	withheld
Gen.22.12	13	H1121	thy son,
Gen.22.12	14	H3173	thine only
Gen.22.12	15	H1121	son, from me.
Gen.22.13	1	H85	And Abraham
Gen.22.13	2	H5375	lifted up
Gen.22.13	3	H5869	his eyes,
Gen.22.13	4	H7200	and looked,
Gen.22.13	5	H310	and, behold, behind
Gen.22.13	6	H352	him a ram
Gen.22.13	7	H270	caught
Gen.22.13	8	H5442	in the thicket
Gen.22.13	9	H7161	by his horns:
Gen.22.13	10	H85	and Abraham
Gen.22.13	11	H3212	went
Gen.22.13	12	H3947	and took
Gen.22.13	13	H352	the ram,
Gen.22.13	14	H5927	and offered him up
Gen.22.13	15	H5930	for a burnt-offering
Gen.22.13	16	H8478	in the stead
Gen.22.13	17	H1121	of his son.
Gen.22.14	1	H85	And Abraham
Gen.22.14	2	H7121	called
Gen.22.14	3	H8034	the name
Gen.22.14	4	H4725	of that place
Gen.22.14	5	H3070	Jehovah-jireh:
Gen.22.14	6	H834	as
Gen.22.14	7	H559	it is said
Gen.22.14	8	H3117	to this day,
Gen.22.14	9	H2022	In the mount
Gen.22.14	10	H3068	of Jehovah
Gen.22.14	11	H7200	it shall be provided.
Gen.22.15	1	H4397	And the angel
Gen.22.15	2	H3068	of Jehovah
Gen.22.15	3	H7121	called
Gen.22.15	4	H85	unto Abraham
Gen.22.15	5	H8145	a second time
Gen.22.15	6	H8064	out of heaven,
Gen.22.16	1	H559	and said,
Gen.22.16	2	H7650	By myself have I sworn,
Gen.22.16	3	H5002	saith
Gen.22.16	4	H3068	Jehovah,
Gen.22.16	5	H3282	because
Gen.22.16	6	H6213	thou hast done
Gen.22.16	7	H1697	this thing,
Gen.22.16	8	H3808	and hast not
Gen.22.16	9	H2820	withheld
Gen.22.16	10	H1121	thy son,
Gen.22.16	11	H3173	thine only son,
Gen.22.17	1	H1288	that in blessing
Gen.22.17	2	H1288	I will bless
Gen.22.17	3	H7235	thee, and in multiplying
Gen.22.17	4	H7235	I will multiply
Gen.22.17	5	H2233	thy seed
Gen.22.17	6	H3556	as the stars
Gen.22.17	7	H8064	of the heavens,
Gen.22.17	8	H2344	and as the sand
Gen.22.17	9	H3220	which is upon the
Gen.22.17	10	H8193	seashore;
Gen.22.17	11	H2233	and thy seed
Gen.22.17	12	H3423	shall possess
Gen.22.17	13	H8179	the gate
Gen.22.17	14	H341	of his enemies;
Gen.22.18	1	H2233	and in thy seed
Gen.22.18	2	H1471	shall all the nations
Gen.22.18	3	H776	of the earth
Gen.22.18	4	H1288	be blessed;
Gen.22.18	5	H834	because
Gen.22.18	6	H8085	thou hast obeyed
Gen.22.18	7	H6963	my voice.
Gen.22.19	1	H85	So Abraham
Gen.22.19	2	H7725	returned
Gen.22.19	3	H5288	unto his young men,
Gen.22.19	4	H6965	and they rose up
Gen.22.19	5	H3212	and went
Gen.22.19	6	H3162	together
Gen.22.19	7	H884	to Beer-sheba;
Gen.22.19	8	H85	and Abraham
Gen.22.19	9	H3427	dwelt
Gen.22.19	10	H884	at Beer-sheba.
Gen.22.20	1	H310	And it came to pass after
Gen.22.20	2	H1697	these things,
Gen.22.20	3	H5046	that it was told
Gen.22.20	4	H85	Abraham,
Gen.22.20	5	H559	saying,
Gen.22.20	6	H4435	Behold, Milcah,
Gen.22.20	7	H3205	she also hath borne
Gen.22.20	8	H1121	children
Gen.22.20	9	H251	unto thy brother
Gen.22.20	10	H5152	Nahor:
Gen.22.21	1	H5780	Uz
Gen.22.21	2	H1060	his first-born,
Gen.22.21	3	H938	and Buz
Gen.22.21	4	H251	his brother,
Gen.22.21	5	H7055	and Kemuel
Gen.22.21	6	H1	the father
Gen.22.21	7	H758	of Aram,
Gen.22.22	1	H3777	and Chesed,
Gen.22.22	2	H2375	and Hazo,
Gen.22.22	3	H6394	and Pildash,
Gen.22.22	4	H3044	and Jidlaph,
Gen.22.22	5	H1328	and Bethuel.
Gen.22.23	1	H1328	And Bethuel
Gen.22.23	2	H3205	begat
Gen.22.23	3	H7259	Rebekah:
Gen.22.23	4	H8083	these eight
Gen.22.23	5	H4435	did Milcah
Gen.22.23	6	H3205	bear
Gen.22.23	7	H5152	to Nahor,
Gen.22.23	8	H85	Abraham's
Gen.22.23	9	H251	brother.
Gen.22.24	1	H6370	And his concubine,
Gen.22.24	2	H8034	whose name
Gen.22.24	3	H7208	was Reumah,
Gen.22.24	4	H3205	she also bare
Gen.22.24	5	H2875	Tebah,
Gen.22.24	6	H1514	and Gaham,
Gen.22.24	7	H8477	and Tahash,
Gen.22.24	8	H4601	and Maacah.
Gen.23.1	1	H8283	And the life of Sarah
Gen.23.1	2	H2416	was
Gen.23.1	3	H3967	a hundred
Gen.23.1	4	H7651	and seven
Gen.23.1	5	H6242	and twenty
Gen.23.1	6	H8141	years:
Gen.23.1	7	H8141	these were the years
Gen.23.1	8	H2416	of the life
Gen.23.1	9	H8283	of Sarah.
Gen.23.2	1	H8283	And Sarah
Gen.23.2	2	H4191	died
Gen.23.2	3	H7153	in Kiriath-arba
Gen.23.2	4	H2275	(the same is Hebron),
Gen.23.2	5	H776	in the land
Gen.23.2	6	H3667	of Canaan:
Gen.23.2	7	H85	and Abraham
Gen.23.2	8	H935	came
Gen.23.2	9	H5594	to mourn
Gen.23.2	10	H8283	for Sarah,
Gen.23.2	11	H1058	and to weep for her.
Gen.23.3	1	H85	And Abraham
Gen.23.3	2	H6965	rose up
Gen.23.3	3	H6440	from before
Gen.23.3	4	H4191	his dead,
Gen.23.3	5	H1696	and spake
Gen.23.3	6	H1121	unto the children
Gen.23.3	7	H2845	of Heth,
Gen.23.3	8	H559	saying,
Gen.23.4	1	H1616	I am a stranger
Gen.23.4	2	H8453	and a sojourner
Gen.23.4	3	H5414	with you: give
Gen.23.4	4	H272	me a possession
Gen.23.4	5	H6913	of a burying-place
Gen.23.4	6	H6912	with you, that I may bury
Gen.23.4	7	H4191	my dead
Gen.23.4	8	H6440	out of my sight.
Gen.23.5	1	H1121	And the children
Gen.23.5	2	H2845	of Heth
Gen.23.5	3	H6030	answered
Gen.23.5	4	H85	Abraham,
Gen.23.5	5	H559	saying unto him,
Gen.23.6	1	H8085	Hear us,
Gen.23.6	2	H113	my lord;
Gen.23.6	3	H5387	thou art a prince
Gen.23.6	4	H430	of God
Gen.23.6	5	H8432	among us:
Gen.23.6	6	H4005	in the choice
Gen.23.6	7	H6913	of our sepulchres
Gen.23.6	8	H6912	bury
Gen.23.6	9	H4191	thy dead;
Gen.23.6	10	H3808	none
Gen.23.6	11	H3607	of us shall withhold
Gen.23.6	12	H6913	from thee his sepulchre,
Gen.23.6	13	H6912	but that thou mayest bury
Gen.23.6	14	H4191	thy dead.
Gen.23.7	1	H85	And Abraham
Gen.23.7	2	H6965	rose up,
Gen.23.7	3	H7812	and bowed
Gen.23.7	4	H5971	himself to the people
Gen.23.7	5	H776	of the land,
Gen.23.7	6	H1121	even to the children
Gen.23.7	7	H2845	of Heth.
Gen.23.8	1	H1696	And he communed
Gen.23.8	2	H559	with them, saying,
Gen.23.8	3	H3426	If it be
Gen.23.8	4	H5315	your mind
Gen.23.8	5	H6912	that I should bury
Gen.23.8	6	H4191	my dead
Gen.23.8	7	H6440	out of my sight,
Gen.23.8	8	H8085	hear
Gen.23.8	9	H6293	me, and entreat
Gen.23.8	10	H6085	for me to Ephron
Gen.23.8	11	H1121	the son
Gen.23.8	12	H6714	of Zohar,
Gen.23.9	1	H5414	that he may give
Gen.23.9	2	H4631	me the cave
Gen.23.9	3	H4375	of Machpelah,
Gen.23.9	4	H7097	which he hath, which is in the end
Gen.23.9	5	H7704	of his field;
Gen.23.9	6	H4392	for the
Gen.23.9	7	H4392	full
Gen.23.9	8	H3701	price
