Strong_padded	Strong_eredeti	Teljes_szocikk
G4292	G4292	προκαλεομαι Middle voice from G4253 and G2564
G4293	G4293	προκαταγγ-έλλω, announce or declare beforehand, Act 3:18, J. AJ 2.5.2 .
G4294	G4294	προκαταρτ-ίζω, complete beforehand, Supp.Epigr. 4.449.13 (Didyma, ii B. C. ), 2Co 9:5: - Pass., προκατηρτισμένος got ready, prepared beforehand, Hp. Decent. 8, cf. Ph. Bel. 95.40 .
G4295	G4295	πρόκειμαι, used as Pass. of προτίθημι, to be set before one, ὀνείαθ’ ἑτοῖμα προκείμενα the meats laid ready, Il. 9.91, al.; π. δαίς, δεῖπνον, Hdt. 1.211, 5.105; τὰ π. ἀγαθά Id. 9.82; ἄρτοι προκείμενοι shew -bread, LXX Exo 39:18 ( 36 ); τράπεζα π. ib. 38.9 ( 37.10 ). 2. lie exposed, ὁρέω παιδίον προκείμενον Hdt. 1.111; of a tuft of wool, S. Tr. 702; ἄτιμος ὧδε πρόκειμαι, says Ajax of himself, Id. Aj. 427 (lyr.), cf. E. Tr. 1179; νομίζετε τὸν παῖδα τουτονὶ ἱκετηρίαν ὑμῖν προκεῖσθαι D. 43.83; esp. lie dead, A. Th. 964 (lyr.), S. Aj. 1059; προκείμενον νέκυν laid out for burial, E. Alc. 1012, cf. S. Ant. 1101, Ar. Ec. 537, Av. 474, Antipho 6.34, Luc. Luct. 12; opp. ἐξενεχθείς, Lys. Fr. 23 (also, to be buried first, IGRom. 4.735 ( Eumenia ), MAMA 4.357 (ibid., iii A.D. )): metaph., πρὸς ὕβριν π. to be exposed to . ., D.S. 33.15 (dub.l.). 3. to be set before competitors, as the prize of a contest, τοῖσι . . προὔκειτο μέγας τρίπος Hes. Sc. 312: hence, metaph., to be set before one, proposed, γνῶμαι τρεῖς προεκέατο three opinions were set forth, Hdt. 3.83, cf. 7.16 . α’; τοσούτων πέρι σκέψις πρόκειτα Pl. R. 533e, cf. Phdr. 237c; π. τῷ συμβουλεύοντι σκοπὸς τὸ συμφέρον is proposed as a mark, Arist. Rh. 1362a17; ἡ προκειμένη ξυμμαγία the alliance which naturally offers, Th. 1.35; freq. of contests, πόνος τε καὶ ἀγὼν ἔσχατος ψυχῇ π. Pl. Phdr. 247b, cf. La. 182a; καταγέλαστον . ., ὃ πάλαι πρόκειται, τοῦτο πάλιν προτιθέναι Id. Euthd. 279d; to be extant, προοίμια π. Id. Lg. 722e; freq. in part., ὁ προκείμενος ἄεθλος the task set, Hdt. 1.126, 4.10, cf. A. Pr. 259, 755; ἀγῶνος μεγίστου π. Hdt. 9.60; ἆθλα π. Lys. 1.47, X. Cyr. 2.3.2, etc.; τὸν π. πόνον E. Alc. 1149; ἔχειν ἔργον π. Pl. R. 407a; τὰ προκείμενα, opp. μέλλοντα, S. Ant. 1334, cf. E. Rh. 984; so ξυμφορᾶς προκειμένης Id. Alc. 551; τὸ π. ἐν τῷ λόγῳ or τὸ π., the question under discussion, Pl. Grg. 457d, La. 184c, etc.; τὸ π. πρῆγμα the matter in hand, Hdt. 1.207: impers., περὶ σωτηρίας προκειμένου when the question is concerning safety, Ar. Ec. 401; πρόκειται ἡμῖν ζητεῖν Luc. Par. 54, cf. D.H. Rh. 7.5 . 4. to be set forth, settled, prescribed, appointed, ἔργων ὧν νόμοι πρόκεινται S. OT 865 (lyr.); π. σημήϊα Hdt. 2.38; αἱ προκείμεναι ἡμέραι the prescribed days, ib. 87; ὀγδώκοντα ἔτεα ξόης πλήρωμα ἀνδρὶ προκεῖσθαι Id. 3.22; ἀναγκαίη π. Id. 1.11; τὸ θανεῖν . . πᾶσι πρόκειται prob. in IG 12(1).146 ( Rhodes ); of laws, νόμους ὑπερβαίνουσα τοὺς π. S. Ant. 481; of punishments, στέρεσθαι κρατὸς ἦν προκείμενον A. Pers. 371; φόνον π. δημόλευστον S. Ant. 36; πολλῶν [ἁμαρτημάτων] θανάτου ζημίαι π. Th. 3.45 . 5. to be first stated, οὐ πρόκειται τοῦ λόγου τὸ τί ἐστιν Arist. Top. 142b24 . II lie before, lie in front of, c. gen., Αἴγυπτος προκειμένη τῆς ἐχομένης γῆς projecting further than, Hdt. 2.12, cf. 4.99; ᾗ ( ᾧ codd.) προὔκειτο μαστῶν περονίς where was set a brooch before her breasts, S. Tr. 925; πρὸ τῶν ἀνθρώπων π. τὰ παραφράγματα Pl. R. 514b; Ἐφέσου τεὰ τόξα πρόκειται Call. Dian. 258; οἱ προκείμενοι τῶν στοῶν πύργοι Plb. 1.48.2: abs., of a cape, island, etc., ἐν τῇ θαλάττῃ π. χωρίον X. An. 6.4.3; τὰ προκείμενα τῆς χώρας ὄρη Id. Mem. 3.5.27; παρὰ ἤπειρον νῆσος π. Id. Ath. 2.13, etc. 2. bulge, project, ἡ γαστὴρ πρόκειται Hp. Mul. 1.3 . III precede, γράμμα π. an initial letter, AP 11.426; ἐν τοῖς π. in the preceding pages, A.D. Synt. 138.4; ὡς πρόκειται ib. 32.17, freq. in Pap., POxy. 271.15 (i A. D.), etc.; προκείμενον a preceding word, A.D. Pron. 39.25, al.; χρόνος ὁ προκείμενος date as above, PTeb. 397.34 (ii A. D.); τοῦ π. ἔτους in the aforesaid year, PAmh. 50.11 (ii B.C.); ἡ π. βοτάνη above-mentioned, PMag.Par. 1.779, cf. Gal. 12.455 (but οἱ π. θεοί represented on this monument, OGI 663.2 (Egypt, i A. D. )). 2. τὸ π. αὐτοῦ μόριον from which it is derived ( ὥς from ὅς ), A.D. Adv. 171.8 .
G4296	G4296	προκηρ-ύσσω, Att. προκήρ-ττω, proclaim by herald, proclaim publicly, S. Ant. 461, Is. 6.37, etc.: c. inf., π. ὠνεῖσθαι τὸν βουλόμενον Arist. Oec. 1350a20; π. οἱ ἔφοροι κείρεσθαι Plu. Cleom. 9: c. acc. rei, δρόμον π. S. El. 684; ταῦτα Id. Ant. 34; π. στεφάνους τινί Plb. 5.60.3; π. ἀγοράν Ael. VH 4.1; advertise for sale, κατ’ ἀγορὰν τὰ ὤνια Poll. 8.103 (v.l.); put up to auction, γῆν PEleph. 23.15 (iii B. C.): - Pass., POxy. 2112.12 (ii A. D.) .
G4297	G4297	προ-κοπή, ἡ, progress on a journey, Plu. 2.76d. 2. generally, progress, advance, τὴν οἴησιν ἔλεγε προκοπῆς ἐγκοπήν that opinionforming was the stoppage of progress, Bion ap. D.L. 4.50; π. σχεῖν, ποιεῖσθαι, λαμβάνειν, Plb. 2.37.10, 2.13.1, 8.15.6; ἡ ἐπὶ τὸ βέλτιον π. Id. 1.12.7; opp. ἡ ἐπὶ τὸ χεῖρον π. J. AJ 4.4.1; freq. of moral progress, Stoic. 3.31, al.; παλίντροπος π. progress in a contrary direction, Plb. 5.16.9; ἐν παιδείᾳ π. LXX Si. 51.17; proficiency, ἐν τοῖς λόγοις Phld. Piet. 107; ἐν φιλοσοφίᾳ D.S. 16.6, cf. Cic. Att. 15.16; π. τοῦ εὐαγγελίου Ep.Php 1:12; τὸ ἐπιστρέφειν προϊέναι ἐστί, π. γάρ τις, ἀλλ’ οὐχὶ ἀπὸ τοῦ αἰτίου Dam. Pr. 77; improvement in health, Herod.Med. ap. Orib. 10.8.17: pl., προκοπὰς λαμβάνειν Plb. 10.47.12, cf. Phld. Rh. 2.54 S., Ph. 1.83, al., J. BJ 2.2.5, Plu. 2.75b, Luc. Alex. 22; ἐν προκοπαῖς Epigr.Gr. 321.6, Arch.Pap. 1.220 ( Egypt ), cf. IG 14.1976 ( Rome ); ἐν μείζοσι προκοπαῖς PRyl. 233.16 (ii A.D.) . success, prosperity, δόζα καὶ π. παρά τισιν ὑπάρξει Aristeas 242, cf. OGI 627.2 ( Bostra ), Heph.Astr. 1.1 . 3. military promotion, J. BJ 6.2.6 . 4. process, κατὰ προκοπήν by process of time or growth, Sor. 1.43 . 5. Math., progression of numbers, μέχρις ἂν εἰς τετράδα ἡ π. ἔλθῃ Theol.Ar. 21 .
G4298	G4298	προκόπτω, cut one’s way forward, only metaph., π. διὰ τῆς λεωφόρου advance by the high-road, Anon. ap. Suid.: c. acc. cogn., τὴν ὁδὸν προκεκοφέναι J. AJ 2.6.7: without ὁδόν, ἐπὶ πολὺ προκεκοφότες ib. 2.16.3; π. τριάκοντα σταδίους Chio Eph 4:2: - Pass. in Hdt., advance, prosper, ἀνωτέρω ὀδὲν τῶν πρηγμάτων προκοπτομένων 1.190; ἐς τὸ πρόσω οὐδὲν προεκόπτετο τῶν πρηγμάτων 3.56 . II with neut. Adjs., προκόψομεν οὐδέν shall make no progress, advance not at all. Alc. 35; τὰ πολλὰ προκόψασ’ having prepared most of the way, E. Hipp. 23; τί ἂν προκόπτοις; what good would you get? Id. Alc. 1079; οὐδὲν προὔκοπτον εἰς . . they made no progress towards . ., X. HG 7.1.6; π. οὐδὲν ἐς πρόσθεν E. Hec. 961; ἐν παιδείᾳ προκεκοφότες D.S. 17.69; π. ἐν Ἰουδαϊσμῷ Ep.Gal 1:14; ἐν τοῖς μαθήμασι Luc. Herm. 63: c. dat. modi, τοῖς πλούτοις -κεκοφότες D.S. 34 / 5.2.26; σοφίᾳ καὶ ἡλικίᾳ Ev.Luk 2:52 . 2. c. gen. rei, τοῦ ναυτικοῦ μέγα μέρος προκόψαντες having made improvements in their navy to a great extent, Th. 7.56; ἡμῶν προκοπτόντων τῆς ἀρχῆς ἐκείνοις since we promote the increase of their empire, Id. 4.60; ἐπὶ πλεῖον π. ἀσεβείας having advanced further in impiety, 2Ti 2:16: abs., ἐπὶ τοσοῦτο π. Plb. 31.23.2; ἐπὶ πλεῖον π. D.S. 14.98 . 3. esp. in Philos., of moreal and intellectual progress, Zeno Stoic. 1.56, Chrysipp.ib.2.337, Plu. 2.543e, Arr. Epict. 1.4.1, 3.2.5, etc.; κατὰ φιλοσοφίαν π. Phld. Mort. 17; ὁ λόγος π. S.E. P. 2.240; προκοπτούσης τῆς θεραπείας if the treatment succeeds, Asclep. ap. Gal. 12.413, cf. Herod.Med. in Rh.Mus. 58.103; εἴωθε προκόπτειν ἡ . . ἀγωγή the treatment is usually successful, Heliod. ap. Orib. 46.9.1; -κεκοφυίας τῆς νόσου as the disease improves, Herod.Med. ap. Aët. 9.13 . of Time, προκοπτούσης ὁδοῦ as the journey advanced, Babr. 111.4; ἡ νὺξ προέκοψεν is far spent, Ep.Rom 13:12, cf. J. BJ 4.4.6; to be advanced in years, τῇ ἡλικίᾳ SIG 708.18 (Istropolis, ii B.C. ); ὁ μὲν -κέκοφεν, ὁ δὲ νέος ἐστίν Herm. in Phdr. p.60 A.
G4299	G4299	πρό-κρῐμα, ατος, τό, prejudgement, 1Ti 5:21, Anon. ap. Suid., Greg.Cor. in Rh. 7.1123 W. 2. = praejudicium, IG 5(1).21 ii 7 (Sparta, ii A.D. ), Mitteis Chr. 88 ii 30 (ii A.D.), PFlor. 68.13 (ii A.D.), Cod. Just. 10.11.8.5 .
G4300	G4300	προκυροω From G4253 and G2964
G4301	G4301	προλαμβάνω, fut. -λήψομαι Isoc. 6.16: aor. προὔλαβον: - Pass., v. infr. 1.5: - take or receive before, τὴν πόλιν Lys. 26.9 codd.; τὰ χωρία καὶ λιμένας D. 2.9; ἀργύριον π. receive money in advance, Id. 50.14, 35; τὰ ἐφόδια Aeschin. 1.172; τρία τάλαντα παρά τινος Id. 2.166; ἅπαντα ἡμῶν τὰ χωρία D. 3.16, etc.; also π. χάριν E. Ion 914 (lyr.); μισθὸν τῆς ἀγγελίας for the message, Luc. Merc.Cond. 37; γάλα μετὰ μέλιτος IG 42(1).126.15 (Epid., ii A.D. ); π. τὴν ἡλικίαν Aeschin. 1.162; π. τὴν αὔξησιν begin their growth before, Thphr. HP 8.1.4: - Pass., to be contained in advance, ἐν τῷ ὄντι ἄρα ζωὴ προείληπται καὶ ὁ νοῦς Procl. Inst. 103 . 2. take or seize beforehand, Aeschin. 3.142; τὴν ἀρχήν A.D. Synt. 40.24; ὅσα τῆς πόλεως π. D. 18.26; τοῦτο π., ὅπως σώσομεν provide that . ., Id. 3.2: c. part., προλαβὼν κατεγνωκότας ὑμᾶς having first procured your vote of condemnation, Id. 24.77: - Pass., σῶμα προειλημμένον ὑπὸ νόσου Corp.Herm. 12.3 . get or take as a start, προειλήφασι πολὺν χρόνον have had a long start, PCair.Zen. 60.5 (iii B.C.); π. τῆς νυκτὸς ὁπόσον ἂν δυναίμην Luc. Gall. 1 . 3. take in preference, τι πρό τινος S. OC 1141 . 4. take away or off before, ἐκ γὰρ οἴκων προὔλαβον μόγις πόδα, μὴ θανεῖν E. Ion 1253 . 5. assume in advance, τὴν ὁλότητα προλαβὼν ἐγέννησεν ἀπ’ αὐτῆς τὴν παντότητα Dam. Pr. 253; προειλήφθω . . δισχιλίων σταδίων τὸ βάθος [εἶναι ] Plb. 34.6.7 . II to be beforehand with, anticipate, 1 c. acc. pers., get the start of, τὰς κύνας X. Cyn. 5.19, v. infr. 3; π. τῷ λόγῳ τινάς D. Prooem. 29; βραχὺν χρόνον π. ἡμᾶς, i.e. in dying, Plu. 2.117e; π. τῇ ῥιζώσει τοὺς χειμῶνας Thphr. HP 8.1.3, cf. CP 3.24.3: c. gen. pers., προλαβών μου ὥστε πρότερος λέγειν D. 45.6; ἵνα μὴ -λημφθῶμεν (i.e. by death) Diog.Oen. 2 . 2. c. acc. rei, π. γόους, μαντεύματα, E. Hel. 339 (lyr.), Ion 407; τὸν καιρόν Plb. 9.14.12, cf. Plu. Cam. 34, etc.; τὸν ὄρθρον Luc. Am. 15; of mental anticipation, π. ὡς οὕτως ἔχον πρὶν γινόμενον οὕτως ἰδεῖν Arist. GA 765a28; τὰ συμβησόμενα ταῖς ἐννοίαις Plb. 3.112.7, cf. 3.1.7; τὰ πολλὰ εἰκασίᾳ Luc. Amo 8:1-14; π. ὅτι . . Plu. 2.102e, etc. 3. c. gen. spatii, π. τῆς ὁδοῦ get a start on the way, Hdt. 3.105; πολὺ τῆς ὁδοῦ π. Polyaen. 7.29.2 (but just above, π. ὡς πλείστην ὁδὸν τοὺς διώξοντας ) ; π. ῥᾳδίως τῆς φυγῆς Th. 4.33; π. τῆς διώξεως get a start of the pursuers, D.S. 16.94: metaph., μύθου προλαβοῦσα speaking first, Philicus in Stud.Ital. 9.44, cf. 46. generally, π. τῶν κηρύκων anticipate them, Arist. Rh. 1408b24; τοῦ χρόνου π. precede in point of time, Id. Metaph. 1050b5 . 4. c. dat. modi, π. τῷ δρόμῳ get a start in running, X. Cyn. 7.7; τῇ διανοίᾳ Arist. Fr. 660; τῇ φυγῇ Plu. Alex. 20, Cic. 47 . 5. c. inf., προέλαβε μυρίσαι Mar 14:8 . 6. detect, ἐν παραπτώματι Ep.Gal 6:1 ( Pass. ). 7. anticipate, τι τῶν μελλόντων Ph. 1.620; τὸ μέλλον τοῖς λογισμοῖς D.C. Fr. 54.2 . 8. abs., προὔλαβε πολλῷ was far ahead, Th. 7.80, cf. X. Cyn. 6.19, D. 4.31, Plb. 31.15.8; gain an advantage, D. 37.15 . anticipate the event, prejudge, ἐπειδὰν ἅπαντ’ ἀκούσητε κρίνατε, μὴ πρότερον προλαμβάνετε Id. 4.14; οἱ νόμοι προλαβόντες ἐπιμέλονται ὅπως . . by anticipation, X. Cyr. 1.2.3; come before the time, opp. ὑστερίζειν, Gal. 7.353; of corn-buyers, buy earlier, SIG 976.49 (Samos, ii B.C. ): - Med., προλαμβάνου Men. 701: - Pass., τὸ προειλημμένον that which is prejudged, Hermog. Stat. 1 . precede, go before, ὁ προλαβὼν βίος his previous life, Arg. 2 D. 22.3; τὰ προλαβόντα what precedes, Procop. Vand. 2.16; ἡ προλαβοῦσα τράπεζα the preceding meal, Lib. Or. 57.24; also τῶν προλαβόντων τἢν μνήμην the memory of the past, Procop. Gaz. Pan. p.495 B. III repeat from the origin, Isoc. 6.16; μικρὸν π. Id. 16.24 . Philos., form a preconception (cf. πρόληψις ), prejudge, οἷα προειλήφαμεν Phld. D. 3.13, cf. Sign. 22: - Med., Id. D. 1.13: - Pass., Id. Oec. p.57 J.
G4302	G4302	προλέγω, pick out, choose, prefer, Ἀθηναίων προλελεγμένοι Il. 13.689; ἐξοχώτατοι προλέγονται Pi. N. 2.18; ἀριστῆες πασᾶν ἐκ πολίων προλελεγμένοι Theoc. 13.18 . II foretell, Aeol. aor. part. προλέξαις Alc. Supp. 22.7; predict, of an oracle, Hdt. 1.53, 8.136; μέμνησθ’ ἁγὼ προλέγω A. Pr. 1071 (anap.), cf. S. OT 973; π. πρόρρησιν, of a physician, v.l. in Hp. Prog. 15; τὰ μέλλοντα Pl. Euthphr. 3c, cf. D. 19.298 . say beforehand, ταῦτα, ὅτι . . Pl. R. 337a, cf. Euthd. 275e, Hyp. Lyc. 7; ὡς προλέλεκται as was said above, Demetr. Eloc. 89; ὁ προλεχθείς the aforesaid,PMasp. 32.63 (vi A. D.), al. προλεγόμεναι (sc. θέσεις ) first principles, Cic. Fam. 9.18.3 . μακρὰ προλεγομένγ a long syllable placed, uttered first, Demetr. Eloc. 39 . 2. state publicly, proclaim, προὔλεγον τὸ ψήφισμα καθελοῦσι μὴ ἂν γίγνεσθαι πόλεμον Th. 1.139; προλεγέτω ἁ ἀρχά Foed.Delph.Pell. 1 A 5, cf. OGI 437.76 (Pergam., i B.C. ): c. acc. et inf., A. Th. 336 (lyr.), etc.: c. acc., ὁ νόμος πέφυκε προλέγειν ἃ μὴ δεῖ πράττειν Lycurg. 4; πολέμους ἀλλήλοις Plb. 13.3.5 . 3. π. τινὶ ἀπιέναι order him to . ., X. An. 7.7.3, cf. Din. 1.71; caution, warn, π. τινὶ μὴ φεύγειν E. Fr. 897.9 (anap.); π. τινί, εἰ θεραπεύσοιτο, ὅτι διαφθαρήσοιτο Antipho 4.2.4; ὡς οὐ . . Plb. 5.57.2 . 4. denounce punishment, π. δεσμόν τινι D. 24.60 .
G4303	G4303	προμαρτύρομαι [ῡ ], bear witness to beforehand, τὰ εἰς Χριστὸν παθήματα 1Pe 1:11 .
G4304	G4304	προμελετάω, practise beforehand, ἃ δεῖλέγειν Ar. Ec. 117; τὴν μέθοδον Pl. Sph. 218d: c. inf., π. ἐλαύνειν X. Ath. 1.20: abs., Ar. Th. 1177, Plb. 10.47.3 . 2. acquire a habit of, c. inf., Diocl.Fr. 27: - Pass., τὸ μὴ -ηθέν that to which one is not accustomed, Sor. 1.26 . II Medic., to be threatening, of disease (cf. μελετάω 11.6 ), in Med., Ruf. Fr. 61(2).
G4305	G4305	προμεριμνάω, take thought before, τί λαλήσητε Ev.Mar 13:11 .
G4306	G4306	προνοέω, perceive before, foresee, δόλον Il. 18.526, cf. Pi. P. 10.63; προνοῆσαι βραδεῖς τὰ . . ἀποβησόμενα Th. 3.38; τὸ μέλλον ἔσεσθαι Arist. Cael. 291a24; προνοῶν ὅτι ἀνάγκη ἔσοιτο foreseeing that . ., X. Cyr. 8.1.13; of divine foreknowledge, θεῖος νοῦς νοεῖ μὲν ὡς νοῦς, προνοεῖ δὲ ὡς θεός Procl. Inst. 134, cf. Plot. 4.8.2 . preconceive, Porph. Sent. 26 . II think of or plan beforehand, provide, οὐ . . τι πάρα προνοῆσαι ἄμεινον Od. 5.364; opp. μετανοέω, Epich. 280; π. τὸ παραγγελλόμενον attend to it, X. Cyr. 4.1.6: abs., to be on one’s guard, take precautions, ὥρα προνοεῖν πρὶν πελάσαι στρατόν E. Heracl. 289; περαιτέρω π. Th. 3.43; π. καὶ προβουλεύεσθαι X. Mem. 2.10.3: folld. by relat. Adv., π. ὅπως . . provide, take care that . ., Id. Eq.Mag. 4.1; π. μὴ . ., or ὡς μὴ . ., cavere ne . ., Id. Oec. 9.11, Cyr. 1.6.24; π. ὅτι . . pay due regard to the fact that . ., Th. 3.58 . 2. c. gen., provide for, take thought for, τῶν παίδων X. Cyr. 8.1.1, cf. 8.7.15, etc.; θεὸς π. τῶν ὅλων Arr. Epict. 2.14.11, Procl. Inst. 120; μάλιστα δὲ προνόησον Ἀρσινόης PHal. 1.179 (iii B.C.); opp. ὀλιγωρεῖν, Str. 5.3.8: - Pass., Procl. Inst. 122 . 3. Pass., to be provided, τὰ-ούμενα, of a poet’s equipment, Phld. Po. 5.3; of a patient, to be treated, Gal. 2.632; receive consideration, PGiss. 7.23 (ii A.D.) . III = cross προνοητεύω, CIG 3408 (Magn.Sip.). Att. writers (also Inscrr. and Pap., v. infr.) prefer Med. προνοοῦμαι, Th. 6.9, etc. (so also X. An. 7.7.33, Mem. 4.3.12 ): fut. -ήσομαι D. Prooem. 43, IG 22.1035.18, D.H. 8.90, etc.: aor. προὐνοησάμην E. Hipp. 399, Ar. Eq. 421, Antipho 5.43; in Prose mostly προὐνοήθην, Pl. Cra. 395c, Lys. 3.29, Is. 2.46, D. 44.64, PSI 3.166.34 (ii B. C.) (used in pass. sense by S.E. M. 9.404, Gal. 2.632): pf. προνενόημαι Plb. 6.48.2, D.S. 12.69 (but inf. πεπρονοῆσθαι 17.23 ), etc. - The sense and constr. are the same as in the Act.: provide, ταῦτα Th. 4.61, cf. Is. l.c., D. 44.64, etc.; οὐδέν Pl.l.c.; οἰκίδιόν τινι D.L. 6.23; τὰ συμφέροντα ὑπὲρ τῶν μελλόντων X. Mem. l.c.: abs., Lys. 3.29, etc.; π. περὶ τούτων ib.37; ὑπὲρ ὑμῶν καὶ τῆς πόλεως Id. 26.15, cf. D. 14.4: c. inf., take care to do, E.l.c., Antipho l.c.; π. μή c. inf., D. 23.135; π. ὅπως . . Lys. 3.41; ὅτι . . Plb. 38.16.1; ἵνα . . Inscr.Prien. 27.12 (ii B. C.) . 2. c. gen., provide for, Th. 6.9, etc.; τοῦ μέλλοντος And. 4.12; τῆς χώρας X. An. 7.7.33; superintend, τῆς οἰκοδομίας Haussoullier Milet p.252; τῆς ἀναστάσεως τοῦ ἀνδριάντος CIG 2930b10 ( Tralles ).
G4307	G4307	πρόνοια, Ion. προνο-οίη, ἡ, ( πρόνοος ) perceiving beforehand, foresight, foreknowledge, τοὖπος τὸ θεοπρόπον τᾶς παλαιφάτου π. S. Tr. 823 (lyr.); προνοίαισι τοῦ πεπρωμένου A. Ag. 684 (lyr.). 2. = πρόγνωσις 11 .b, Hp. ap. Gal. 18 (2).8. II foresight, forethought, ἐπῄνεσ’ . . πρόνοιαν ἣν ἔθου S. Aj. 536; π. δ’ ἐστὶν οὐδενὸς σαφής Id. OT 978; προνοίας οὕνεκα so far as foresight, caution is required, Id. Ph. 774, cf. El. 1015; ἐκ προνοίης with forethought, purposely, Hdt. 1.120, 159, etc.; opp. κατὰ τύχην, Id. 8.87, cf. Antipho 5.21, Lys. 26.19, Pl. Phdr. 241e; ἀπὸ προνοίας τινῶν by their precautions, Th. 8.95; τὴν π. τὴν ές ἡμέας ἔχουσαν Hdt. 8.144; προνοίᾳ τῶν συγγενῶν, φίλων, τῆς πόλεως, by care for . ., And. 1.56; esp. of crimes committed with design or malice prepense, ἐκ προνοίας τραῦμα, ἐκ π. φόνοι, Aeschin. 3.212, Din. 1.6, etc.; ἐκ π. ἀποθνῄσκειν Antipho 1.22, cf. Lys. 3.28; τὰ ἐκ π., opp. ἀκούσια, Arist. Pol. 1300b26; so οὐδεμία π. ἐστι τραύματος no intention of wounding, Lys. 3.41; πρόνοιαν ἔχειν (or ἴσχειν ) τινός to take thought for . ., show care for . ., E. Alc. 1061, Th. 2.89, etc.; περί τινος S. Ant. 283; ὑπέρ τινος Isoc. 16.9; ἡ τοῦ χόρτου π. PFlor. 131.7 (iii A. D.), cf. 148.2 (iii A. D.): c. inf., πολλὴν π. εἶχεν εὐσχήμως (fort. εὐσχήμων ) πεσεῖν E. Hec. 569; πολλὴν π. ἔχειν μέλλοντας . . to be ware of doing a thing, Antipho 5.91; π. ποιεῖσθαί τινος D. 21.97, etc.: pl., X. Oec. 7.38 . 2. providence, τοῦ θείου ἡ π. Hdt. 3.108; τοῦ θεοῦ S. OC 1180; θεία π. E. Ph. 637 (troch.); πρόνοιαι θεῶν Pl. Ti. 44c: abs., divine providence, προνοίας ἔργῳ X. Mem. 1.4.6, etc., cf. Zeno Stoic. 1.44, Cleanth.ib.121, Chrysipp. ib.2.168, al. ( περὶ προνοίας as title of one of his works, ib.3.203). 3. Pythag. name for five, Theol.Ar. 31. 4. office of προνοητής, POxy. 472.10 (ii A. D.) . III Πρόνοια Ἀθηνᾶ Athena as goddess of Forethought, under which name she was worshipped at Delphi, D. 25.34, D.S. 11.14, Parth. 25, Paus. 10.8.6, Plu. 2.825b, Jul. Or. 4.149b, etc.; at Delos acc. to Macr. Sat. 1.17.55, cf. Aristid. 1.97 J., Or. 37(2).26; also Ἰουλία θεὰ Σεβαστὴ Π. IG 3.461: this name of Athena, which is guaranteed by the context in D., Aristid., Jul., Macr. Il. cc., seems to have been a distortion of the name Προναία or Προνᾴα (v. πρόναος 1 ), but πρόνοια is f.l. for Προναία (or Προνᾴα ) in Aeschin. (v. πρόναος 1 ), and D.S., Parth., Paus., Plu. Il. cc. shd. perh. be corrected.
G4308	G4308	προορ-άω, fut. πρόψομαι: pf. προεόρᾱκα: (cf. προεῖδον ): - see before one, look forward to, τὰ ἔμπροσθεν Id. HG 4.3.23; see what is just before the eyes, Th. 7.44: abs., look before one or forward, εἰς τὸ πρόσθεν Arist. HA 524a14; ὀφθαλμοῖς π. X. Cyr. 4.3.21 . 2. foresee, τὸ μέλλον γίνεσθαι Hdt. 5.24, etc.; π. ὀλίγα περὶ τοῦ μέλλοντος X. Cyr. 3.2.15; ἑαυτοῖς τὸ ἐπιόν Id. Smp. 4.5; πρὸ τῶν πραγμάτων π. οὐδέν D. 4.41, cf. 54.19 ( Pass. ): abs., π. διανοίᾳ Arist. Pol. 1252a32 . 3. c. gen., take thought or care, make provision for . ., σεωυτοῦ Hdt. 5.39; τοῦ σίτου Id. 3.159; ἐκείνων προορῶν, ὅκως . . ἔχωσι Id. 2.121 . α’: abs., τὸ προορᾶν . . σευ your thoughtfulness, Id. 9.79 . 4. see previously, Act 21:29. II Med., with pf. and plpf. Pass., look before one, δυοῖν ὀφθαλμοῖν προεωρᾶτο X. Cyr. 4.3.21 (s. v.l.). 2. foresee, ἐς οἷα φέρονται Th. 5.111; τὸν πόλεμον D. 5.24 . 3. provide for, τὸ ἐφ’ ἑαυτῶν Th. 1.17; ταῦτα Pl. R. 499a; πάνθ’ ἃ προσήκει D. 6.8, etc.; make provision, περὶ τῶν μελλόντων Lys. 33.7; πρός τι D.S. 20.102; π. μή c. inf., cavere ne . ., D. 25.11 .
G4309	G4309	προορ-ίζω, determine beforehand, ἡμέραν Hld. 7.24; predetermine, predestine, ἡμᾶς εἰς υἱοθεσίαν Ep.Eph 1:5; τι γενέσθαι Act 4:28; τινὰς συμμόρφους (sc. γενέσθαι ) Ep.Rom 8:29 .
G4310	G4310	προπάσχω, suffer first or beforehand, Hdt. 7.11, Th. 3.82, etc.; τι S. OC 230 (lyr.), Antipho 2.1.5, Pl. R. 376a; to be ill-treated before, ὑφ’ ἡμῶν Th. 3.67; π. οὐδὲν ἀγαθόν X. Mem. 2.2.5: generally, to be previously affected or modified, Plu. 2.725a, Plot. 4.5.2 .
