Igehely	Strong-szám	Görög szóalak	Morfológiai kód	Forrás
2Kir 1:1	G2532	και	CONJ	LXX_WH
2Kir 1:1	G0114	ηθετησεν	V-AAI-3S	LXX_WH
2Kir 1:1	G0114	μωαβ	N-PRI	ABP-potolt
2Kir 1:1	G1722	εν	PREP	LXX_WH
2Kir 1:1	G2474	ισραηλ	N-PRI	LXX_WH
2Kir 1:1	G3326	μετα	PREP	LXX_WH
2Kir 1:1	G3588	το	T-ASN	LXX_WH
2Kir 1:1	G0599	αποθανειν	V-AAN	LXX_WH
2Kir 1:1		αχααβ	N-PRI	ELTERO_SZOVEGALAP
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G4098	επεσεν	V-AAI-3S	LXX_WH
2Kir 1:2	G4098	οχοζιας	N-NSM	ABP-potolt
2Kir 1:2	G1223	δια	PREP	LXX_WH
2Kir 1:2	G3588	του	T-GSM	LXX_WH
2Kir 1:2		δικτυωτου	A-GSM	
2Kir 1:2	G3588	του	T-GSM	LXX_WH
2Kir 1:2	G1722	εν	PREP	LXX_WH
2Kir 1:2	G3588	τω	T-DSN	LXX_WH
2Kir 1:2	G5253	υπερωω	N-DSN	LXX_WH
2Kir 1:2	G0846	αυτου	D-GSM	LXX_WH
2Kir 1:2	G3588	τω	T-DSM	LXX_WH
2Kir 1:2	G1722	εν	PREP	LXX_WH
2Kir 1:2	G4540	σαμαρεια	N-DSF	LXX_WH
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G0731	ηρρωστησεν	V-AAI-3S	ABP-potolt
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G0649	απεστειλεν	V-AAI-3S	LXX_WH
2Kir 1:2	G0032	αγγελους	N-APM	LXX_WH
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G2036	ειπεν	V-AAI-3S	ABP-potolt
2Kir 1:2	G4314	προς	PREP	LXX_WH
2Kir 1:2	G0846	αυτους	D-APM	LXX_WH
2Kir 1:2	G1205	δευτε	ADV	LXX_WH
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G1934	επιζητησατε	V-AAD-2P	LXX_WH
2Kir 1:2	G1722	εν	PREP	LXX_WH
2Kir 1:2	G3588	τη	T-DSF	LXX_WH
2Kir 1:2	G0896	βααλ	N-PRI	LXX_WH
2Kir 1:2		μυιαν	N-ASF	ELTERO_SZOVEGALAP
2Kir 1:2	G2316	θεον	N-ASM	LXX_WH
2Kir 1:2		ακκαρων	N-PRI	ELTERO_SZOVEGALAP
2Kir 1:2	G1487	ει	CONJ	LXX_WH
2Kir 1:2	G2198	ζησομαι	V-FMI-1S	LXX_WH
2Kir 1:2	G1537	εκ	PREP	LXX_WH
2Kir 1:2	G3588	της	T-GSF	LXX_WH
2Kir 1:2	G0731	αρρωστιας	N-GSF	ABP-potolt
2Kir 1:2	G1473	μου	P-GS	LXX_WH
2Kir 1:2	G3778	ταυτης	D-GSF	LXX_WH
2Kir 1:2	G2532	και	CONJ	LXX_WH
2Kir 1:2	G4198	επορευθησαν	V-API-3P	LXX_WH
2Kir 1:2		επερωτησαι	V-AAN	ELTERO_SZOVEGALAP
2Kir 1:2	G1223	δι	PREP	LXX_WH
2Kir 1:2	G0846	αυτου	D-GSM	LXX_WH
2Kir 1:3	G2532	και	CONJ	LXX_WH
2Kir 1:3	G0032	αγγελος	N-NSM	LXX_WH
2Kir 1:3	G2962	κυριου	N-GSM	LXX_WH
2Kir 1:3	G2980	ελαλησεν	V-AAI-3S	LXX_WH
2Kir 1:3	G4314	προς	PREP	LXX_WH
2Kir 1:3		ηλιου	N-PRI	ELTERO_SZOVEGALAP
2Kir 1:3	G3588	τον	T-ASM	LXX_WH
2Kir 1:3		θεσβιτην	N-PRI	ELTERO_SZOVEGALAP
2Kir 1:3	G3004	λεγων	V-PAPNS	LXX_WH
2Kir 1:3	G0450	αναστας	V-AAPNS	LXX_WH
2Kir 1:3	G1204	δευρο	ADV	LXX_WH
2Kir 1:3	G1519	εις	PREP	LXX_WH
2Kir 1:3	G4877	συναντησιν	N-ASF	LXX_WH
2Kir 1:3	G3588	των	T-GPM	LXX_WH
2Kir 1:3	G0032	αγγελων	N-GPM	LXX_WH
2Kir 1:3		οχοζιου	N-GSM	ELTERO_SZOVEGALAP
2Kir 1:3	G0935	βασιλεως	N-GSM	LXX_WH
2Kir 1:3	G4540	σαμαρειας	N-GSF	LXX_WH
2Kir 1:3	G2532	και	CONJ	LXX_WH
2Kir 1:3	G2980	λαλησεις	V-FAI-2S	LXX_WH
2Kir 1:3	G4314	προς	PREP	LXX_WH
2Kir 1:3	G0846	αυτους	D-APM	LXX_WH
2Kir 1:3	G1487	ει	CONJ	LXX_WH
2Kir 1:3	G3844	παρα	PREP	LXX_WH
2Kir 1:3	G3588	το	T-ASN	LXX_WH
2Kir 1:3	G3165	μη	ADV	LXX_WH
2Kir 1:3	G1510	ειναι	V-PAN	LXX_WH
2Kir 1:3	G2316	θεον	N-ASM	LXX_WH
2Kir 1:3	G1722	εν	PREP	LXX_WH
2Kir 1:3	G2474	ισραηλ	N-PRI	LXX_WH
2Kir 1:3	G4771	υμεις	P-NP	LXX_WH
2Kir 1:3	G4198	πορευεσθε	V-PMI-2P	LXX_WH
2Kir 1:3	G1934	επιζητησαι	V-AAN	LXX_WH
2Kir 1:3	G1722	εν	PREP	LXX_WH
2Kir 1:3	G3588	τη	T-DSF	LXX_WH
2Kir 1:3	G0896	βααλ	N-PRI	LXX_WH
2Kir 1:3		μυιαν	N-ASF	ELTERO_SZOVEGALAP
2Kir 1:3	G2316	θεον	N-ASM	LXX_WH
2Kir 1:3		ακκαρων	N-PRI	ELTERO_SZOVEGALAP
2Kir 1:4	G2532	και	CONJ	LXX_WH
2Kir 1:4	G3364	ουχ	ADV	LXX_WH
2Kir 1:4	G3778	ουτως	ADV	LXX_WH
2Kir 1:4	G3754	οτι	CONJ	LXX_WH
2Kir 1:4	G3592	ταδε	D-APN	LXX_WH
2Kir 1:4	G3004	λεγει	V-PAI-3S	LXX_WH
2Kir 1:4	G2962	κυριος	N-NSM	LXX_WH
2Kir 1:4	G3588	η	T-NSF	LXX_WH
2Kir 1:4	G2825	κλινη	N-NSF	LXX_WH
2Kir 1:4	G1909	εφ	PREP	LXX_WH
2Kir 1:4	G3739	ης	R-GSF	LXX_WH
2Kir 1:4	G0305	ανεβης	V-AAI-2S	LXX_WH
2Kir 1:4	G1563	εκει	ADV	LXX_WH
2Kir 1:4	G3364	ου	ADV	LXX_WH
2Kir 1:4	G2597	καταβηση	V-FMI-2S	LXX_WH
2Kir 1:4	G0575	απ	PREP	LXX_WH
2Kir 1:4	G0846	αυτης	D-GSF	LXX_WH
2Kir 1:4	G3754	οτι	CONJ	LXX_WH
2Kir 1:4	G1563	εκει	ADV	LXX_WH
2Kir 1:4	G2288	θανατω	N-DSM	LXX_WH
2Kir 1:4	G0599	αποθανη	V-AMS-3S	LXX_WH
2Kir 1:4	G2532	και	CONJ	LXX_WH
2Kir 1:4	G4198	επορευθη	V-API-3S	LXX_WH
2Kir 1:4	G4198	ηλιου	N-PRI	ABP-potolt
2Kir 1:4	G2532	και	CONJ	LXX_WH
2Kir 1:4	G2036	ειπεν	V-AAI-3S	ABP-potolt
2Kir 1:4	G4314	προς	PREP	LXX_WH
2Kir 1:4	G0846	αυτους	D-APM	LXX_WH
2Kir 1:5	G2532	και	CONJ	LXX_WH
2Kir 1:5	G1994	επεστραφησαν	V-API-3P	LXX_WH
2Kir 1:5	G3588	οι	T-NPM	LXX_WH
2Kir 1:5	G0032	αγγελοι	N-NPM	LXX_WH
2Kir 1:5	G4314	προς	PREP	LXX_WH
2Kir 1:5	G0846	αυτον	D-ASM	LXX_WH
2Kir 1:5	G2532	και	CONJ	LXX_WH
2Kir 1:5	G2036	ειπεν	V-AAI-3S	ABP-potolt
2Kir 1:5	G4314	προς	PREP	LXX_WH
2Kir 1:5	G0846	αυτους	D-APM	LXX_WH
2Kir 1:5	G5100	τι	I-ASN	LXX_WH
2Kir 1:5	G3754	οτι	CONJ	LXX_WH
2Kir 1:5	G1994	επεστρεψατε	V-AAI-2P	LXX_WH
2Kir 1:6	G2532	και	CONJ	LXX_WH
2Kir 1:6		ειπαν	V-AAI-3P	
2Kir 1:6	G4314	προς	PREP	LXX_WH
2Kir 1:6	G0846	αυτον	D-ASM	LXX_WH
2Kir 1:6	G0435	ανηρ	N-NSM	LXX_WH
2Kir 1:6	G0305	ανεβη	V-AAI-3S	LXX_WH
2Kir 1:6	G1519	εις	PREP	LXX_WH
2Kir 1:6	G4877	συναντησιν	N-ASF	LXX_WH
2Kir 1:6	G1473	ημων	P-GP	LXX_WH
2Kir 1:6	G2532	και	CONJ	LXX_WH
2Kir 1:6		ειπεν	V-AAI-3S	
2Kir 1:6	G4314	προς	PREP	LXX_WH
2Kir 1:6	G1473	ημας	P-AP	LXX_WH
2Kir 1:6	G1205	δευτε	ADV	LXX_WH
2Kir 1:6	G1994	επιστραφητε	V-APS-2P	LXX_WH
2Kir 1:6	G4314	προς	PREP	LXX_WH
2Kir 1:6	G3588	τον	T-ASM	LXX_WH
2Kir 1:6	G0935	βασιλεα	N-ASM	LXX_WH
