STEPBible_elsodleges	STEPBible_masodlagos	Státusz	Indoklás	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8455	תוֹתָ֑ח	to.Tach	תּוֹתָ֑ח	club	a club
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וְ֝	ve.	ו	and	so
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7832	יִשְׂחַ֗ק	yis.Chak	שָׂחַק	to laugh	it may laugh
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לְ	le.	ל	to	to
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7494	רַ֣עַשׁ	Ra.'ash	רַ֫עַשׁ	quaking	[the] shaking of
Job.41.29	Job.41.21	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3591	כִּידֽוֹן	ki.Don	כִּידוֹן	javelin	a javelin
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8478	תַּ֭חְתָּי	Tach.ta	תַּחַת	underneath	under
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	ו	v	Os3m	him	it
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2303	חַדּ֣וּדֵי	cha.Du.dei	חַדּוּד	sharp	[are] sharp points of
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2789	חָ֑רֶשׂ	Cha.res	חֶ֫רֶשׂ	earthenware	potsherd[s]
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7502	יִרְפַּ֖ד	yir.Pad	רָפַד	to spread	it spreads out
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2742	חָר֣וּץ	cha.Rutz	חָרוּץ	sharp	a threshing sledge
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5921	עֲלֵי	'a.lei-	עַל	upon	on
Job.41.30	Job.41.22	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2916	טִֽיט	Tit	טִיט	mud	mud
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7570	יַרְתִּ֣יחַ	yar.Ti.ach	רָתַח	to boil	it makes boil
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9004	כַּ	ka.	כ	like	like <the>
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5518	סִּ֣יר	Sir	סִיר	pot	pot
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4688	מְצוּלָ֑ה	me.tzu.Lah	מְצוֹלָה	depth	[the] deep
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3220	יָ֝֗ם	Yam	יָם	sea	[the] sea
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7760	יָשִׂ֥ים	ya.Sim	שׂוּם	to set	it makes
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9004	כַּ	ka.	כ	like	like <the>
Job.41.31	Job.41.23	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4841	מֶּרְקָחָֽה	mer.ka.Chah	מֶרְקָחָה	ointment pot|seasoning	pot of ointment
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0310	אַ֭חֲרָי	'A.cha.ra	אַחַר	after	behind
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	ו	v	Os3m	him	it
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0215	יָאִ֣יר	ya.'Ir	אוֹר	to light	it makes shine
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5410	נָתִ֑יב	na.Tiv	נָתִיב	path	a path
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2803	יַחְשֹׁ֖ב	yach.Sho	חָשַׁב	to devise	anyone considers
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8415	תְּה֣וֹם	te.Hom	תְּהוֹם	abyss	[the] deep
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לְ	le.	ל	to	to
Job.41.32	Job.41.24	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7872	שֵׂיבָֽה	sei.Vah	שֵׂיבָה	greyheaded	grey hair
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0369	אֵֽין	'ein-	אַ֫יִן	nothing	not
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5921	עַל	'al-	עַל	upon	[is] on
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6083	עָפָ֥ר	'a.Far	עָפָר	dust	[the] dust
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4915	מָשְׁל֑	ma.she.L	מֹ֫שֶׁל	likeness	likeness
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9009	הֶ֝	he.	ה	the	the
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6213	עָשׂ֗וּ	'a.Su	עָשָׂה	to make	[one] made
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לִ	li	ל	to	for
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1097	בְלִי	v.li-	בְּלִי	without	not
Job.41.33	Job.41.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2844	חָֽת	Chat	חַת	terror	fear
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0853	אֵֽת	'et-	אֵת	[Obj.]	<obj.>
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3605	כָּל	kol-	כֹּל	all	every
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1364	גָּבֹ֥הַּ	ga.Vo.ah	גָּבֹהַּ	high	exalted [one]
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7200	יִרְאֶ֑ה	yir.'Eh	רָאָה	to see	it sees
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1931	ה֝֗וּא	Hu'	הוּא	he;_she;_it	it
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4428	מֶ֣לֶךְ	Me.lekh	מֶ֫לֶךְ	king	[is] king
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5921	עַל	'al-	עַל	upon	over
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3605	כָּל	kol-	כֹּל	all	all
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1121	בְּנֵי	be.nei-	בֵּן	son	[the] sons of
Job.41.34	Job.41.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7830	שָֽׁחַץ	Sha.chatz	שַׁ֫חַץ	pride	pride
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וַ	va	ו	&	and
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1961	יְהִ֥י	y.Hi	הָיָה	to be	it came
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1697	דְבַר	de.var-	דָּבָר	word	[the] word of
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3068	יְהוָ֖ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0413	אֵלַ֥	'e.La	אֶל	to(wards)	to
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9030	י	i	Os1c	me	me
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9005	לֵ	le.	ל	to	<to>
Ezk.20.45	Ezk.21.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0559	אמֹֽר	Mor	אָמַר	to say	saying
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1121	בֶּן	ben-	בֵּן	son	O son of
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0120	אָדָ֗ם	'a.Dam	אָדָם	man	humankind
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H7760	שִׂ֤ים	sim	שׂוּם	to set	set
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6440	פָּנֶ֙י	pa.Nei.	פָּנֶה	face	face
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9021	ךָ֙	kha	Ps2m	your	your
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1870	דֶּ֣רֶךְ	De.rekh	דֶּ֫רֶךְ	way	[the] direction
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H8486	תֵּימָ֔נָ	tei.Ma.na	תֵּימָן	south	south
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9011	ה	h	ה	to	-ward
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9002	וְ	ve.	ו	and	and
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H5197	הַטֵּ֖ף	ha.Tef	נָטַף	to drip|prophesy	prophesy
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1864	דָּר֑וֹם	da.Rom	דָּרוֹם	south	[the] south
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9002	וְ	ve.	ו	and	and
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H5012	הִנָּבֵ֛א	hi.na.Ve'	נָבָא	to prophesy	prophesy
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3293	יַ֥עַר	Ya.'ar	יַ֫עַר	wood	[the] forest of
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9009	הַ	ha.	ה	the	the
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H7704	שָּׂדֶ֖ה	sa.Deh	שָׂדֶה	land	field
Ezk.20.46	Ezk.21.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H5045	נֶֽגֶב	Ne.gev	נֶ֫גֶב	Negeb	[the] south
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וְ	ve.	ו	&	and
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0559	אָֽמַרְתָּ֙	'a.mar.Ta	אָמַר	to say	you will say
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9005	לְ	le.	ל	to	to
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3293	יַ֣עַר	Ya.'ar	יַ֫עַר	wood	[the] forest of
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9009	הַ	ha.	ה	the	the
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H5045	נֶּ֔גֶב	Ne.gev	נֶ֫גֶב	Negeb	south
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H8085	שְׁמַ֖ע	she.Ma'	שָׁמַע	to hear	hear
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1697	דְּבַר	de.var-	דָּבָר	word	[the] word of
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3068	יְהוָ֑ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3541	כֹּֽה	koh-	כֹּה	thus	thus
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0559	אָמַ֣ר	'a.Mar	אָמַר	to say	he says
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0136	אֲדֹנָ֣י	'a.do.Nai	אֲדֹנָי	LORD	[the] Lord
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3069	יְהוִ֡ה	Yah.weh	יְהֹוִה	YHWH|Yahweh	Yahweh
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H2005	הִנְ	hi.	הֵן	look!	here
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9040	נִ֣י	Ni	Ss1c	I	I
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3341	מַֽצִּית	ma.tzit-	יָצַת	to kindle	[am] about to kindle
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9003	בְּ	be.	ב	in	in
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9031	ךָ֣	Kha	Os2m	you	you
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0784	אֵ֡שׁ	'esh	אֵשׁ	fire	a fire
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וְ	ve.	ו	&	and
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0398	אָכְלָ֣ה	'a.khe.Lah	אָכַל	to eat	it will consume
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9003	בְ	ve.	ב	in	in
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9031	ךָ֣	Kha	Os2m	you	you
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3605	כָל	khol-	כֹּל	all	every
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6086	עֵֽץ	'etz-	עֵץ	tree	tree
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3892	לַח֩	lach	לַח	fresh	moist
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9002	וְ	ve.	ו	and	and
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3605	כָל	khol	כֹּל	all	every
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6086	עֵ֨ץ	'etz	עֵץ	tree	tree
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3002	יָבֵ֤שׁ	ya.Vesh	יָבֵשׁ	dry	dry
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3808	לֹֽא	lo'-	לֹא	not	not
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3518	תִכְבֶּה֙	tikh.Beh	כָּבָה	to quench	it will be extinguished
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3852	לַהֶ֣בֶת	la.He.vet	לֶהָבָה	flame	[the] flame of
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H7957	שַׁלְהֶ֔בֶת	shal.He.vet	שַׁלְהֶ֫בֶת	flame	flame
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וְ	ve.	ו	&	and
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6866	נִצְרְבוּ	nitz.re.vu-	צָרַב	to burn	they will be scorched
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9003	בָ֥	va	ב	in	by
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9034	הּ	h	Os3f	her	it
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3605	כָּל	kol-	כֹּל	all	all
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6440	פָּנִ֖ים	pa.Nim	פָּנֶה	face	faces
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9006	מִ	mi.	מ	from	from
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H5045	נֶּ֥גֶב	Ne.gev	נֶ֫גֶב	Negeb	[the] south
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H6828	צָפֽוֹנָ	tza.Fo.na	צָפוֹן	north	[the] north
Ezk.20.47	Ezk.21.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9011	ה	h	ה	to	towards
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וְ	ve.	ו	&	and
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H7200	רָאוּ֙	ra.'U	רָאָה	to see	they will see
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3605	כָּל	kol-	כֹּל	all	all
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1320	בָּשָׂ֔ר	ba.Sar	בָּשָׂר	flesh	flesh
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3588	כִּ֛י	ki	כִּי	for	that
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0589	אֲנִ֥י	'a.Ni	אֲנִי, אָֽנֹכִ֫י	I	I
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3068	יְהוָ֖ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1197	בִּֽעַרְתִּ֑י	bi.'ar.Ti.	בָּעַר	to burn	I have kindled
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9034	הָ	ha	Os3f	her	it
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3808	לֹ֖א	lo'	לֹא	not	not
Ezk.20.48	Ezk.21.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3518	תִּכְבֶּֽה	tikh.Beh	כָּבָה	to quench	it will be extinguished
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9001	וָ	va.	ו	&	and
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0559	אֹמַ֕ר	'o.Mar	אָמַר	to say	I said
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0162	אֲהָ֖הּ	'a.Hah	אֲהָהּ	alas!	alas!
