Karoli_igehely	Heber_vers	Latin_vers	Gorog_LXX_vers	Elteres_tipusa	Karoli_egyezik_hol
1Kir 10:22	1Ki.10:22	1Ki.10:22	1Ki.10:22*a-c [=9:15, 17-22]	Concatenation/Merge	Heber,Latin
1Kir 10:22	1Ki.10:22	1Ki.10:22	1Ki.10:22*	Concatenation/Merge	Heber,Latin
1Kir 10:26	1Ki.10:26	1Ki.10:26	1Ki.10:26*a[=4:21]	Concatenation/Merge	Heber,Latin
1Kir 11:14	1Ki.11:14	1Ki.11:14	1Ki.11:14*	Concatenation/Merge	Heber,Latin
1Kir 11:14	1Ki.11:14,23-25	1Ki.11:14,23-25	1Ki.11:14*a-c	Concatenation/Merge	EGYIK_SEM
1Kir 11:23	1Ki.11:25	1Ki.11:25	1Ki.11:14a-c	Renumber	EGYIK_SEM
1Kir 11:24	1Ki.11:25	1Ki.11:25	1Ki.11:14a-c  [=12:24f]	Renumber	EGYIK_SEM
1Kir 11:5	1Ki.11:5	1Ki.11:5	1Ki.11:6	Renumber	Heber,Latin
1Kir 11:6	1Ki.11:6	1Ki.11:6	1Ki.11:8	Renumber	Heber,Latin
1Kir 11:7	1Ki.11:7	1Ki.11:7	1Ki.11:5	Renumber	Heber,Latin
1Kir 11:8	1Ki.11:8	1Ki.11:8	1Ki.11:7	Renumber	Heber,Latin
1Kir 12:2	1Ki.12:2	1Ki.12:2	1Ki.11:43 [=12:24a]	Concatenation/Merge	Heber,Latin
1Kir 12:24	1Ki.12:24	1Ki.12:24	1Ki.12:24*a-w [=11:19, 21-22, 24, 26-28, 31, 40, 43; 12:2-11, 14, 16-17, 21-24; 14:1-6, 11-12, 18]	Concatenation/Merge	Heber,Latin
1Kir 12:24	1Ki.12:24	1Ki.12:24	1Ki.12:24*a-w [=11:19, 21-22, 24, 26-28, 31, 40, 43; 12:3-11, 14, 16-17, 21-24; 14:1-6, 11-12, 18]	Concatenation/Merge	Heber,Latin
1Kir 14:1	1Ki.14:1-6	1Ki.14:1-6	1Ki.12:24g	Concatenation/Merge	EGYIK_SEM
1Kir 14:2	1Ki.14:2	1Ki.14:2	1Ki.12:24h	Concatenation/Merge	Heber,Latin
1Kir 14:3	1Ki.14:3	1Ki.14:3	1Ki.12:24h	Concatenation/Merge	Heber,Latin
1Kir 14:4	1Ki.14:4	1Ki.14:4	1Ki.12:24i	Concatenation/Merge	Heber,Latin
1Kir 14:5	1Ki.14:5	1Ki.14:5	1Ki.12:24j	Concatenation/Merge	Heber,Latin
1Kir 14:6	1Ki.14:6	1Ki.14:6	1Ki.12:24j	Concatenation/Merge	Heber,Latin
1Kir 16:28	1Ki.16:28	1Ki.16:28	1Ki.16:28*a-h [=22:41-50]	Concatenation/Merge	Heber,Latin
1Kir 16:28	1Ki.16:28	1Ki.16:28	1Ki.16:28*	Concatenation/Merge	Heber,Latin
1Kir 20:1	1Ki.20:1	1Ki.20:1	1Ki.21:1	Renumber	Heber,Latin
1Kir 20:10	1Ki.20:10	1Ki.20:10	1Ki.21:10	Renumber	Heber,Latin
1Kir 20:11	1Ki.20:11	1Ki.20:11	1Ki.21:11	Renumber	Heber,Latin
1Kir 20:12	1Ki.20:12	1Ki.20:12	1Ki.21:12	Renumber	Heber,Latin
1Kir 20:13	1Ki.20:13	1Ki.20:13	1Ki.21:13	Renumber	Heber,Latin
1Kir 20:14	1Ki.20:14	1Ki.20:14	1Ki.21:14	Renumber	Heber,Latin
1Kir 20:15	1Ki.20:15	1Ki.20:15	1Ki.21:15	Renumber	Heber,Latin
1Kir 20:16	1Ki.20:16	1Ki.20:16	1Ki.21:16	Renumber	Heber,Latin
1Kir 20:17	1Ki.20:17	1Ki.20:17	1Ki.21:17	Renumber	Heber,Latin
1Kir 20:18	1Ki.20:18	1Ki.20:18	1Ki.21:18	Renumber	Heber,Latin
1Kir 20:19	1Ki.20:19	1Ki.20:19	1Ki.21:19	Renumber	Heber,Latin
1Kir 20:2	1Ki.20:2	1Ki.20:2	1Ki.21:2	Renumber	Heber,Latin
1Kir 20:20	1Ki.20:20	1Ki.20:20	1Ki.21:20	Renumber	Heber,Latin
1Kir 20:21	1Ki.20:21	1Ki.20:21	1Ki.21:21	Renumber	Heber,Latin
1Kir 20:22	1Ki.20:22	1Ki.20:22	1Ki.21:22	Renumber	Heber,Latin
1Kir 20:23	1Ki.20:23	1Ki.20:23	1Ki.21:23	Renumber	Heber,Latin
1Kir 20:24	1Ki.20:24	1Ki.20:24	1Ki.21:24	Renumber	Heber,Latin
1Kir 20:25	1Ki.20:25	1Ki.20:25	1Ki.21:25	Renumber	Heber,Latin
1Kir 20:26	1Ki.20:26	1Ki.20:26	1Ki.21:26	Renumber	Heber,Latin
1Kir 20:27	1Ki.20:27	1Ki.20:27	1Ki.21:27	Renumber	Heber,Latin
1Kir 20:28	1Ki.20:28	1Ki.20:28	1Ki.21:28	Renumber	Heber,Latin
1Kir 20:29	1Ki.20:29	1Ki.20:29	1Ki.21:29	Renumber	Heber,Latin
1Kir 20:3	1Ki.20:3	1Ki.20:3	1Ki.21:3	Renumber	Heber,Latin
1Kir 20:30	1Ki.20:30	1Ki.20:30	1Ki.21:30	Renumber	Heber,Latin
1Kir 20:31	1Ki.20:31	1Ki.20:31	1Ki.21:31	Renumber	Heber,Latin
1Kir 20:32	1Ki.20:32	1Ki.20:32	1Ki.21:32	Renumber	Heber,Latin
1Kir 20:33	1Ki.20:33	1Ki.20:33	1Ki.21:33	Renumber	Heber,Latin
1Kir 20:34	1Ki.20:34	1Ki.20:34	1Ki.21:34	Renumber	Heber,Latin
1Kir 20:35	1Ki.20:35	1Ki.20:35	1Ki.21:35	Renumber	Heber,Latin
1Kir 20:36	1Ki.20:36	1Ki.20:36	1Ki.21:36	Renumber	Heber,Latin
1Kir 20:37	1Ki.20:37	1Ki.20:37	1Ki.21:37	Renumber	Heber,Latin
1Kir 20:38	1Ki.20:38	1Ki.20:38	1Ki.21:38	Renumber	Heber,Latin
1Kir 20:39	1Ki.20:39	1Ki.20:39	1Ki.21:39	Renumber	Heber,Latin
1Kir 20:4	1Ki.20:4	1Ki.20:4	1Ki.21:4	Renumber	Heber,Latin
1Kir 20:40	1Ki.20:40	1Ki.20:40	1Ki.21:40	Renumber	Heber,Latin
1Kir 20:41	1Ki.20:41	1Ki.20:41	1Ki.21:41	Renumber	Heber,Latin
1Kir 20:42	1Ki.20:42	1Ki.20:42	1Ki.21:42	Renumber	Heber,Latin
1Kir 20:43	1Ki.20:43	1Ki.20:43	1Ki.21:43	Renumber	Heber,Latin
1Kir 20:5	1Ki.20:5	1Ki.20:5	1Ki.21:5	Renumber	Heber,Latin
1Kir 20:6	1Ki.20:6	1Ki.20:6	1Ki.21:6	Renumber	Heber,Latin
1Kir 20:7	1Ki.20:7	1Ki.20:7	1Ki.21:7	Renumber	Heber,Latin
1Kir 20:8	1Ki.20:8	1Ki.20:8	1Ki.21:8	Renumber	Heber,Latin
1Kir 20:9	1Ki.20:9	1Ki.20:9	1Ki.21:9	Renumber	Heber,Latin
1Kir 21:1	1Ki.21:1	1Ki.21:1	1Ki.20:1	Renumber	Heber,Latin
1Kir 21:10	1Ki.21:10	1Ki.21:10	1Ki.20:10	Renumber	Heber,Latin
1Kir 21:11	1Ki.21:11	1Ki.21:11	1Ki.20:11	Renumber	Heber,Latin
1Kir 21:12	1Ki.21:12	1Ki.21:12	1Ki.20:12	Renumber	Heber,Latin
1Kir 21:13	1Ki.21:13	1Ki.21:13	1Ki.20:13	Renumber	Heber,Latin
1Kir 21:14	1Ki.21:14	1Ki.21:14	1Ki.20:14	Renumber	Heber,Latin
1Kir 21:15	1Ki.21:15	1Ki.21:15	1Ki.20:15	Renumber	Heber,Latin
1Kir 21:16	1Ki.21:16	1Ki.21:16	1Ki.20:16	Renumber	Heber,Latin
1Kir 21:17	1Ki.21:17	1Ki.21:17	1Ki.20:17	Renumber	Heber,Latin
1Kir 21:18	1Ki.21:18	1Ki.21:18	1Ki.20:18	Renumber	Heber,Latin
1Kir 21:19	1Ki.21:19	1Ki.21:19	1Ki.20:19	Renumber	Heber,Latin
1Kir 21:2	1Ki.21:2	1Ki.21:2	1Ki.20:2	Renumber	Heber,Latin
1Kir 21:20	1Ki.21:20	1Ki.21:20	1Ki.20:20	Renumber	Heber,Latin
1Kir 21:21	1Ki.21:21	1Ki.21:21	1Ki.20:21	Renumber	Heber,Latin
1Kir 21:22	1Ki.21:22	1Ki.21:22	1Ki.20:22	Renumber	Heber,Latin
1Kir 21:23	1Ki.21:23	1Ki.21:23	1Ki.20:23	Renumber	Heber,Latin
1Kir 21:24	1Ki.21:24	1Ki.21:24	1Ki.20:24	Renumber	Heber,Latin
1Kir 21:25	1Ki.21:25	1Ki.21:25	1Ki.20:25	Renumber	Heber,Latin
1Kir 21:26	1Ki.21:26	1Ki.21:26	1Ki.20:26	Renumber	Heber,Latin
1Kir 21:27	1Ki.21:27	1Ki.21:27	1Ki.20:27	Renumber	Heber,Latin
1Kir 21:28	1Ki.21:28	1Ki.21:28	1Ki.20:28	Renumber	Heber,Latin
1Kir 21:29	1Ki.21:29	1Ki.21:29	1Ki.20:29	Renumber	Heber,Latin
1Kir 21:3	1Ki.21:3	1Ki.21:3	1Ki.20:3	Renumber	Heber,Latin
1Kir 21:4	1Ki.21:4	1Ki.21:4	1Ki.20:4	Renumber	Heber,Latin
1Kir 21:5	1Ki.21:5	1Ki.21:5	1Ki.20:5	Renumber	Heber,Latin
1Kir 21:6	1Ki.21:6	1Ki.21:6	1Ki.20:6	Renumber	Heber,Latin
1Kir 21:7	1Ki.21:7	1Ki.21:7	1Ki.20:7	Renumber	Heber,Latin
1Kir 21:8	1Ki.21:8	1Ki.21:8	1Ki.20:8	Renumber	Heber,Latin
1Kir 21:9	1Ki.21:9	1Ki.21:9	1Ki.20:9	Renumber	Heber,Latin
1Kir 22:43	1Ki.22:43-44	1Ki.22:43-44	1Ki.22:43 [=16:28b1]	Concatenation/Merge	EGYIK_SEM
1Kir 22:43	1Ki.22:43	1Ki.22:43	1Ki.22:43	Concatenation/Merge	Heber,Latin,Gorog
1Kir 22:43	1Ki.22:43-44	1Ki.22:43-44	1Ki.22:44 [=16:28b2]	Renumber	EGYIK_SEM
1Kir 22:44	1Ki.22:43	1Ki.22:43	1Ki.22:43 [=16:28b]	Concatenation/Merge	EGYIK_SEM
1Kir 22:44	1Ki.22:45	1Ki.22:45	1Ki.22:45	Renumber	EGYIK_SEM
1Kir 22:45	1Ki.22:46-47	1Ki.22:46-47	1Ki.22:46 [=16:28c-d]	Concatenation/Merge	EGYIK_SEM
1Kir 22:45	1Ki.22:46	1Ki.22:46	1Ki.22:46	Renumber	EGYIK_SEM
1Kir 22:45	1Ki.22:46	1Ki.22:46	1Ki.22:46 [=16:28c]	Renumber	EGYIK_SEM
1Kir 22:46	1Ki.22:47	1Ki.22:47	1Ki.16:28d	Concatenation/Merge	EGYIK_SEM
1Kir 22:47	1Ki.22:48	1Ki.22:48	1Ki.16:28e	Renumber	EGYIK_SEM
1Kir 22:47	1Ki.22:47	1Ki.22:47	1Ki.16:28e	Renumber	Heber,Latin
1Kir 22:48	1Ki.22:49	1Ki.22:49	1Ki.16:28f	Renumber	EGYIK_SEM
1Kir 22:48	1Ki.22:47	1Ki.22:47	1Ki.16:28f	Renumber	EGYIK_SEM
1Kir 22:49	1Ki.22:50	1Ki.22:50	1Ki.16:28g	Renumber	EGYIK_SEM
1Kir 22:49	1Ki.22:47	1Ki.22:47	1Ki.16:28g	Renumber	EGYIK_SEM
1Kir 22:50	1Ki.22:51	1Ki.22:51	1Ki.22:51	Renumber	EGYIK_SEM
1Kir 22:50	1Ki.22:51	1Ki.22:51	1Ki.22:51 [=16:28h]	Renumber	EGYIK_SEM
1Kir 22:51	1Ki.22:52	1Ki.22:52	1Ki.22:52	Renumber	EGYIK_SEM
1Kir 22:52	1Ki.22:53	1Ki.22:53	1Ki.22:53	Renumber	EGYIK_SEM
1Kir 22:53	1Ki.22:54	1Ki.22:54	1Ki.22:54	Renumber	EGYIK_SEM
1Kir 2:35	1Ki.2:35	1Ki.2:35	1Ki.2:35*a-n [=4:29-30; 3:1; 5:15; 7:23; 9:10,15,23,24,25; 2:8-9]	Concatenation/Merge	Heber,Latin
1Kir 2:46	1Ki.2:46	1Ki.2:46	1Ki.2:46*a-k [=4:2-5,20-26; 9:18-19]	Concatenation/Merge	Heber,Latin
1Kir 4:17	1Ki.4:17	1Ki.4:17	1Ki.4:19	Renumber	Heber,Latin
1Kir 4:18	1Ki.4:18	1Ki.4:18	1Ki.4:17	Renumber	Heber,Latin
1Kir 4:19	1Ki.4:19	1Ki.4:19	1Ki.4:18	Renumber	Heber,Latin
1Kir 4:20	1Ki.4:20	1Ki.4:20	1Ki.2:46a-e	Renumber	Heber,Latin
1Kir 4:21	1Ki.5:1	1Ki.4:21	1Ki.2:46j-k	Renumber	Latin
1Kir 4:22	1Ki.5:2	1Ki.4:22	1Ki.5:2	Renumber	Latin
1Kir 4:23	1Ki.5:3	1Ki.4:23	1Ki.5:3	Renumber	Latin
1Kir 4:24	1Ki.5:4	1Ki.4:24	1Ki.5:4	Renumber	Latin
1Kir 4:24	1Ki.5:4	1Ki.4:24	1Ki.5:4 [=2:46f]	Renumber	Latin
1Kir 4:25	1Ki.5:5	1Ki.4:25	1Ki.2:46g-h	Renumber	Latin
1Kir 4:26	1Ki.5:6	1Ki.4:26	1Ki.2:46i	Renumber	Latin
1Kir 4:27	1Ki.5:7	1Ki.4:27	1Ki.5:1a	Concatenation/Merge	Latin
1Kir 4:27	1Ki.5:7-8	1Ki.4:27-28	1Ki.5:1	Concatenation/Merge	EGYIK_SEM
1Kir 4:28	1Ki.5:8	1Ki.4:28	1Ki.5:1b	Concatenation/Merge	Latin
1Kir 4:29	1Ki.5:9	1Ki.4:29	1Ki.5:9	Renumber	Latin
1Kir 4:29	1Ki.5:9	1Ki.4:29	1Ki.5:9 [=2:35a]	Renumber	Latin
1Kir 4:30	1Ki.5:10	1Ki.4:30	1Ki.5:10	Renumber	Latin
1Kir 4:30	1Ki.5:10	1Ki.4:30	1Ki.5:10 [=2:35b]	Renumber	Latin
1Kir 4:31	1Ki.5:11	1Ki.4:31	1Ki.5:11	Renumber	Latin
1Kir 4:32	1Ki.5:12	1Ki.4:32	1Ki.5:12	Renumber	Latin
1Kir 4:33	1Ki.5:13	1Ki.4:33	1Ki.5:13	Renumber	Latin
1Kir 4:34	1Ki.5:14	1Ki.4:34	1Ki.5:14	Concatenation/Merge	Latin
1Kir 4:34	1Ki.5:14	1Ki.4:34	1Ki.5:14a	Renumber	Latin
1Kir 5:1	1Ki.5:15	1Ki.5:1	1Ki.5:15	Renumber	Latin
1Kir 5:10	1Ki.5:24	1Ki.5:10	1Ki.5:24	Renumber	Latin
1Kir 5:11	1Ki.5:25	1Ki.5:11	1Ki.5:25	Renumber	Latin
1Kir 5:12	1Ki.5:26	1Ki.5:12	1Ki.5:26	Renumber	Latin
1Kir 5:13	1Ki.5:27	1Ki.5:13	1Ki.5:27	Renumber	Latin
1Kir 5:14	1Ki.5:28	1Ki.5:14	1Ki.5:28	Renumber	Latin
1Kir 5:15	1Ki.5:29	1Ki.5:15	1Ki.5:29	Renumber	Latin
1Kir 5:15	1Ki.5:29	1Ki.5:15	1Ki.5:29 [=2:35d]	Renumber	Latin
1Kir 5:16	1Ki.5:30a	1Ki.5:16a	1Ki.5:30 [=2:35h]	Concatenation/Merge	EGYIK_SEM
1Kir 5:16	1Ki.5:30	1Ki.5:16	1Ki.5:30	Renumber	Latin
1Kir 5:16	1Ki.5:30b	1Ki.5:16b	1Ki.5:31 [=2:35h]	Renumber	EGYIK_SEM
1Kir 5:16	1Ki.5:30c	1Ki.5:16c	1Ki.5:32 [=2:35h]	Renumber	EGYIK_SEM
1Kir 5:17	1Ki.5:31	1Ki.5:17	1Ki.6:1a	Renumber	Latin
1Kir 5:18	1Ki.5:32	1Ki.5:18	1Ki.6:1b	Renumber	Latin
1Kir 5:2	1Ki.5:16	1Ki.5:2	1Ki.5:16	Renumber	Latin
1Kir 5:3	1Ki.5:17	1Ki.5:3	1Ki.5:17	Renumber	Latin
1Kir 5:32	1Ki.5:32	1Ki.5:18	1Ki.5:18 [=+6:1b]	Renumber	ELLENORZESRE_VAR
1Kir 5:4	1Ki.5:18	1Ki.5:4	1Ki.5:18	Renumber	Latin
1Kir 5:5	1Ki.5:19	1Ki.5:5	1Ki.5:19	Renumber	Latin
1Kir 5:6	1Ki.5:20	1Ki.5:6	1Ki.5:20	Renumber	Latin
1Kir 5:7	1Ki.5:21	1Ki.5:7	1Ki.5:21	Renumber	Latin
1Kir 5:8	1Ki.5:22	1Ki.5:8	1Ki.5:22	Renumber	Latin
1Kir 5:9	1Ki.5:23	1Ki.5:9	1Ki.5:23	Renumber	Latin
1Kir 6:1	1Ki.6:1	1Ki.6:1	1Ki.6:1*a-d [=5:17-18; 6:37-38]	Concatenation/Merge	Heber,Latin
1Kir 6:1	1Ki.6:1	1Ki.6:1	1Ki.6:1*	Concatenation/Merge	Heber,Latin
1Kir 7:1	1Ki.7:1	1Ki.7:1	1Ki.7:38, 50	Concatenation/Merge	Heber,Latin
1Kir 7:10	1Ki.7:10	1Ki.7:10	1Ki.7:47	Renumber	Heber,Latin
1Kir 7:11	1Ki.7:11	1Ki.7:11	1Ki.7:48	Renumber	Heber,Latin
1Kir 7:12	1Ki.7:12	1Ki.7:12	1Ki.7:49	Renumber	Heber,Latin
1Kir 7:13	1Ki.7:13	1Ki.7:13	1Ki.7:1	Renumber	Heber,Latin
1Kir 7:14	1Ki.7:14	1Ki.7:14	1Ki.7:2	Renumber	Heber,Latin
1Kir 7:15	1Ki.7:15	1Ki.7:15	1Ki.7:3	Renumber	Heber,Latin
1Kir 7:16	1Ki.7:16	1Ki.7:16	1Ki.7:4	Renumber	Heber,Latin
1Kir 7:17	1Ki.7:17	1Ki.7:17	1Ki.7:5	Renumber	Heber,Latin
1Kir 7:18	1Ki.7:18	1Ki.7:18	1Ki.7:6	Renumber	Heber,Latin
1Kir 7:19	1Ki.7:19	1Ki.7:19	1Ki.7:8	Renumber	Heber,Latin
1Kir 7:2	1Ki.7:2	1Ki.7:2	1Ki.7:39	Renumber	Heber,Latin
1Kir 7:20	1Ki.7:20	1Ki.7:20	1Ki.7:9	Renumber	Heber,Latin
1Kir 7:21	1Ki.7:21	1Ki.7:21	1Ki.7:7	Renumber	Heber,Latin
1Kir 7:23	1Ki.7:23	1Ki.7:23	1Ki.7:10 [=2:35e]	Renumber	Heber,Latin
1Kir 7:23	1Ki.7:20	1Ki.7:20	1Ki.7:10	Renumber	EGYIK_SEM
1Kir 7:24	1Ki.7:24	1Ki.7:24	1Ki.7:11	Renumber	Heber,Latin
1Kir 7:25	1Ki.7:25	1Ki.7:25	1Ki.7:13	Renumber	Heber,Latin
1Kir 7:26	1Ki.7:26	1Ki.7:26	1Ki.7:12	Renumber	Heber,Latin
1Kir 7:27	1Ki.7:27	1Ki.7:27	1Ki.7:14	Renumber	Heber,Latin
1Kir 7:28	1Ki.7:28	1Ki.7:28	1Ki.7:15	Renumber	Heber,Latin
1Kir 7:29	1Ki.7:29	1Ki.7:29	1Ki.7:16	Renumber	Heber,Latin
1Kir 7:3	1Ki.7:3	1Ki.7:3	1Ki.7:40	Renumber	Heber,Latin
1Kir 7:30	1Ki.7:30	1Ki.7:30	1Ki.7:17	Renumber	Heber,Latin
1Kir 7:32	1Ki.7:32	1Ki.7:32	1Ki.7:18	Renumber	Heber,Latin
1Kir 7:33	1Ki.7:33	1Ki.7:33	1Ki.7:19	Renumber	Heber,Latin
1Kir 7:34	1Ki.7:34	1Ki.7:34	1Ki.7:20	Renumber	Heber,Latin
1Kir 7:35	1Ki.7:35	1Ki.7:35	1Ki.7:21	Renumber	Heber,Latin
1Kir 7:36	1Ki.7:36	1Ki.7:36	1Ki.7:22	Renumber	Heber,Latin
1Kir 7:37	1Ki.7:37	1Ki.7:37	1Ki.7:23	Renumber	Heber,Latin
1Kir 7:38	1Ki.7:38	1Ki.7:38	1Ki.7:24	Renumber	Heber,Latin
1Kir 7:39	1Ki.7:39	1Ki.7:39	1Ki.7:25	Renumber	Heber,Latin
1Kir 7:4	1Ki.7:4	1Ki.7:4	1Ki.7:41	Renumber	Heber,Latin
1Kir 7:40	1Ki.7:40	1Ki.7:40	1Ki.7:26	Renumber	Heber,Latin
1Kir 7:41	1Ki.7:41	1Ki.7:41	1Ki.7:27	Renumber	Heber,Latin
1Kir 7:42	1Ki.7:42	1Ki.7:42	1Ki.7:28	Renumber	Heber,Latin
1Kir 7:43	1Ki.7:43	1Ki.7:43	1Ki.7:29	Renumber	Heber,Latin
1Kir 7:44	1Ki.7:44	1Ki.7:44	1Ki.7:30	Renumber	Heber,Latin
1Kir 7:45	1Ki.7:45	1Ki.7:45	1Ki.7:31	Renumber	Heber,Latin
1Kir 7:46	1Ki.7:46	1Ki.7:46	1Ki.7:33	Renumber	Heber,Latin
1Kir 7:47	1Ki.7:47	1Ki.7:47	1Ki.7:32	Renumber	Heber,Latin
1Kir 7:48	1Ki.7:48	1Ki.7:48	1Ki.7:34	Renumber	Heber,Latin
1Kir 7:49	1Ki.7:49	1Ki.7:49	1Ki.7:35	Renumber	Heber,Latin
1Kir 7:5	1Ki.7:5	1Ki.7:5	1Ki.7:42	Renumber	Heber,Latin
1Kir 7:50	1Ki.7:50	1Ki.7:50	1Ki.7:36	Renumber	Heber,Latin
1Kir 7:51	1Ki.7:51	1Ki.7:51	1Ki.7:37	Renumber	Heber,Latin
1Kir 7:6	1Ki.7:6	1Ki.7:6	1Ki.7:43	Renumber	Heber,Latin
1Kir 7:7	1Ki.7:7	1Ki.7:7	1Ki.7:44	Renumber	Heber,Latin
1Kir 7:8	1Ki.7:8	1Ki.7:8	1Ki.7:45	Renumber	Heber,Latin
1Kir 7:9	1Ki.7:9	1Ki.7:9	1Ki.7:46	Renumber	Heber,Latin
1Kir 8:53	1Ki.8:53	1Ki.8:53	1Ki.8:53*a-b [=8:12-13]	Concatenation/Merge	Heber,Latin
1Kir 9:15	1Ki.9:15	1Ki.9:15	1Ki.10:22a1	Renumber	Heber,Latin
1Kir 9:17	1Ki.9:17	1Ki.9:17	1Ki.10:22a2	Concatenation/Merge	Heber,Latin
1Kir 9:18	1Ki.9:18	1Ki.9:18	1Ki.10:22a3	Concatenation/Merge	Heber,Latin
1Kir 9:19	1Ki.9:19	1Ki.9:19	1Ki.10:22a4	Concatenation/Merge	Heber,Latin
1Kir 9:20	1Ki.9:20	1Ki.9:20	1Ki.10:22b1	Renumber	Heber,Latin
1Kir 9:21	1Ki.9:21	1Ki.9:21	1Ki.10:22b2	Concatenation/Merge	Heber,Latin
1Kir 9:22	1Ki.9:22	1Ki.9:22	1Ki.10:22c	Renumber	Heber,Latin
1Kir 9:24	1Ki.9:24	1Ki.9:24	1Ki.2:35f	Renumber	Heber,Latin
1Kir 9:24	1Ki.9:24	1Ki.9:24	1Ki.2:35f [=9:9a]	Renumber	Heber,Latin
1Kir 9:9	1Ki.9:9	1Ki.9:9	1Ki.9:9*a[=9:24]	Concatenation/Merge	Heber,Latin
1Krón 11:46	1Ch.11:46	1Ch.11:46a	1Ch.11:46	Concatenation/Merge	Heber,Gorog
1Krón 11:47	1Ch.11:47	1Ch.11:46b	1Ch.11:47	Concatenation/Merge	Heber,Gorog
1Krón 12:10	1Ch.12:11	1Ch.12:10	1Ch.12:11	Renumber	Latin
1Krón 12:11	1Ch.12:12	1Ch.12:11	1Ch.12:12	Renumber	Latin
1Krón 12:12	1Ch.12:13	1Ch.12:12	1Ch.12:13	Renumber	Latin
1Krón 12:13	1Ch.12:14	1Ch.12:13	1Ch.12:14	Renumber	Latin
1Krón 12:14	1Ch.12:15	1Ch.12:14	1Ch.12:15	Renumber	Latin
1Krón 12:15	1Ch.12:16	1Ch.12:15	1Ch.12:16	Renumber	Latin
1Krón 12:16	1Ch.12:17	1Ch.12:16	1Ch.12:17	Renumber	Latin
1Krón 12:17	1Ch.12:18	1Ch.12:17	1Ch.12:18	Renumber	Latin
1Krón 12:18	1Ch.12:19	1Ch.12:18	1Ch.12:19	Renumber	Latin
1Krón 12:19	1Ch.12:20	1Ch.12:19	1Ch.12:20	Renumber	Latin
1Krón 12:20	1Ch.12:21	1Ch.12:20	1Ch.12:21	Renumber	Latin
1Krón 12:21	1Ch.12:22	1Ch.12:21	1Ch.12:22	Renumber	Latin
1Krón 12:22	1Ch.12:23	1Ch.12:22	1Ch.12:23	Renumber	Latin
1Krón 12:23	1Ch.12:24	1Ch.12:23	1Ch.12:24	Renumber	Latin
1Krón 12:24	1Ch.12:25	1Ch.12:24	1Ch.12:25	Renumber	Latin
1Krón 12:25	1Ch.12:26	1Ch.12:25	1Ch.12:26	Renumber	Latin
1Krón 12:26	1Ch.12:27	1Ch.12:26	1Ch.12:27	Renumber	Latin
1Krón 12:27	1Ch.12:28	1Ch.12:27	1Ch.12:28	Renumber	Latin
1Krón 12:28	1Ch.12:29	1Ch.12:28	1Ch.12:29	Renumber	Latin
1Krón 12:29	1Ch.12:30	1Ch.12:29	1Ch.12:30	Renumber	Latin
1Krón 12:30	1Ch.12:31	1Ch.12:30	1Ch.12:31	Renumber	Latin
1Krón 12:31	1Ch.12:32	1Ch.12:31	1Ch.12:32	Renumber	Latin
1Krón 12:32	1Ch.12:33	1Ch.12:32	1Ch.12:33	Renumber	Latin
1Krón 12:33	1Ch.12:34	1Ch.12:33	1Ch.12:34	Renumber	Latin
1Krón 12:34	1Ch.12:35	1Ch.12:34	1Ch.12:35	Renumber	Latin
1Krón 12:35	1Ch.12:36	1Ch.12:35	1Ch.12:36	Renumber	Latin
1Krón 12:36	1Ch.12:37	1Ch.12:36	1Ch.12:37	Renumber	Latin
1Krón 12:37	1Ch.12:38	1Ch.12:37	1Ch.12:38	Renumber	Latin
1Krón 12:38	1Ch.12:39	1Ch.12:38	1Ch.12:39	Renumber	Latin
1Krón 12:39	1Ch.12:40	1Ch.12:39	1Ch.12:40	Renumber	Latin
1Krón 12:4	1Ch.12:4	1Ch.12:4a	1Ch.12:4	Concatenation/Merge	Heber,Gorog
1Krón 12:40	1Ch.12:41	1Ch.12:40	1Ch.12:41	Renumber	Latin
1Krón 12:5	1Ch.12:6	1Ch.12:5	1Ch.12:6	Renumber	Latin
1Krón 12:6	1Ch.12:7	1Ch.12:6	1Ch.12:7	Renumber	Latin
1Krón 12:7	1Ch.12:8	1Ch.12:7	1Ch.12:8	Renumber	Latin
1Krón 12:8	1Ch.12:9	1Ch.12:8	1Ch.12:9	Renumber	Latin
1Krón 12:9	1Ch.12:10	1Ch.12:9	1Ch.12:10	Renumber	Latin
1Krón 20:7	1Ch.20:7	1Ch.20:7a	1Ch.20:7	Concatenation/Merge	Heber,Gorog
1Krón 20:8	1Ch.20:8	1Ch.20:7b	1Ch.20:8	Concatenation/Merge	Heber,Gorog
1Krón 6:1	1Ch.5:27	1Ch.6:1	1Ch.5:27	Renumber	Latin
1Krón 6:10	1Ch.5:36	1Ch.6:10	1Ch.5:36	Renumber	Latin
1Krón 6:11	1Ch.5:37	1Ch.6:11	1Ch.5:37	Renumber	Latin
1Krón 6:12	1Ch.5:38	1Ch.6:12	1Ch.5:38	Renumber	Latin
1Krón 6:13	1Ch.5:39	1Ch.6:13	1Ch.5:39	Renumber	Latin
1Krón 6:14	1Ch.5:40	1Ch.6:14	1Ch.5:40	Renumber	Latin
1Krón 6:15	1Ch.5:41	1Ch.6:15	1Ch.5:41	Renumber	Latin
1Krón 6:16	1Ch.6:1	1Ch.6:16	1Ch.6:1	Renumber	Latin
