Karoli_igehely	Heber_vers	Latin_vers	Gorog_LXX_vers	Elteres_tipusa	Karoli_egyezik_hol
Zsolt 37:7	Psa.37:7	Psa.36:7	Psa.36:7	Renumber	Heber
Zsolt 37:8	Psa.37:8	Psa.36:8	Psa.36:8	Renumber	Heber
Zsolt 37:9	Psa.37:9	Psa.36:9	Psa.36:9	Renumber	Heber
Zsolt 38:1	Psa.38:2	Psa.37:2	Psa.37:2	Renumber	EGYIK_SEM
Zsolt 38:10	Psa.38:11	Psa.37:11	Psa.37:11	Renumber	EGYIK_SEM
Zsolt 38:11	Psa.38:12	Psa.37:12	Psa.37:12	Renumber	EGYIK_SEM
Zsolt 38:12	Psa.38:13	Psa.37:13	Psa.37:13	Renumber	EGYIK_SEM
Zsolt 38:13	Psa.38:14	Psa.37:14	Psa.37:14	Renumber	EGYIK_SEM
Zsolt 38:14	Psa.38:15	Psa.37:15	Psa.37:15	Renumber	EGYIK_SEM
Zsolt 38:15	Psa.38:16	Psa.37:16	Psa.37:16	Renumber	EGYIK_SEM
Zsolt 38:16	Psa.38:17	Psa.37:17	Psa.37:17	Renumber	EGYIK_SEM
Zsolt 38:17	Psa.38:18	Psa.37:18	Psa.37:18	Renumber	EGYIK_SEM
Zsolt 38:18	Psa.38:19	Psa.37:19	Psa.37:19	Renumber	EGYIK_SEM
Zsolt 38:19	Psa.38:20	Psa.37:20	Psa.37:20	Renumber	EGYIK_SEM
Zsolt 38:2	Psa.38:3	Psa.37:3	Psa.37:3	Renumber	EGYIK_SEM
Zsolt 38:20	Psa.38:21	Psa.37:21	Psa.37:21	Renumber	EGYIK_SEM
Zsolt 38:21	Psa.38:22	Psa.37:22	Psa.37:22	Renumber	EGYIK_SEM
Zsolt 38:22	Psa.38:23	Psa.37:23	Psa.37:23	Renumber	EGYIK_SEM
Zsolt 38:3	Psa.38:4	Psa.37:4	Psa.37:4	Renumber	EGYIK_SEM
Zsolt 38:4	Psa.38:5	Psa.37:5	Psa.37:5	Renumber	EGYIK_SEM
Zsolt 38:5	Psa.38:6	Psa.37:6	Psa.37:6	Renumber	EGYIK_SEM
Zsolt 38:6	Psa.38:7	Psa.37:7	Psa.37:7	Renumber	EGYIK_SEM
Zsolt 38:7	Psa.38:8	Psa.37:8	Psa.37:8	Renumber	EGYIK_SEM
Zsolt 38:8	Psa.38:9	Psa.37:9	Psa.37:9	Renumber	EGYIK_SEM
Zsolt 38:9	Psa.38:10	Psa.37:10	Psa.37:10	Renumber	EGYIK_SEM
Zsolt 39:1	Psa.39:2	Psa.38:2	Psa.38:2	Renumber	EGYIK_SEM
Zsolt 39:10	Psa.39:11	Psa.38:11	Psa.38:11	Renumber	EGYIK_SEM
Zsolt 39:11	Psa.39:12	Psa.38:12	Psa.38:12	Renumber	EGYIK_SEM
Zsolt 39:12	Psa.39:13	Psa.38:13	Psa.38:13	Renumber	EGYIK_SEM
Zsolt 39:13	Psa.39:14	Psa.38:14	Psa.38:14	Renumber	EGYIK_SEM
Zsolt 39:2	Psa.39:3	Psa.38:3	Psa.38:3	Renumber	EGYIK_SEM
Zsolt 39:3	Psa.39:4	Psa.38:4	Psa.38:4	Renumber	EGYIK_SEM
Zsolt 39:4	Psa.39:5	Psa.38:5	Psa.38:5	Renumber	EGYIK_SEM
Zsolt 39:5	Psa.39:6	Psa.38:6	Psa.38:6	Renumber	EGYIK_SEM
Zsolt 39:6	Psa.39:7	Psa.38:7	Psa.38:7	Renumber	EGYIK_SEM
Zsolt 39:7	Psa.39:8	Psa.38:8	Psa.38:8	Renumber	EGYIK_SEM
Zsolt 39:8	Psa.39:9	Psa.38:9	Psa.38:9	Renumber	EGYIK_SEM
Zsolt 39:9	Psa.39:10	Psa.38:10	Psa.38:10	Renumber	EGYIK_SEM
Zsolt 3:1	Psa.3:2	Psa.3:2	Psa.3:2	Renumber	EGYIK_SEM
Zsolt 3:2	Psa.3:3	Psa.3:3	Psa.3:3	Renumber	EGYIK_SEM
Zsolt 3:3	Psa.3:4	Psa.3:4	Psa.3:4	Renumber	EGYIK_SEM
Zsolt 3:4	Psa.3:5	Psa.3:5	Psa.3:5	Renumber	EGYIK_SEM
Zsolt 3:5	Psa.3:6	Psa.3:6	Psa.3:6	Renumber	EGYIK_SEM
Zsolt 3:6	Psa.3:7	Psa.3:7	Psa.3:7	Renumber	EGYIK_SEM
Zsolt 3:7	Psa.3:8	Psa.3:8	Psa.3:8	Renumber	EGYIK_SEM
Zsolt 3:8	Psa.3:9	Psa.3:9	Psa.3:9	Renumber	EGYIK_SEM
Zsolt 40:1	Psa.40:2	Psa.39:2	Psa.39:2	Renumber	EGYIK_SEM
Zsolt 40:10	Psa.40:11	Psa.39:11	Psa.39:11	Renumber	EGYIK_SEM
Zsolt 40:11	Psa.40:12	Psa.39:12	Psa.39:12	Renumber	EGYIK_SEM
Zsolt 40:12	Psa.40:13	Psa.39:13	Psa.39:13	Renumber	EGYIK_SEM
Zsolt 40:13	Psa.40:14	Psa.39:14	Psa.39:14	Renumber	EGYIK_SEM
Zsolt 40:14	Psa.40:15	Psa.39:15	Psa.39:15	Renumber	EGYIK_SEM
Zsolt 40:15	Psa.40:16	Psa.39:16	Psa.39:16	Renumber	EGYIK_SEM
Zsolt 40:16	Psa.40:17	Psa.39:17	Psa.39:17	Renumber	EGYIK_SEM
Zsolt 40:17	Psa.40:18	Psa.39:18	Psa.39:18	Renumber	EGYIK_SEM
Zsolt 40:2	Psa.40:3	Psa.39:3	Psa.39:3	Renumber	EGYIK_SEM
Zsolt 40:3	Psa.40:4	Psa.39:4	Psa.39:4	Renumber	EGYIK_SEM
Zsolt 40:4	Psa.40:5	Psa.39:5	Psa.39:5	Renumber	EGYIK_SEM
Zsolt 40:5	Psa.40:6	Psa.39:6	Psa.39:6	Renumber	EGYIK_SEM
Zsolt 40:6	Psa.40:7	Psa.39:7	Psa.39:7	Renumber	EGYIK_SEM
Zsolt 40:7	Psa.40:8	Psa.39:8	Psa.39:8	Renumber	EGYIK_SEM
Zsolt 40:8	Psa.40:9	Psa.39:9	Psa.39:9	Renumber	EGYIK_SEM
Zsolt 40:9	Psa.40:10	Psa.39:10	Psa.39:10	Renumber	EGYIK_SEM
Zsolt 41:1	Psa.41:2	Psa.40:2	Psa.40:2	Renumber	EGYIK_SEM
Zsolt 41:10	Psa.41:11	Psa.40:11	Psa.40:11	Renumber	EGYIK_SEM
Zsolt 41:11	Psa.41:12	Psa.40:12	Psa.40:12	Renumber	EGYIK_SEM
Zsolt 41:12	Psa.41:13	Psa.40:13	Psa.40:13	Renumber	EGYIK_SEM
Zsolt 41:13	Psa.41:14	Psa.40:14	Psa.40:14	Renumber	EGYIK_SEM
Zsolt 41:2	Psa.41:3	Psa.40:3	Psa.40:3	Renumber	EGYIK_SEM
Zsolt 41:3	Psa.41:4	Psa.40:4	Psa.40:4	Renumber	EGYIK_SEM
Zsolt 41:4	Psa.41:5	Psa.40:5	Psa.40:5	Renumber	EGYIK_SEM
Zsolt 41:5	Psa.41:6	Psa.40:6	Psa.40:6	Renumber	EGYIK_SEM
Zsolt 41:6	Psa.41:7	Psa.40:7	Psa.40:7	Renumber	EGYIK_SEM
Zsolt 41:7	Psa.41:8	Psa.40:8	Psa.40:8	Renumber	EGYIK_SEM
Zsolt 41:8	Psa.41:9	Psa.40:9	Psa.40:9	Renumber	EGYIK_SEM
Zsolt 41:9	Psa.41:10	Psa.40:10	Psa.40:10	Renumber	EGYIK_SEM
Zsolt 42:1	Psa.42:2	Psa.41:2	Psa.41:2	Renumber	EGYIK_SEM
Zsolt 42:10	Psa.42:11	Psa.41:11	Psa.41:11	Renumber	EGYIK_SEM
Zsolt 42:11	Psa.42:12	Psa.41:12	Psa.41:12	Renumber	EGYIK_SEM
Zsolt 42:2	Psa.42:3	Psa.41:3	Psa.41:3	Renumber	EGYIK_SEM
Zsolt 42:3	Psa.42:4	Psa.41:4	Psa.41:4	Renumber	EGYIK_SEM
Zsolt 42:4	Psa.42:5	Psa.41:5	Psa.41:5	Renumber	EGYIK_SEM
Zsolt 42:5	Psa.42:6	Psa.41:6	Psa.41:6	Renumber	EGYIK_SEM
Zsolt 42:6	Psa.42:7	Psa.41:7	Psa.41:7	Renumber	EGYIK_SEM
Zsolt 42:7	Psa.42:8	Psa.41:8	Psa.41:8	Renumber	EGYIK_SEM
Zsolt 42:8	Psa.42:9	Psa.41:9	Psa.41:9	Renumber	EGYIK_SEM
Zsolt 42:9	Psa.42:10	Psa.41:10	Psa.41:10	Renumber	EGYIK_SEM
Zsolt 43:1	Psa.43:1	Psa.42:1	Psa.42:1	Renumber	Heber
Zsolt 43:2	Psa.43:2	Psa.42:2	Psa.42:2	Renumber	Heber
Zsolt 43:3	Psa.43:3	Psa.42:3	Psa.42:3	Renumber	Heber
Zsolt 43:4	Psa.43:4	Psa.42:4	Psa.42:4	Renumber	Heber
Zsolt 43:5	Psa.43:5a	Psa.42:5	Psa.42:5a	Concatenation/Merge	EGYIK_SEM
Zsolt 43:5	Psa.43:5	Psa.42:5-6	Psa.42:5	Renumber	Heber
Zsolt 44:1	Psa.44:2	Psa.43:2	Psa.43:2	Renumber	EGYIK_SEM
Zsolt 44:10	Psa.44:11	Psa.43:11	Psa.43:11	Renumber	EGYIK_SEM
Zsolt 44:11	Psa.44:12	Psa.43:12	Psa.43:12	Renumber	EGYIK_SEM
Zsolt 44:12	Psa.44:13	Psa.43:13	Psa.43:13	Renumber	EGYIK_SEM
Zsolt 44:13	Psa.44:14	Psa.43:14	Psa.43:14	Renumber	EGYIK_SEM
Zsolt 44:14	Psa.44:15	Psa.43:15	Psa.43:15	Renumber	EGYIK_SEM
Zsolt 44:15	Psa.44:16	Psa.43:16	Psa.43:16	Renumber	EGYIK_SEM
Zsolt 44:16	Psa.44:17	Psa.43:17	Psa.43:17	Renumber	EGYIK_SEM
Zsolt 44:17	Psa.44:18	Psa.43:18	Psa.43:18	Renumber	EGYIK_SEM
Zsolt 44:18	Psa.44:19	Psa.43:19	Psa.43:19	Renumber	EGYIK_SEM
Zsolt 44:19	Psa.44:20	Psa.43:20	Psa.43:20	Renumber	EGYIK_SEM
Zsolt 44:2	Psa.44:3	Psa.43:3	Psa.43:3	Renumber	EGYIK_SEM
Zsolt 44:20	Psa.44:21	Psa.43:21	Psa.43:21	Renumber	EGYIK_SEM
Zsolt 44:21	Psa.44:22	Psa.43:22a	Psa.43:22	Concatenation/Merge	EGYIK_SEM
Zsolt 44:22	Psa.44:23	Psa.43:22b	Psa.43:23	Concatenation/Merge	EGYIK_SEM
Zsolt 44:23	Psa.44:24	Psa.43:23	Psa.43:24	Renumber	EGYIK_SEM
Zsolt 44:24	Psa.44:25	Psa.43:24	Psa.43:25	Renumber	EGYIK_SEM
Zsolt 44:25	Psa.44:26	Psa.43:25	Psa.43:26	Renumber	EGYIK_SEM
Zsolt 44:26	Psa.44:27	Psa.43:26	Psa.43:27	Renumber	EGYIK_SEM
Zsolt 44:3	Psa.44:4	Psa.43:4	Psa.43:4	Renumber	EGYIK_SEM
Zsolt 44:4	Psa.44:5	Psa.43:5	Psa.43:5	Renumber	EGYIK_SEM
Zsolt 44:5	Psa.44:6	Psa.43:6	Psa.43:6	Renumber	EGYIK_SEM
Zsolt 44:6	Psa.44:7	Psa.43:7	Psa.43:7	Renumber	EGYIK_SEM
Zsolt 44:7	Psa.44:8	Psa.43:8	Psa.43:8	Renumber	EGYIK_SEM
Zsolt 44:8	Psa.44:9	Psa.43:9	Psa.43:9	Renumber	EGYIK_SEM
Zsolt 44:9	Psa.44:10	Psa.43:10	Psa.43:10	Renumber	EGYIK_SEM
Zsolt 45:1	Psa.45:2	Psa.44:2	Psa.44:2	Renumber	EGYIK_SEM
Zsolt 45:10	Psa.45:11	Psa.44:11	Psa.44:11	Renumber	EGYIK_SEM
Zsolt 45:11	Psa.45:12	Psa.44:12	Psa.44:12	Renumber	EGYIK_SEM
Zsolt 45:12	Psa.45:13	Psa.44:13	Psa.44:13	Renumber	EGYIK_SEM
Zsolt 45:13	Psa.45:14	Psa.44:14	Psa.44:14	Renumber	EGYIK_SEM
Zsolt 45:14	Psa.45:15	Psa.44:15	Psa.44:15	Renumber	EGYIK_SEM
Zsolt 45:15	Psa.45:16	Psa.44:16	Psa.44:16	Renumber	EGYIK_SEM
Zsolt 45:16	Psa.45:17	Psa.44:17	Psa.44:17	Renumber	EGYIK_SEM
Zsolt 45:17	Psa.45:18	Psa.44:18	Psa.44:18	Renumber	EGYIK_SEM
Zsolt 45:2	Psa.45:3	Psa.44:3	Psa.44:3	Renumber	EGYIK_SEM
Zsolt 45:3	Psa.45:4	Psa.44:4	Psa.44:4	Renumber	EGYIK_SEM
Zsolt 45:4	Psa.45:5	Psa.44:5	Psa.44:5	Renumber	EGYIK_SEM
Zsolt 45:5	Psa.45:6	Psa.44:6	Psa.44:6	Renumber	EGYIK_SEM
Zsolt 45:6	Psa.45:7	Psa.44:7	Psa.44:7	Renumber	EGYIK_SEM
Zsolt 45:7	Psa.45:8	Psa.44:8	Psa.44:8	Renumber	EGYIK_SEM
Zsolt 45:8	Psa.45:9	Psa.44:9	Psa.44:9	Renumber	EGYIK_SEM
Zsolt 45:9	Psa.45:10	Psa.44:10	Psa.44:10	Renumber	EGYIK_SEM
Zsolt 46:1	Psa.46:2	Psa.45:2	Psa.45:2	Renumber	EGYIK_SEM
Zsolt 46:10	Psa.46:11	Psa.45:11	Psa.45:11	Renumber	EGYIK_SEM
Zsolt 46:11	Psa.46:12	Psa.45:12	Psa.45:12	Renumber	EGYIK_SEM
Zsolt 46:2	Psa.46:3	Psa.45:3	Psa.45:3	Renumber	EGYIK_SEM
Zsolt 46:3	Psa.46:4	Psa.45:4	Psa.45:4	Renumber	EGYIK_SEM
Zsolt 46:4	Psa.46:5	Psa.45:5	Psa.45:5	Renumber	EGYIK_SEM
Zsolt 46:5	Psa.46:6	Psa.45:6	Psa.45:6	Renumber	EGYIK_SEM
Zsolt 46:6	Psa.46:7	Psa.45:7	Psa.45:7	Renumber	EGYIK_SEM
Zsolt 46:7	Psa.46:8	Psa.45:8	Psa.45:8	Renumber	EGYIK_SEM
Zsolt 46:8	Psa.46:9	Psa.45:9	Psa.45:9	Renumber	EGYIK_SEM
Zsolt 46:9	Psa.46:10	Psa.45:10	Psa.45:10	Renumber	EGYIK_SEM
Zsolt 47:1	Psa.47:2	Psa.46:2	Psa.46:2	Renumber	EGYIK_SEM
Zsolt 47:2	Psa.47:3	Psa.46:3	Psa.46:3	Renumber	EGYIK_SEM
Zsolt 47:3	Psa.47:4	Psa.46:4	Psa.46:4	Renumber	EGYIK_SEM
Zsolt 47:4	Psa.47:5	Psa.46:5	Psa.46:5	Renumber	EGYIK_SEM
Zsolt 47:5	Psa.47:6	Psa.46:6	Psa.46:6	Renumber	EGYIK_SEM
Zsolt 47:6	Psa.47:7	Psa.46:7	Psa.46:7	Renumber	EGYIK_SEM
Zsolt 47:7	Psa.47:8	Psa.46:8	Psa.46:8	Renumber	EGYIK_SEM
Zsolt 47:8	Psa.47:9	Psa.46:9	Psa.46:9	Renumber	EGYIK_SEM
Zsolt 47:9	Psa.47:9a	Psa.46:10a	Psa.46:10a	Concatenation/Merge	EGYIK_SEM
Zsolt 47:9	Psa.47:10	Psa.46:10	Psa.46:10	Renumber	EGYIK_SEM
Zsolt 48:1	Psa.48:2	Psa.47:2	Psa.47:2	Renumber	EGYIK_SEM
Zsolt 48:10	Psa.48:11	Psa.47:11	Psa.47:11	Renumber	EGYIK_SEM
Zsolt 48:11	Psa.48:12	Psa.47:12	Psa.47:12	Renumber	EGYIK_SEM
Zsolt 48:12	Psa.48:13	Psa.47:13	Psa.47:13	Renumber	EGYIK_SEM
Zsolt 48:13	Psa.48:14	Psa.47:14	Psa.47:14	Renumber	EGYIK_SEM
Zsolt 48:14	Psa.48:15	Psa.47:15	Psa.47:15	Renumber	EGYIK_SEM
Zsolt 48:2	Psa.48:3	Psa.47:3	Psa.47:3	Renumber	EGYIK_SEM
Zsolt 48:3	Psa.48:4	Psa.47:4	Psa.47:4	Renumber	EGYIK_SEM
Zsolt 48:4	Psa.48:5	Psa.47:5	Psa.47:5	Renumber	EGYIK_SEM
Zsolt 48:5	Psa.48:6	Psa.47:6	Psa.47:6	Renumber	EGYIK_SEM
Zsolt 48:6	Psa.48:7	Psa.47:7	Psa.47:7	Renumber	EGYIK_SEM
Zsolt 48:7	Psa.48:8	Psa.47:8	Psa.47:8	Renumber	EGYIK_SEM
Zsolt 48:8	Psa.48:9	Psa.47:9	Psa.47:9	Renumber	EGYIK_SEM
Zsolt 48:9	Psa.48:10	Psa.47:10	Psa.47:10	Renumber	EGYIK_SEM
Zsolt 49:1	Psa.49:1-2	Psa.48:1-2	Psa.48:1-2	Renumber	EGYIK_SEM
Zsolt 49:1	Psa.49:2	Psa.48:2	Psa.48:2	Renumber	EGYIK_SEM
Zsolt 49:10	Psa.49:11	Psa.48:11	Psa.48:11	Renumber	EGYIK_SEM
Zsolt 49:11	Psa.49:12	Psa.48:12	Psa.48:12	Renumber	EGYIK_SEM
Zsolt 49:12	Psa.49:13	Psa.48:13	Psa.48:13	Renumber	EGYIK_SEM
Zsolt 49:13	Psa.49:14	Psa.48:14	Psa.48:14	Renumber	EGYIK_SEM
Zsolt 49:14	Psa.49:15	Psa.48:15	Psa.48:15	Renumber	EGYIK_SEM
Zsolt 49:15	Psa.49:16	Psa.48:16	Psa.48:16	Renumber	EGYIK_SEM
Zsolt 49:16	Psa.49:17	Psa.48:17	Psa.48:17	Renumber	EGYIK_SEM
Zsolt 49:17	Psa.49:18	Psa.48:18	Psa.48:18	Renumber	EGYIK_SEM
Zsolt 49:18	Psa.49:19	Psa.48:19	Psa.48:19	Renumber	EGYIK_SEM
Zsolt 49:19	Psa.49:20	Psa.48:20	Psa.48:20	Renumber	EGYIK_SEM
Zsolt 49:2	Psa.49:3	Psa.48:3	Psa.48:3	Renumber	EGYIK_SEM
Zsolt 49:20	Psa.49:21	Psa.48:21	Psa.48:21	Renumber	EGYIK_SEM
Zsolt 49:3	Psa.49:4	Psa.48:4	Psa.48:4	Renumber	EGYIK_SEM
Zsolt 49:4	Psa.49:5	Psa.48:5	Psa.48:5	Renumber	EGYIK_SEM
Zsolt 49:5	Psa.49:6	Psa.48:6	Psa.48:6	Renumber	EGYIK_SEM
Zsolt 49:6	Psa.49:7	Psa.48:7	Psa.48:7	Renumber	EGYIK_SEM
Zsolt 49:7	Psa.49:8	Psa.48:8	Psa.48:8	Renumber	EGYIK_SEM
Zsolt 49:8	Psa.49:9	Psa.48:9	Psa.48:9	Renumber	EGYIK_SEM
Zsolt 49:9	Psa.49:10	Psa.48:10	Psa.48:10	Renumber	EGYIK_SEM
Zsolt 4:1	Psa.4:2	Psa.4:2	Psa.4:2	Renumber	EGYIK_SEM
Zsolt 4:2	Psa.4:3	Psa.4:3	Psa.4:3	Renumber	EGYIK_SEM
Zsolt 4:3	Psa.4:4	Psa.4:4	Psa.4:4	Renumber	EGYIK_SEM
Zsolt 4:4	Psa.4:5	Psa.4:5	Psa.4:5	Renumber	EGYIK_SEM
Zsolt 4:5	Psa.4:6	Psa.4:6	Psa.4:6	Renumber	EGYIK_SEM
Zsolt 4:6	Psa.4:7	Psa.4:7	Psa.4:7	Renumber	EGYIK_SEM
Zsolt 4:7	Psa.4:8	Psa.4:8	Psa.4:8	Renumber	EGYIK_SEM
Zsolt 4:8	Psa.4:9	Psa.4:9-10	Psa.4:9	Concatenation/Merge	EGYIK_SEM
Zsolt 50:1	Psa.50:1	Psa.49:1	Psa.49:1	Renumber	Heber
Zsolt 50:10	Psa.50:10	Psa.49:10	Psa.49:10	Renumber	Heber
Zsolt 50:11	Psa.50:11	Psa.49:11	Psa.49:11	Renumber	Heber
Zsolt 50:12	Psa.50:12	Psa.49:12	Psa.49:12	Renumber	Heber
Zsolt 50:13	Psa.50:13	Psa.49:13	Psa.49:13	Renumber	Heber
Zsolt 50:14	Psa.50:14	Psa.49:14	Psa.49:14	Renumber	Heber
Zsolt 50:15	Psa.50:15	Psa.49:15	Psa.49:15	Renumber	Heber
Zsolt 50:16	Psa.50:16	Psa.49:16	Psa.49:16	Renumber	Heber
Zsolt 50:17	Psa.50:17	Psa.49:17	Psa.49:17	Renumber	Heber
Zsolt 50:18	Psa.50:18	Psa.49:18	Psa.49:18	Renumber	Heber
Zsolt 50:19	Psa.50:19	Psa.49:19	Psa.49:19	Renumber	Heber
Zsolt 50:2	Psa.50:2	Psa.49:2	Psa.49:2	Renumber	Heber
Zsolt 50:20	Psa.50:20	Psa.49:20	Psa.49:20	Renumber	Heber
Zsolt 50:21	Psa.50:21	Psa.49:21	Psa.49:21	Renumber	Heber
Zsolt 50:22	Psa.50:22	Psa.49:22	Psa.49:22	Renumber	Heber
Zsolt 50:23	Psa.50:23	Psa.49:23	Psa.49:23	Renumber	Heber
Zsolt 50:3	Psa.50:3	Psa.49:3	Psa.49:3	Renumber	Heber
Zsolt 50:4	Psa.50:4	Psa.49:4	Psa.49:4	Renumber	Heber
Zsolt 50:5	Psa.50:5	Psa.49:5	Psa.49:5	Renumber	Heber
Zsolt 50:6	Psa.50:6	Psa.49:6	Psa.49:6	Renumber	Heber
Zsolt 50:7	Psa.50:7	Psa.49:7	Psa.49:7	Renumber	Heber
Zsolt 50:8	Psa.50:8	Psa.49:8	Psa.49:8	Renumber	Heber
Zsolt 50:9	Psa.50:9	Psa.49:9	Psa.49:9	Renumber	Heber
Zsolt 51:1	Psa.51:1-3	Psa.50:1-3	Psa.50:1-3	Renumber	EGYIK_SEM
Zsolt 51:1	Psa.51:3	Psa.50:3	Psa.50:3	Renumber	EGYIK_SEM
Zsolt 51:10	Psa.51:12	Psa.50:12	Psa.50:12	Renumber	EGYIK_SEM
Zsolt 51:11	Psa.51:13	Psa.50:13	Psa.50:13	Renumber	EGYIK_SEM
Zsolt 51:12	Psa.51:14	Psa.50:14	Psa.50:14	Renumber	EGYIK_SEM
Zsolt 51:13	Psa.51:15	Psa.50:15	Psa.50:15	Renumber	EGYIK_SEM
Zsolt 51:14	Psa.51:16	Psa.50:16	Psa.50:16	Renumber	EGYIK_SEM
Zsolt 51:15	Psa.51:17	Psa.50:17	Psa.50:17	Renumber	EGYIK_SEM
Zsolt 51:16	Psa.51:18	Psa.50:18	Psa.50:18	Renumber	EGYIK_SEM
Zsolt 51:17	Psa.51:19	Psa.50:19	Psa.50:19	Renumber	EGYIK_SEM
Zsolt 51:18	Psa.51:20	Psa.50:20	Psa.50:20	Renumber	EGYIK_SEM
Zsolt 51:19	Psa.51:21	Psa.50:21	Psa.50:21	Renumber	EGYIK_SEM
Zsolt 51:2	Psa.51:4	Psa.50:4	Psa.50:4	Renumber	EGYIK_SEM
Zsolt 51:3	Psa.51:5	Psa.50:5	Psa.50:5	Renumber	EGYIK_SEM
Zsolt 51:4	Psa.51:6	Psa.50:6	Psa.50:6	Renumber	EGYIK_SEM
Zsolt 51:5	Psa.51:7	Psa.50:7	Psa.50:7	Renumber	EGYIK_SEM
Zsolt 51:6	Psa.51:8	Psa.50:8	Psa.50:8	Renumber	EGYIK_SEM
Zsolt 51:7	Psa.51:9	Psa.50:9	Psa.50:9	Renumber	EGYIK_SEM
Zsolt 51:8	Psa.51:10	Psa.50:10	Psa.50:10	Renumber	EGYIK_SEM
Zsolt 51:9	Psa.51:11	Psa.50:11	Psa.50:11	Renumber	EGYIK_SEM
Zsolt 52:1	Psa.52:1-3	Psa.51:1-3	Psa.51:1-3	Renumber	EGYIK_SEM
Zsolt 52:1	Psa.52:3	Psa.51:3	Psa.51:3	Renumber	EGYIK_SEM
Zsolt 52:2	Psa.52:4	Psa.51:4	Psa.51:4	Renumber	EGYIK_SEM
Zsolt 52:3	Psa.52:5	Psa.51:5	Psa.51:5	Renumber	EGYIK_SEM
Zsolt 52:4	Psa.52:6	Psa.51:6	Psa.51:6	Renumber	EGYIK_SEM
Zsolt 52:5	Psa.52:7	Psa.51:7	Psa.51:7	Renumber	EGYIK_SEM
Zsolt 52:6	Psa.52:8	Psa.51:8	Psa.51:8	Renumber	EGYIK_SEM
Zsolt 52:7	Psa.52:9	Psa.51:9	Psa.51:9	Renumber	EGYIK_SEM
Zsolt 52:8	Psa.52:10	Psa.51:10	Psa.51:10	Renumber	EGYIK_SEM
Zsolt 52:9	Psa.52:11	Psa.51:11	Psa.51:11	Renumber	EGYIK_SEM
Zsolt 53:1	Psa.53:2	Psa.52:2	Psa.52:2	Renumber	EGYIK_SEM
Zsolt 53:2	Psa.53:3	Psa.52:3	Psa.52:3	Renumber	EGYIK_SEM
Zsolt 53:3	Psa.53:4	Psa.52:4	Psa.52:4	Renumber	EGYIK_SEM
Zsolt 53:4	Psa.53:5	Psa.52:5	Psa.52:5	Renumber	EGYIK_SEM
Zsolt 53:5	Psa.53:6	Psa.52:6	Psa.52:6	Renumber	EGYIK_SEM
Zsolt 53:6	Psa.53:7	Psa.52:7	Psa.52:7	Renumber	EGYIK_SEM
Zsolt 54:1	Psa.54:3-4	Psa.53:3-4	Psa.53:3-4	Concatenation/Merge	EGYIK_SEM
Zsolt 54:1	Psa.54:1-3	Psa.53:1-3	Psa.53:1-3	Renumber	EGYIK_SEM
Zsolt 54:1	Psa.54:3	Psa.53:3	Psa.53:3	Renumber	EGYIK_SEM
Zsolt 54:2	Psa.54:4	Psa.53:4	Psa.53:4	Concatenation/Merge	EGYIK_SEM
Zsolt 54:3	Psa.54:5	Psa.53:5	Psa.53:5	Renumber	EGYIK_SEM
Zsolt 54:4	Psa.54:6	Psa.53:6	Psa.53:6	Renumber	EGYIK_SEM
Zsolt 54:5	Psa.54:7	Psa.53:7	Psa.53:7	Renumber	EGYIK_SEM
Zsolt 54:6	Psa.54:8	Psa.53:8	Psa.53:8	Renumber	EGYIK_SEM
Zsolt 54:7	Psa.54:9	Psa.53:9	Psa.53:9	Renumber	EGYIK_SEM
Zsolt 55:1	Psa.55:2	Psa.54:2	Psa.54:2	Renumber	EGYIK_SEM
Zsolt 55:10	Psa.55:11	Psa.54:11	Psa.54:11	Renumber	EGYIK_SEM
Zsolt 55:11	Psa.55:12	Psa.54:12	Psa.54:12	Renumber	EGYIK_SEM
Zsolt 55:12	Psa.55:13	Psa.54:13	Psa.54:13	Renumber	EGYIK_SEM
Zsolt 55:13	Psa.55:14	Psa.54:14	Psa.54:14	Renumber	EGYIK_SEM
Zsolt 55:14	Psa.55:15	Psa.54:15	Psa.54:15	Renumber	EGYIK_SEM
Zsolt 55:15	Psa.55:16	Psa.54:16	Psa.54:16	Renumber	EGYIK_SEM
Zsolt 55:16	Psa.55:17	Psa.54:17	Psa.54:17	Renumber	EGYIK_SEM
Zsolt 55:17	Psa.55:18	Psa.54:18	Psa.54:18	Renumber	EGYIK_SEM
Zsolt 55:18	Psa.55:19	Psa.54:19	Psa.54:19	Renumber	EGYIK_SEM
Zsolt 55:19	Psa.55:20	Psa.54:20	Psa.54:20	Renumber	EGYIK_SEM
Zsolt 55:2	Psa.55:3	Psa.54:3	Psa.54:3	Renumber	EGYIK_SEM
Zsolt 55:20	Psa.55:21	Psa.54:21	Psa.54:21	Renumber	EGYIK_SEM
Zsolt 55:21	Psa.55:22	Psa.54:22	Psa.54:22	Renumber	EGYIK_SEM
Zsolt 55:22	Psa.55:23	Psa.54:23	Psa.54:23	Renumber	EGYIK_SEM
Zsolt 55:23	Psa.55:24	Psa.54:24	Psa.54:24	Renumber	EGYIK_SEM
Zsolt 55:3	Psa.55:4	Psa.54:4	Psa.54:4	Renumber	EGYIK_SEM
Zsolt 55:4	Psa.55:5	Psa.54:5	Psa.54:5	Renumber	EGYIK_SEM
