# GENERÁLT: eszkozok/lxx_os_import.py — kézzel nem szerkesztendő.
# forras: lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 (CC BY 4.0) + GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 (CC BY 4.0)
# sha256(verse_pairs.jsonl)=3a91c571f1f32545f78397a256fdfa5124bcbcbc42902411a8a93209dcb2e985 | sha256(GreekWordList.js)=84703d5de9fae423c141ff374ffab73fcda288d0a400fcd500445302a5dbe483
igehely_lxx	igehely_kjv	igehely_karoli	karoli_ok	pozicio	szoalak	normalizalt	lemma	morf	strong	strong_ok	proveniencia
2 Esdras 1:1	1:1		nincs_karoli_konyv	1	καὶ	και	καί	conjunction	2532		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	2	ἐν	εν	ἐν	preposition	1722		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	3	τῷ	τω	ὁ	article masc/neut dat sg	3588		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	4	πρώτῳ	πρωτω	πρῶτος	adjective neut dat sg	4413		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	5	ἔτει	ετει	ἔτος	noun neut dat sg	2094		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	6	Κύρου	κυρου	Κῦρος	proper noun masc gen sg		nincs_uszbeli_megfelelo	forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	7	τοῦ	του	ὁ	article masc/neut gen sg	3588		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	8	βασιλέως	βασιλεως	βασιλεύς	noun masc gen sg	935		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	9	Περσῶν	περσων	Πέρσης	proper noun masc gen pl		nincs_uszbeli_megfelelo	forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	10	τοῦ	του	ὁ	article masc/neut gen sg	3588		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	11	τελεσθῆναι	τελεσθηναι	τελέω	verb aor inf pass	5055		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	12	λόγον	λογον	λόγος	noun masc acc sg	3056		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	13	κυρίου	κυριου	κύριος	noun masc gen sg	2962		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	14	ἀπὸ	απο	ἀπό	preposition	575		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	15	στόματος	στοματος	στόμα	noun neut gen sg	4750		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	16	Ιερεμιου	ιερεμιου	Ἰερεμίας	proper noun masc gen sg	2408		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	17	ἐξήγειρεν	εξηγειρεν	ἐξεγείρω	verb aor ind act 3rd sg	1825		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	18	κύριος	κυριος	κύριος	noun masc nom sg	2962		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	19	τὸ	το	ὁ	article neut nom/voc/acc sg	3588		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	20	πνεῦμα	πνευμα	πνεῦμα	noun neut nom/voc/acc sg	4151		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	21	Κύρου	κυρου	Κῦρος	proper noun masc gen sg		nincs_uszbeli_megfelelo	forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	22	βασιλέως	βασιλεως	βασιλεύς	noun masc gen sg	935		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	23	Περσῶν	περσων	Πέρσης	proper noun masc gen pl		nincs_uszbeli_megfelelo	forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	24	καὶ	και	καί	conjunction	2532		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	25	παρήγγειλεν	παρηγγειλεν	παραγγέλλω	verb aor ind act 3rd sg	3853		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	26	φωνὴν	φωνην	φωνή	noun fem acc sg	5456		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	27	ἐν	εν	ἐν	preposition	1722		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	28	πάσῃ	παση	πᾶς	adjective fem dat sg	3956		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	29	βασιλείᾳ	βασιλεια	βασιλεία	noun fem dat sg	932		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
2 Esdras 1:1	1:1		nincs_karoli_konyv	30	αὐτοῦ	αυτου	αὐτός	pronoun 3rd gen sg	846		forras=lxx-morph@c91f6b1e8fb3ba37df701e6ae31f675ace71a2b2 | forras=GreekWordList@dd5a2fd530ab3c6b748c174cec38966c356d8111 | ts=2026-09-26
