# S0.6 atiras-lista tisztitasa. Forras: naplok/RENDER_R0_atirasok.tsv (936 tetel).
# Az "alak" kategoria (896 tetel) szetvalasztva a "blokk" mezo alapjan:
#   blokk=lxx -> lxx_idezet (347); blokk=elofordulasok -> igeszoveg (386);
#   blokk=szocikkek/kolofon/kizart/jelmagyarazat -> egyeb (163).
# "lemma" tipusu sorok (40 tetel) valtozatlanul athozva, kategoria=nem_alkalmazhato.
# Hamis-gyanus szures: a jelmagyarazat-blokk 1-2 karakteres "szo" mezoi (pl. gorog
# betujelek pi/pszi/delta a jelmagyarazatban) NEM valodi szoalakok, cimke-jellegűek;
# a kizart blokk mar eleve a forras sajat kizarasi jelolese.
fajl	blokk	nyelv	tipus	strong	szo	atirat	kategoria	hamis_besorolas
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'o.la	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'o.la	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'o.la	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			sh.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			sh.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	lxx	heber	alak			she.'ol	lxx_idezet	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	gorog	alak		δ	hadész	egyeb	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	gorog	alak		β	abüsszosz	egyeb	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	gorog	alak		δ	hadész	egyeb	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	heber	alak			seól	egyeb	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	heber	alak			tehóm	egyeb	valodinak_tekintve
lexikon/ALVIL-001_TUDOMANYOS.md	kolofon	heber	alak			seól	egyeb	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	jelmagyarazat	gorog	alak		π	pneuma	egyeb	hamis_gyanus — jelmagyarazat-cimke, nem valodi szoalak
lexikon/ANTROP-001_TUDOMANYOS.md	jelmagyarazat	gorog	alak		ψ	pszükhé	egyeb	hamis_gyanus — jelmagyarazat-cimke, nem valodi szoalak
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		ψ	psuchē	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	pneuma	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	pneumatos	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	pneuma	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		ψ	psuchēn	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	pneuma	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		ψ	psuchē	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	pneumatos	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	gorog	alak		ψ	psuchēs	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	heber	alak			Ne.fesh	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	heber	alak			chai.Yah	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	elofordulasok	heber	alak			"élő lélek"	igeszoveg	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	kizart	gorog	alak		π	pneuma	egyeb	mar_kizartkent_jelolve_a_forrasban
lexikon/ANTROP-001_TUDOMANYOS.md	kizart	gorog	alak		ψ	pszükhé	egyeb	mar_kizartkent_jelolve_a_forrasban
lexikon/ANTROP-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G4151	πνεῦμα	pneuma	lemma	nem_alkalmazhato
lexikon/ANTROP-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G5590	ψυχή	psuchē	lemma	nem_alkalmazhato
lexikon/ANTROP-001_TUDOMANYOS.md	szocikkek	heber	lemma	H2416	חַי	chay	lemma	nem_alkalmazhato
lexikon/ANTROP-001_TUDOMANYOS.md	szocikkek	heber	lemma	H5315	נֶ֫פֶשׁ	ne.phesh	lemma	nem_alkalmazhato
lexikon/ANTROP-001_TUDOMANYOS.md	lxx	gorog	alak		ψ	ψυχή, psuchē G5590	lxx_idezet	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	lxx	heber	alak			Ne.fesh	lxx_idezet	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	kolofon	gorog	alak		π	pneuma	egyeb	valodinak_tekintve
lexikon/ANTROP-001_TUDOMANYOS.md	kolofon	gorog	alak		ψ	pszükhé	egyeb	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	jelmagyarazat	gorog	alak		π	pneuma	egyeb	hamis_gyanus — jelmagyarazat-cimke, nem valodi szoalak
lexikon/HAMART-001_TUDOMANYOS.md	jelmagyarazat	gorog	alak		ψ	pszükhé	egyeb	hamis_gyanus — jelmagyarazat-cimke, nem valodi szoalak
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		φ	phthoras	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	epikataratos	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	epikataratos	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		κ	kataras	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		δ	diaphtheirontas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		φ	ephtheiren	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		τ	hé ktiszisz ... té mataiotéti hüpetagé	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		δ	hé dúleia tész fthorász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		φ	fthora	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		φ	ftheiró	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	epikatáratosz pász hosz úk emmenei	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		γ	genomenosz hüper hémón katara	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		κ	kekatéraménosz, G2672	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		π	epikataratosz	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		κ	gé ... ekferúsza akanthász kai tribolúsz ... katarász engüsz	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		τ	gé + akantha + tribolosz	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		κ	katara	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		δ	diaftheirai túsz diaftheirontász tén gén	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	gorog	alak		τ	hétisz eftheiren tén gén en té porneia autész	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			i.tze.vo.Ne	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			Kotz	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Tat	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'i.tze.Von	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ra'	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.da.Mah	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ti.sha.Chet	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hish.Chit	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			sha.Chet	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ka.Lel	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			sha.Chet	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			sha.Chet	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.'Or	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hish.Chi.tu	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hish.Chi.tu	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			'a.Rur	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.mas-	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.mas-	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			cha.Mas	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			itzevónékh	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			arúrá há'adamá ba'avúrekhá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			kóc vedardar	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hattát	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr attá min-há'adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			itzevón	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			érerá JHVH, Pi'él	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			rá'á / ra	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			vattissáchét há'árec, Nif'ál	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			vattimmálé háárec hámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			nishcháta, Nif'ál	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hishchít kol-bászár, Hif'íl	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			mashchítám	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			lesachét, Pi'él	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ló oszíf lekallél	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ód et-háadámá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			lesachét, Pi'él	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			lesachét, Pi'él	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr Kenáan	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			umkalelkhá á'ór ... venivrekhú vekhá kol mispechót há'adamá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			bárúkh	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hishchítú	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hishchítú	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			málú ... ne'ót chámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			álá, H0423	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ló-jissámá ód chámász be'arcékh	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			chámász vásód jissámá báh	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			árúr haggever aser jivtach bá'ádám	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			chámász bá'árec	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			málá ... chámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			málú et-há'árec chámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			málú tókhekhá chámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			vejásúvú ... min-hechámász aser bekhappéhem	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			málú chámász	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			ez'ak élekhá chámász veló tósía	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			méchamasz ádám	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			méchamasz ádám	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	elofordulasok	heber	alak			hamemal'ím ... chámász umirmá	igeszoveg	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G1311	διαφθείρω	diaphtheirō	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G1944	ἐπικατάρατος	epikataratos	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G2671	κατάρα	katara	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G5351	φθείρω	phtheirō	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	gorog	lemma	G5356	φθορά	phthora	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H0127	אֲדָמָה	a.da.mah	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H0779	אָרַר	a.rar	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H2403	חַטָּאָה	chat.ta.ah	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H2555	חָמָס	cha.mas	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H6093	עִצָּבוֹן	its.tsa.von	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H6975	קוֹץ	qots	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H7043	קָלַל	qa.lal	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H7451	רַע	ra	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	szocikkek	heber	lemma	H7843	שָׁחַת	sha.chat	lemma	nem_alkalmazhato
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		φ	φθείρω, phtheirō G5351	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		π	ἐπικατάρατος, epikataratos G1944	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		δ	διαφθείρω, diaphtheirō G1311	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	gorog	alak		δ	διαφθείρω, diaphtheirō G1311	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.Rur	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			i.tze.vo.Ne	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			Kotz	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			cha.Tat	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.Rur	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'a.da.Mah	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			'i.tze.Von	lxx_idezet	valodinak_tekintve
lexikon/HAMART-001_TUDOMANYOS.md	lxx	heber	alak			ra'	lxx_idezet	valodinak_tekintve
