# T1.1 munkalap (TEREMT002_KUTATAS_BRIEF.md) -- adat/auditok.tsv alakjában, betöltés a T1.3-ban. Sema: adat/SEMA.md 2.9
id	lepes	proveniencia	datum
TEREMT-002	A5	scope=range:Jel 20:11 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=0 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:Jer 9:10 | forras=LXX_kivonat_Jeremias.tsv+TAGNT_kivonat.tsv | n=32 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Jer 9:10 | forras=TSK_kereszthivatkozasok.tsv | n=20 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Jer 9:10 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:Jer 9:15 | forras=LXX_kivonat_Jeremias.tsv+TAGNT_kivonat.tsv | n=18 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Jer 9:15 | forras=TSK_kereszthivatkozasok.tsv | n=13 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Jer 9:15 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:Zsolt 80:6 | forras=LXX_kivonat_Zsoltarok.tsv+TAGNT_kivonat.tsv | n=13 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Zsolt 80:6 | forras=TSK_kereszthivatkozasok.tsv | n=12 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Zsolt 80:6 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:Zsolt 80:7 | forras=LXX_kivonat_Zsoltarok.tsv+TAGNT_kivonat.tsv | n=15 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Zsolt 80:7 | forras=TSK_kereszthivatkozasok.tsv | n=10 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Zsolt 80:7 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=3 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:2Kir 21:13 | forras=LXX_kivonat_Kiralyok_2.tsv+TAGNT_kivonat.tsv | n=26 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:2Kir 21:13 | forras=TSK_kereszthivatkozasok.tsv | n=20 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:2Kir 21:13 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	B4	scope=range:Sir 2:8 | forras=LXX_kivonat_Siralmak.tsv+TAGNT_kivonat.tsv | n=24 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Sir 2:8 | forras=TSK_kereszthivatkozasok.tsv | n=15 | ts=2026-09-25T11:04Z	2026.09.25
TEREMT-002	A5	scope=range:Sir 2:8 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Sof 2:14 | forras=LXX_kivonat_Sofonias.tsv+TAGNT_kivonat.tsv | n=38 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Sof 2:14 | forras=TSK_kereszthivatkozasok.tsv | n=9 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Sof 2:14 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:2 | forras=TSK_kereszthivatkozasok.tsv | n=33 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:2 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=3 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ézs 14:23 | forras=LXX_kivonat_Ezsaias.tsv+TAGNT_kivonat.tsv | n=19 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 14:23 | forras=TSK_kereszthivatkozasok.tsv | n=17 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 14:23 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=0 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:2Sám 8:2 | forras=LXX_kivonat_Samuel_2.tsv+TAGNT_kivonat.tsv | n=36 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:2Sám 8:2 | forras=TSK_kereszthivatkozasok.tsv | n=21 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:2Sám 8:2 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Mal 1:3 | forras=LXX_kivonat_Malakias.tsv+TAGNT_kivonat.tsv | n=18 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Mal 1:3 | forras=TSK_kereszthivatkozasok.tsv | n=31 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Mal 1:3 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Mal 1:4 | forras=LXX_kivonat_Malakias.tsv+TAGNT_kivonat.tsv | n=33 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Mal 1:4 | forras=TSK_kereszthivatkozasok.tsv | n=28 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Mal 1:4 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:21 | forras=TSK_kereszthivatkozasok.tsv | n=15 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:21 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:23 | forras=TSK_kereszthivatkozasok.tsv | n=28 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Jel 18:23 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=3 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ézs 13:20 | forras=LXX_kivonat_Ezsaias.tsv+TAGNT_kivonat.tsv | n=26 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 13:20 | forras=TSK_kereszthivatkozasok.tsv | n=17 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 13:20 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ézs 13:22 | forras=LXX_kivonat_Ezsaias.tsv+TAGNT_kivonat.tsv | n=16 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 13:22 | forras=TSK_kereszthivatkozasok.tsv | n=11 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 13:22 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ézs 66:12 | forras=LXX_kivonat_Ezsaias.tsv+TAGNT_kivonat.tsv | n=28 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 66:12 | forras=TSK_kereszthivatkozasok.tsv | n=15 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ézs 66:12 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ez 34:12 | forras=LXX_kivonat_Ezekiel.tsv+TAGNT_kivonat.tsv | n=37 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:12 | forras=TSK_kereszthivatkozasok.tsv | n=19 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:12 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ez 34:13 | forras=LXX_kivonat_Ezekiel.tsv+TAGNT_kivonat.tsv | n=36 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:13 | forras=TSK_kereszthivatkozasok.tsv | n=30 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:13 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ez 34:14 | forras=LXX_kivonat_Ezekiel.tsv+TAGNT_kivonat.tsv | n=33 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:14 | forras=TSK_kereszthivatkozasok.tsv | n=18 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:14 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ez 34:15 | forras=LXX_kivonat_Ezekiel.tsv+TAGNT_kivonat.tsv | n=19 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:15 | forras=TSK_kereszthivatkozasok.tsv | n=14 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:15 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=1 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:Ez 34:16 | forras=LXX_kivonat_Ezekiel.tsv+TAGNT_kivonat.tsv | n=24 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:16 | forras=TSK_kereszthivatkozasok.tsv | n=28 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ez 34:16 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=2 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ján 10:11 | forras=TSK_kereszthivatkozasok.tsv | n=29 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:Ján 10:11 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=3 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:1Móz 33:13 | forras=LXX_kivonat_Genezis.tsv+TAGNT_kivonat.tsv | n=30 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:1Móz 33:13 | forras=TSK_kereszthivatkozasok.tsv | n=9 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:1Móz 33:13 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=0 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=range:4Móz 11:12 | forras=LXX_kivonat_Numeri.tsv+TAGNT_kivonat.tsv | n=35 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:4Móz 11:12 | forras=TSK_kereszthivatkozasok.tsv | n=13 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	A5	scope=range:4Móz 11:12 | forras=Karoli_1908.tsv+Karoli_kereszthivatkozasok.tsv | n=0 | ts=2026-09-25T11:05Z	2026.09.25
TEREMT-002	B4	scope=manual | forras=nem alkalmazható: igealak a gerinc-elemekre (H8414, H0922 — mindkettő főnév) | ts=2026-09-25T11:05Z	2026.09.25
