# GENERÁLT: eszkozok/lxx_osszevetes.py — kézzel nem szerkesztendő.
id	igehely	strong	regi_talalat	uj_talalat	uj_szoalak	uj_lemma	megjegyzes
TEREMT-001	Zsolt 42:8	G2316	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G2532	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G2962	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G3571	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G3588	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G3592	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G3844	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 42:8	G4335	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 71:20	G0012	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G0321	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G1065	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G1166	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G1473	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G1537	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G1587	nem	igen	ἐξέλιπον	ἐκλείπω	csak uj
TEREMT-001	Zsolt 71:20	G1994	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G2227	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G2347	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G2421	nem	igen	Ιεσσαι	Ιεσσαι	csak uj
TEREMT-001	Zsolt 71:20	G2532	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G2556	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G3588	igen	igen	οἱ	ὁ	egyezik
TEREMT-001	Zsolt 71:20	G3745	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G3825	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G4183	igen	nem			csak regi
TEREMT-001	Zsolt 71:20	G5207	nem	igen	υἱοῦ	υἱός	csak uj
TEREMT-001	Zsolt 71:20	G5215	nem	igen	ὕμνοι	ὕμνος	csak uj
TEREMT-001	Zsolt 77:17	G0154	nem	igen	αἰτῆσαι	αἰτέω	csak uj
TEREMT-001	Zsolt 77:17	G0846	nem	igen	αὐτῶν	αὐτός	csak uj
TEREMT-001	Zsolt 77:17	G0956	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G1033	nem	igen	βρώματα	βρῶμα	csak uj
TEREMT-001	Zsolt 77:17	G1063	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G1279	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G1325	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G1598	nem	igen	ἐξεπείρασαν	ἐκπειράζω	csak uj
TEREMT-001	Zsolt 77:17	G1722	nem	igen	ἐν	ἐν	csak uj
TEREMT-001	Zsolt 77:17	G2316	nem	igen	θεὸν	θεός	csak uj
TEREMT-001	Zsolt 77:17	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Zsolt 77:17	G2588	nem	igen	καρδίαις	καρδία	csak uj
TEREMT-001	Zsolt 77:17	G3507	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G3588	igen	igen	τὸν	ὁ	egyezik
TEREMT-001	Zsolt 77:17	G4771	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G5456	igen	nem			csak regi
TEREMT-001	Zsolt 77:17	G5590	nem	igen	ψυχαῖς	ψυχή	csak uj
TEREMT-001	Zsolt 78:15	G0012	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G0846	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G1284	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G1722	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G2048	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G2532	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G3739	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G4073	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G4183	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 78:15	G4222	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 104:6	G0011	nem	igen	Αβρααμ	Αβρααμ	csak uj
TEREMT-001	Zsolt 104:6	G0012	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
TEREMT-001	Zsolt 104:6	G1401	nem	igen	δοῦλοι	δοῦλος	csak uj
TEREMT-001	Zsolt 104:6	G1588	nem	igen	ἐκλεκτοὶ	ἐκλεκτός	csak uj
TEREMT-001	Zsolt 104:6	G1909	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G2384	nem	igen	Ιακωβ	Ιακωβ	csak uj
TEREMT-001	Zsolt 104:6	G2440	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G2476	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G3588	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G3735	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G3739	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G4018	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G4690	nem	igen	σπέρμα	σπέρμα	csak uj
TEREMT-001	Zsolt 104:6	G5204	igen	nem			csak regi
TEREMT-001	Zsolt 104:6	G5207	nem	igen	υἱοὶ	υἱός	csak uj
TEREMT-001	Zsolt 106:9	G0012	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G0018	nem	igen	ἀγαθῶν	ἀγαθός	csak uj
TEREMT-001	Zsolt 106:9	G0846	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G1705	nem	igen	ἐνέπλησεν	ἐμπίπλημι	csak uj
TEREMT-001	Zsolt 106:9	G1722	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G2008	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G2048	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G2063	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G2281	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Zsolt 106:9	G2756	nem	igen	κενὴν	κενός	csak uj
TEREMT-001	Zsolt 106:9	G3583	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G3588	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G3594	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G3739	igen	nem			csak regi
TEREMT-001	Zsolt 106:9	G3754	nem	igen	ὅτι	ὅτι	csak uj
TEREMT-001	Zsolt 106:9	G3983	nem	igen	πεινῶσαν	πεινάω	csak uj
TEREMT-001	Zsolt 106:9	G5526	nem	igen	ἐχόρτασεν	χορτάζω	csak uj
TEREMT-001	Zsolt 106:9	G5590	nem	igen	ψυχὴν	ψυχή	csak uj
TEREMT-001	Zsolt 107:26	G0012	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G0305	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G0846	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G1722	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G2193	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G2532	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G2556	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G2597	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G3588	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G3772	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G5080	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 107:26	G5590	igen	nem			szamozas miatt nem parosithato (uj kivonatban nincs ez az igehely)
TEREMT-001	Zsolt 135:6	G0012	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G0165	nem	igen	αἰῶνα	αἰών	csak uj
TEREMT-001	Zsolt 135:6	G0846	nem	igen	αὐτοῦ	αὐτός	csak uj
TEREMT-001	Zsolt 135:6	G1065	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G1093	nem	igen	γῆν	γῆ	csak uj
TEREMT-001	Zsolt 135:6	G1519	nem	igen	εἰς	εἰς	csak uj
TEREMT-001	Zsolt 135:6	G1656	nem	igen	ἔλεος	ἔλεος	csak uj
TEREMT-001	Zsolt 135:6	G1722	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G1909	nem	igen	ἐπὶ	ἐπί	csak uj
TEREMT-001	Zsolt 135:6	G2281	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G2309	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G2532	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G2962	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G3588	igen	igen	τῷ	ὁ	egyezik
TEREMT-001	Zsolt 135:6	G3745	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G3754	nem	igen	ὅτι	ὅτι	csak uj
TEREMT-001	Zsolt 135:6	G3772	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G3956	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G4160	igen	nem			csak regi
TEREMT-001	Zsolt 135:6	G4732	nem	igen	στερεώσαντι	στερεόω	csak uj
TEREMT-001	Zsolt 135:6	G5204	nem	igen	ὑδάτων	ὕδωρ	csak uj
TEREMT-001	Zsolt 148:7	G0012	igen	igen	ἄβυσσοι	ἄβυσσος	egyezik
TEREMT-001	Zsolt 148:7	G0134	igen	igen	αἰνεῖτε	αἰνέω	egyezik
TEREMT-001	Zsolt 148:7	G1065	igen	nem			csak regi
TEREMT-001	Zsolt 148:7	G1093	nem	igen	γῆς	γῆ	csak uj
TEREMT-001	Zsolt 148:7	G1404	igen	igen	δράκοντες	δράκων	egyezik
TEREMT-001	Zsolt 148:7	G1537	igen	igen	ἐκ	ἐκ	egyezik
TEREMT-001	Zsolt 148:7	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Zsolt 148:7	G2962	igen	igen	κύριον	κύριος	egyezik
TEREMT-001	Zsolt 148:7	G3588	igen	igen	τὸν	ὁ	egyezik
TEREMT-001	Zsolt 148:7	G3956	igen	igen	πᾶσαι	πᾶς	egyezik
TEREMT-001	Péld 3:20	G0012	igen	igen	ἄβυσσοι	ἄβυσσος	egyezik
TEREMT-001	Péld 3:20	G0144	igen	igen	αἰσθήσει	αἴσθησις	egyezik
TEREMT-001	Péld 3:20	G1161	igen	igen	δὲ	δέ	egyezik
TEREMT-001	Péld 3:20	G1722	igen	igen	ἐν	ἐν	egyezik
TEREMT-001	Péld 3:20	G3509	igen	igen	νέφη	νέφος	egyezik
TEREMT-001	Péld 3:20	G4482	nem	igen	ἐρρύησαν	ῥέω	csak uj
TEREMT-001	Péld 3:20	G4486	igen	igen	ἐρράγησαν	ῥήγνυμι	egyezik
TEREMT-001	Péld 8:24	G0012	igen	igen	ἀβύσσους	ἄβυσσος	egyezik
TEREMT-001	Péld 8:24	G1065	igen	nem			csak regi
TEREMT-001	Péld 8:24	G1093	nem	igen	γῆν	γῆ	csak uj
TEREMT-001	Péld 8:24	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Péld 8:24	G3588	igen	igen	τοῦ	ὁ	egyezik
TEREMT-001	Péld 8:24	G4077	igen	igen	πηγὰς	πηγή	egyezik
TEREMT-001	Péld 8:24	G4160	igen	igen	ποιῆσαι	ποιέω	egyezik
TEREMT-001	Péld 8:24	G4253	igen	igen	πρὸ	πρό	egyezik
TEREMT-001	Péld 8:24	G4281	igen	igen	προελθεῖν	προέρχομαι	egyezik
TEREMT-001	Péld 8:24	G5204	igen	igen	ὑδάτων	ὕδωρ	egyezik
TEREMT-001	Péld 8:27	G0417	igen	igen	ἀνέμων	ἄνεμος	egyezik
TEREMT-001	Péld 8:27	G0846	igen	igen	αὐτῷ	αὐτός	egyezik
TEREMT-001	Péld 8:27	G0873	igen	igen	ἀφώριζεν	ἀφορίζω	egyezik
TEREMT-001	Péld 8:27	G1438	igen	igen	ἑαυτοῦ	ἑαυτοῦ	egyezik
TEREMT-001	Péld 8:27	G1909	igen	igen	ἐπ᾿	ἐπί	egyezik
TEREMT-001	Péld 8:27	G2090	igen	igen	ἡτοίμαζεν	ἑτοιμάζω	egyezik
TEREMT-001	Péld 8:27	G2259	igen	igen	ἡνίκα	ἡνίκα	egyezik
TEREMT-001	Péld 8:27	G2362	igen	igen	θρόνον	θρόνος	egyezik
TEREMT-001	Péld 8:27	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Péld 8:27	G3588	igen	igen	τὸν	ὁ	egyezik
TEREMT-001	Péld 8:27	G3753	igen	igen	ὅτε	ὅτε	egyezik
TEREMT-001	Péld 8:27	G3772	igen	igen	οὐρανόν	οὐρανός	egyezik
TEREMT-001	Péld 8:27	G4840	nem	igen	συμπαρήμην	συμπάρειμι	csak uj
TEREMT-001	Péld 8:28	G0507	igen	nem			csak regi
TEREMT-001	Péld 8:28	G0804	igen	igen	ἀσφαλεῖς	ἀσφαλής	egyezik
TEREMT-001	Péld 8:28	G2259	igen	igen	ἡνίκα	ἡνίκα	egyezik
TEREMT-001	Péld 8:28	G2478	igen	igen	ἰσχυρὰ	ἰσχυρός	egyezik
TEREMT-001	Péld 8:28	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Péld 8:28	G3509	igen	igen	νέφη	νέφος	egyezik
TEREMT-001	Péld 8:28	G3588	igen	igen	τὰ	ὁ	egyezik
TEREMT-001	Péld 8:28	G3739	igen	nem			csak regi
TEREMT-001	Péld 8:28	G3772	igen	igen	οὐρανὸν	οὐρανός	egyezik
TEREMT-001	Péld 8:28	G4077	igen	igen	πηγὰς	πηγή	egyezik
TEREMT-001	Péld 8:28	G4160	igen	igen	ἐποίει	ποιέω	egyezik
TEREMT-001	Péld 8:28	G5087	igen	igen	ἐτίθει	τίθημι	egyezik
TEREMT-001	Péld 8:28	G5259	igen	igen	ὑπ᾿	ὑπό	egyezik
TEREMT-001	Ézs 51:10	G0012	igen	igen	ἀβύσσου	ἄβυσσος	egyezik
TEREMT-001	Ézs 51:10	G0899	igen	igen	βάθη	βάθος	egyezik
TEREMT-001	Ézs 51:10	G2049	igen	igen	ἐρημοῦσα	ἐρημόω	egyezik
TEREMT-001	Ézs 51:10	G2281	igen	igen	θάλασσαν	θάλασσα	egyezik
TEREMT-001	Ézs 51:10	G3588	igen	igen	ἡ	ὁ	egyezik
TEREMT-001	Ézs 51:10	G3598	igen	igen	ὁδὸν	ὁδός	egyezik
TEREMT-001	Ézs 51:10	G4128	igen	igen	πλῆθος	πλῆθος	egyezik
TEREMT-001	Ézs 51:10	G4506	nem	igen	ῥυομένοις	ῥύομαι	csak uj
TEREMT-001	Ézs 51:10	G5087	igen	igen	θεῖσα	τίθημι	egyezik
TEREMT-001	Ézs 51:10	G5204	igen	igen	ὕδωρ	ὕδωρ	egyezik
TEREMT-001	Ézs 63:13	G0012	igen	igen	ἀβύσσου	ἄβυσσος	egyezik
TEREMT-001	Ézs 63:13	G0071	igen	igen	ἤγαγεν	ἄγω	egyezik
TEREMT-001	Ézs 63:13	G0846	igen	igen	αὐτοὺς	αὐτός	egyezik
TEREMT-001	Ézs 63:13	G1223	igen	igen	διὰ	διά	egyezik
TEREMT-001	Ézs 63:13	G2048	igen	igen	ἐρήμου	ἔρημος	egyezik
TEREMT-001	Ézs 63:13	G2462	igen	igen	ἵππον	ἵππος	egyezik
TEREMT-001	Ézs 63:13	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Ézs 63:13	G2872	igen	igen	ἐκοπίασαν	κοπιάω	egyezik
TEREMT-001	Ézs 63:13	G3364	igen	nem			csak regi
TEREMT-001	Ézs 63:13	G3588	igen	igen	τῆς	ὁ	egyezik
TEREMT-001	Ézs 63:13	G3739	igen	nem			csak regi
TEREMT-001	Ézs 63:13	G3756	nem	igen	οὐκ	οὐ	csak uj
TEREMT-001	Ez 26:19	G0012	igen	igen	ἄβυσσον	ἄβυσσος	egyezik
TEREMT-001	Ez 26:19	G0321	igen	igen	ἀναγαγεῖν	ἀνάγω	egyezik
TEREMT-001	Ez 26:19	G1325	igen	igen	δῶ	δίδωμι	egyezik
TEREMT-001	Ez 26:19	G1473	igen	igen	με	ἐγώ	egyezik
TEREMT-001	Ez 26:19	G1722	igen	igen	ἐν	ἐν	egyezik
TEREMT-001	Ez 26:19	G1909	igen	igen	ἐπὶ	ἐπί	egyezik
TEREMT-001	Ez 26:19	G2049	igen	igen	ἠρημωμένην	ἐρημόω	egyezik
TEREMT-001	Ez 26:19	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Ez 26:19	G2619	igen	igen	κατακαλύψῃ	κατακαλύπτω	egyezik
TEREMT-001	Ez 26:19	G2730	nem	igen	κατοικηθησομένας	κατοικέω	csak uj
TEREMT-001	Ez 26:19	G2962	igen	igen	κύριος	κύριος	egyezik
TEREMT-001	Ez 26:19	G3004	igen	igen	λέγει	λέγω	egyezik
TEREMT-001	Ez 26:19	G3165	igen	nem			csak regi
TEREMT-001	Ez 26:19	G3361	nem	igen	μὴ	μή	csak uj
TEREMT-001	Ez 26:19	G3588	igen	igen	τὰς	ὁ	egyezik
TEREMT-001	Ez 26:19	G3592	igen	igen	τάδε	ὅδε	egyezik
TEREMT-001	Ez 26:19	G3739	igen	nem			csak regi
TEREMT-001	Ez 26:19	G3752	igen	igen	ὅταν	ὅταν	egyezik
TEREMT-001	Ez 26:19	G3754	igen	igen	ὅτι	ὅτι	egyezik
TEREMT-001	Ez 26:19	G4172	igen	igen	πόλιν	πόλις	egyezik
TEREMT-001	Ez 26:19	G4183	igen	igen	πολύ	πολύς	egyezik
TEREMT-001	Ez 26:19	G4771	igen	igen	σε	σύ	egyezik
TEREMT-001	Ez 26:19	G5204	igen	igen	ὕδωρ	ὕδωρ	egyezik
TEREMT-001	Ez 31:4	G0012	igen	igen	ἄβυσσος	ἄβυσσος	egyezik
TEREMT-001	Ez 31:4	G0071	igen	igen	ἤγαγεν	ἄγω	egyezik
TEREMT-001	Ez 31:4	G0846	igen	igen	αὐτόν	αὐτός	egyezik
TEREMT-001	Ez 31:4	G1519	igen	igen	εἰς	εἰς	egyezik
TEREMT-001	Ez 31:4	G1625	igen	igen	ἐξέθρεψεν	ἐκτρέφω	egyezik
TEREMT-001	Ez 31:4	G1821	igen	igen	ἐξαπέστειλεν	ἐξαποστέλλω	egyezik
TEREMT-001	Ez 31:4	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Ez 31:4	G2945	igen	igen	κύκλῳ	κύκλω	egyezik
TEREMT-001	Ez 31:4	G3586	igen	igen	ξύλα	ξύλον	egyezik
TEREMT-001	Ez 31:4	G3588	igen	igen	ἡ	ὁ	egyezik
TEREMT-001	Ez 31:4	G3956	igen	igen	πάντα	πᾶς	egyezik
TEREMT-001	Ez 31:4	G3977	igen	nem			csak regi
TEREMT-001	Ez 31:4	G4215	igen	igen	ποταμοὺς	ποταμός	egyezik
TEREMT-001	Ez 31:4	G5204	igen	igen	ὕδωρ	ὕδωρ	egyezik
TEREMT-001	Ez 31:4	G5312	igen	igen	ὕψωσεν	ὑψόω	egyezik
TEREMT-001	Ez 31:15	G0012	igen	igen	ἄβυσσος	ἄβυσσος	egyezik
TEREMT-001	Ez 31:15	G0086	igen	igen	ᾅδου	ᾅδης	egyezik
TEREMT-001	Ez 31:15	G0846	igen	igen	αὐτὸν	αὐτός	egyezik
TEREMT-001	Ez 31:15	G1519	igen	igen	εἰς	εἰς	egyezik
TEREMT-001	Ez 31:15	G1590	igen	igen	ἐξελύθησαν	ἐκλύω	egyezik
TEREMT-001	Ez 31:15	G1722	igen	igen	ἐν	ἐν	egyezik
TEREMT-001	Ez 31:15	G1909	igen	igen	ἐπ᾿	ἐπί	egyezik
TEREMT-001	Ez 31:15	G2186	igen	igen	ἐπέστησα	ἐφίστημι	egyezik
TEREMT-001	Ez 31:15	G2250	igen	igen	ἡμέρᾳ	ἡμέρα	egyezik
TEREMT-001	Ez 31:15	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Ez 31:15	G2597	igen	igen	κατέβη	καταβαίνω	egyezik
TEREMT-001	Ez 31:15	G2962	igen	igen	κύριος	κύριος	egyezik
TEREMT-001	Ez 31:15	G2967	igen	igen	ἐκώλυσα	κωλύω	egyezik
TEREMT-001	Ez 31:15	G3004	igen	igen	λέγει	λέγω	egyezik
TEREMT-001	Ez 31:15	G3030	igen	nem			csak regi
TEREMT-001	Ez 31:15	G3586	igen	igen	ξύλα	ξύλον	egyezik
TEREMT-001	Ez 31:15	G3588	igen	igen	ἡ	ὁ	egyezik
TEREMT-001	Ez 31:15	G3592	igen	igen	τάδε	ὅδε	egyezik
TEREMT-001	Ez 31:15	G3739	igen	igen	ᾗ	ὅς	egyezik
TEREMT-001	Ez 31:15	G3956	igen	igen	πάντα	πᾶς	egyezik
TEREMT-001	Ez 31:15	G3977	igen	nem			csak regi
TEREMT-001	Ez 31:15	G3996	igen	igen	ἐπένθησεν	πενθέω	egyezik
TEREMT-001	Ez 31:15	G4128	igen	igen	πλῆθος	πλῆθος	egyezik
TEREMT-001	Ez 31:15	G4215	igen	igen	ποταμοὺς	ποταμός	egyezik
TEREMT-001	Ez 31:15	G4651	igen	nem			csak regi
TEREMT-001	Ez 31:15	G5204	igen	igen	ὕδατος	ὕδωρ	egyezik
TEREMT-001	Ámós 7:4	G0012	igen	igen	ἄβυσσον	ἄβυσσος	egyezik
TEREMT-001	Ámós 7:4	G1166	igen	nem			csak regi
TEREMT-001	Ámós 7:4	G1349	igen	igen	δίκην	δίκη	egyezik
TEREMT-001	Ámós 7:4	G1473	igen	igen	μοι	ἐγώ	egyezik
TEREMT-001	Ámós 7:4	G1722	igen	igen	ἐν	ἐν	egyezik
TEREMT-001	Ámós 7:4	G2400	igen	igen	ἰδοὺ	ἰδού	egyezik
TEREMT-001	Ámós 7:4	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Ámós 7:4	G2564	igen	igen	ἐκάλεσεν	καλέω	egyezik
TEREMT-001	Ámós 7:4	G2719	igen	igen	κατέφαγε	κατεσθίω	egyezik
TEREMT-001	Ámós 7:4	G2962	igen	igen	κύριος	κύριος	egyezik
TEREMT-001	Ámós 7:4	G3310	igen	igen	μερίδα	μερίς	egyezik
TEREMT-001	Ámós 7:4	G3588	igen	igen	τὴν	ὁ	egyezik
TEREMT-001	Ámós 7:4	G3778	igen	nem			csak regi
TEREMT-001	Ámós 7:4	G3779	nem	igen	οὕτως	οὕτως	csak uj
TEREMT-001	Ámós 7:4	G4183	igen	igen	πολλὴν	πολύς	egyezik
TEREMT-001	Ámós 7:4	G4442	igen	igen	πυρὶ	πῦρ	egyezik
TEREMT-001	Hab 3:10	G0012	igen	igen	ἄβυσσος	ἄβυσσος	egyezik
TEREMT-001	Hab 3:10	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
TEREMT-001	Hab 3:10	G1325	igen	igen	ἔδωκεν	δίδωμι	egyezik
TEREMT-001	Hab 3:10	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Hab 3:10	G2992	igen	igen	λαοί	λαός	egyezik
TEREMT-001	Hab 3:10	G3588	igen	igen	ἡ	ὁ	egyezik
TEREMT-001	Hab 3:10	G3708	igen	igen	ὄψονταί	ὁράω	egyezik
TEREMT-001	Hab 3:10	G4197	igen	igen	πορείας	πορεία	egyezik
TEREMT-001	Hab 3:10	G4650	igen	igen	σκορπίζων	σκορπίζω	egyezik
TEREMT-001	Hab 3:10	G4771	igen	igen	σε	σύ	egyezik
TEREMT-001	Hab 3:10	G5204	igen	igen	ὕδατα	ὕδωρ	egyezik
TEREMT-001	Hab 3:10	G5311	igen	igen	ὕψος	ὕψος	egyezik
TEREMT-001	Hab 3:10	G5325	igen	igen	φαντασίας	φαντασία	egyezik
TEREMT-001	Hab 3:10	G5456	igen	igen	φωνὴν	φωνή	egyezik
TEREMT-001	Hab 3:10	G5605	igen	igen	ὠδινήσουσιν	ὠδίνω	egyezik
TEREMT-001	Jón 2:6	G0166	igen	igen	αἰώνιοι	αἰώνιος	egyezik
TEREMT-001	Jón 2:6	G0305	igen	igen	ἀναβήτω	ἀναβαίνω	egyezik
TEREMT-001	Jón 2:6	G0846	igen	igen	αὐτῆς	αὐτός	egyezik
TEREMT-001	Jón 2:6	G1065	igen	nem			csak regi
TEREMT-001	Jón 2:6	G1093	nem	igen	γῆν	γῆ	csak uj
TEREMT-001	Jón 2:6	G1473	igen	igen	μου	ἐγώ	egyezik
TEREMT-001	Jón 2:6	G1519	igen	igen	εἰς	εἰς	egyezik
TEREMT-001	Jón 2:6	G2222	igen	igen	ζωῆς	ζωή	egyezik
TEREMT-001	Jón 2:6	G2316	igen	igen	θεός	θεός	egyezik
TEREMT-001	Jón 2:6	G2532	igen	igen	καὶ	καί	egyezik
TEREMT-001	Jón 2:6	G2597	igen	igen	κατέβην	καταβαίνω	egyezik
TEREMT-001	Jón 2:6	G2962	igen	igen	κύριε	κύριος	egyezik
TEREMT-001	Jón 2:6	G3588	igen	igen	οἱ	ὁ	egyezik
TEREMT-001	Jón 2:6	G3739	igen	igen	ἧς	ὅς	egyezik
TEREMT-001	Jón 2:6	G5356	igen	igen	φθορὰ	φθορά	egyezik
ALVIL-001	Zsolt 16:10	G0086	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G0846	nem	igen	αὐτῶν	αὐτός	csak uj
ALVIL-001	Zsolt 16:10	G1312	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G1325	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G1459	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G1473	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G1519	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G2980	nem	igen	ἐλάλησεν	λαλέω	csak uj
ALVIL-001	Zsolt 16:10	G3364	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G3588	igen	igen	τὸ	ὁ	egyezik
ALVIL-001	Zsolt 16:10	G3708	igen	nem			csak regi
ALVIL-001	Zsolt 16:10	G3741	igen	nem			csak regi
