# GENERÁLT: eszkozok/lxx_osszevetes.py — kézzel nem szerkesztendő.
id	igehely	strong	regi_talalat	uj_talalat	uj_szoalak	uj_lemma	megjegyzes
ALVIL-001	Ez 32:27	G2597	igen	igen	κατέβησαν	καταβαίνω	egyezik
ALVIL-001	Ez 32:27	G2776	igen	igen	κεφαλὰς	κεφαλή	egyezik
ALVIL-001	Ez 32:27	G2837	igen	igen	ἐκοιμήθησαν	κοιμάω	egyezik
ALVIL-001	Ez 32:27	G3162	igen	igen	μαχαίρας	μάχαιρα	egyezik
ALVIL-001	Ez 32:27	G3326	igen	igen	μετὰ	μετά	egyezik
ALVIL-001	Ez 32:27	G3588	igen	igen	τῶν	ὁ	egyezik
ALVIL-001	Ez 32:27	G3696	igen	igen	ὅπλοις	ὅπλον	egyezik
ALVIL-001	Ez 32:27	G3739	igen	igen	οἳ	ὅς	egyezik
ALVIL-001	Ez 32:27	G3747	igen	nem			csak regi
ALVIL-001	Ez 32:27	G3754	igen	igen	ὅτι	ὅτι	egyezik
ALVIL-001	Ez 32:27	G4098	igen	igen	πεπτωκότων	πίπτω	egyezik
ALVIL-001	Ez 32:27	G4170	igen	nem			csak regi
ALVIL-001	Ez 32:27	G5087	igen	igen	ἔθηκαν	τίθημι	egyezik
ALVIL-001	Ez 32:27	G5259	igen	igen	ὑπὸ	ὑπό	egyezik
ALVIL-001	Hós 13:14	G0086	igen	igen	ᾅδου	ᾅδης	egyezik
ALVIL-001	Hós 13:14	G0575	igen	igen	ἀπὸ	ἀπό	egyezik
ALVIL-001	Hós 13:14	G0846	igen	igen	αὐτοὺς	αὐτός	egyezik
ALVIL-001	Hós 13:14	G1349	igen	igen	δίκη	δίκη	egyezik
ALVIL-001	Hós 13:14	G1473	igen	igen	μου	ἐγώ	egyezik
ALVIL-001	Hós 13:14	G1537	igen	igen	ἐκ	ἐκ	egyezik
ALVIL-001	Hós 13:14	G2288	igen	igen	θανάτου	θάνατος	egyezik
ALVIL-001	Hós 13:14	G2532	igen	igen	καὶ	καί	egyezik
ALVIL-001	Hós 13:14	G2759	igen	igen	κέντρον	κέντρον	egyezik
ALVIL-001	Hós 13:14	G2928	igen	igen	κέκρυπται	κρύπτω	egyezik
ALVIL-001	Hós 13:14	G3084	igen	igen	λυτρώσομαι	λυτρόω	egyezik
ALVIL-001	Hós 13:14	G3588	igen	igen	ἡ	ὁ	egyezik
ALVIL-001	Hós 13:14	G3788	igen	igen	ὀφθαλμῶν	ὀφθαλμός	egyezik
ALVIL-001	Hós 13:14	G3874	igen	igen	παράκλησις	παράκλησις	egyezik
ALVIL-001	Hós 13:14	G4225	igen	igen	ποῦ	ποῦ	egyezik
ALVIL-001	Hós 13:14	G4506	nem	igen	ῥύσομαι	ῥύομαι	csak uj
ALVIL-001	Hós 13:14	G4771	igen	igen	σου	σύ	egyezik
ALVIL-001	Hós 13:14	G5495	igen	igen	χειρὸς	χείρ	egyezik
ALVIL-001	Ámós 9:2	G0086	igen	igen	ᾅδου	ᾅδης	egyezik
ALVIL-001	Ámós 9:2	G0305	igen	igen	ἀναβῶσιν	ἀναβαίνω	egyezik
ALVIL-001	Ámós 9:2	G0385	igen	igen	ἀνασπάσει	ἀνασπάω	egyezik
ALVIL-001	Ámós 9:2	G0846	igen	igen	αὐτούς	αὐτός	egyezik
ALVIL-001	Ámós 9:2	G1437	igen	igen	ἐὰν	ἐάν	egyezik
ALVIL-001	Ámós 9:2	G1473	igen	igen	μου	ἐγώ	egyezik
ALVIL-001	Ámós 9:2	G1519	igen	igen	εἰς	εἰς	egyezik
ALVIL-001	Ámós 9:2	G1564	igen	igen	ἐκεῖθεν	ἐκεῖθεν	egyezik
ALVIL-001	Ámós 9:2	G2532	igen	igen	καὶ	καί	egyezik
ALVIL-001	Ámós 9:2	G2609	igen	igen	κατάξω	κατάγω	egyezik
ALVIL-001	Ámós 9:2	G3588	igen	igen	ἡ	ὁ	egyezik
ALVIL-001	Ámós 9:2	G3772	igen	igen	οὐρανόν	οὐρανός	egyezik
ALVIL-001	Ámós 9:2	G5495	igen	igen	χείρ	χείρ	egyezik
ALVIL-001	Hab 2:5	G0086	igen	igen	ᾅδης	ᾅδης	egyezik
ALVIL-001	Hab 2:5	G0213	igen	igen	ἀλαζών	ἀλαζών	egyezik
ALVIL-001	Hab 2:5	G0435	igen	igen	ἀνὴρ	ἀνήρ	egyezik
ALVIL-001	Hab 2:5	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
ALVIL-001	Hab 2:5	G1161	igen	igen	δὲ	δέ	egyezik
ALVIL-001	Hab 2:5	G1484	igen	igen	ἔθνη	ἔθνος	egyezik
ALVIL-001	Hab 2:5	G1523	igen	igen	εἰσδέξεται	εἰσδέχομαι	egyezik
ALVIL-001	Hab 2:5	G1705	nem	igen	ἐμπιπλάμενος	ἐμπίπλημι	csak uj
ALVIL-001	Hab 2:5	G1909	igen	igen	ἐπ᾿	ἐπί	egyezik
ALVIL-001	Hab 2:5	G1996	igen	igen	ἐπισυνάξει	ἐπισυνάγω	egyezik
ALVIL-001	Hab 2:5	G2288	igen	igen	θάνατος	θάνατος	egyezik
ALVIL-001	Hab 2:5	G2531	igen	igen	καθὼς	καθώς	egyezik
ALVIL-001	Hab 2:5	G2532	igen	igen	καὶ	καί	egyezik
ALVIL-001	Hab 2:5	G2707	igen	igen	καταφρονητὴς	καταφρονητής	egyezik
ALVIL-001	Hab 2:5	G2992	igen	igen	λαούς	λαός	egyezik
ALVIL-001	Hab 2:5	G3165	igen	nem			csak regi
ALVIL-001	Hab 2:5	G3361	nem	igen	μὴ	μή	csak uj
ALVIL-001	Hab 2:5	G3364	igen	nem			csak regi
ALVIL-001	Hab 2:5	G3588	igen	igen	ὁ	ὁ	egyezik
ALVIL-001	Hab 2:5	G3739	igen	igen	ὃς	ὅς	egyezik
ALVIL-001	Hab 2:5	G3756	nem	igen	οὐκ	οὐ	csak uj
ALVIL-001	Hab 2:5	G3762	igen	igen	οὐδὲν	οὐδείς	egyezik
ALVIL-001	Hab 2:5	G3778	igen	igen	οὗτος	οὗτος	egyezik
ALVIL-001	Hab 2:5	G3956	igen	igen	πάντα	πᾶς	egyezik
ALVIL-001	Hab 2:5	G4115	igen	igen	ἐπλάτυνεν	πλατύνω	egyezik
ALVIL-001	Hab 2:5	G4314	igen	igen	πρὸς	πρός	egyezik
ALVIL-001	Hab 2:5	G5590	igen	igen	ψυχὴν	ψυχή	egyezik
ALVIL-001	Jón 2:3	G0641	igen	igen	ἀπέρριψάς	ἀπορρίπτω	egyezik
ALVIL-001	Jón 2:3	G0899	igen	igen	βάθη	βάθος	egyezik
ALVIL-001	Jón 2:3	G1330	igen	igen	διῆλθον	διέρχομαι	egyezik
ALVIL-001	Jón 2:3	G1473	igen	igen	με	ἐγώ	egyezik
ALVIL-001	Jón 2:3	G1519	igen	igen	εἰς	εἰς	egyezik
ALVIL-001	Jón 2:3	G1909	igen	igen	ἐπ᾿	ἐπί	egyezik
ALVIL-001	Jón 2:3	G2281	igen	igen	θαλάσσης	θάλασσα	egyezik
ALVIL-001	Jón 2:3	G2532	igen	igen	καὶ	καί	egyezik
ALVIL-001	Jón 2:3	G2588	igen	igen	καρδίας	καρδία	egyezik
ALVIL-001	Jón 2:3	G2944	igen	igen	ἐκύκλωσαν	κυκλόω	egyezik
ALVIL-001	Jón 2:3	G2949	igen	igen	κύματά	κῦμα	egyezik
ALVIL-001	Jón 2:3	G3588	igen	igen	οἱ	ὁ	egyezik
ALVIL-001	Jón 2:3	G3956	igen	igen	πάντες	πᾶς	egyezik
ALVIL-001	Jón 2:3	G4215	igen	igen	ποταμοί	ποταμός	egyezik
ALVIL-001	Jón 2:3	G4771	igen	igen	σου	σύ	egyezik
MENNY-001	1Móz 6:2	G0444	igen	igen	ἀνθρώπων	ἄνθρωπος	egyezik
MENNY-001	1Móz 6:2	G0575	igen	igen	ἀπὸ	ἀπό	egyezik
MENNY-001	1Móz 6:2	G1135	igen	igen	γυναῖκας	γυνή	egyezik
MENNY-001	1Móz 6:2	G1161	igen	igen	δὲ	δέ	egyezik
MENNY-001	1Móz 6:2	G1438	igen	igen	ἑαυτοῖς	ἑαυτοῦ	egyezik
MENNY-001	1Móz 6:2	G1510	igen	igen	εἰσιν	εἰμί	egyezik
MENNY-001	1Móz 6:2	G1586	igen	igen	ἐξελέξαντο	ἐκλέγω	egyezik
MENNY-001	1Móz 6:2	G2316	igen	igen	θεοῦ	θεός	egyezik
MENNY-001	1Móz 6:2	G2364	igen	igen	θυγατέρας	θυγάτηρ	egyezik
MENNY-001	1Móz 6:2	G2570	igen	igen	καλαί	καλός	egyezik
MENNY-001	1Móz 6:2	G2983	igen	igen	ἔλαβον	λαμβάνω	egyezik
MENNY-001	1Móz 6:2	G3588	igen	igen	οἱ	ὁ	egyezik
MENNY-001	1Móz 6:2	G3708	igen	igen	ἰδόντες	ὁράω	egyezik
MENNY-001	1Móz 6:2	G3739	igen	igen	ὧν	ὅς	egyezik
MENNY-001	1Móz 6:2	G3754	igen	igen	ὅτι	ὅτι	egyezik
MENNY-001	1Móz 6:2	G3956	igen	igen	πασῶν	πᾶς	egyezik
MENNY-001	1Móz 6:2	G5207	igen	igen	υἱοὶ	υἱός	egyezik
MENNY-001	1Móz 6:4	G0165	igen	igen	αἰῶνος	αἰών	egyezik
MENNY-001	1Móz 6:4	G0302	igen	igen	ἂν	ἄν	egyezik
MENNY-001	1Móz 6:4	G0444	igen	igen	ἀνθρώπων	ἄνθρωπος	egyezik
MENNY-001	1Móz 6:4	G0575	igen	igen	ἀπ᾿	ἀπό	egyezik
MENNY-001	1Móz 6:4	G1065	igen	nem			csak regi
MENNY-001	1Móz 6:4	G1080	igen	igen	ἐγεννῶσαν	γεννάω	egyezik
MENNY-001	1Móz 6:4	G1093	nem	igen	γῆς	γῆ	csak uj
MENNY-001	1Móz 6:4	G1161	igen	igen	δὲ	δέ	egyezik
MENNY-001	1Móz 6:4	G1438	igen	igen	ἑαυτοῖς	ἑαυτοῦ	egyezik
MENNY-001	1Móz 6:4	G1510	igen	igen	ἦσαν	εἰμί	egyezik
MENNY-001	1Móz 6:4	G1531	igen	igen	εἰσεπορεύοντο	εἰσπορεύομαι	egyezik
MENNY-001	1Móz 6:4	G1565	igen	igen	ἐκείναις	ἐκεῖνος	egyezik
MENNY-001	1Móz 6:4	G1722	igen	igen	ἐν	ἐν	egyezik
MENNY-001	1Móz 6:4	G1909	igen	igen	ἐπὶ	ἐπί	egyezik
MENNY-001	1Móz 6:4	G2250	igen	igen	ἡμέραις	ἡμέρα	egyezik
MENNY-001	1Móz 6:4	G2316	igen	igen	θεοῦ	θεός	egyezik
MENNY-001	1Móz 6:4	G2364	igen	igen	θυγατέρας	θυγάτηρ	egyezik
MENNY-001	1Móz 6:4	G2532	igen	igen	καὶ	καί	egyezik
MENNY-001	1Móz 6:4	G3326	igen	igen	μετ᾿	μετά	egyezik
MENNY-001	1Móz 6:4	G3588	igen	igen	οἱ	ὁ	egyezik
MENNY-001	1Móz 6:4	G3687	igen	nem			csak regi
MENNY-001	1Móz 6:4	G3739	igen	nem			csak regi
MENNY-001	1Móz 6:4	G4314	igen	igen	πρὸς	πρός	egyezik
MENNY-001	1Móz 6:4	G5207	igen	igen	υἱοὶ	υἱός	egyezik
MENNY-001	Jób 1:6	G0032	igen	igen	ἄγγελοι	ἄγγελος	egyezik
MENNY-001	Jób 1:6	G0846	igen	igen	αὐτῶν	αὐτός	egyezik
MENNY-001	Jób 1:6	G1096	igen	igen	ἐγένετο	γίνομαι	egyezik
MENNY-001	Jób 1:6	G1228	igen	igen	διάβολος	διάβολος	egyezik
MENNY-001	Jób 1:6	G1799	igen	nem			csak regi
MENNY-001	Jób 1:6	G2064	igen	igen	ἦλθον	ἔρχομαι	egyezik
MENNY-001	Jób 1:6	G2250	igen	igen	ἡμέρα	ἡμέρα	egyezik
MENNY-001	Jób 1:6	G2316	igen	igen	θεοῦ	θεός	egyezik
MENNY-001	Jób 1:6	G2400	igen	igen	ἰδοὺ	ἰδού	egyezik
MENNY-001	Jób 1:6	G2532	igen	igen	καὶ	καί	egyezik
MENNY-001	Jób 1:6	G2962	igen	igen	κυρίου	κύριος	egyezik
MENNY-001	Jób 1:6	G3326	igen	igen	μετ᾿	μετά	egyezik
MENNY-001	Jób 1:6	G3588	igen	igen	ἡ	ὁ	egyezik
MENNY-001	Jób 1:6	G3739	igen	nem			csak regi
MENNY-001	Jób 1:6	G3778	igen	igen	αὕτη	οὗτος	egyezik
MENNY-001	Jób 1:6	G3936	igen	igen	παραστῆναι	παρίστημι	egyezik
MENNY-001	Jób 2:1	G0032	igen	igen	ἄγγελοι	ἄγγελος	egyezik
MENNY-001	Jób 2:1	G0846	igen	igen	αὐτῶν	αὐτός	egyezik
MENNY-001	Jób 2:1	G1096	igen	igen	ἐγένετο	γίνομαι	egyezik
MENNY-001	Jób 2:1	G1161	igen	igen	δὲ	δέ	egyezik
MENNY-001	Jób 2:1	G1228	igen	igen	διάβολος	διάβολος	egyezik
MENNY-001	Jób 2:1	G1722	igen	igen	ἐν	ἐν	egyezik
MENNY-001	Jób 2:1	G1725	igen	igen	ἔναντι	ἔναντι	egyezik
MENNY-001	Jób 2:1	G1726	igen	igen	ἐναντίον	ἐναντίον	egyezik
MENNY-001	Jób 2:1	G2064	igen	igen	ἦλθον	ἔρχομαι	egyezik
MENNY-001	Jób 2:1	G2250	igen	igen	ἡμέρα	ἡμέρα	egyezik
MENNY-001	Jób 2:1	G2316	igen	igen	θεοῦ	θεός	egyezik
MENNY-001	Jób 2:1	G2532	igen	igen	καὶ	καί	egyezik
MENNY-001	Jób 2:1	G2962	igen	igen	κυρίου	κύριος	egyezik
MENNY-001	Jób 2:1	G3319	igen	igen	μέσῳ	μέσος	egyezik
MENNY-001	Jób 2:1	G3588	igen	igen	ἡ	ὁ	egyezik
MENNY-001	Jób 2:1	G3739	igen	nem			csak regi
MENNY-001	Jób 2:1	G3778	igen	igen	αὕτη	οὗτος	egyezik
MENNY-001	Jób 2:1	G3936	igen	igen	παραστῆναι	παρίστημι	egyezik
MENNY-001	Jób 38:7	G0032	igen	igen	ἄγγελοί	ἄγγελος	egyezik
MENNY-001	Jób 38:7	G0134	igen	igen	ᾔνεσάν	αἰνέω	egyezik
MENNY-001	Jób 38:7	G0798	igen	igen	ἄστρα	ἄστρον	egyezik
MENNY-001	Jób 38:7	G1096	igen	igen	ἐγενήθησαν	γίνομαι	egyezik
MENNY-001	Jób 38:7	G1473	igen	igen	με	ἐγώ	egyezik
MENNY-001	Jób 38:7	G3173	igen	igen	μεγάλῃ	μέγας	egyezik
MENNY-001	Jób 38:7	G3753	igen	igen	ὅτε	ὅτε	egyezik
MENNY-001	Jób 38:7	G3956	igen	igen	πάντες	πᾶς	egyezik
MENNY-001	Jób 38:7	G5456	igen	igen	φωνῇ	φωνή	egyezik
MENNY-001	4Móz 13:34	G0200	igen	igen	ἀκρίδες	ἀκρίς	egyezik
MENNY-001	4Móz 13:34	G0235	igen	igen	ἀλλὰ	ἀλλά	egyezik
MENNY-001	4Móz 13:34	G0846	igen	igen	αὐτῶν	αὐτός	egyezik
MENNY-001	4Móz 13:34	G1095	igen	nem			csak regi
MENNY-001	4Móz 13:34	G1510	igen	igen	ἦμεν	εἰμί	egyezik
MENNY-001	4Móz 13:34	G1563	igen	igen	ἐκεῖ	ἐκεῖ	egyezik
MENNY-001	4Móz 13:34	G1799	igen	nem			csak regi
MENNY-001	4Móz 13:34	G2532	igen	igen	καὶ	καί	egyezik
MENNY-001	4Móz 13:34	G3588	igen	igen	τοὺς	ὁ	egyezik
MENNY-001	4Móz 13:34	G3708	igen	igen	ἑωράκαμεν	ὁράω	egyezik
MENNY-001	4Móz 13:34	G3778	igen	nem			csak regi
MENNY-001	4Móz 13:34	G3779	nem	igen	οὕτως	οὕτως	csak uj
MENNY-001	4Móz 13:34	G5616	igen	igen	ὡσεὶ	ὡσεί	egyezik
ANTROP-001	1Móz 2:7	G0444	igen	igen	ἄνθρωπον	ἄνθρωπος	egyezik
ANTROP-001	1Móz 2:7	G0575	igen	igen	ἀπὸ	ἀπό	egyezik
ANTROP-001	1Móz 2:7	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
ANTROP-001	1Móz 2:7	G1065	igen	nem			csak regi
ANTROP-001	1Móz 2:7	G1093	nem	igen	γῆς	γῆ	csak uj
ANTROP-001	1Móz 2:7	G1096	igen	igen	ἐγένετο	γίνομαι	egyezik
ANTROP-001	1Móz 2:7	G1519	igen	igen	εἰς	εἰς	egyezik
ANTROP-001	1Móz 2:7	G1720	igen	igen	ἐνεφύσησεν	ἐμφυσάω	egyezik
ANTROP-001	1Móz 2:7	G2198	igen	igen	ζῶσαν	ζάω	egyezik
ANTROP-001	1Móz 2:7	G2222	igen	igen	ζωῆς	ζωή	egyezik
ANTROP-001	1Móz 2:7	G2316	igen	igen	θεὸς	θεός	egyezik
ANTROP-001	1Móz 2:7	G2532	igen	igen	καὶ	καί	egyezik
ANTROP-001	1Móz 2:7	G3588	igen	igen	ὁ	ὁ	egyezik
ANTROP-001	1Móz 2:7	G4111	igen	igen	ἔπλασεν	πλάσσω	egyezik
ANTROP-001	1Móz 2:7	G4157	igen	igen	πνοὴν	πνοή	egyezik
ANTROP-001	1Móz 2:7	G4383	igen	igen	πρόσωπον	πρόσωπον	egyezik
ANTROP-001	1Móz 2:7	G5590	igen	igen	ψυχὴν	ψυχή	egyezik
HODIT-001	1Móz 14:5	G0260	igen	igen	ἅμα	ἅμα	egyezik
HODIT-001	1Móz 14:5	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
HODIT-001	1Móz 14:5	G0935	igen	igen	βασιλεῖς	βασιλεύς	egyezik
HODIT-001	1Móz 14:5	G1161	igen	igen	δὲ	δέ	egyezik
HODIT-001	1Móz 14:5	G1484	igen	igen	ἔθνη	ἔθνος	egyezik
HODIT-001	1Móz 14:5	G1722	igen	igen	ἐν	ἐν	egyezik
HODIT-001	1Móz 14:5	G2064	igen	igen	ἦλθεν	ἔρχομαι	egyezik
HODIT-001	1Móz 14:5	G2094	igen	igen	ἔτει	ἔτος	egyezik
HODIT-001	1Móz 14:5	G2478	igen	igen	ἰσχυρὰ	ἰσχυρός	egyezik
HODIT-001	1Móz 14:5	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	1Móz 14:5	G2629	igen	igen	κατέκοψαν	κατακόπτω	egyezik
HODIT-001	1Móz 14:5	G3326	igen	igen	μετ᾿	μετά	egyezik
HODIT-001	1Móz 14:5	G3588	igen	igen	τῷ	ὁ	egyezik
HODIT-001	1Móz 14:5	G4172	igen	igen	πόλει	πόλις	egyezik
HODIT-001	1Móz 14:5	G5065	igen	igen	τεσσαρεσκαιδεκάτῳ	τεσσαρεσκαιδέκατος	egyezik
HODIT-001	1Móz 15:20	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	1Móz 15:20	G3588	igen	igen	τοὺς	ὁ	egyezik
HODIT-001	4Móz 13:34	G0200	igen	igen	ἀκρίδες	ἀκρίς	egyezik
HODIT-001	4Móz 13:34	G0235	igen	igen	ἀλλὰ	ἀλλά	egyezik
HODIT-001	4Móz 13:34	G0846	igen	igen	αὐτῶν	αὐτός	egyezik
HODIT-001	4Móz 13:34	G1095	igen	nem			csak regi
HODIT-001	4Móz 13:34	G1510	igen	igen	ἦμεν	εἰμί	egyezik
HODIT-001	4Móz 13:34	G1563	igen	igen	ἐκεῖ	ἐκεῖ	egyezik
HODIT-001	4Móz 13:34	G1799	igen	nem			csak regi
HODIT-001	4Móz 13:34	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	4Móz 13:34	G3588	igen	igen	τοὺς	ὁ	egyezik
HODIT-001	4Móz 13:34	G3708	igen	igen	ἑωράκαμεν	ὁράω	egyezik
HODIT-001	4Móz 13:34	G3778	igen	nem			csak regi
HODIT-001	4Móz 13:34	G3779	nem	igen	οὕτως	οὕτως	csak uj
HODIT-001	4Móz 13:34	G5616	igen	igen	ὡσεὶ	ὡσεί	egyezik
HODIT-001	5Móz 2:11	G0846	igen	igen	αὐτοὺς	αὐτός	egyezik
HODIT-001	5Móz 2:11	G2028	nem	igen	ἐπονομάζουσιν	ἐπονομάζω	csak uj
HODIT-001	5Móz 2:11	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	5Móz 2:11	G3049	igen	igen	λογισθήσονται	λογίζομαι	egyezik
HODIT-001	5Móz 2:11	G3588	igen	igen	οἱ	ὁ	egyezik
HODIT-001	5Móz 2:11	G3746	igen	nem			csak regi
HODIT-001	5Móz 2:11	G3778	igen	igen	οὗτοι	οὗτος	egyezik
HODIT-001	5Móz 2:11	G5618	nem	igen	ὥσπερ	ὥσπερ	csak uj
HODIT-001	5Móz 2:20	G0846	igen	igen	αὐτῆς	αὐτός	egyezik
HODIT-001	5Móz 2:20	G1063	igen	igen	γὰρ	γάρ	egyezik
HODIT-001	5Móz 2:20	G1065	igen	nem			csak regi
HODIT-001	5Móz 2:20	G1093	nem	igen	γῆ	γῆ	csak uj
HODIT-001	5Móz 2:20	G1909	igen	igen	ἐπ᾿	ἐπί	egyezik
HODIT-001	5Móz 2:20	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	5Móz 2:20	G2730	nem	igen	κατῴκουν	κατοικέω	csak uj
HODIT-001	5Móz 2:20	G3049	igen	igen	λογισθήσεται	λογίζομαι	egyezik
HODIT-001	5Móz 2:20	G3588	igen	igen	οἱ	ὁ	egyezik
HODIT-001	5Móz 2:20	G3687	igen	igen	ὀνομάζουσιν	ὀνομάζω	egyezik
HODIT-001	5Móz 2:20	G4386	nem	igen	πρότερον	πρότερον	csak uj
HODIT-001	5Móz 2:20	G4387	igen	nem			csak regi
HODIT-001	5Móz 3:11	G0435	igen	igen	ἀνδρός	ἀνήρ	egyezik
HODIT-001	5Móz 3:11	G0575	igen	igen	ἀπὸ	ἀπό	egyezik
HODIT-001	5Móz 3:11	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
HODIT-001	5Móz 3:11	G0935	igen	igen	βασιλεὺς	βασιλεύς	egyezik
HODIT-001	5Móz 3:11	G1722	igen	igen	ἐν	ἐν	egyezik
HODIT-001	5Móz 3:11	G1767	igen	igen	ἐννέα	ἐννέα	egyezik
HODIT-001	5Móz 3:11	G2400	igen	igen	ἰδοὺ	ἰδού	egyezik
HODIT-001	5Móz 3:11	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	5Móz 3:11	G2641	igen	igen	κατελείφθη	καταλείπω	egyezik
HODIT-001	5Móz 3:11	G2825	igen	igen	κλίνη	κλίνη	egyezik
HODIT-001	5Móz 3:11	G3372	igen	igen	μῆκος	μῆκος	egyezik
HODIT-001	5Móz 3:11	G3588	igen	igen	τῶν	ὁ	egyezik
HODIT-001	5Móz 3:11	G3754	igen	igen	ὅτι	ὅτι	egyezik
HODIT-001	5Móz 3:11	G3778	igen	igen	αὕτη	οὗτος	egyezik
HODIT-001	5Móz 3:11	G4083	igen	igen	πηχῶν	πῆχυς	egyezik
HODIT-001	5Móz 3:11	G4133	igen	igen	πλὴν	πλήν	egyezik
HODIT-001	5Móz 3:11	G4603	igen	nem			csak regi
HODIT-001	5Móz 3:11	G5064	igen	igen	τεσσάρων	τέσσαρες	egyezik
HODIT-001	5Móz 3:11	G5207	igen	igen	υἱῶν	υἱός	egyezik
HODIT-001	5Móz 3:13	G0932	igen	igen	βασιλείαν	βασιλεία	egyezik
HODIT-001	5Móz 3:13	G1065	igen	nem			csak regi
HODIT-001	5Móz 3:13	G1093	nem	igen	γῆ	γῆ	csak uj
HODIT-001	5Móz 3:13	G1325	igen	igen	ἔδωκα	δίδωμι	egyezik
HODIT-001	5Móz 3:13	G1565	igen	igen	ἐκείνην	ἐκεῖνος	egyezik
HODIT-001	5Móz 3:13	G2255	igen	igen	ἡμίσει	ἥμισυς	egyezik
HODIT-001	5Móz 3:13	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	5Móz 3:13	G2645	igen	igen	κατάλοιπον	κατάλοιπος	egyezik
HODIT-001	5Móz 3:13	G3049	igen	igen	λογισθήσεται	λογίζομαι	egyezik
HODIT-001	5Móz 3:13	G3588	igen	igen	τὸ	ὁ	egyezik
HODIT-001	5Móz 3:13	G3956	igen	igen	πᾶσαν	πᾶς	egyezik
HODIT-001	5Móz 3:13	G4066	igen	igen	περίχωρον	περίχωρος	egyezik
HODIT-001	5Móz 3:13	G5443	igen	igen	φυλῆς	φυλή	egyezik
HODIT-001	Józs 12:4	G0935	igen	igen	βασιλεὺς	βασιλεύς	egyezik
HODIT-001	Józs 12:4	G1095	igen	nem			csak regi
HODIT-001	Józs 12:4	G1537	igen	igen	ἐκ	ἐκ	egyezik
HODIT-001	Józs 12:4	G1722	igen	igen	ἐν	ἐν	egyezik
HODIT-001	Józs 12:4	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	Józs 12:4	G2730	igen	igen	κατοικῶν	κατοικέω	egyezik
HODIT-001	Józs 12:4	G3588	igen	igen	τῶν	ὁ	egyezik
HODIT-001	Józs 12:4	G3725	igen	nem			csak regi
HODIT-001	Józs 12:4	G3739	igen	nem			csak regi
HODIT-001	Józs 12:4	G5275	igen	igen	ὑπελείφθη	ὑπολείπω	egyezik
HODIT-001	Józs 13:12	G0575	igen	igen	ἀπὸ	ἀπό	egyezik
HODIT-001	Józs 13:12	G0846	igen	igen	αὐτὸν	αὐτός	egyezik
HODIT-001	Józs 13:12	G0932	igen	igen	βασιλείαν	βασιλεία	egyezik
HODIT-001	Józs 13:12	G0936	igen	igen	ἐβασίλευσεν	βασιλεύω	egyezik
HODIT-001	Józs 13:12	G1722	igen	igen	ἐν	ἐν	egyezik
HODIT-001	Józs 13:12	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	Józs 13:12	G2641	igen	igen	κατελείφθη	καταλείπω	egyezik
HODIT-001	Józs 13:12	G3588	igen	igen	τὴν	ὁ	egyezik
HODIT-001	Józs 13:12	G3739	igen	igen	ὃς	ὅς	egyezik
HODIT-001	Józs 13:12	G3778	igen	igen	οὗτος	οὗτος	egyezik
HODIT-001	Józs 13:12	G3956	igen	igen	πᾶσαν	πᾶς	egyezik
HODIT-001	Józs 13:12	G3960	igen	igen	ἐπάταξεν	πατάσσω	egyezik
HODIT-001	2Sám 21:16	G0575	igen	nem			csak regi
HODIT-001	2Sám 21:16	G0846	igen	igen	αὐτοῦ	αὐτός	egyezik
HODIT-001	2Sám 21:16	G1510	igen	igen	ἦν	εἰμί	egyezik
HODIT-001	2Sám 21:16	G1549	nem	igen	ἐκγόνοις	ἔκγονος	csak uj
HODIT-001	2Sám 21:16	G1722	igen	igen	ἐν	ἐν	egyezik
HODIT-001	2Sám 21:16	G2532	igen	igen	καὶ	καί	egyezik
HODIT-001	2Sám 21:16	G2884	igen	nem			csak regi
HODIT-001	2Sám 21:16	G3588	igen	igen	τοῖς	ὁ	egyezik
HODIT-001	2Sám 21:16	G3739	igen	igen	ὃς	ὅς	egyezik
HODIT-001	2Sám 21:16	G3960	igen	igen	πατάξαι	πατάσσω	egyezik
HODIT-001	2Sám 21:16	G4024	igen	nem			csak regi
HODIT-001	2Sám 21:16	G5145	igen	igen	τριακοσίων	τριακόσιοι	egyezik
HODIT-001	2Sám 21:16	G5475	nem	igen	χαλκοῦ	χαλκός	csak uj
HODIT-001	2Sám 21:18	G0246	igen	igen	ἀλλοφύλων	ἀλλόφυλος	egyezik
HODIT-001	2Sám 21:18	G1095	igen	nem			csak regi
HODIT-001	2Sám 21:18	G1096	igen	igen	ἐγενήθη	γίνομαι	egyezik
